isin,market,segment.translations.others,instrumentType.originalValue,instrumentType,securityType,originCountryCode,originCountry,industrySector.originalValue,industrySector,sector,subsector
DE0005110001,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Software,IT-Services
DE000A11QVV0,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Pharma & Healthcare,Biotechnology
NL0000238145,Regulated Market,Prime Standard,1002,Common shares,Bearer share,NL,Netherlands ,900,Foreign shares,Media,Advertising
GB00BLGZ9862,Open Market,,1002,Common shares,Registered share,GB,Great Britain,140,Stores,,
DE0006968001,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,61,Electronic engineering,Automobile,Auto Parts & Equipment
DE000A12UK08,Open Market,Basic Board,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Retail,"Retail, Internet"
FR0000120073,Open Market,,1002,Common shares,Bearer share,FR,France,51,Chemistry/pharmacy,,
DE0006942808,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Financial Services,Private Equity & Venture Capital
NL0012817175,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,70,Service/energy,,
DE0006204589,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,171,Trade,Telecommunication,Telecommunication Services
DE000A2NBVD5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,Insurance,Insurance
DE000A1EWXA4,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
BE0974320526,Open Market,,1002,Common shares,Registered share,BE,Belgium,61,Electronic engineering,,
DE000A111338,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
US70432V1026,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
AT0000720008,Open Market,,1002,Common shares,Bearer share,AT,Austria,180,Holding companies,,
ES0130670112,Open Market,,1002,Common shares,Bearer share,ES,Spain,70,Service/energy,,
US4601461035,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE000A289VV1,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
US9224751084,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
US92532F1003,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
AT0000730007,Open Market,,1002,Common shares,Bearer share,AT,Austria,91,Automotive and mechanical engineering,,
DE000A2GSVV5,Open Market,,1002,Common shares,Registered share,DE,Germany,190,Other german shares,,
US1696561059,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE0006046113,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,51,Chemistry/pharmacy,Pharma & Healthcare,Biotechnology
DE000A2G8XP9,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000A12UMB1,Open Market,,1002,Common shares,Registered share,DE,Germany,190,Other german shares,,
DE000A2YN777,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Consumer,Leisure
DE0005156004,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Technology,Communications Technology
US48203R1041,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE0005570808,Open Market,,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,,
FR0000031122,Open Market,,1002,Common shares,Bearer share,FR,France,170,Traffic,,
US92556V1061,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
CH0451123589,Open Market,Scale,1002,Common shares,Registered share,CH,Switzerland,172,Software,Software,Software
IE00BD1RP616,Open Market,,1002,Common shares,Registered share,IE,Ireland,81,Bank/insurance,,
DK0010244508,Open Market,,1002,Common shares,Registered share,DK,Denmark,170,Traffic,,
US8716071076,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US25179M1036,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
US9168961038,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005227235,Regulated Market,Prime Standard,1003,Preffered shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Pharma & Healthcare,Pharmatceuticals
DE000A0L1NN5,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
US5502411037,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
DE0005498901,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Technology,Electronic Components & Hardware
DE0007448508,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,170,Traffic,Software,IT-Services
DE000A0KPPR7,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,110,"Non-ferrous metals, wire plantsand cabels",Industrial,Industrial Products & Services
AT0000BAWAG2,Open Market,,1002,Common shares,Bearer share,AT,Austria,81,Bank/insurance,,
US35952H6018,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
FR0014000MR3,Open Market,,1002,Common shares,Bearer share,LU,Luxembourg ,900,Foreign shares,,
DE0006605009,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
DE000A2YN702,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,Internet
ES0109067019,Open Market,,1002,Common shares,Bearer share,ES,Spain,180,Holding companies,,
MT0001770107,Open Market,,1002,Common shares,Registered share,MT,Malta,900,Foreign shares,,
DE0005533400,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
US9884981013,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE000A11QLU3,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000A2TSQH7,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Automobile,Auto Parts & Equipment
DE000A3CMGN3,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Automobile,Auto Parts & Equipment
DE0001644565,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE0005218309,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Technology,Electronic Components & Hardware
US30212P3038,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005895403,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Automobile,Auto Parts & Equipment
CH0560888270,Open Market,,1002,Common shares,Registered share,CH,Switzerland,900,Foreign shares,,
US29786A1060,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A0B9N37,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
DE0005088108,Open Market,,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,,
US20030N1019,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A2QEFA1,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Retail,"Retail, Internet"
US5949603048,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005580005,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Consumer,Clothing & Footwear
US09062X1037,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE000A168205,Open Market,Basic Board,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Private Equity & Venture Capital
DE0005407407,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,173,Telecommunication Services,Technology,Communications Technology
US5770811025,Open Market,,1002,Common shares,Registered share,US,USA,160,Entertainment/Leisure,,
US1270971039,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
US88688T1007,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE000A12UPJ7,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Media,Movies & Entertainment
DE0005201602,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Food & Beverages,Beverages
DE0006208408,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Financial Services,Diversified Financial
DE000A3CMGM5,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Pharma & Healthcare,Pharmaceuticals
US4627261005,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
DE000A0LD2U1,Regulated Market,Prime Standard,1001,Shares,Bearer share,DE,Germany,28,Funds,Financial Services,Real Estate
US1941621039,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
DE000A0JM2M1,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,"Industrial, Diversified"
DE0008041005,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Financial Services,Diversified Financial
US4062161017,Open Market,,1002,Common shares,Registered share,US,USA,180,Holding companies,,
DE000A1TNWJ4,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
DE000A2E4T77,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Chemicals,"Chemicals, Specialty"
DE0007551509,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Construction,Building Materials
SE0000106270,Open Market,,1002,Common shares,Registered share,SE,Sweden,900,Foreign shares,,
FR0000125338,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
AT0000946652,Open Market,,1002,Common shares,Bearer share,AT,Austria,900,Foreign shares,,
DE0007229007,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Food & Beverages,Beverages
FR0000044448,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
US4227041062,Open Market,,1002,Common shares,Registered share,US,USA,120,"Potash, oil, natural gas, carbon",,
DE0006972508,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Financial Services,Real Estate
DE000A289B07,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,Internet
DE0006577109,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,51,Chemistry/pharmacy,Pharma & Healthcare,Biotechnology
DE0006569403,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,170,Traffic,Financial Services,Diversified Financial
US14448C1045,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE0005176903,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Basic Resources,Forest & Paper Products
DE000A2N4H07,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Retail,"Retail, Internet"
DE000A0JC0V8,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000A289V03,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Pharma & Healthcare,Pharmaceuticals
US8807701029,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
FR0010220475,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
DE0007857476,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Media,Broadcasting
DE0005932735,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Telecommunication,Telecommunication Services
FR0004056851,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
DE000A1X3WX6,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
DE000A0XFSF0,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
DE000A254W52,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Private Equity & Venture Capital
DE000A0JDBC7,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
NL0012866412,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,61,Electronic engineering,,
US26210C1045,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US6311031081,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
US2521311074,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE0005156236,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,61,Electronic engineering,Technology,Semiconductors
ES0113211835,Open Market,,1002,Common shares,Registered share,ES,Spain,81,Bank/insurance,,
AT0000937503,Open Market,,1002,Common shares,Bearer share,AT,Austria,101,Steel,,
US0010551028,Open Market,,1002,Common shares,Registered share,US,USA,81,Bank/insurance,,
DE0005178008,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,IT- Services
DE000A1K0375,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,174,Internet Service Provider,Retail,"Retail, Internet"
DE0005202303,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,81,Bank/insurance,Banks,Credit Banks
DE000A1TNNN5,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,150,Consumer goods/food/breweries/paper,Consumer,Home Construction & Furnishings
DE0006292006,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,91,Automotive and mechanical engineering,Industrial,Industrial Machinery
FI4000523675,Open Market,,1002,Common shares,Registered share,FI,Finland,900,Foreign shares,,
DE000A0XYHT5,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
US0304201033,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
NL0011832936,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,900,Foreign shares,,
AT0000831706,Open Market,,1002,Common shares,Bearer share,AT,Austria,130,Construction/ construction materials,,
DE000A3E5ED2,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Food & Beverages,Food
DE000A0H52F5,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,70,Service/energy,Utilities,Multi-Utilities
DE000A1A6WE6,Open Market,Basic Board,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Software,Internet
DE000A3E5C24,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000A3H2135,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Private Equity & Venture Capital
DE000A1X3YY0,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Media,Publishing & Printing
DE0005754402,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Telecommunication,Telecommunication Services
AT0000969985,Open Market,,1002,Common shares,Bearer share,AT,Austria,900,Foreign shares,,
DE000A2AA204,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
DE000A13SUL5,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000A1MMEV4,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Private Equity & Venture Capital
US28176E1082,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
FR0013326246,Open Market,,1001,Shares,Bearer share,FR,France,28,Funds,,
DE0005649503,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Media,Movies & Entertainment
US4435731009,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE000A2P4LJ5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Pharma & Healthcare,Pharmaceuticals
DE0007571424,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,Software
IT0000062072,Open Market,,1002,Common shares,Registered share,IT,Italy,81,Bank/insurance,,
US6174464486,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A0HNF96,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
GB00BF1GH114,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
US0758871091,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005008007,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Real Estate
NL0000303709,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,81,Bank/insurance,,
DE000A0BL849,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Pharma & Healthcare,Healthcare
DE0005492276,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
US25278X1090,Open Market,,1002,Common shares,Registered share,US,USA,120,"Potash, oil, natural gas, carbon",,
FR0000125486,Open Market,,1002,Common shares,Bearer share,FR,France,130,Construction/ construction materials,,
DE0005209589,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,Software
LU2380748603,Regulated Market,General Standard,1002,Common shares,Registered share,LU,Luxembourg ,631,SPACs - Special Purpose Aquisition Companies,Retail,"Retail, Internet"
US2193501051,Open Market,,1002,Common shares,Registered share,US,USA,130,Construction/ construction materials,,
US0162551016,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A3CN9R8,Open Market,,1002,Common shares,Registered share,DE,Germany,900,Foreign shares,,
US02005N1000,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A0KD0F7,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
US0394831020,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
FR0000045072,Open Market,,1002,Common shares,Bearer share,FR,France,81,Bank/insurance,,
DE0008131350,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,IT-Services
DE0006201106,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,"Industrial, Diversified"
DE000A0BVU28,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Software,Software
US2310211063,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE000A161N14,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Media,Movies & Entertainment
US55354G1004,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A1681X5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
DE000ZEAL241,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Retail,"Retail, Internet"
DE0005146807,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Retail,"Retail, Internet"
DE000A2LQ1P6,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE000BGAG981,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
US88554D2053,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
US98421M1062,Open Market,,1002,Common shares,Registered share,US,USA,61,Electronic engineering,,
DE0006044001,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Pharma & Healthcare,Health Care
US74144T1088,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A1EMHE0,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Food & Beverages,Food
LU1296758029,Regulated Market,Prime Standard,1002,Common shares,Bearer share,LU,Luxembourg ,130,Construction/ construction materials,Financial Services,Real Estate
DE0008435967,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Insurance,Insurance
NL0010391108,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,70,Service/energy,,
US6937181088,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
US4432011082,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE000A2YNT30,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Chemicals,"Chemicals, Specialty"
DE000A0MVLS8,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Industrial,Renewable Energies
DE0005407100,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,IT-Services
AT0000644505,Open Market,,1002,Common shares,Bearer share,AT,Austria,51,Chemistry/pharmacy,,
DE000A31C3Y4,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Technology,Renewable Energies
FR0000127771,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
US0091581068,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
FR0000121667,Open Market,,1002,Common shares,Bearer share,FR,France,150,Consumer goods/food/breweries/paper,,
CH0303692047,Regulated Market,Prime Standard,1002,Common shares,Bearer share,CH,Switzerland,91,Automotive and mechanical engineering,Automobile,Auto Parts & Equipment
CA4969024047,Open Market,,1002,Common shares,Registered share,CA,Canada,110,"Non-ferrous metals, wire plantsand cabels",,
DE000A3DW408,Open Market,,1002,Common shares,Registered share,DE,Germany,91,Automotive and mechanical engineering,,
DE000A2NB7S2,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
US3695501086,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE000A161NR7,Open Market,Basic Board,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Financial Services,Securities Brokers
DE000A2E4SV8,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,Software
DE0005118806,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,173,Telecommunication Services,Telecommunication,Telecommunication Services
US7010941042,Open Market,,1002,Common shares,Registered share,US,USA,70,Service/energy,,
DE000A2BPK34,Open Market,,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,,
FR0000130403,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
US22160K1051,Open Market,,1002,Common shares,Registered share,US,USA,180,Holding companies,,
US7043261079,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
DE0006627201,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Technology,Electronic Components & Hardware
DE0005199905,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,171,Trade,Retail,"Retail, Multiline"
FR0000054470,Open Market,,1002,Common shares,Bearer share,FR,France,900,Foreign shares,,
US4932671088,Open Market,,1002,Common shares,Registered share,US,USA,180,Holding companies,,
AT0000652250,Open Market,,1002,Common shares,Bearer share,AT,Austria,900,Foreign shares,,
DE000A2DAN10,Open Market,,1002,Common shares,Bearer share,DE,Germany,172,Software,,
DE000A1EMG56,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Media,Advertising
DE0005181606,Open Market,,1002,Common shares,Registered share,DE,Germany,180,Holding companies,,
GB00B647W791,Open Market,,1002,Common shares,Registered share,GB,Great Britain,110,"Non-ferrous metals, wire plantsand cabels",,
LU1618151879,Regulated Market,Prime Standard,1002,Common shares,Registered share,LU,Luxembourg ,900,Foreign shares,Transportation & Logistics,Logistics
DE000A0KEXC7,Open Market,Scale,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Advanced Industrial Equipment
US5719032022,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
DE0005220008,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,70,Service/energy,Utilities,Electricity
FR0000121147,Open Market,,1002,Common shares,Bearer share,FR,France,180,Holding companies,,
DE000A0STWH9,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
US6668071029,Open Market,,1002,Common shares,Registered share,US,USA,91,Automotive and mechanical engineering,,
DE000A2LQU21,Open Market,,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,,
DE0005203947,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Chemicals,"Chemicals, Specialty"
DE000A0LBKW6,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,180,Holding companies,Industrial,"Industrial, Diversified"
GB00BMCLYF79,Open Market,,1002,Common shares,Registered share,GB,Great Britain,170,Traffic,,
NL0014332678,Open Market,,1002,Common shares,Registered share,NL,Netherlands ,150,Consumer goods/food/breweries/paper,,
US1255231003,Open Market,,1002,Common shares,Registered share,US,USA,180,Holding companies,,
DE000A2G8332,Open Market,,1002,Common shares,Registered share,DE,Germany,190,Other german shares,,
US6826801036,Open Market,,1002,Common shares,Registered share,US,USA,900,Foreign shares,,
CH0006539198,Regulated Market,Prime Standard,1002,Common shares,Bearer share,CH,Switzerland,900,Foreign shares,Media,Movies & Entertainment
DE000A1RFMY4,Open Market,Scale,1002,Common shares,Registered share,DE,Germany,190,Other german shares,Financial Services,Real Estate
DE000A3H3L44,Regulated Market,General Standard,1002,Common shares,Registered share,DE,Germany,172,Software,Pharma & Healthcare,Biotechnology
US09061G1013,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE000A254211,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,172,Software,Software,Internet
GB0008706128,Open Market,,1002,Common shares,Registered share,GB,Great Britain,81,Bank/insurance,,
US1344291091,Open Market,,1002,Common shares,Registered share,US,USA,150,Consumer goods/food/breweries/paper,,
CA0203981034,Open Market,,1002,Common shares,Registered share,CA,Canada,110,"Non-ferrous metals, wire plantsand cabels",,
US02156B1035,Open Market,,1002,Common shares,Registered share,US,USA,172,Software,,
ES0177542018,Open Market,,1002,Common shares,Registered share,ES,Spain,170,Traffic,,
DE0005489561,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Retail,"Retail, Specialty"
DE000A0DNAY5,Regulated Market,Prime Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Retail,"Retail, Internet"
NL0011794037,Open Market,,1002,Common shares,Bearer share,NL,Netherlands ,150,Consumer goods/food/breweries/paper,,
DE0007830788,Open Market,Basic Board,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Industrial,Industrial Products & Services
IT0003497168,Open Market,,1002,Common shares,Registered share,IT,Italy,173,Telecommunication Services,,
DE0007008906,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Software,IT-Services
AT0000821103,Open Market,,1002,Common shares,Bearer share,AT,Austria,81,Bank/insurance,,
US68622V1061,Open Market,,1002,Common shares,Registered share,US,USA,51,Chemistry/pharmacy,,
DE0005194005,Regulated Market,Prime Standard,1002,Common shares,Registered share,DE,Germany,180,Holding companies,Industrial,Industrial Products & Services
US76680R2067,Open Market,,1002,Common shares,Registered share,US,USA,173,Telecommunication Services,,
GB00BNR45554,Open Market,,1002,Common shares,Registered share,GB,Great Britain,900,Foreign shares,,
DE000A1X3X33,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,150,Consumer goods/food/breweries/paper,Financial Services,Real Estate
DE0006214687,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Transportation + Logistics,Logistics
DE0005775803,Regulated Market,General Standard,1002,Common shares,Bearer share,DE,Germany,190,Other german shares,Financial Services,Diversified Financial
CH0451424300,Regulated Market,General Standard,1002,Common shares,Registered share,CH,Switzerland,900,Foreign shares,Automobile,Auto Parts & Equipment
