股票代码,股票简称,主营
002786.SZ,银宝山新,"工业,工业设计,五金销售,防疫销售,模具销售,注塑,五金,模具,注塑销售"
000957.SZ,中通客车,"传统客车,客车,客车制造业,新能源客车"
,,"传统客车,客车,客车制造业,新能源客车"
603221.SH,爱丽家居,"悬浮地板,家具制造业,普通地板,锁扣地板"
000816.SZ,智慧农业,"内燃机及终端,柴油机,机械制造业,供应链贸易,农业信息化,汽油机,矿业采选,机械制造,现代农业生产服务,金属矿,有色金属采选,贸易"
688210.SH,统联精密,"MIM,消费电子,模治具"
688518.SH,联赢激光,"工作台,激光器及激光焊接机,汽车及五金,光通讯,激光焊接自动化成套设备,消费电子,动力电池"
603988.SH,中电电机,"机械,风力发电机,发电机,交流电机,直流电机"
300213.SZ,佳讯飞鸿,"政府及国防,指挥调度,物联网应用,智能应用,交通,政府"
688536.SH,思瑞浦,"集成电路,销售电源模拟芯片,销售信号链模拟芯片,信号链模拟芯片,电源模拟芯片"
300421.SZ,力星股份,"轴承制造业,轴承制造,废料销售,滚子,钢球"
603206.SH,嘉环科技,"政企智能化服务,网络运维服务,网络建设服务,网络优化服务,ICT教育培训,信息通信系统软件调试服务"
301070.SZ,开勒股份,"永磁同步电机HVLS风扇,HVLS风扇,售后服务,安装售后服务,控制器PCBA板,通用设备制造业,材料销售,异步电机HVLS风扇"
601330.SH,绿色动力,"垃圾处理及发电,BOT项目建造服务,供电,建造服务,提供垃圾处理服务,固废处理,环保服务,秸秆发电,PPP项目利息,电力生产,合同产生的"
300099.SZ,精准信息,"信息化及服务,煤矿安全,轨道交通信息化及服务,信息通信分部,军工分部,智慧矿山,信息通信,信息通信及服务,煤矿顶板安全监测系统及相关仪器仪表,分部间抵销,通信,军工,智慧矿山分部"
002729.SZ,好利科技,"电子熔断器及配件,熔断器,电路保护元器件,管座/管夹,电力熔断器及配件"
831370.BJ,新安洁,"环卫服务,垃圾分收运及处置,绿化工程服务"
300289.SZ,利德曼,"体外诊断试剂,房屋租赁,诊断仪器,生物医药制品,生物化学原料,诊断仪器（含配件及耗材）"
002440.SZ,闰土股份,"助剂,专用化学品,染料,化学"
002077.SZ,大港股份,"集成电路测试,集成电路封装,码头仓储供水园区服务,房地产,集成电路,商贸物流及服务业,集成电路封装测试及设备销售,环保固废填埋,租赁,商贸物流,园区环保服务,房地产及园区开发,集成电路封装与测试,集成电路封装测试"
300827.SZ,上能电气,"电能质量治理,光伏,储能,储能双向变流器及储能系统集成,光伏逆变器,储能双向变流器及系统集成,备件及技术服务"
600099.SH,林海股份,"消防机械,特种车辆,农业机械,摩托车,特种车"
300235.SZ,方直科技,"服务及技术开发,技术开发服务,技术开发及服务,方直金太阳教育软件,教育"
603099.SH,长白山,"游客运营,旅行社,酒店,企业管理"
003033.SZ,征和工业,"下脚料,摩托车链系统,汽车链系统,农业机械链系统,链系统,链传动,工业设备链系统,车辆链系统"
003005.SZ,竞业达,"智慧招考,智慧教学与校园,解决方案,方案,运维服务,教育信息化,智慧轨道,智慧招考与评测,智慧教育,销售,智慧城市,软硬件,城市轨道交通安防"
688189.SH,南新制药,"保施泰,解热阵痛药物,抗流感创新药,心血管药物,解热镇痛仿制药,抗生素仿制药,医药制造,抗流感病毒药物,乳酸环丙沙星氯化钠注射液,辛伐他汀分散片,抗生素药物,双赛普利,心血管仿制药,帕拉米韦氯化钠注射液,头孢克洛胶囊"
688008.SH,澜起科技,"互连芯片,集成电路,内存接口芯片,津逮服务器平台"
300995.SZ,奇德新材,"改性尼龙复合材料及制品,改性聚丙烯复合材料及制品,精密注塑模具,模具,塑料"
300042.SZ,朗科科技,"专利授权许可,移动存储,房屋租赁,闪存应用"
688633.SH,星球石墨,"维保服务,医药,换热器,基础化工,环保,氯碱,环氧氯丙烷,石墨设备,有机硅,合成炉,塔器,石油化工,农药,设备配件"
002224.SZ,三力士,"橡胶V带,工业"
601011.SH,宝泰隆,"精制洗油及沥青调和,供热,新材料-针状焦,燃料油及沥青调和组分,热电,焦炭,精制洗油及沥青调和组分,焦炭（含焦粉焦粒）,化工-粗苯,化工,甲醇,新材料,化工-精制洗油及沥青调和和组分,煤化工,化工-甲醇,沫煤,煤焦-焦炭（含焦粉焦粒）,针状焦,煤焦-沫煤,煤焦,粗苯,热电-供热,电力,热电-电力"
300632.SZ,光莆股份,"工业,半导体光应用,FPC（柔性电路板）,LED照明,医疗美容,FPC+"
300370.SZ,*ST安控,"自动化,油气服务,整体解决方案,智慧产业,销售,运维及服务"
002179.SZ,中航光电,"光器件及光电设备,电连接器及集成组件,光器件与光电设备,连接器"
000810.SZ,创维数字,"运营服务,专业显示,汽车智能电子,数字智能终端,宽带连接,创维液晶器件,智能终端,运营技术服务,宽带设备"
,,"游戏,旅游,动漫"
605020.SH,永和股份,"氟化工原料,氟化工,化工原料,含氟高分子材料,氟碳化学品"
002471.SZ,中超控股,"电缆配件,电力电缆,电气装备用电线电缆,裸电线,电缆材料,电磁线,电缆,电缆接头"
002247.SZ,聚力文化,"游戏,建材,PVC装饰材料,广告推广,装饰纸,装饰纸饰面板,浸渍纸"
,,
002123.SZ,梦网科技,"电能质量与电力安全,大功率电力电子设备制造业,节能大功率电力电子设备制造业,云通信服务业,云通信服务"
603768.SH,常青股份,"车身件,底盘件,钢材加工,汽车零部件制造业,钢材贸易"
605018.SH,长华股份,"冲焊件,销售商品,紧固件,废料,汽车零部件"
301085.SZ,亚康股份,"IT设备销售,IT运维服务,IT运维服务-售后维保服务,IT运维服务-交付实施服务,互联网,算力运维综合服务,IT运维服务-驻场运维服务,算力设备销售"
600807.SH,济南高新,"地产及租赁分部,体外诊断,白银,物业分部,金融业,房地产,金融及金融分部,物业服务,矿产,物业,园林市政施工分部,金融及金融,利息手续费及佣金,租赁物业,地产及租赁,分部间抵销,金融及金融业,园林市政施工,矿业,矿产分部,黄金,商品房"
002811.SZ,郑中设计,"设计,软装,装饰工程,建筑装饰业"
603348.SH,文灿股份,"非汽车件,非汽车,铝合金铸件,汽车,模具,铝压铸,汽车件"
002745.SZ,木林森,"木林森品牌,电气机械和器材制造业,朗德万斯系品牌,成品,LED材料"
688733.SH,壹石通,"电子通信功能填充材料,阻燃材料,先进无机非金属材料,电子材料,低烟无卤阻燃材料,锂电池涂覆材料,电池材料"
603201.SH,常润股份,
603477.SH,巨星农牧,"养殖,农牧,生猪,商品鸡,家私革,鸡,鞋面革,饲料,皮革,汽车革"
002374.SZ,中锐股份,"防伪瓶盖,园林绿化,防伪包装,铝防伪盖,园林工程,复合型防伪印刷铝板,组合式防伪盖"
002286.SZ,保龄宝,"服务业,淀粉糖-麦芽糊精,果葡糖浆,食品制造业,淀粉糖:麦芽糊精,功能糖,功能糖糖醇,功能糖-低聚糖,淀粉糖-果葡糖浆,饲料,功能糖低聚糖,低聚糖,赤藓糖醇,淀粉糖果葡糖浆,糖醇,功能糖-糖醇"
300593.SZ,新雷能,"航空航天船舶军工电子,模块电源,大功率电源及系统,航空航天车辆船舶特种领域,通信,功率微模组,航空航天船舶特种领域,通信及网络领域,通信及网络,大功率电源及供配电电源系统,定制电源"
688248.SH,南网科技,"销售商品,技术服务,机器人事业部,提供服务,储能系统技术服务,智能设备,智能监测设备,机器人及无人机,智能终端事业部,试验检测事业部,智能配用电设备,电源事业部,新能源装备事业部,试验检测及调试服务,智能成套事业部"
688122.SH,西部超导,"高端钛合金材料,高性能高温合金材料,超导,有色金属冶炼及压延加工"
603711.SH,香飘飘,"出口,果汁茶,液体奶茶,珍珠,电商,经典,奶茶,即饮,经销商,好料,冲泡,直营"
603958.SH,哈森股份,"国内-童鞋,批发零售,国内-女鞋,出口-男鞋,国内男鞋,经销店,国内女鞋,出口-女鞋,化妆品,国外小计,国内化妆品,电子商务,自有品牌-卡迪娜,专卖店,男鞋,自有品牌-哈森,商场专柜,批发零售业,出口男鞋,出口（OEM/ODM）,女鞋,直营店,国内小计,国内-男鞋,代理品牌"
688711.SH,宏微科技,"受托加工,电源,芯片,受托加工劳务,功率半导体器件,单管,模块,电源模组"
600483.SH,福能股份,"纺织,纺织制品,供电,供热,分部间抵销,电力"
000691.SZ,亚太实业,"房地产,化工,房地产业,制造业,商品房"
002937.SZ,兴瑞科技,"电子元器件,调节器和整流桥镶嵌注塑件,塑料外壳,镶嵌注塑,模具,镶嵌注塑件,精密镶嵌注塑件,结构件,消费电子,智能终端,汽车电子,连接器"
833580.BJ,科创新材,"定型耐火制品,定型耐火材料,不定形耐火材料,功能耐火材料"
300589.SZ,江龙船艇,"公务执法船艇（按用途划分）,特种作业船艇（按用途划分）,金属及多材质复合船艇（按材质分）,非金属材料船艇（按材质分）,玻璃钢船艇（按材质划分）,旅游休闲船艇（按用途分）,传统能源船艇,旅游休闲船艇（按用途划分）,特种作业船艇,船艇销售,新能源船艇,金属及多材质复合船艇（按材质划分）,旅游休闲船艇,特种作业船艇（按用途分）,公务执法船艇,公务执法船艇（按用途分）,非金属材料船艇（按材质划分）"
300106.SZ,西部牧业,"乳制品,饲料,工业,畜牧业"
002217.SZ,合力泰,"TN/STN/电子纸显示,光电传感,电子,TN/STN/Hink显示,化工,材料,FPC,触控显示"
688002.SH,睿创微纳,"机芯,红外热成像,红外热像仪整机,探测器,整机,红外探测器及机芯模组,红外探测器及机芯"
002341.SZ,新纶新材,"功能材料,净化工程,个人防护用品,功能性材料销售,非材料,精密模具,防静电/洁净室,新能源材料,净化销售,光电材料,精密制造,新材料"
600603.SH,广汇物流,"商品房销售,房产销售,物业租赁,保理,物流园经营,商业保理,仓储运输,商管服务,房地产销售,商品贸易,分部间抵销"
603555.SH,贵人鸟,"招商及代运营,运动鞋服,粮食,鞋,匡威,耐克,贵人鸟,彪马,服装,粮食贸易,阿迪达斯,配饰"
001308.SZ,康冠科技,"智能显示研发制造,智能电视,智能交互显示,设计加工,液晶面板销售"
002665.SZ,首航高科,"空冷系统,空冷配件,售电,余热发电,供暖,光热发电,空冷设备制造"
600130.SH,波导股份,"软件及服务,智能设备,软件及技术服务,车载中控板,手机及配件"
301185.SZ,鸥玛软件,"硬件,考试机构,软件开发与技术支持服务,软件和信息服务,无纸化考试与网上评卷服务"
002517.SZ,恺英网络,"移动游戏,游戏,互联网软件与服务,网页游戏,移动网络游戏,游戏分发,网页网络游戏,移动互联网"
000009.SZ,中国宝安,"生物医药产业,高新技术产业,高新技术,房地产,生物医药产业分部,高新技术产业分部,生物医药,房地产业,房地产业分部,营业"
002005.SZ,ST德豪,"LED,厨房家电,小家电,LED芯片及应用"
688239.SH,航宇科技,"能源,航空,燃气轮机锻件,锻造,燃气轮机,能源锻件,航天,航天锻件,航空锻件"
300690.SZ,双一科技,",风电配套,车辆覆盖件,材料销售,工程车罩,非金属模具,游艇,模具"
600967.SH,内蒙一机,"特种装备,装备制造业"
601111.SH,中国国航,"航空货运及邮运,租赁(计入航空营运分部),航空营运,航空客运"
688559.SH,海目星,"动力电池激光及自动化设备,钣金激光切割设备,显示及脆性材料精密激光及自动化设备,通用激光及自动化设备,消费激光及自动化设备,C消费电子激光及自动化设备,专用设备制造"
002229.SZ,鸿博股份,"包装办公用纸,票证,印刷,印刷业"
688306.SH,均普智能,"传统动力汽车专用零部件智能制造装备,汽车通用零部件智能制造装备,智能制造装备,智能设备应用以及售后服务,新能源汽车专用零部件智能制造装备,消费品智能制造装备,工业数字化应用软件及服务,工业机电智能制造装备,医疗健康智能制造装备"
600821.SH,金开新能,"设备销售,分布式电费,集中式电费,委托运营,新能源发电,风力发电,光伏发电,商品销售"
002560.SZ,通达股份,"医疗军工,钢芯铝绞线,有色金属,电力电缆架空绝缘电缆,贸易商品,电线电缆,贸易销售,军工机械加工制造,铝合金绞线,铝包钢绞线,铝板带,医疗机械加工制造,架空绝缘电缆,承力索铜合金,军工医疗零部件制造,军工精密加工制造,军工医疗"
688118.SH,普元信息,"金融,能源,软件基础平台定制实施服务,软件,云应用平台,软件基础平台,大数据中台,SOA集成平台,基于软件基础平台的应用开发,电信,平台的应用开发,维护服务,平台定制,制造,标准,应用开发,政务"
600819.SH,耀皮玻璃,",玻璃,内部抵销,浮法玻璃,建筑加工玻璃,汽车加工玻璃"
688556.SH,高测股份,"光伏切割耗材,高硬脆材料切割耗材,光伏,轮胎检测设备及耗材,高硬脆材料切割设备,光伏切割设备,轮胎检测设备与耗材,硅片及切割加工服务"
605599.SH,菜百股份,"手续费,黄金饰品,贵金属文化,贵金属投资,联营佣金,黄金珠宝零售,钻翠珠宝饰品,房屋租赁,信息系统服务费,黄金珠宝销售"
603787.SH,新日股份,"特种车,助力自行车制造,豪华款,助动车制造,简易款"
,,"特种车,助力自行车制造,豪华款,助动车制造,简易款"
300745.SZ,欣锐科技,"新能源汽车,车载充电机,燃料电池相关,新能源车,车载电源集成,车载DC/DC变换器"
300097.SZ,智云股份,"口罩机及相关设备,平板显示模组设备,汽车智能制造装备,自动装配设备,自动检测设备,分部间抵销,自动化装备业,C智能制造装备"
