股票代码,股票简称,主营
,,"射频器件与设备,基站天线,通信设备,DA智联系统,智能辅驾系统,终端天线,微波通信天线,军工电子,汽车电子"
000976.SZ,华铁股份,"高铁配件,辅助电源系统及配件,轨道交通产业,制动闸片,给水卫生系统及配件,贸易配件,检修系统,高铁配件制造与销售,高铁座椅"
002221.SZ,东华能源,"化工品,氢气副产气,生产销售,仓储,液化石油气,转口液化石油气销售,液化石油气销售,汽车燃气设备改造钢瓶检测及物流服务,聚丙烯,丙烯,化工品销售,氢气蒸汽,服务"
300512.SZ,中亚股份,"塑料包装制品,乳品,饮料,无人零售设备,智能包装设备,配件"
301183.SZ,东田微,"摄像头滤光片,光通信元件"
002135.SZ,东南网架,"POY,建筑,化纤,重钢结构,轻钢结构,建筑钢结构,钢结构分包,钢结构,空间钢结构,工程总承包"
000045.SZ,深纺织A,"纺织,偏光片,物业管理及租赁,纺织品,物业及租赁,国内外贸易,物业管理租赁,物业租赁及管理,制造业,贸易"
603936.SH,博敏电子,"定制化电子器件组件（含模组）,定制化电子电器组件（模组）,印制电路板,定制化电子器件解决方案,定制化电子电器组件（含模组）"
300275.SZ,梅安森,"安全生产监控,环保,市政,城市管理,矿山"
600841.SH,动力新科,"柴油机,销售整车,提供服务,重卡,发动机,柴油机及其配件,销售发动机,配件"
601890.SH,亚星锚链,"海工,船用锚链,系泊链及附件,系泊链,船用链,矿用链,船舶,船用链及附件"
603776.SH,永安行,"系统销售,共享出行,氢能销售及服务,智慧生活,系统运营服务"
600161.SH,天坛生物,"生物制品,血液制品"
000685.SZ,中山公用,"工程安装,环卫及垃圾发电,市场租赁业,垃圾处理及发电,污水废液处理,供水及污水处理,工程板块,工程安装收,环卫,辅助板块,客运服务,固废板块,供水,水务板块"
,,
002815.SZ,崇达技术,"印制线路板,PCB,IC载板,PCB板"
002345.SZ,潮宏基,"珠宝,传统黄金首饰,加盟代理,时尚珠宝首饰,皮具,自营"
300763.SZ,锦浪科技,"新能源电力生产,并网逆变器,储能逆变器,光伏"
300638.SZ,广和通,"IOT无线通信模块,IOT无线通信应用,无线通信模块,IOT无线通信,模块"
603863.SH,松炀资源,"高强瓦楞纸,灰板纸,B+级涂布白板纸,B级涂布白板纸,特种纸,制造,贸易"
000420.SZ,吉林化纤,"粘胶纤维,化纤,亚硫酸氢钠,化工,碳纤维,粘胶长丝,醋酐,粘胶短纤"
002417.SZ,*ST深南,"计算机技术服务业,系统集成,信息技术服务,大数据信息服务业,软件销售,销售"
600765.SH,中航重机,"高端智能装备,高端液压集成分部,锻造原材料,液压环控,锻铸分部,锻造,锻造材料销售,分部间抵销,液压,航空锻造,散热器"
600869.SH,远东股份,"智能交通线缆,智能特种电缆,储能设备,电池分部,智能电网电缆,智慧能源分部,高性能铜合金,锂电池,智能制造线缆,智慧机场,智能楼宇工厂电缆,机场分部,智能电网线缆,智能缆网,能源系统,清洁能源线缆,智能油气电缆,智慧能源,线缆分部,线缆,数字通讯线缆,锂电铜箔,智能设备,绿色建筑线缆,分部间抵销,智能电池,智能风电电缆,智能交通电缆"
688217.SH,睿昂基因,"自产试剂,贸易试剂,科研服务,外购试剂,体外诊断,检测服务"
600717.SH,天津港,"装卸,分部间抵销,抵销,港口物流,销售"
300293.SZ,蓝英装备,"工业清洗系统及表面处理,智能装备制造,橡胶智能设备"
300399.SZ,天利科技,"保险及运营支撑服务,移动信息服务,保险服务"
600917.SH,重庆燃气,"天然气安装,天然气销售,一次性入网费"
300852.SZ,四会富仕,"多层板,印制电路板,双面板"
688328.SH,深科达,"摄像模组设备,平板显示模组设备,变频器,导轨,半导体设备,平板显示设备,直线电机,数码喷绘设备,专用设备制造"
300810.SZ,中科海讯,"水声大数据与仿真系统,国家特种电子信,信号处理平台,声纳系统,无人探测系统,国家特种电子信息"
002730.SZ,电光科技,"矿用防爆开关,高低压馈电开关,变电站,驱动设备,电力设备,电磁起动器,教育培训与留学服务,智能化装备及系统,制造业,教育培训"
000610.SZ,西安旅游,"商贸业,旅行社,酒店,酒店业,商贸,贸易"
430418.BJ,苏轴股份,"滚动体,轴承"
300346.SZ,南大光电,"MO源,三甲基铟,半导体材料,三甲基镓,特气"
002454.SZ,松芝股份,"制造业,工业,汽车空调零配件,乘用车空调,小车热管理,轨道车空调,汽车零配件,汽车空调零部件,冷冻冷藏机组,冷藏车空调,大中型客车空调,轨道交通空调,大中型客车热管理,小车空调"
688033.SH,天宜上佳,"航空大型结构件精密制造,粉末冶金闸片,粉末冶金闸片/有机合成闸片闸瓦,有机合成,轨道交通装备,高频声学装备结构件,飞机零部件及地面设施,碳基复合材料制品,有机合成闸片闸瓦,树脂基碳纤维复合材料制品,粉末冶金,合成闸片/闸瓦,EMB电机械制动系统"
600579.SH,克劳斯,"数字服务解决方案分部,新机器分部,工程监理及技术服务――海外,工程监理及技术服务,工程监理及技术服务――国内,反应处理技术,废热锅炉,挤出成型,分部间抵销,工程监理及技术服务-国内,化工机械与设备制造,工程监理及技术服务-海外,干燥设备,数字服务解决方案,电化学设备,注塑成型,新机器,对外交易"
603519.SH,立霸股份,"PCM,家电,VCM"
000993.SZ,闽东电力,"商品房销售（住宅）,房地产销售,地产,电力销售,电力"
000678.SZ,襄阳轴承,"机器设备,轴承,汽车零部件,速万向节"
000551.SZ,创元科技,"专业设备制造业,输变电高压瓷绝缘子,精密轴承,测绘仪器,磨具磨料,输变电高压绝缘子,输配电及控制设备,贸易服务,专业仪器仪表制造业,洁净设备及工程"
300970.SZ,华绿生物,"金针菇,食用菌,真姬菇"
603329.SH,上海雅仕,"多式联运,第三方物流服务,供应链物流,第三方物流,供应链执行贸易"
,,"多式联运,第三方物流服务,供应链物流,第三方物流,供应链执行贸易"
002130.SZ,沃尔核材,"电力保护,电线电缆,新能源,电线,电子辐射,新材料"
605068.SH,明新旭腾,"超纤,牛皮革整皮,裁片,牛皮革裁片,C皮革毛皮羽毛及其制品和制鞋业,裁皮,整皮,C橡胶和塑料制品业"
,,"智慧城市,智慧城市建设,系统集成,项目咨询及运营维护服务"
600025.SH,华能水电,"电力,水力发电,太阳能光伏发电,风力发电"
605086.SH,龙高股份,"高岭土开采加工,综合利用,原矿,精矿"
001330.SZ,博纳影业,
300717.SZ,华信新材,"PVC,智能卡基材,功能性薄膜材料,PETG,装饰装潢环保新材料"
000635.SZ,英力特,"pvc,烧碱,餐饮住宿,热力销售,化工,E-PVC,蒸汽,酒店,电力"
,,"非金属矿物制品业,超硬材料,超硬材料制品"
603290.SH,斯达半导,"工业,工业控制和电源,新能源,IGBT模块,Y夏GBT模块,功率半导体器件"
002699.SZ,ST美盛,"玩具制造,文化产业,玩具,非动漫服饰,房租,动漫游戏,文化,传统衍生品,轻游戏服务平台,IP衍生品,动漫服饰,IP自媒体,服务平台"
600876.SH,洛阳玻璃,"新能源玻璃,原材料水电技术服务,信息显示玻璃,新材料"
002808.SZ,恒久科技,"分级保护,商业保理,激光OPC鼓,信息安全,软件开发及运维,新能源,分级保护-硬件,电池材料,分级保护（软件）,分级保护-软件,分级保护（硬件）,制造业,贸易"
300912.SZ,凯龙高科,"自主品牌零部件,内燃机尾气后处理系统,自主品牌气体机尾气后处理系统,自主品牌尾气净化节能系统,自主品牌柴油机颗粒捕集系统,自主品牌柴油机SCR系统,OEM气体机尾气后处理系统,发动机尾气后处理系统,新能源CNG发动机尾气后处理系统,大气污染治理,尾气净化节能系统,OEM柴油机SCR系统"
002866.SZ,传艺科技,"笔记本电脑触控板及按键（Button/Touchpad）,笔记本及台式机电脑键盘输入设备及配件,笔记本电脑触控板及按（Button/Touchpad）,笔记本电脑键盘薄膜开关线路板（MTS）,笔记本电脑消费电子所用柔性印刷线路板（FPC）,笔记本电脑触控板及按键,手机纹理装饰膜片,电子信息零组件"
300952.SZ,恒辉安防,"功能性安全防护手套,通用纤维,纺织业-制造业,特种纤维"
002478.SZ,常宝股份,"油套管,医疗服务,锅炉管,钢管"
601116.SH,三江购物,"针纺,零售业,食品,日用百货,生鲜"
301286.SZ,侨源股份,"机械制造,非终端客户,管道氧气,冶金,液态氮气,食品保鲜,医疗医药,氧气,电子信息,化工,氩气,液态氩气,油气开采,新材料,运输成本,新能源,玻璃深加工,管道氮气,氮气,液态氧气,军工"
688700.SH,东威科技,"垂直连续电镀设备,高端印制电路（PCB）电镀专用设备,龙门式电镀设备,卷式水平膜材电镀设备,设备,滚镀设备,新能源动力电池负极材料专用设备,五金表面处理专用设备,五金连续电镀设备（原滚镀设备）,水平式表面处理设备"
688093.SH,世华科技,"电子复合功能材料,电子复合功,精密制程应用材料,光电显示模组材料,功能性材料"
,,"石油天然气开采,天然气销售"
002565.SZ,顺灏股份,"贸易商,白卡纸,复膜纸,专业包装印刷公司,光学防伪膜,印刷品,省中烟工业公司,新型烟草,镀铝纸,纸制品包装企业"
688509.SH,正元地信,"测绘地理信息,管线运维服务,智慧城市板块,测绘地理信息板块,智慧城市,地下管网板块"
600312.SH,平高电气,"输变电设备制造业,国际板块,输配电及控制设备制造业,高压板块,中低压及配网板块"
002201.SZ,正威新材,"玻璃钢制品,玻璃纤维增强塑料制品,废品销售,材料销售,玻璃纤维和玻璃纤维增强塑料制品制造,租赁,玻璃纤维及制品,玻璃纤维和玻璃钢制品制造"
,,
688135.SH,利扬芯片,"芯片成品测试,FT,晶圆测试,CP,成品测试,测试"
300262.SZ,巴安水务,"海水淡化,运营处理服务,污泥干化,天然气新能源,海水淡化设备销售,天然气项目,海绵城市,市政工业环保工程,工业水处理,市政工程,市政工程（含海水淡化）,气浮陶瓷膜及水处理设备销售,气浮陶瓷膜及水处理设备"
301021.SZ,英诺激光,"激光模组,激光器,定制激光模组"
300756.SZ,金马游乐,"游乐设施,虚拟沉浸式游乐项目,配件及维修,大型游乐设施"
601798.SH,蓝科高新,"科技,专用设备制造业,热交换技术,分部间抵销,球罐及容器技术,钻采设备技术,分离技术,检测分析技术,贸易,专用设备制造"
603036.SH,如通股份,"提升设备,旋扣设备,卡持设备,石油钻采设备"
002046.SZ,国机精工,"轴承,贸易及工程承包（服务）,贸易及工程承包,电主轴,超硬材料及制品,技术服务,设备仪器,贸易及工程服务,磨料磨具"
,,"轴承,贸易及工程承包（服务）,贸易及工程承包,电主轴,超硬材料及制品,技术服务,设备仪器,贸易及工程服务,磨料磨具"
003011.SZ,海象新材,"LVT地板,WPC,LVT,SPC,WPC地板,橡胶和塑料制品业,SPC地板"
,,"LVT地板,WPC,LVT,SPC,WPC地板,橡胶和塑料制品业,SPC地板"
000088.SZ,盐田港,"高速公路收费,,仓储租赁业,装卸运输业,港口货物装卸运输,分部间抵销,公路运输业"
605028.SH,世茂能源,"垃圾处理,热电联产,热力,供电,热力销售,供热,电力销售,电力"
688301.SH,奕瑞科技,"数字化X线探测器,工业,医疗,乳腺,配件销售,普放有线,放疗,探测器销售,工业安防,租赁,静态,动态,普放无线,技术服务"
002290.SZ,禾盛新材,"金融-商业保理,家电复合材料"
002140.SZ,东华科技,"化工,总承包,环境治理基础设施,环境市政,设计技术性"
,,",系统开发及服务,金融电子,金融信息化系统开发及服务运营,电子信息产业－金融电子"
,,
300252.SZ,金信诺,"销售委托加工终端,通信设备,通信电缆及光纤光缆,通信组件,通信组件及连接器,卫星及无线通讯,PCB"
,,
688619.SH,罗普特,"安防,社会安全系统解决方案,安防视频监控销售,维保及安防教育服务,AI+安全"
603089.SH,正裕工业,"发动机密封件,汽车零部件,汽车悬架系统减震器"
,,"发动机密封件,汽车零部件,汽车悬架系统减震器"
001965.SZ,招商公路,"投资运营,交通科技,智慧交通板块,智能交通,招商生态板块,交通生态,投资运营板块,交通科技板块"
002518.SZ,科士达,"智慧电源数据中心,铅酸蓄电池,新能源能源,新能源,光伏逆变器及储能,精密空调,在线式UPS,光伏逆变器及储能设备,离线式UPS,新能源充电设备,配套,数据中心,智慧电源数据中心设备"
002595.SZ,豪迈科技,"模具,大型零部件机械,汽车轮胎装备"
000633.SZ,合金投资,"合金线,园林绿化,冶金,园林绿化工程施工项目,园林绿化工程,园林绿化工程施工,合金棒材,合金线材"
600335.SH,国机汽车,"融资租赁,汽车贸易（整车销售）,汽车后市场,装备供货,汽车批发及贸易服务,汽车零售,汽车服务,非汽车贸易,工程承包及工程技术服务,汽车零部件"
301133.SZ,金钟股份,"汽车车身装饰件,汽车内外饰件,汽车标牌（汽车标识装饰件）,轮毂镶件（汽车轮毂装饰件）,汽车轮毂装饰件,轮毂中心盖（汽车轮毂装饰件）,汽车字标（汽车标识装饰件）,方向盘标（汽车标识装饰件）,螺母盖（汽车轮毂装饰件）,模具工装,大尺寸轮毂装饰盖（汽车轮毂装饰件）,汽车标识装饰件"
,,
300583.SZ,赛托生物,"能源,贸易,热电联产,成品药,医药制造,非甾体原料药成品药,甾体原料药成品药,甾体药物原料"
601877.SH,正泰电器,"低压电器,太阳能分部,光伏,终端电器,建筑电器,仪器仪表,电站运营,太阳能电池组件,电子电器,分部间抵销,控制系统,光伏电站工程承包,太阳能分布,电源电器,控制电器,低压分部,配电电器"
688292.SH,浩瀚深度,"网络智能化,技术服务,信息安全,自产软件销售,网络安全,硬件销售,外购软件销售"
300120.SZ,经纬辉开,"触控显示模组,触控显示,液晶显示模组,电磁线,铝,保护屏,电视组件,串联电抗器,电视机组件贸易,阳光屏,铜,电抗器,液晶电视组件"
601949.SH,中国出版,",印刷,材料物资,物资供应,报刊,印刷分部,分部间抵销,分部,图书,物资供销,一般图书,物资分部,电子音像"
688112.SH,鼎阳科技,"仪器仪表制造业,频谱和矢量网络分析仪,波形和信号发生器,四大主力,数字示波器,通用电子测试测量仪器"
300641.SZ,正丹股份,"高分子特种树脂单体,乙烯基甲苯,偏苯三酸酐,高沸点芳烃溶剂,偏苯三酸酐及酯,石油化工,增塑剂"
300221.SZ,银禧科技,"电气机械和器材制造业-LED相关,改性塑料,电气机械和器材制造业,LED相关,CNC金属精密结构件,智能照明相关,塑料"
300703.SZ,创源股份,"运动健身,手工益智,卫生防疫,纸张物资贸易,社交情感,生活家居,时尚文具,文教工美体育和娱乐用品制造业"
688560.SH,明冠新材,"磷酸铁,光伏,太阳能电池封装胶膜,铝塑膜,太阳能电池背板,锂电池,防护膜,POE膜"
300379.SZ,东方通,"金融,基础安全,创新应用,软件基础设施,电信,政企数字化转型,基础软件,智慧应急,网信安全,安全,政府"
688418.SH,震有科技,"技术与维保服务,煤矿,核心网络系统,指挥调度系统,电信运营商,电力,集中式局端系统,政府"
300195.SZ,长荣股份,"融资租赁,印刷装备及服务,印刷制品,经营租赁,装备制造,印刷设备,健康产业"
600425.SH,青松建化,"化工,工业,水泥制品,水泥"
301075.SZ,多瑞医药,"注射用头孢噻肟钠,医药制造业,醋酸钠林格注射液"
002178.SZ,延华智能,"绿色智慧城市服务,智慧医疗与大健康,智慧城市顶层设计与咨询,智慧节能与环保,智能销售"
300684.SZ,中石科技,"通信工业电子,导热材料,通讯工业电子,EMI屏蔽材料,数字基建（含通信）,消费电子"
300553.SZ,集智股份,"平衡机及配件,全自动平衡机,自动化设备,自动化设备及配件,测试机"
600386.SH,北巴传媒,"驾驶员培训,汽车S店,新能源充电服务,汽车服务分部,新能源分部,报废汽车拆解服务,报废拆解服务,充电桩服务,新能源,分部间抵销,汽车服务,广告传媒,汽车租赁服务,汽车租赁,广告传媒分部"
002467.SZ,二六三,"互联网和相关服务,个人,通信,企业"
300458.SZ,全志科技,"集成电路,存储芯片,智能电源管理芯片,集成电路设计,智能终端应用处理器芯片,无线通信"
,,
600080.SH,金花股份,"免疫,普药,骨科,分部间抵销,医药工业,医药商业,酒店业,分部抵消,儿童"
300526.SZ,*ST中潜,"服务业,互联网大数据,潜水配套服务,潜水服,潜水装备,潜水游泳装备制造及贸易,互联网大数据服务,浮潜装备及游泳用品,渔猎服,生产制造业"
835184.BJ,国源科技,"空间信息应用服务,应用软件开发,地理信息数据工程"
600538.SH,国发股份,"DNA检测,DNA耗材及检测服务,医药制造小计,医药,DNA鉴定及服务,DNA小计,司法鉴定,DNA检测设备及耗材,连锁零售,医药流通小计,医药流通,DNA测序服务,珍珠明目滴眼液,分部间抵消,医药制造,分部间抵销,乙醇消毒液,批发,明目滴眼液"
688251.SH,井松智能,"智能物流系统,智能物流设备"
301162.SZ,国能日新,"新能源发电功率预测,风电场,光伏电站"
,,
603507.SH,振江股份,"紧固件分部,紧固件,定子,风电设备,新能源分部,风电安装服务,发电机支架,转子,船舶租赁分部,法兰,光伏/光热设备,塔筒,定子段,风电租赁服务,机舱罩,光热,运输支架,分部间抵销,转子房,光伏支架,光伏设备"
603566.SH,普莱柯,"化学药品,兽用药品,禽用疫苗及抗体,技术许可或转让,猪用疫苗,技术转让或许可"
600635.SH,大众公用,"商业,金融业,运输业,污水处理业,施工业,市政隧道运营,分部间抵销,金融投资,燃气,市政污水,燃气销售"
603109.SH,神驰机电,"通用机械设备配件,通用设备制造业,终端,分部间抵销,通用机械设备,通用汽油机,电机"
605299.SH,舒华体育,"展示用品,健身器材,室外健身路径,室内健身器材,展示架"
002323.SZ,雅博股份,"金属屋面,金属屋（墙）面,光伏,咨询设计,新能源,租赁,金属屋面工程,软件及设计"
002198.SZ,嘉应制药,"双料喉风散,医药,融资租赁,接骨七厘片/胶囊,融资租赁利息,租赁,消炎利胆片,重感灵片,自产药品"
300906.SZ,日月明,"轨道测控设备组合,级轨检仪"
688036.SH,传音控股,"智能机,功能机,手机"
300141.SZ,和顺电气,"防窃电电能计量箱,防窃电电能计量装置,输配电及控制设备制造业,电力成套设备,安装施工,充电桩,电能质量改善装置,光伏发电,充电装置"
600589.SH,ST榕泰,"互联网服务,苯酐,ML材料,化工板块,二辛脂及改性PVC,互联网综合服务,互联网板块,ML复合材料,化工,苯酐及二辛脂,二辛脂,互联网综合板板,化工材料"
002996.SZ,顺博合金,"铝合金锭,铝合金锭受托加工费,铝合金锭（液）,延压铝材,变形铝合金,信息服务,废弃资源综合利用业"
300854.SZ,中兰环保,"生态环境修复,运营服务,工程,运营,填埋场综合运营,可再生资源利用,工程建设,污染隔离系统,商品销售"
600689.SH,上海三毛,"商业,钢材,人防,工业,保安服务业,机械五金,安防服务,纺织品,物业园区租赁,分部间抵销,保安服务,技防（清算中）,进出口贸易,技防,贸易"
603177.SH,德创环保,"水处程工程,除尘设备,环保,废盐渣资源化利用处置,脱硝催化剂,脱硫设备,水处理工程,烟气治理工程"
002023.SZ,海特高新,",航空维修检测租赁及研制,航空维修检测,航空租赁,核心装备研发制造与保障,航空工程技术与服务,微电子,核心装备研发与制造,航空培训"
603861.SH,白云电器,"电气机械及器材制造,电力电容器,成套开关设备,变压器,元器件"
002403.SZ,爱仕达,"机器人,炊具,工业,家电,小家电"
002111.SZ,威海广泰,"航空产业,消防产业,空港地面设备,保障装备制造业,消防车及装备,消防救援装备,电力电子装备,消防报警设备,空港装备"
,,
688310.SH,迈得医疗,"单机血液净化,专用设备制造业,定制软件,安全输注,血液净化单机,软件研发,医用耗材智能设备连线机,医用耗材智能设备单机,血液净化,连线机安全输注,安全输注连线机,软件开发,血液净化连线机,单机安全输注,安全输注单机,连线机血液净化,软件和信息技术服务业"
000407.SZ,胜利股份,"天然气贸易,油品贸易,天然气,天然气终端销售,装备材料制造业,天然气贸易业,管道制造业,装备制造,贸易"
,,
300923.SZ,研奥股份,"轨道交通设备制造业,检修服务,车辆电气设备,线束服务,检修"
000813.SZ,德展健康,"医药,药品销售,多肽,研发销售,工业大麻"
601686.SH,友发集团,"镀锌圆管,焊接圆管,螺旋焊管,金属制品,盘扣脚手架,方矩镀锌管,不锈钢管,方矩焊管,方矩镀圆管,钢塑复合管"
600766.SH,*ST园城,"钢材,建材贸易,托管,建材,租赁,燃料油,煤炭贸易,煤炭"
600359.SH,新农开发,"工业,园林绿化,新农甘草,短绒,粮食种,苗木,育肥牛,全脂淡奶粉,鲜奶,工程施工,液态奶,新农乳业,塔河种业,粮种,棉籽,代加工皮棉棉种及农化,甘草制品,牛奶,农业,皮棉,棉种"
600136.SH,ST明诚,"影视剧,广告,体育版权分销营销与咨询分部,体育版权,体育经纪,体育服务,制作费,场馆运营,体育版权分销营销与咨询报告分部,影视制作销售报告分部,影视传媒,影院,体育销售,艺人经纪,体育视频,影视制作销售分部"
603097.SH,江苏华辰,"电气成套设备,箱式变电站,干式变压器,油浸式变压器"
301288.SZ,清研环境,"运营,销售"
603931.SH,格林达,"主要功能湿电子化学品,功能湿电子化学品,通用湿电子化学品,湿电子化学品,显示面板（OLED&LCD),副"
300010.SZ,豆神教育,"升学服务,教育及管理解决方案,信息技术服务业,学习服务,智慧教育,教育服务及管理解决方案,内容（安全）管理解决方案"
002836.SZ,新宏泽,"包装印刷,医疗用品,烟标,口罩"
600578.SH,京能电力,"售电,电力服务,售热,售电服务,电力"
002633.SZ,申科股份,"ZH动静压座式滑动轴承,MW/MW/MW轴承,大中型电动机及大型机械设备,发电设备,火电,水电,轴承部套件,ZQ/ZQKT座式滑动轴承,加工,DQY端盖式滑动轴承,VTBS立式推动轴承"
300237.SZ,美晨生态,"汽车配件,橡胶制品,园林施工,园林"
688600.SH,皖仪科技,"仪器仪表制造业,环保在线监测仪器,工业过程检漏仪器,电子测量仪器,实验室分,实验室分析仪器,检漏仪器"
000806.SZ,*ST银河,"电子元器件,软件开发系统集成,输配电及控制设备制造,电气设备,医药生物"
300927.SZ,江天化学,"均三嗪,甲醛,三嗪,多聚甲醛,,,-三丙烯酰基六氢-均三嗪,超高纯氯甲烷,化学制品制造"
002922.SZ,伊戈尔,"照明电源,能源,电气机械和器材制造业,工业控制用变压器,新能源用变压器,照明"
603700.SH,宁水集团,"仪器仪表制造业,工程-分部,机械水表,智能水表,商品-分部"
300457.SZ,赢合科技,"电子烟,口罩机,锂电池专用生产设备,卷绕机,口罩生产设备,涂布机,锂电池专用生产,锂电池生产设备,锂电池专用设备,专用设备制造"
603178.SH,圣龙股份,"发动机油泵,凸轮轴,变速器零件,变速箱油泵,真空泵,汽车零部件制造业,分动箱油泵"
,,"发动机油泵,凸轮轴,变速器零件,变速箱油泵,真空泵,汽车零部件制造业,分动箱油泵"
002631.SZ,德尔未来,"家居,地板,定制家居,石墨烯应用,密度板,商标使用费,石墨烯制备设备,新材料"
603066.SH,音飞储存,"堆垛机,高精密货架,服务,自动化系统集成"
300700.SZ,岱勒新材,金刚石线
605188.SH,国光连锁,"百货,针纺,生鲜,超市,非食,食品,零售"
300719.SZ,安达维尔,"航空机载设备维修,测控设备研制,机载设备,测控及地面保障,航空机载设备研制,航材贸易,航空维修,航空设备制造及服务"
301119.SZ,正强股份,"节叉,十字轴万向节总成,汽车零部件,十字轴,汽车零部件业"
002579.SZ,中京电子,"柔性板,柔性板组件,印制电路板,刚性电路板,柔性电路板,刚性电路板（含HDI板）,柔性电路板组件"
,,"翡翠成品,黄金（镶嵌）饰品,分部间抵销,黄金金条,小额贷款"
688127.SH,蓝特光学,"汽车后视镜,玻璃晶圆,车载,玻璃非球面透镜,光学光电子,光学棱镜,半导体,消费电子,非球面透镜,光学仪器"
000967.SZ,盈峰环境,"环卫服务,环保,环卫装备,智慧环卫,环境监测及固废处理,环境监测及治理,智慧服务,传统环卫装备,智能装备,新能源环卫装备"
688766.SH,普冉股份,"集成电路,EEPROM,NorFlash,芯片,NORFlash"
300498.SZ,温氏股份,"养殖,乳品,肉制品加工,肉鸡,兽药,设备制造业,设备,肉鸡养殖,肉猪养殖,肉猪,原奶及乳制品"
301127.SZ,天源环保,"环保工程建造,环保,环保项目运营服务,环保装备研发制造与集成,环保装备研发制造与销售"
688063.SH,派能科技,"储能,电芯,储能电池系统"
688100.SH,威胜信息,"感知层小计,网络层小计,运输成本,电监测终端,能源互联网,通信网关,智慧公用事业管理系统,水气热传感终端,智慧公用事业物联网,应用层小计,通信模块"
601098.SH,中南传媒,",媒体―网站,报刊,软件,印刷分部,物资―纸张印刷耗材,其中:印刷,印刷―防伪,防伪,其中:防伪,―期刊,媒体―广告发布,数字及媒体传播分部,媒体,七金融服务,音像制品,五媒体,纸张印刷耗材,―音像制品,分部,内部抵销数,媒体―报刊,数字―软件,四印刷,三物资,期刊,一般图书,印刷,物资分部,其中:纸张印刷耗材,教材教辅,数字,二,硬件,数字―硬件,物资,一,广告发布,金融服务分部,金融服务,印刷―印刷,分部间抵销,―一般图书,网站,―教材教辅,六数字,总部分部"
600072.SH,中船科技,"土地整理服务,工程设计勘察咨询和监理,工程勘察设计,船舶配件,制造业,工程总承包"
600132.SH,重庆啤酒,"经济,逾期押金,国际品牌,大众,高档,本土品牌,低档,主流,酒饮料和精制茶制造业,啤酒,中档"
605196.SH,华通线缆,"连续管,电线电缆,潜油泵电缆,连续油管作业装置,连续管及作业装置,电力电缆,油服,电气装备用电缆"
,,
688669.SH,聚石化学,"阻燃剂,化工新材料,磷化工,改性塑料粒子,改性塑料,磷化学,原材料贸易,租赁,化工原料,改性塑料制品,贸易原材料,液化石油气添加剂,改性塑料粒子及制品,租赁服务,贸易（原材料）"
,,
688296.SH,和达科技,"系统集成,排水,水利,技术服务费,系统集成服务,智能感传终端,整体解决方案,供水,水务管理系统,技术服务"
300258.SZ,精锻科技,"商用车/高端农机,乘用车（电动车）,差速器总成,结合齿,乘用车（燃油车）,锥齿轮"
,,"土地租赁,纺织,设备租赁,供电,纺织业,钾肥,租赁,贸易,动力煤"
300494.SZ,盛天网络,"互联网广告与增值,游戏运营服务,网络广告及技术服务,IP运营,贷款利息,互联网营销,软件销售,互联网游戏,互联网增值服务,小额贷款,游戏运营,游戏运营及授权,网络广告与增值,计算机应用服务"
603661.SH,恒林股份,"按摩椅,板式家具,办公家具,沙发,办公椅,办公系统解决方案,软体家具,系统办公,制造业,办公环境解决方案"
603083.SH,剑桥科技,"交换机与工业物联网基础硬件,电信宽带接入终端,电信宽带,高速光组件与光模块,无线网络与小基站"
601616.SH,广电电气,"元器件,输配电及控制设备制造业,成套设备及电力电子"
603366.SH,日出东方,"壁挂炉,太阳能热水器,电热水器,光伏,供热及光伏工程,净水机,厨电,供热及光伏工程项目,销售,空气能"
603966.SH,法兰泰克,"物料搬运设备及服务,起重机,工程机械及部件,工程机械部件,葫芦,零配件及服务,高空作业平台,制造业"
600715.SH,文投控股,"电影放映及影视项目投资,网络游戏,分部间抵销,影院电影放映及相关衍生,网络游戏开发及运营,“文化+”,影视投资制作及"
603885.SH,吉祥航空,"客运,航空运输,交通运输仓储和邮政业,航空客运,货运,航空货运"
300444.SZ,双杰电气,"安装工程,环网柜,箱式变电站,变压器,输配电设备制造业,高低压成套开关柜"
601005.SH,重庆钢铁,"钢铁,钢材,钢材坯,商品坯材"
000819.SZ,岳阳兴长,"石油化工,油品,无纺布,化工"
000529.SZ,广弘控股,"肉猪销售,冷库经营,种禽销售,种猪销售,食品业,肉鸡销售,图书,物业出租,冻品销售,酒销售,食品,加工肉制品销售,图书发,猪苗销售"
600348.SH,华阳股份,"洗块煤,供电,供热,电力,洗末煤,煤泥,煤炭,洗粉煤"
603308.SH,应流股份,"核能新材料及零部件,机械装备构件,泵及阀门零件,高端装备零部件,工程和矿山机械零部件,石油天然气设备零部件,航空航天新材料及零部件"
002434.SZ,万里扬,"汽车内饰件,商用车变速器,中卡变速器,融资租赁,汽车零部件制造,储能,乘用车变速器,纯电动汽车减速器,配件,轻卡变速器"
002591.SZ,恒大高新,"防磨抗蚀,互联网营销,垃圾炉防护,余热发电,互联网广告营销,移动信息服务,隔音降噪工程,节能环保,广点通(广告投放充值),互联网广告投放充值,云通信"
600590.SH,泰豪科技,"军工装备,通信指挥系统,军用电站,售后服务,军工装备小计,应急装备,分部间抵销,智能电力,房租及物业管理,配电设备,电网软件及系统集成,智能应急电源,材料让售,军用电源装备,智能电力小计,IT运维及系统集成"
600371.SH,万向德农,玉米
