stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价
08317,財華社集團,N,非必需性消費,媒體及娛樂,出版,182964893.463,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,出版,财华社集团,08317.HK,1.8,ODSH,8317,182.96,0.183,,8317.HK,,,,0.00,,0.000,HKD,財華社集團,M,,0.0,0.183
08319,思博系統,N,資訊科技,軟件服務,系統開發及顧問,88360800.0,2023-07-18T18:15:52,科技,软件服务,系统开发及顾问,思博系统,08319.HK,0.9,ODSH,8319,88.36,0.110,,8319.HK,,,9.09,0.00,4.49,0.000,HKD,思博系統,M,,0.0,0.110
08320,沛然環保,N,非必需性消費,支援服務,其他支援服務,69449490.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,沛然环保,08320.HK,0.7,ODSH,8320,69.44,0.099,,8320.HK,,,,0.00,,0.000,HKD,沛然環保,M,,0.0,0.099
08321,泰錦控股,N,地產建築,建築,重型基建,52976000.0,2023-07-18T18:15:52,地产建筑,建筑,重型基建,泰锦控股,08321.HK,0.5,ODSH,8321,52.97,0.215,,8321.HK,,,,0.00,,0.000,HKD,泰錦控股,M,,0.0,0.215
08325,中國支付通,S,資訊科技,軟件服務,電商及互聯網服務,85234272.948,2023-07-18T18:15:52,科技,软件服务,电商及互联网服务,中国支付通,08325.HK,0.9,ODSH,8325,85.23,0.036,,8325.HK,,,,0.00,,0.000,HKD,中國支付通,M,True,0.0,0.036
08326,同景新能源,N,公用事業,公用事業,環保能源,132516000.0,2023-07-18T18:15:52,公用事业,公用事业,环保能源,同景新能源,08326.HK,1.3,ODSH,8326,132.51,0.162,,8326.HK,,,,0.00,4.79,0.000,HKD,同景新能源,M,,0.0,0.162
08328,信義儲電,N,非必需性消費,汽車,汽車零件,2182972026.08,2023-07-18T18:15:52,非必需性消费,汽车,汽车零件,信义储电,08328.HK,21.8,ODSH,8328,2.18,2.780,,8328.HK,,,,0.00,45.20,0.000,HKD,信義儲電,B,,0.0,2.780
08329,海王英特龍,N,醫療保健,藥品及生物科技,藥品,66030000.0,2023-07-18T18:15:52,医疗保健,药品及生物科技,药品,海王英特龙,08329.HK,0.7,ODSH,8329,66.03,0.155,,8329.HK,,,,0.00,4.25,0.000,HKD,海王英特龍,M,,0.0,0.155
08331,倍搏集團,N,原材料,一般金屬及礦石,其他金屬及礦石,34686939.2,2023-07-18T18:15:52,原材料,一般金属及矿石,其他金属及矿石,倍搏集团,08331.HK,0.3,ODSH,8331,34.68,0.218,,8331.HK,,,,0.00,2.28,0.000,HKD,倍搏集團,M,,0.0,0.218
08333,阿仕特朗金融,N,金融,其他金融,其他金融,52800000.0,2023-07-18T18:15:52,金融,其他金融,其他金融,阿仕特朗金融,08333.HK,0.5,ODSH,8333,52.80,0.550,,8333.HK,,,,0.00,,0.000,HKD,阿仕特朗金融,M,,0.0,0.550
08337,直通電訊,N,電訊,電訊,電訊服務,23664000.0,2023-07-18T18:15:52,科技,电讯,电讯服务,直通电讯,08337.HK,0.2,ODSH,8337,23.66,0.128,,8337.HK,,,,0.00,,0.000,HKD,直通電訊,M,,0.0,0.128
08340,紫荊國際金融,N,金融,其他金融,其他金融,22272000.0,2023-07-18T18:15:52,金融,其他金融,其他金融,紫荆国际金融,08340.HK,0.2,ODSH,8340,22.27,0.290,,8340.HK,,,,0.00,,0.000,HKD,紫荊國際金融,M,,0.0,0.290
08341,艾碩控股,N,地產建築,建築,建築及服務,15040000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,艾硕控股,08341.HK,0.2,ODSH,8341,15.04,0.188,,8341.HK,,,,0.00,1.82,0.000,HKD,艾碩控股,M,,0.0,0.188
08347,F8企業,N,能源,石油及天然氣,油氣生產商,28741719.71,2023-07-18T18:15:52,能源,石油及天然气,油气生产商,F8企业,08347.HK,0.3,ODSH,8347,28.74,0.209,,8347.HK,,,,0.00,,0.000,HKD,Ｆ８企業,M,,0.0,0.209
08348,濱海泰達物流,N,工業,工業支援,採購及供應鏈管理,36349984.0,2023-07-18T18:15:52,工业,工业支援,采购及供应链管理,滨海泰达物流,08348.HK,0.4,ODSH,8348,36.34,0.370,,8348.HK,,,9.24,0.00,3.93,0.000,HKD,濱海泰達物流,M,,0.0,0.370
08349,硅鑫集團,S,地產建築,建築,建築材料,428000000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑材料,硅鑫集团,08349.HK,4.3,ODSH,8349,428.00,1.070,,8349.HK,,,,0.00,,0.000,HKD,硅鑫集團,M,True,0.0,1.070
08350,駿溢環球金融,N,金融,其他金融,證券及經紀,140000000.0,2023-07-18T18:15:52,金融,其他金融,证券及经纪,骏溢环球金融,08350.HK,1.4,ODSH,8350,140.00,0.175,,8350.HK,,,,0.00,,0.000,HKD,駿溢環球金融,M,,0.0,0.175
08353,安科系統,N,資訊科技,軟件服務,軟件開發,117531108.07,2023-07-18T18:15:52,科技,软件服务,软件开发,安科系统,08353.HK,1.2,ODSH,8353,117.53,0.290,,8353.HK,,,,0.00,8.81,0.000,HKD,安科系統,M,,0.0,0.290
08356,中國新華電視,S,地產建築,建築,重型基建,48664199.364,2023-07-18T18:15:52,地产建筑,建筑,重型基建,中国新华电视,08356.HK,0.5,ODSH,8356,48.66,0.012,,8356.HK,,,,0.00,,0.000,HKD,中國新華電視,M,True,0.0,0.012
08357,REPUBLIC HC,N,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,117936000.0,2023-07-18T18:15:52,医疗保健,医疗保健设备及服务,医疗及医学美容服务,REPUBLIC HC,08357.HK,1.2,ODSH,8357,117.93,0.189,,8357.HK,,,,0.00,,0.000,HKD,REPUBLIC HC,M,,0.0,0.189
08360,利駿集團香港,N,地產建築,建築,建築及服務,540411000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,利骏集团香港,08360.HK,5.4,ODSH,8360,540.41,1.500,,8360.HK,,,,0.00,,0.000,HKD,利駿集團香港,M,,0.0,1.500
08362,運興泰集團,N,必需性消費,食品飲料,包裝食品,37800000.0,2023-07-18T18:15:52,必需性消费,食品饮料,包装食品,运兴泰集团,08362.HK,0.4,ODSH,8362,37.80,0.027,,8362.HK,,,,0.00,,0.000,HKD,運興泰集團,M,,0.0,0.027
08363,SDM教育,N,非必需性消費,支援服務,教育,70699200.0,2023-07-18T18:15:52,非必需性消费,支援服务,教育,SDM教育,08363.HK,0.7,ODSH,8363,70.69,0.103,,8363.HK,,,,0.00,,0.000,HKD,ＳＤＭ教育,M,,0.0,0.103
08365,亦辰集團,N,金融,其他金融,其他金融,90095434.0,2023-07-18T18:15:52,金融,其他金融,其他金融,亦辰集团,08365.HK,0.9,ODSH,8365,90.09,0.101,,8365.HK,,,,0.00,,0.000,HKD,亦辰集團,M,,0.0,0.101
08366,浙江聯合投資,N,地產建築,建築,重型基建,69396800.0,2023-07-18T18:15:52,地产建筑,建筑,重型基建,浙江联合投资,08366.HK,0.7,ODSH,8366,69.39,0.044,,8366.HK,,,,0.00,,0.000,HKD,浙江聯合投資,M,,0.0,0.044
08367,倩碧控股,N,非必需性消費,旅遊及休閒設施,餐飲,339497710.025,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,倩碧控股,08367.HK,3.4,ODSH,8367,339.49,0.295,,8367.HK,,,,0.00,,0.000,HKD,倩碧控股,M,,0.0,0.295
08368,中國創意控股,N,非必需性消費,媒體及娛樂,影視娛樂,469963592.28,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,影视娱乐,中国创意控股,08368.HK,4.7,ODSH,8368,469.96,1.260,,8368.HK,,,,0.00,8.28,0.000,HKD,中國創意控股,M,,0.0,1.260
08370,智昇集團控股,N,非必需性消費,家庭電器及用品,家具,54439999.98,2023-07-18T18:15:52,非必需性消费,家庭电器及用品,家具,智升集团控股,08370.HK,0.5,ODSH,8370,54.43,0.060,,8370.HK,,,,0.00,,0.000,HKD,智昇集團控股,M,,0.0,0.060
08371,嚐高美集團,N,非必需性消費,旅遊及休閒設施,餐飲,537748320.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,尝高美集团,08371.HK,5.4,ODSH,8371,537.74,1.420,,8371.HK,,,7.04,0.00,7.93,0.000,HKD,嚐高美集團,M,,0.0,1.420
08372,君百延集團,N,醫療保健,藥品及生物科技,藥品,64800000.0,2023-07-18T18:15:52,医疗保健,药品及生物科技,药品,君百延集团,08372.HK,0.6,ODSH,8372,64.80,0.081,,8372.HK,,,4.94,0.00,8.53,0.000,HKD,君百延集團,M,,0.0,0.081
08373,靛藍星,N,地產建築,建築,建築及服務,68800000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,靛蓝星,08373.HK,0.7,ODSH,8373,68.80,0.172,,8373.HK,,,,0.00,41.95,0.000,HKD,靛藍星,M,,0.0,0.172
08375,弘浩國際控股,N,工業,工業工程,工業零件及器材,46944000.0,2023-07-18T18:15:52,工业,工业工程,工业零件及器材,弘浩国际控股,08375.HK,0.5,ODSH,8375,46.94,0.163,,8375.HK,,,21.47,0.00,,0.000,HKD,弘浩國際控股,M,,0.0,0.163
08377,維港育馬,N,非必需性消費,紡織及服飾,紡織品及布料,102285465.0,2023-07-18T18:15:52,非必需性消费,纺织及服饰,纺织品及布料,维港育马,08377.HK,1.0,ODSH,8377,102.28,0.250,,8377.HK,,,,0.00,,0.000,HKD,維港育馬,M,,0.0,0.250
08379,懶豬科技,N,資訊科技,資訊科技器材,電腦及周邊,102400000.0,2023-07-18T18:15:52,科技,资讯科技器材,电脑及周边,懒猪科技,08379.HK,1.0,ODSH,8379,102.40,0.128,,8379.HK,,,,0.00,,0.000,HKD,懶豬科技,M,,0.0,0.128
08383,東駿控股,N,工業,工業支援,印刷及包裝,76000000.0,2023-07-18T18:15:52,工业,工业支援,印刷及包装,东骏控股,08383.HK,0.8,ODSH,8383,76.00,0.095,,8383.HK,,,,0.00,7.60,0.000,HKD,東駿控股,M,,0.0,0.095
08385,萬里印刷,N,非必需性消費,媒體及娛樂,出版,62400000.0,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,出版,万里印刷,08385.HK,0.6,ODSH,8385,62.40,0.078,,8385.HK,,,,0.00,,0.000,HKD,萬里印刷,M,,0.0,0.078
08391,基石科技控股,N,工業,工業支援,印刷及包裝,535755609.35,2023-07-18T18:15:52,工业,工业支援,印刷及包装,基石科技控股,08391.HK,5.4,ODSH,8391,535.75,0.650,,8391.HK,,,,0.00,,0.000,HKD,基石科技控股,M,,0.0,0.650
08392,舍圖控股,N,非必需性消費,家庭電器及用品,家具,55000000.0,2023-07-18T18:15:52,非必需性消费,家庭电器及用品,家具,舍图控股,08392.HK,0.6,ODSH,8392,55.00,0.055,,8392.HK,,,,0.00,,0.000,HKD,舍圖控股,M,,0.0,0.055
08395,齊家控股,N,非必需性消費,家庭電器及用品,家具,1235520000.0,2023-07-18T18:15:52,非必需性消费,家庭电器及用品,家具,齐家控股,08395.HK,12.4,ODSH,8395,1.23,0.780,,8395.HK,,,,0.00,,0.000,HKD,齊家控股,B,,0.0,0.780
08400,亞洲先鋒娛樂,N,非必需性消費,旅遊及休閒設施,賭場及博彩,28000000.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,赌场及博彩,亚洲先锋娱乐,08400.HK,0.3,ODSH,8400,28.00,0.028,,8400.HK,,,,0.00,,0.000,HKD,亞洲先鋒娛樂,M,,0.0,0.028
08401,源想集團,N,非必需性消費,媒體及娛樂,廣告及宣傳,44000000.0,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,广告及宣传,源想集团,08401.HK,0.4,ODSH,8401,44.00,0.220,,8401.HK,,,,0.00,,0.000,HKD,源想集團,M,,0.0,0.220
08402,GT STEEL GROUP,N,地產建築,建築,建築及服務,580800000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,GT STEEL GROUP,08402.HK,5.8,ODSH,8402,580.80,1.210,,8402.HK,,,,0.00,,0.000,HKD,GT STEEL GROUP,M,,0.0,1.210
08403,天平道合,N,非必需性消費,媒體及娛樂,廣告及宣傳,70800000.0,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,广告及宣传,天平道合,08403.HK,0.7,ODSH,8403,70.80,0.590,,8403.HK,,,,0.00,,0.000,HKD,天平道合,M,,0.0,0.590
08405,恒智控股,N,非必需性消費,支援服務,其他支援服務,312000000.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,恒智控股,08405.HK,3.1,ODSH,8405,312.00,0.780,,8405.HK,,,12.82,0.00,8.55,0.000,HKD,恒智控股,M,,0.0,0.780
08406,中國口腔產業,N,非必需性消費,家庭電器及用品,玩具及消閒用品,129600000.0,2023-07-18T18:15:52,非必需性消费,家庭电器及用品,玩具及消闲用品,中国口腔产业,08406.HK,1.3,ODSH,8406,129.60,0.135,,8406.HK,,,,0.00,,0.000,HKD,中國口腔產業,M,,0.0,0.135
08411,K W NELSON GP,N,地產建築,建築,建築及服務,128000000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,K W NELSON GP,08411.HK,1.3,ODSH,8411,128.00,0.128,,8411.HK,,,39.06,0.00,,0.000,HKD,K W NELSON GP,M,,0.0,0.128
08412,新愛德集團,N,非必需性消費,旅遊及休閒設施,餐飲,95764944.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,新爱德集团,08412.HK,1.0,ODSH,8412,95.76,0.940,,8412.HK,,,,0.00,,0.000,HKD,新愛德集團,M,,0.0,0.940
08413,亞洲雜貨,N,必需性消費,食品飲料,包裝食品,158032000.0,2023-07-18T18:15:52,必需性消费,食品饮料,包装食品,亚洲杂货,08413.HK,1.6,ODSH,8413,158.03,0.136,,8413.HK,,,,0.00,,0.000,HKD,亞洲雜貨,M,,0.0,0.136
08416,HM INTL HLDGS,N,工業,工業支援,印刷及包裝,44248575.0,2023-07-18T18:15:52,工业,工业支援,印刷及包装,HM INTL HLDGS,08416.HK,0.4,ODSH,8416,44.24,0.105,,8416.HK,,,14.29,0.00,5.90,0.000,HKD,HM INTL HLDGS,M,,0.0,0.105
08417,大地教育,N,非必需性消費,支援服務,教育,29756800.0,2023-07-18T18:15:52,非必需性消费,支援服务,教育,大地教育,08417.HK,0.3,ODSH,8417,29.75,0.017,,8417.HK,,,,0.00,,0.000,HKD,大地教育,M,,0.0,0.017
08418,傲迪瑪汽車,N,非必需性消費,支援服務,其他支援服務,714000000.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,傲迪玛汽车,08418.HK,7.1,ODSH,8418,714.00,0.840,,8418.HK,,,,0.00,,0.000,HKD,傲迪瑪汽車,M,,0.0,0.840
08419,AV策劃推廣,N,非必需性消費,家庭電器及用品,消費電子產品,54400000.0,2023-07-18T18:15:52,非必需性消费,家庭电器及用品,消费电子产品,AV策划推广,08419.HK,0.5,ODSH,8419,54.40,0.136,,8419.HK,,,,0.00,,0.000,HKD,ＡＶ策劃推廣,M,,0.0,0.136
08420,NEXION TECH,N,資訊科技,軟件服務,系統開發及顧問,32551200.0,2023-07-18T18:15:52,科技,软件服务,系统开发及顾问,NEXION TECH,08420.HK,0.3,ODSH,8420,32.55,0.044,,8420.HK,,,,0.00,,0.000,HKD,NEXION TECH,M,,0.0,0.044
08422,WT集團,N,地產建築,建築,建築及服務,7560000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,WT集团,08422.HK,0.1,ODSH,8422,7.56,0.063,,8422.HK,,,,0.00,,0.000,HKD,ＷＴ集團,M,,0.0,0.063
08423,CHI HO DEV,N,地產建築,建築,建築及服務,44000000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,CHI HO DEV,08423.HK,0.4,ODSH,8423,44.00,0.055,,8423.HK,,,4.55,0.00,3.27,0.000,HKD,CHI HO DEV,M,,0.0,0.055
08425,興銘控股,N,工業,工業工程,重型機械,74824000.0,2023-07-18T18:15:52,工业,工业工程,重型机械,兴铭控股,08425.HK,0.7,ODSH,8425,74.82,0.199,,8425.HK,,,,0.00,32.62,0.000,HKD,興銘控股,M,,0.0,0.199
08426,雅居投資控股,N,地產建築,地產,物業管理及服務,116000000.0,2023-07-18T18:15:52,地产建筑,地产,物业管理及服务,雅居投资控股,08426.HK,1.2,ODSH,8426,116.00,0.145,,8426.HK,,,10.34,0.00,5.47,0.000,HKD,雅居投資控股,M,,0.0,0.145
08427,瑞強集團,N,地產建築,建築,建築材料,21393385.2,2023-07-18T18:15:52,地产建筑,建筑,建筑材料,瑞强集团,08427.HK,0.2,ODSH,8427,21.39,0.157,,8427.HK,,,,0.00,,0.000,HKD,瑞強集團,M,,0.0,0.157
08428,國茂控股,N,非必需性消費,旅遊及休閒設施,餐飲,30792166.02,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,国茂控股,08428.HK,0.3,ODSH,8428,30.79,0.330,,8428.HK,,,,0.00,,0.000,HKD,國茂控股,M,,0.0,0.330
08429,華美樂樂,N,非必需性消費,媒體及娛樂,廣告及宣傳,26880000.0,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,广告及宣传,华美乐乐,08429.HK,0.3,ODSH,8429,26.88,0.056,,8429.HK,,,,0.00,,0.000,HKD,華美樂樂,M,,0.0,0.056
08430,春能控股,N,工業,工業運輸,航空貨運及物流,67568256.0,2023-07-18T18:15:52,工业,工业运输,航空货运及物流,春能控股,08430.HK,0.7,ODSH,8430,67.56,0.405,,8430.HK,,,,0.00,,0.000,HKD,春能控股,M,,0.0,0.405
08431,浩柏國際,N,非必需性消費,旅遊及休閒設施,休閒及文娛設施,69150360.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,休闲及文娱设施,浩柏国际,08431.HK,0.7,ODSH,8431,69.15,0.236,,8431.HK,,,,0.00,,0.000,HKD,浩柏國際,M,,0.0,0.236
08432,太平洋酒吧,N,非必需性消費,旅遊及休閒設施,餐飲,72240000.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,太平洋酒吧,08432.HK,0.7,ODSH,8432,72.24,0.084,,8432.HK,,,,0.00,7.50,0.000,HKD,太平洋酒吧,M,,0.0,0.084
08436,德寶集團控股,N,非必需性消費,零售相關,其他零售,70000000.0,2023-07-18T18:15:52,非必需性消费,零售相关,其他零售,德宝集团控股,08436.HK,0.7,ODSH,8436,70.00,0.175,,8436.HK,,,,0.00,70.00,0.000,HKD,德寶集團控股,M,,0.0,0.175
08437,德斯控股,S,醫療保健,醫療保健設備及服務,醫療及醫學美容服務,137196000.0,2023-07-18T18:15:52,医疗保健,医疗保健设备及服务,医疗及医学美容服务,德斯控股,08437.HK,1.4,ODSH,8437,137.19,0.103,,8437.HK,,,,0.00,,0.000,HKD,德斯控股,M,True,0.0,0.103
08439,新百利融資,N,金融,其他金融,其他金融,121813750.75,2023-07-18T18:15:52,金融,其他金融,其他金融,新百利融资,08439.HK,1.2,ODSH,8439,121.81,0.850,,8439.HK,,,2.94,0.00,,0.000,HKD,新百利融資,M,,0.0,0.850
08445,怡康泰工程集團,N,地產建築,建築,建築及服務,105537600.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,怡康泰工程集团,08445.HK,1.1,ODSH,8445,105.53,0.420,,8445.HK,,,,0.00,,0.000,HKD,怡康泰工程集團,M,,0.0,0.420
08446,ITP HOLDINGS,N,非必需性消費,媒體及娛樂,影視娛樂,2024947416.06,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,影视娱乐,ITP HOLDINGS,08446.HK,20.2,ODSH,8446,2.02,2.490,,8446.HK,,,,0.00,273.63,0.000,HKD,ITP HOLDINGS,B,,0.0,2.490
08447,MS CONCEPT,N,非必需性消費,旅遊及休閒設施,餐飲,63000000.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,MS CONCEPT,08447.HK,0.6,ODSH,8447,63.00,0.063,,8447.HK,,,,0.00,15.75,0.000,HKD,MS CONCEPT,M,,0.0,0.063
08448,環球印館,N,工業,工業支援,印刷及包裝,26946000.0,2023-07-18T18:15:52,工业,工业支援,印刷及包装,环球印馆,08448.HK,0.3,ODSH,8448,26.94,0.027,,8448.HK,,,,0.00,,0.000,HKD,環球印館,M,,0.0,0.027
08450,鉅京控股,N,工業,工業支援,印刷及包裝,56000000.0,2023-07-18T18:15:52,工业,工业支援,印刷及包装,巨京控股,08450.HK,0.6,ODSH,8450,56.00,0.056,,8450.HK,,,,0.00,,0.000,HKD,鉅京控股,M,,0.0,0.056
08451,日光控股,N,必需性消費,消費零售,個人護理,115200000.0,2023-07-18T18:15:52,必需性消费,消费零售,个人护理,日光控股,08451.HK,1.2,ODSH,8451,115.20,0.144,,8451.HK,,,,0.00,84.71,0.000,HKD,日光控股,M,,0.0,0.144
08452,富銀融資股份,N,金融,其他金融,其他金融,33690000.0,2023-07-18T18:15:52,金融,其他金融,其他金融,富银融资股份,08452.HK,0.3,ODSH,8452,33.69,0.375,,8452.HK,,,,0.00,,0.000,HKD,富銀融資股份,M,,0.0,0.375
08455,禮建德集團,N,地產建築,建築,建築及服務,24000000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,礼建德集团,08455.HK,0.2,ODSH,8455,24.00,0.030,,8455.HK,,,,0.00,,0.000,HKD,禮建德集團,M,,0.0,0.030
08456,民信國際控股,N,非必需性消費,紡織及服飾,服裝,42516468.72,2023-07-18T18:15:52,非必需性消费,纺织及服饰,服装,民信国际控股,08456.HK,0.4,ODSH,8456,42.51,0.201,,8456.HK,,,,0.00,,0.000,HKD,民信國際控股,M,,0.0,0.201
08460,基地錦標集團,N,地產建築,建築,建築及服務,20010000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,基地锦标集团,08460.HK,0.2,ODSH,8460,20.01,0.174,,8460.HK,,,,0.00,,0.000,HKD,基地錦標集團,M,,0.0,0.174
08462,中安控股集團,N,非必需性消費,支援服務,其他支援服務,36000000.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,中安控股集团,08462.HK,0.4,ODSH,8462,36.00,0.060,,8462.HK,,,,0.00,6.45,0.000,HKD,中安控股集團,M,,0.0,0.060
08471,新達控股,N,非必需性消費,紡織及服飾,紡織品及布料,166600000.0,2023-07-18T18:15:52,非必需性消费,纺织及服饰,纺织品及布料,新达控股,08471.HK,1.7,ODSH,8471,166.60,0.196,,8471.HK,,,,0.00,,0.000,HKD,新達控股,M,,0.0,0.196
08472,立高控股,N,非必需性消費,支援服務,其他支援服務,41280000.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,立高控股,08472.HK,0.4,ODSH,8472,41.28,0.086,,8472.HK,,,,0.00,1.69,0.000,HKD,立高控股,M,,0.0,0.086
08473,彌明生活百貨,N,非必需性消費,零售相關,其他零售,187040000.0,2023-07-18T18:15:52,非必需性消费,零售相关,其他零售,弥明生活百货,08473.HK,1.9,ODSH,8473,187.04,0.167,,8473.HK,,,12.57,0.00,9.03,0.000,HKD,彌明生活百貨,M,,0.0,0.167
08475,千盛集團控股,N,非必需性消費,旅遊及休閒設施,餐飲,14960000.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,千盛集团控股,08475.HK,0.1,ODSH,8475,14.96,0.340,,8475.HK,,,,0.00,,0.000,HKD,千盛集團控股,M,,0.0,0.340
08476,大洋環球控股,N,必需性消費,食品飲料,包裝食品,212800000.0,2023-07-18T18:15:52,必需性消费,食品饮料,包装食品,大洋环球控股,08476.HK,2.1,ODSH,8476,212.80,0.760,,8476.HK,,,5.26,0.00,4.24,0.000,HKD,大洋環球控股,M,,0.0,0.760
08480,飛霓控股,N,非必需性消費,紡織及服飾,紡織品及布料,210547960.0,2023-07-18T18:15:52,非必需性消费,纺织及服饰,纺织品及布料,飞霓控股,08480.HK,2.1,ODSH,8480,210.54,0.350,,8480.HK,,,,0.00,6.36,0.000,HKD,飛霓控股,M,,0.0,0.350
08481,盛龍錦秀國際,N,工業,工業支援,印刷及包裝,84000000.0,2023-07-18T18:15:52,工业,工业支援,印刷及包装,盛龙锦秀国际,08481.HK,0.8,ODSH,8481,84.00,0.168,,8481.HK,,,,0.00,6.18,0.000,HKD,盛龍錦秀國際,M,,0.0,0.168
08482,萬勵達,N,工業,工業運輸,航空貨運及物流,52935840.0,2023-07-18T18:15:52,工业,工业运输,航空货运及物流,万励达,08482.HK,0.5,ODSH,8482,52.93,0.048,,8482.HK,,,,0.00,,0.000,HKD,萬勵達,M,,0.0,0.048
08483,名仕快相,N,非必需性消費,支援服務,其他支援服務,76800000.0,2023-07-18T18:15:52,非必需性消费,支援服务,其他支援服务,名仕快相,08483.HK,0.8,ODSH,8483,76.80,0.096,,8483.HK,,,,0.00,,0.000,HKD,名仕快相,M,,0.0,0.096
08487,ISP GLOBAL,N,資訊科技,資訊科技器材,電訊設備,150968000.0,2023-07-18T18:15:52,科技,资讯科技器材,电讯设备,ISP GLOBAL,08487.HK,1.5,ODSH,8487,150.96,0.167,,8487.HK,,,,0.00,,0.000,HKD,ISP GLOBAL-2K,M,,0.0,0.167
08489,裕程物流,N,工業,工業運輸,航空貨運及物流,66000000.0,2023-07-18T18:15:52,工业,工业运输,航空货运及物流,裕程物流,08489.HK,0.7,ODSH,8489,66.00,0.220,,8489.HK,,,,0.00,,0.000,HKD,裕程物流,M,,0.0,0.220
08490,駿碼半導體,N,工業,工業工程,工業零件及器材,122051500.0,2023-07-18T18:15:52,工业,工业工程,工业零件及器材,骏码半导体,08490.HK,1.2,ODSH,8490,122.05,0.173,,8490.HK,,,3.06,0.00,14.18,0.000,HKD,駿碼半導體,M,,0.0,0.173
08491,COOL LINK,N,必需性消費,食品飲料,包裝食品,52347960.0,2023-07-18T18:15:52,必需性消费,食品饮料,包装食品,COOL LINK,08491.HK,0.5,ODSH,8491,52.34,0.630,,8491.HK,,,,0.00,,0.000,HKD,COOL LINK,M,,0.0,0.630
08493,龍皇集團,N,非必需性消費,旅遊及休閒設施,餐飲,10160640.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,龙皇集团,08493.HK,0.1,ODSH,8493,10.16,0.049,,8493.HK,,,,0.00,,0.000,HKD,龍皇集團,M,,0.0,0.049
08495,1957 & CO.,N,非必需性消費,旅遊及休閒設施,餐飲,97920000.0,2023-07-18T18:15:52,非必需性消费,旅游及休闲设施,餐饮,1957 & CO.,08495.HK,1.0,ODSH,8495,97.92,0.255,,8495.HK,,,,0.00,,0.000,HKD,1957 & CO.,M,,0.0,0.255
08496,環球友飲智能,N,必需性消費,食品飲料,包裝食品,117600000.0,2023-07-18T18:15:52,必需性消费,食品饮料,包装食品,环球友饮智能,08496.HK,1.2,ODSH,8496,117.60,0.490,,8496.HK,,,,0.00,,0.000,HKD,環球友飲智能,M,,0.0,0.490
08500,天泓文創,N,非必需性消費,媒體及娛樂,廣告及宣傳,45000000.0,2023-07-18T18:15:52,非必需性消费,媒体及娱乐,广告及宣传,天泓文创,08500.HK,0.4,ODSH,8500,45.00,0.250,,8500.HK,,,,0.00,,0.000,HKD,天泓文創,M,,0.0,0.250
08501,莊皇集團公司,N,地產建築,建築,建築及服務,80000000.0,2023-07-18T18:15:52,地产建筑,建筑,建筑及服务,庄皇集团公司,08501.HK,0.8,ODSH,8501,80.00,0.400,,8501.HK,,,,0.00,75.47,0.000,HKD,莊皇集團公司,M,,0.0,0.400
08502,遠航港口,N,工業,工業運輸,航運及港口,256000000.0,2023-07-18T18:15:52,工业,工业运输,航运及港口,远航港口,08502.HK,2.6,ODSH,8502,256.00,0.320,,8502.HK,,,18.75,0.00,3.54,0.000,HKD,遠航港口,M,,0.0,0.320
