证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,明星股,高分红,中概股,中概种类,SEC摘牌,SPAC,空壳公司,所属概念,三级行业,二级行业,一级行业,上市板块,异动值
CCSI,Consensus Cloud Solutions,2.84,2.84,14.76,0.07,5.83,0.05,1.93,,,,,,,,,应用软件,软件,科技,Nasdaq Global Select Market,0.1295125751535684
TYG,Tortoise Energy Infrastructure ,37.82,37.82,29.9,0.07,0.9,0.02,0.04,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.0015683505011610409
CIVI,Civitas Resources,76.06,76.06,75.29,0.07,2.1,0.87,1.15,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.22682863154767854
AMBC,Ambac Financial Group,6.85,6.85,15.15,0.07,1.25,0.04,0.57,,,,,,,,,财产与意外伤害保险,保险,金融,主板,0.008136123881202379
RPRX,Royalty Pharma,181.8,181.8,30.43,0.07,1.09,0.66,0.36,,,,,,,,巴菲特持股,制药,制药,医疗保健,Nasdaq Global Select Market,0.05310854995377795
BSM,Black Stone Minerals LP,33.06,33.06,15.72,0.06,0.76,0.05,0.14,,,,,,,,,石油与天然气的炼制和营销,石油,能源,主板,0.0030449469224348184
SCX,施泰力,1.19,1.19,15.86,0.06,0.13,0.01,0.45,,,,,,,,,工业机械,资本品,工业,主板,6.380858736870264e-05
RYAAY,瑞安航空(US ADR),333.08,333.08,146.1,0.06,1.31,0.45,0.13,,,,,,,,,航空公司,运输,工业,Nasdaq Global Select Market,0.04431260348223255
ADUS,爱德斯,16.44,16.44,101.3,0.06,2.0,0.12,0.71,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.04024374509942433
CRI,卡特,30.86,30.86,84.59,0.06,1.98,0.69,2.25,,,,,,,,,服装、服饰与奢侈品,纺织服装,可选消费,主板,0.1971109899664599
OVV,Ovintiv,138.51,138.51,51.5,0.06,1.48,1.68,1.21,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.23003410035866992
EBAY,易趣,269.36,269.36,52.0,0.06,1.31,3.51,1.3,明星股,,,,,,,"移动互联网,电子商务,互联网",大卖场与超市,零售业,可选消费,Nasdaq Global Select Market,0.35672145903578745
KNX,Knight-Swift Transportation Hol,86.37,86.37,53.48,0.06,1.74,0.78,0.9,,,,,,,,,地面货运,运输,工业,主板,0.14910232946341287
TIMB,TIM SA ADR,88.7,88.7,18.32,0.05,0.93,0.07,0.08,,,,,,,,,综合电信业务,电信业务,科技,主板,0.004910975141119769
OMC,宏盟集团,186.73,186.73,94.31,0.05,1.19,1.07,0.57,,,,,,,,文化传媒,广告,媒体娱乐,科技,主板,0.09875008955916664
RL,拉夫劳伦,121.73,121.73,190.42,0.05,1.63,1.64,1.35,,,,,,,,"奢侈品,品牌服饰",服装、服饰与奢侈品,纺织服装,可选消费,主板,0.26680296447216273
LMNR,Limoneira Co,3.57,3.57,19.85,0.05,3.13,0.02,0.44,,,,,,,,农产品,农产品,食品饮料,日常消费品,Nasdaq Global Select Market,0.01999362310919452
HAYN,海恩斯国际,7.67,7.67,60.01,0.05,0.33,0.16,2.09,,,,,,,,,钢铁,金属与采矿,原材料,Nasdaq Global Select Market,0.00325966888078991
SAFT,Safety Insurance Group,11.96,11.96,80.86,0.05,1.72,0.04,0.36,,,,,,,,,财产与意外伤害保险,保险,金融,Nasdaq Global Select Market,0.011535251088451806
SFM,Sprouts Farmers Market,63.08,63.08,62.32,0.05,1.06,0.64,1.01,,,,,,,,乳业,食品零售,零售业,可选消费,Nasdaq Global Select Market,0.059221932403116094
AFL,美国家庭人寿保险,489.21,489.21,85.02,0.05,0.84,1.75,0.36,,,,,,,,金融,人寿与健康保险,保险,金融,主板,0.07927086619467669
WWD,伍德沃德,89.99,89.99,149.24,0.05,1.67,0.35,0.39,,,,,,,,,航天航空与国防,资本品,工业,Nasdaq Global Select Market,0.06233022648516534
BSIG,BrightSphere Investment Group I,8.64,8.64,22.61,0.04,1.73,0.04,0.49,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.012693566668470428
YUM,百胜餐饮,384.22,384.22,136.57,0.04,1.44,2.06,0.54,,,,,,,,"现代服务业,餐饮连锁",餐馆,酒店餐饮,可选消费,主板,0.23072780603578744
FVRR,Fiverr International,8.83,8.83,22.81,0.04,2.46,0.13,1.45,,,,,,,,,大卖场与超市,零售业,可选消费,主板,0.069913471116081
EYE,National Vision,17.95,17.95,22.92,0.04,3.19,0.16,0.91,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.10509731236588696
BEPC,Brookfield Renewable,89.79,89.79,24.0,0.04,2.17,0.2,0.22,,,,,,,,,新能源发电业者,电力,公用事业,主板,0.05316042095033821
SCI,Service,107.8,107.8,73.82,0.04,1.26,0.55,0.5,,,,,,,,,特殊消费者服务,社会服务,可选消费,主板,0.06094764589454193
UL,联合利华(英国),1236.01,1236.01,49.46,0.04,0.49,1.24,0.1,明星股,高分红,,,,,,,居家用品,日常用品,日常消费品,主板,0.01984913703605833
GHM,Graham,2.74,2.74,25.33,0.04,2.05,0.01,0.33,,,,,,,,核电,工业机械,资本品,工业,主板,0.005793325148182907
EVRG,Evergy,118.98,118.98,51.79,0.04,0.97,1.12,0.94,,,,,,,,,电力公用事业,电力,公用事业,Nasdaq Global Select Market,0.07996513556447364
AGIO,Agios Pharmaceuticals,16.99,16.99,30.24,0.03,4.37,0.2,1.16,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.20893250057010468
OHI,Omega Healthcare Investors,76.58,76.58,31.22,0.03,1.63,0.4,0.52,,,,,,,,,医疗保健REIT,股权房地产投资信托 (REITs),房地产,主板,0.0706515767298702
DOOO,BRP,47.9,47.9,63.56,0.03,2.09,0.06,0.13,,,,,,,,,汽车零件与设备,汽车,可选消费,Nasdaq Global Select Market,0.01697534411769303
NVS,诺华制药,1963.91,1963.91,96.08,0.03,0.78,0.91,0.05,明星股,高分红,,,,,,"CAR-T,医疗保健",制药,制药,医疗保健,主板,0.030536814891373495
CBAY,CymaBay Therapeutics,37.26,37.26,32.48,0.03,0.06,2.71,7.28,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.001491898845749283
BILL,BILL,69.91,69.91,66.5,0.03,3.41,1.16,1.65,,,,,,,,,应用软件,软件,科技,主板,0.6287283679215951
HTLF,哈特兰金融,14.51,14.51,34.0,0.03,2.32,0.09,0.62,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.038941276523223135
WDAY,Workday,729.93,729.93,276.49,0.03,1.71,4.57,0.62,明星股,,,,,,,"SaaS,互联网",应用软件,软件,科技,Nasdaq Global Select Market,0.6125799603960322
FE,第一能源,219.84,219.84,38.27,0.03,1.23,0.84,0.38,,,,,,,,风电,电力公用事业,电力,公用事业,主板,0.0796604471939165
CHH,精选国际酒店,64.45,64.45,130.05,0.02,1.02,0.64,0.99,,,,,,,,酒店,酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.055405001903890715
CBT,卡博特,50.08,50.08,90.35,0.02,1.0,0.24,0.47,,,,,,,,,特种化学制品,化学制品,原材料,主板,0.02112758399713002
DORM,Dorman Products,29.06,29.06,93.49,0.02,1.22,0.13,0.46,,,,,,,,,汽车零件与设备,汽车,可选消费,Nasdaq Global Select Market,0.017679840075062472
RRBI,Red River Bancshares,3.55,3.55,50.03,0.02,2.12,0.01,0.15,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.005620252913184048
SRCE,1st Source,12.85,12.85,50.81,0.02,1.48,0.03,0.2,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.006722842443615547
HLT,希尔顿酒店,530.92,530.92,210.55,0.02,0.76,3.08,0.58,,,,,,,,酒店,酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.11672304186106268
QCRH,QCR,9.81,9.81,58.39,0.02,1.61,0.04,0.41,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Market,0.0109718161920545
AGCO,爱科集团,88.07,88.07,118.03,0.02,1.3,0.54,0.61,,,,,,,,,农用农业机械,资本品,工业,主板,0.06518271476565922
BCPC,拜切,50.64,50.64,156.93,0.01,1.19,0.17,0.34,,,,,,,,,多种化学制品,化学制品,原材料,Nasdaq Global Select Market,0.019784948256347832
MSGS,麦迪逊广场花园体育,44.03,44.03,183.88,0.01,0.71,0.22,0.49,,,,,,,,,休闲设施,酒店餐饮,可选消费,主板,0.011253593670047964
ABT,雅培,1934.9,1934.9,111.51,0.01,1.01,10.84,0.56,明星股,高分红,,,,,,"生物医药,婴幼儿产品,健康产业,抗疫,医疗保健",医疗保健设备,医疗保健设备与服务,医疗保健,主板,0.5584276862530954
ALLE,安朗杰,118.45,118.45,135.29,0.01,0.95,0.91,0.77,,,,,,,,安防,建筑产品,资本品,工业,主板,0.06283866816939497
HES,赫斯,458.7,458.7,149.34,0.01,1.1,3.64,0.79,,,,,,,,油气开采,石油与天然气的勘探与生产,石油,能源,主板,0.25881522699439835
ZLS,Zalatoris II Acquisition,1.3,1.3,10.82,0.0,0.0,0.01,0.51,,,,,,,,,投资银行业与经纪业,综合金融,金融,Nasdaq Capital Market,0.0
ZIM,ZIM Integrated Shipping Service,11.77,11.77,9.78,0.0,4.5,0.3,2.47,,,,,,,,,海运,运输,工业,主板,0.35818612877614503
ZFOX,ZeroFox,1.39,1.39,1.11,0.0,0.9,0.02,1.31,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,Nasdaq Global Market,0.0039047025341978473
WTMA,Welsbach Technology Metals Acqu,0.49,0.49,10.91,0.0,0.0,0.01,2.35,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.0
WOOF,Petco Health and Wellness Co In,6.07,6.07,1.98,0.0,3.54,0.08,1.39,,,,,,,,,专卖店,零售业,可选消费,Nasdaq Global Select Market,0.08145736984771441
WISA,WiSA Technologies,0.02,0.02,0.03,0.0,0.0,0.01,31.04,,,,,,,,,材料与设备,半导体,科技,Nasdaq Capital Market,0.0
WIMI,微美全息,0.77,0.77,0.89,0.0,12.36,0.05,6.35,,,中概股,,,,,,应用软件,软件,科技,Nasdaq Global Market,0.5299271519337146
WDH,水滴,4.85,4.85,1.27,0.0,5.51,0.01,0.14,,,中概股,,SEC确定摘牌名单,,,腾讯,多元化保险,保险,金融,主板,0.020312692935680037
VALE,淡水河谷,532.32,532.32,12.38,0.0,1.45,2.35,0.44,明星股,高分红,,,,,,,多种金属与采矿,金属与采矿,原材料,主板,0.25419512293039787
USNA,优莎娜,9.35,9.35,48.59,0.0,1.73,0.04,0.4,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,主板,0.012423240873580033
ULCC,Frontier Group,16.13,16.13,7.22,0.0,3.6,0.08,0.53,,,,,,,,,航空公司,运输,工业,Nasdaq Global Select Market,0.06422179728754485
UCAR,优品车,0.03,0.03,0.05,0.0,20.0,0.01,18.9,,,,,,,,次新上市股,汽车零售,零售业,可选消费,Nasdaq Capital Market,0.30082429022357376
TUP,特百惠,0.68,0.68,1.48,0.0,6.08,0.01,1.92,,,,,,,,,家用器具与特殊消费品,耐用商品,可选消费,主板,0.04238153244633825
TNL,Travel + Leisure Co,33.4,33.4,47.02,0.0,2.25,0.37,1.11,,,,,,,,旅游观光,酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.1260629376628137
TGAN,Transphorm,3.11,3.11,4.91,0.0,0.41,0.01,0.4,,,,,,,,,电脑硬件,计算机设备,科技,Nasdaq Capital Market,0.0003934424518830117
TEO,阿根廷电信,34.33,34.33,7.97,0.0,4.52,0.01,0.04,,,,,,,,,综合电信业务,电信业务,科技,主板,0.00933593502563014
TCRX,TScan Therapeutics,3.36,3.36,7.01,0.0,3.99,0.01,0.18,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.014446438861917777
SVRA,Savara,6.76,6.76,4.89,0.0,2.25,0.02,0.26,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.010142165467131009
STOK,Stoke Therapeutics,2.67,2.67,5.99,0.0,9.02,0.01,0.24,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.04774143255245049
SSP,The E.W. Scripps Co-A,3.27,3.27,3.86,0.0,5.18,0.03,1.03,,,,,,,,,广播,媒体娱乐,科技,Nasdaq Global Select Market,0.06311209312461163
SPCE,维珍银河,5.72,5.72,1.43,0.0,5.59,0.1,1.7,,,,,,,,太空探索,航天航空与国防,资本品,工业,主板,0.19733134045711254
SN,SharkNinja,83.32,83.32,59.59,0.0,1.33,0.46,0.55,,,,,,,,次新上市股,家用电器,耐用商品,可选消费,主板,0.05815344188999912
SMRT,SmartRent,5.46,5.46,2.68,0.0,2.61,0.07,1.28,,,,,,,,,应用软件,软件,科技,主板,0.047125235352170766
SGML,Sigma Lithium,13.79,13.79,12.59,0.0,6.99,0.12,0.83,,,,,,,,,多种金属与采矿,金属与采矿,原材料,Nasdaq Capital Market,0.2530293026378883
SCRM,Screaming Eagle Acquisition Cor,10.01,10.01,10.68,0.0,0.19,0.05,0.52,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.0003429549503022164
SACH,Sachem Capital,2.06,2.06,4.54,0.0,4.19,0.02,1.05,,,,,,,,,抵押房地产投资信托,综合金融,金融,主板,0.03614770115188649
ROCL,Roth CH Acquisition V Co,0.53,0.53,10.8,0.0,0.37,0.01,1.04,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.0005548197311477718
RGA,美国再保险集团,122.33,122.33,186.04,0.0,1.4,0.61,0.5,,,,,,,,,再保险,保险,金融,主板,0.07816052068343299
QSI,Quantum-Si,2.69,2.69,1.9,0.0,5.79,0.01,0.41,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Market,0.02610112335744146
PNNT,PennantPark Investment,4.36,4.36,6.69,0.0,1.2,0.02,0.54,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.00435388985874845
PINE,Alpine,2.12,2.12,15.56,0.0,1.8,0.01,0.39,,,,,,,,,多样化REIT,股权房地产投资信托 (REITs),房地产,主板,0.005153150094476606
PGTI,PGT Innovations,24.02,24.02,41.95,0.0,0.07,0.51,2.1,,,,,,,,,建筑产品,资本品,工业,主板,0.00041732006087749103
PEGR,Project Energy Reimagined Acqui,1.88,1.88,10.75,0.0,0.0,0.03,1.35,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,0.0
ORGN,Origin Materials,0.77,0.77,0.53,0.0,3.77,0.01,0.67,,,,,,,,,多种化学制品,化学制品,原材料,Nasdaq Capital Market,0.02096879125159526
OFIX,Orthofix Medical,5.26,5.26,14.06,0.0,1.78,0.04,0.69,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,Nasdaq Global Select Market,0.015283412386726982
NR,新园能源,6.37,6.37,7.48,0.0,1.87,0.07,1.04,,,,,,,,,石油天然气设备与服务,油服工程,能源,主板,0.02727732786931349
NL,NL Industries,3.48,3.48,7.12,0.0,5.62,0.01,0.15,,,,,,,,,工业机械,资本品,工业,主板,0.023104483118098363
NKTR,内克塔治疗,1.65,1.65,0.9,0.0,4.44,0.01,0.42,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.021046225604787278
NISN,宁圣国际,0.18,0.18,4.48,0.0,4.46,0.01,3.14,,,中概股,回港中概股,,,,,工业机械,资本品,工业,Nasdaq Capital Market,0.03588218727941032
MOR,MorphoSys AG ADR,27.12,27.12,18.03,0.0,0.5,0.04,0.14,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.0012420776402006545
MOFG,MidWestOne Financial Group,3.67,3.67,23.33,0.0,3.09,0.01,0.24,,,,,,,,,区域性银行,银行,金融,Nasdaq Global Select Market,0.0097277752522655
MGNX,MacroGenics,9.61,9.61,15.39,0.0,5.26,0.13,1.38,,,,,,,,抗癌医药,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.20373959644908676
MACK,Merrimack Pharmaceuticals,2.13,2.13,14.69,0.0,0.54,0.01,0.62,,,,,,,,抗癌医药,制药,制药,医疗保健,Nasdaq Global Market,0.0007190092267942458
LYRA,Lyra Therapeutics,3.47,3.47,6.07,0.0,3.79,0.01,0.19,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.013290590945653366
LYEL,Lyell Immunopharma,5.18,5.18,2.04,0.0,7.35,0.02,0.36,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.05910993747942353
LUXH,LuxUrban Hotels,0.79,0.79,2.14,0.0,8.41,0.01,0.8,,,,,,,,,房地产经营公司,房地产管理和开发,房地产,Nasdaq Capital Market,0.06319660710184771
LPTX,Leap Therapeutics,0.65,0.65,2.55,0.0,10.98,0.01,1.13,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.09497377086457898
LIFE,aTyr Pharma,1.37,1.37,2.02,0.0,8.91,0.02,1.32,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Global Select Market,0.11598043055952643
LAZR,Luminar Technologies,7.55,7.55,1.79,0.0,2.79,0.08,1.02,,,,,,,,"机器人,激光雷达",汽车零件与设备,汽车,可选消费,Nasdaq Capital Market,0.054132429881121415
LATG,Chenghe Acquisition I Co-A,0.81,0.81,11.22,0.0,0.09,0.01,0.91,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,Nasdaq Global Market,3.527446669791553e-05
KNTE,Kinnate Biopharma,1.25,1.25,2.65,0.0,1.89,0.02,1.6,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.013111297910112051
KIND,Nextdoor,8.38,8.38,2.13,0.0,2.35,0.02,0.28,,,,,,,,,应用软件,软件,科技,主板,0.01019149853521615
KD,Kyndryl,51.41,51.41,22.34,0.0,2.19,0.35,0.68,,,,,,,,,互联网服务和基础设施,信息技术服务,科技,主板,0.10477674114471677
JAGX,Jaguar Health,0.17,0.17,0.08,0.0,12.5,0.08,43.61,,,,,,,,,医疗保健用品,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,1.1683348218873186
ITI,Iteris,2.12,2.12,4.95,0.0,3.43,0.01,0.27,,,,,,,,,系统软件,软件,科技,Nasdaq Capital Market,0.013452374914707027
IHRT,iHeartMedia,2.91,2.91,2.01,0.0,7.96,0.02,0.66,,,,,,,,,广播,媒体娱乐,科技,Nasdaq Global Select Market,0.07858184289091266
HRTX,Heron Therapeutics,4.59,4.59,3.05,0.0,7.87,0.06,1.34,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.20166315937220416
HGV,希尔顿度假酒店,48.15,48.15,45.97,0.0,1.96,0.24,0.5,,,,,,,,,酒店、度假村与豪华游轮,酒店餐饮,可选消费,主板,0.0615298645620822
HCSG,医疗保健服务,9.11,9.11,12.38,0.0,1.13,0.06,0.69,,,,,,,,,综合支持服务,商业服务,工业,Nasdaq Global Select Market,0.009588143787025856
GPRO,GoPro,3.49,3.49,2.33,0.0,4.29,0.04,1.14,,,,,,,,消费电子,消费电子产品,耐用商品,可选消费,Nasdaq Global Select Market,0.06329405857466962
GDHG,金生游乐,0.24,0.24,0.47,0.0,4.26,0.01,2.07,,,,,,,,次新上市股,休闲设施,酒店餐饮,可选消费,Nasdaq Capital Market,0.03225793851107719
GBTG,Global Business Travel Group In,27.18,27.18,5.75,0.0,3.13,0.01,0.02,,,,,,,,,应用软件,软件,科技,主板,0.005805334927053796
FSR,Fisker,0.7,0.7,0.13,0.0,15.38,0.24,34.1,,,,,,,,新能源汽车,汽车制造商,汽车,可选消费,主板,3.468258188657883
FREE,Whole Earth Brands,2.06,2.06,4.8,0.0,0.42,0.02,0.94,,,,,,,,,食品零售,零售业,可选消费,Nasdaq Capital Market,0.0009356037746000432
FENC,Fennec Pharmaceuticals,2.99,2.99,11.07,0.0,5.96,0.03,1.08,,,,,,,,,生物科技,生物科技,医疗保健,Nasdaq Capital Market,0.07881715639674436
FATE,Fate Therapeutics,8.45,8.45,7.43,0.0,6.86,0.15,1.75,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Market,0.35085466109545077
EVE,EVe Mobility Acquisition,1.71,1.71,10.93,0.0,0.27,0.01,0.55,,,,,,SPAC（特殊目的收购公司）,空壳公司,,投资银行业与经纪业,综合金融,金融,主板,0.0002237963021546882
ETAO,医道国际,0.28,0.28,0.27,0.0,18.52,0.01,4.2,,,,,,,,,保健护理服务,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.22520184146529718
ENVB,Enveric Biosciences,0.07,0.07,1.17,0.0,11.11,0.01,14.82,,,,,,,,,制药,制药,医疗保健,Nasdaq Capital Market,0.1355876600087968
ECC,Eagle Point Credit Co,1.38,1.38,10.0,0.0,0.8,0.08,5.95,,,,,,,,,资产管理与托管银行,综合金融,金融,主板,0.012874554884535276
DSKE,Daseke,3.9,3.9,8.27,0.0,0.12,0.04,1.05,,,,,,,,,地面货运,运输,工业,Nasdaq Capital Market,0.00015093340051168874
DO,戴蒙德海底钻探,13.49,13.49,13.17,0.0,1.37,0.19,1.43,,,,,,,,,石油与天然气钻井,油服工程,能源,主板,0.03724163713386776
DNN,丹尼森矿业,17.2,17.2,1.93,0.0,3.11,0.2,1.16,,,,,,,,金属铀,煤与消费用燃料,石油,能源,主板,0.12791844496409174
CYN,Cyngn,0.13,0.13,0.16,0.0,6.25,0.01,4.89,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.05957182140256344
CRGY,Crescent Energy Co-A,20.4,20.4,11.48,0.0,2.18,0.13,0.65,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.04716934874425668
CNXA,Connexa Sports Technologies,0.06,0.06,0.26,0.0,19.23,0.01,21.84,,,,,,,,,休闲用品,耐用商品,可选消费,Nasdaq Capital Market,0.2783865877082228
CISS,C3is,0.05,0.05,0.03,0.0,0.0,0.01,15.75,,,,,,,,,海运,运输,工业,Nasdaq Capital Market,0.0
CEI,Camber Energy,0.2,0.2,0.19,0.0,5.26,0.01,3.09,,,,,,,,,石油与天然气的勘探与生产,石油,能源,主板,0.04456233719134127
CDXS,Codexis,2.45,2.45,3.49,0.0,5.44,0.02,0.6,,,,,,,,,制药,制药,医疗保健,Nasdaq Global Select Market,0.0493277128783412
BZFD,BuzzFeed,0.57,0.57,0.39,0.0,7.69,0.01,0.96,,,,,,,,AIGC,互动媒体与服务,媒体娱乐,科技,Nasdaq Capital Market,0.06108772923651713
BOX,Box,40.91,40.91,28.34,0.0,0.95,0.59,1.43,,,,,,,,,应用软件,软件,科技,主板,0.049752513877293916
BLDP,巴拉德动力系统,8.52,8.52,2.85,0.0,3.16,0.06,0.75,,,,,,,,氢能源,煤与消费用燃料,石油,能源,Nasdaq Global Market,0.047099681891890864
BIOL,BIOLASE,0.02,0.02,0.15,0.0,6.67,0.03,168.64,,,,,,,,,医疗保健设备,医疗保健设备与服务,医疗保健,Nasdaq Capital Market,0.2149628847427814
BCAN,BYND Cannasoft Enterprises,0.02,0.02,0.02,0.0,0.0,0.02,68.62,,,,,,,,,应用软件,软件,科技,Nasdaq Capital Market,0.0
APEI,美国公共教育,2.44,2.44,13.94,0.0,3.66,0.02,0.71,,,,,,,,,教育服务,社会服务,可选消费,Nasdaq Global Select Market,0.028247691255845333
AMZN,亚马逊,18505.12,18505.12,178.15,0.0,1.84,58.8,0.32,明星股,,,,,,,"人工智能,电子商务,云计算,智能穿戴,元宇宙,无人机,新零售,流媒体,科技股,智能家居,巴菲特持股,科技巨头,平台经济,工业互联网,互联网",互联网与直销零售,电商,科技,Nasdaq Global Select Market,6.188835766455351
