stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价,成交额
00927,富士高實業,N,非必需性消費,家庭電器及用品,消費電子產品,323637640.0,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,富士高实业,00927.HK,3.2,ODSH,927,323.63,0.760,,0927.HK,,,10.53,0.00,13.15,0.000,HKD,富士高實業,M,,0.0,0.760,0.0
00928,蓮和醫療,N,醫療保健,藥品及生物科技,生物技術,115651879.5,2023-09-22T16:41:18,医疗保健,药品及生物科技,生物技术,莲和医疗,00928.HK,1.2,ODSH,928,115.65,0.075,1.52,0928.HK,,1000.0,,+8.70,,+0.006,HKD,蓮和醫療,M,,8.7,0.075,0.0
00929,國際精密,N,非必需性消費,汽車,汽車零件,526127067.5,2023-09-22T16:41:18,非必需性消费,汽车,汽车零件,国际精密,00929.HK,5.3,ODSH,929,526.12,0.500,2.5,0929.HK,,1000.0,,0.00,60.24,0.000,HKD,國際精密,M,,0.0,0.500,0.0
00931,中國天然氣,N,公用事業,公用事業,潔能,2483270719.6,2023-09-22T16:41:18,公用事业,公用事业,洁能,中国天然气,00931.HK,24.8,ODSH,931,2.48,0.440,1.92,0931.HK,,1000000.0,,-2.22,,-0.010,HKD,中國天然氣,B,,-2.22,0.440,0.0
00932,順騰國際控股,N,醫療保健,藥品及生物科技,醫藥品,214444647.36,2023-09-22T16:41:18,医疗保健,药品及生物科技,医药品,顺腾国际控股,00932.HK,2.1,ODSH,932,214.44,0.069,1.56,0932.HK,,1000.0,,-1.43,5.23,-0.001,HKD,順騰國際控股,M,,-1.43,0.069,0.0
00933,非凡領越,N,非必需性消費,紡織及服飾,鞋履,12539137627.83,2023-09-22T16:41:18,非必需性消费,纺织及服饰,鞋履,非凡领越,00933.HK,125.4,ODSH,933,12.53,1.290,26.33,0933.HK,,1000000.0,,-2.27,17.25,-0.030,HKD,非凡領越,B,,-2.27,1.290,0.3
00934,中石化冠德,N,能源,石油及天然氣,油氣設備與服務,8278912800.0,2023-09-22T16:41:18,能源,石油及天然气,油气设备与服务,中石化冠德,00934.HK,82.8,ODSH,934,8.27,3.330,7.47,0934.HK,,1000000.0,6.61,+1.22,19.04,+0.040,HKD,中石化冠德,B,,1.22,3.330,0.1
00936,佳兆業資本,N,工業,工業工程,重型機械,254400000.0,2023-09-22T16:41:18,工业,工业工程,重型机械,佳兆业资本,00936.HK,2.5,ODSH,936,254.40,0.240,,0936.HK,,,,0.00,48.98,0.000,HKD,佳兆業資本,M,,0.0,0.240,0.0
00938,民生國際,N,地產建築,地產,地產發展商,841358173.5,2023-09-22T16:41:18,地产建筑,地产,地产发展商,民生国际,00938.HK,8.4,ODSH,938,841.35,1.300,,0938.HK,,,,0.00,,0.000,HKD,民生國際,M,,0.0,1.300,0.0
00939,建設銀行,N,金融,銀行,銀行,1072261246664.8,2023-09-22T16:41:18,金融,银行,银行,建设银行,00939.HK,10722.6,ODSH,939,"1,072.26",4.460,880.52,0939.HK,,1000000.0,9.46,+1.13,3.09,+0.050,HKD,建設銀行,B,,1.13,4.460,8.8
00941,中國移動,N,電訊,電訊,電訊服務,1458363780693.6,2023-09-22T16:41:18,科技,电讯,电讯服务,中国移动,00941.HK,14583.6,ODSH,941,"1,458.36",68.200,811.02,0941.HK,,1000000.0,6.80,+0.22,10.29,+0.150,HKD,中國移動,B,,0.22,68.200,8.1
00943,中證國際,N,非必需性消費,家庭電器及用品,家具,128244840.1,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,家具,中证国际,00943.HK,1.3,ODSH,943,128.24,0.010,,0943.HK,,,,0.00,,0.000,HKD,中證國際,M,,0.0,0.010,0.0
00945,宏利金融-S,N,金融,保險,保險,270551102679.2,2023-09-22T16:41:18,金融,保险,保险,宏利金融-S,00945.HK,2705.5,ODSH,945,270.55,148.400,531.63,0945.HK,,1000.0,5.56,-1.46,6.95,-2.200,HKD,宏利金融—Ｓ,B,,-1.46,148.400,0.0
00947,摩比發展,N,資訊科技,資訊科技器材,電訊設備,196640239.842,2023-09-22T16:41:18,科技,资讯科技器材,电讯设备,摩比发展,00947.HK,2.0,ODSH,947,196.64,0.243,44.28,0947.HK,,1000.0,,+2.97,,+0.007,HKD,摩比發展,M,,2.97,0.243,0.0
00948,阿爾法企業,N,必需性消費,食品飲料,乳製品,216553837.46,2023-09-22T16:41:18,必需性消费,食品饮料,乳制品,阿尔法企业,00948.HK,2.2,ODSH,948,216.55,0.620,,0948.HK,,,,0.00,163.16,0.000,HKD,阿爾法企業,M,,0.0,0.620,0.0
00950,李氏大藥廠,N,醫療保健,藥品及生物科技,醫藥品,736044178.75,2023-09-22T16:41:18,医疗保健,药品及生物科技,医药品,李氏大药厂,00950.HK,7.4,ODSH,950,736.04,1.250,258.76,0950.HK,,1000.0,1.44,+5.04,14.35,+0.060,HKD,李氏大藥廠,M,,5.04,1.250,0.0
00951,超威動力,N,工業,工業工程,能源儲存相關,1545777770.6,2023-09-22T16:41:18,工业,工业工程,能源储存相关,超威动力,00951.HK,15.5,ODSH,951,1.54,1.400,327.44,0951.HK,,1000.0,4.71,0.00,3.28,0.000,HKD,超威動力,B,,0.0,1.400,0.0
00952,華富建業金融,N,金融,其他金融,證券及經紀,1053498367.4,2023-09-22T16:41:18,金融,其他金融,证券及经纪,华富建业金融,00952.HK,10.5,ODSH,952,1.05,0.170,17.82,0952.HK,,1000.0,6.47,+0.59,,+0.001,HKD,華富建業金融,B,,0.59,0.170,0.0
00953,邵氏兄弟控股,N,非必需性消費,媒體及娛樂,影視娛樂,191647350.0,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,影视娱乐,邵氏兄弟控股,00953.HK,1.9,ODSH,953,191.64,0.135,332.5,0953.HK,,1000.0,,+2.27,,+0.003,HKD,邵氏兄弟控股,M,,2.27,0.135,0.0
00954,常茂生物,N,必需性消費,食品飲料,食品添加劑,106546000.0,2023-09-22T16:41:18,必需性消费,食品饮料,食品添加剂,常茂生物,00954.HK,1.1,ODSH,954,106.54,0.580,943.0,0954.HK,,1000.0,14.97,-1.69,3.35,-0.010,HKD,常茂生物,M,,-1.69,0.580,0.0
00956,新天綠色能源,N,公用事業,公用事業,燃氣,5057262089.0,2023-09-22T16:41:18,公用事业,公用事业,燃气,新天绿色能源,00956.HK,50.6,ODSH,956,5.05,2.750,5.83,0956.HK,,1000000.0,7.93,+1.48,4.60,+0.040,HKD,新天綠色能源,B,,1.48,2.750,0.1
00959,世紀娛樂國際,N,非必需性消費,旅遊及休閒設施,賭場及博彩,32061890.25,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,赌场及博彩,世纪娱乐国际,00959.HK,0.3,ODSH,959,32.06,0.250,4.98,0959.HK,,,,0.00,,0.000,HKD,世紀娛樂國際,M,,0.0,0.250,0.0
00960,龍湖集團,N,地產建築,地產,地產發展商,99799173016.42,2023-09-22T16:41:18,地产建筑,地产,地产发展商,龙湖集团,00960.HK,998.0,ODSH,960,99.79,15.140,265.81,0960.HK,,1000000.0,8.03,+1.75,3.29,+0.260,HKD,龍湖集團,B,,1.75,15.140,2.7
00966,中國太平,N,金融,保險,保險,29650652938.5,2023-09-22T16:41:18,金融,保险,保险,中国太平,00966.HK,296.5,ODSH,966,29.65,8.250,33.14,0966.HK,,1000000.0,3.15,+1.85,10.60,+0.150,HKD,中國太平,B,,1.85,8.250,0.3
00968,信義光能,N,工業,工業工程,新能源材料,51638825860.4,2023-09-22T16:41:18,工业,工业工程,新能源材料,信义光能,00968.HK,516.4,ODSH,968,51.63,5.800,62.06,0968.HK,,1000000.0,3.02,+2.29,13.50,+0.130,HKD,信義光能,B,,2.29,5.800,0.6
00969,華聯國際,N,必需性消費,農產品,農產品相關,372500600.0,2023-09-22T16:41:18,必需性消费,农产品,农产品相关,华联国际,00969.HK,3.7,ODSH,969,372.50,0.170,,0969.HK,,,,0.00,,0.000,HKD,華聯國際,M,,0.0,0.170,0.0
00970,新耀萊,N,非必需性消費,零售相關,汽車零售,355677235.5,2023-09-22T16:41:18,非必需性消费,零售相关,汽车零售,新耀莱,00970.HK,3.6,ODSH,970,355.67,0.950,693.0,0970.HK,,1000.0,,+5.56,,+0.050,HKD,新耀萊,M,,5.56,0.950,0.0
00973,L''OCCITANE,N,非必需性消費,零售相關,其他零售,34782523183.05,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,L''OCCITANE,00973.HK,347.8,ODSH,973,34.78,23.550,17.51,0973.HK,,1000000.0,1.12,-3.48,35.73,-0.850,HKD,L'OCCITANE,B,,-3.48,23.550,0.2
00974,中國順客隆,N,非必需性消費,零售相關,多元化零售,165560490.0,2023-09-22T16:41:18,非必需性消费,零售相关,多元化零售,中国顺客隆,00974.HK,1.7,ODSH,974,165.56,0.570,,0974.HK,,,,0.00,,0.000,HKD,中國順客隆,M,,0.0,0.570,0.0
00975,MONGOL MINING,N,能源,煤炭,煤炭,4044809929.68,2023-09-22T16:41:18,能源,煤炭,煤炭,MONGOL MINING,00975.HK,40.4,ODSH,975,4.04,3.880,14.23,0975.HK,,1000000.0,,-0.51,8.75,-0.020,HKD,MONGOL MINING,B,,-0.51,3.880,0.1
00976,齊合環保,N,原材料,一般金屬及礦石,銅,714292769.495,2023-09-22T16:41:18,原材料,一般金属及矿石,铜,齐合环保,00976.HK,7.1,ODSH,976,714.29,0.445,33.64,0976.HK,,1000.0,,-1.11,2.70,-0.005,HKD,齊合環保,M,,-1.11,0.445,0.0
00978,招商局置地,N,地產建築,地產,地產發展商,2011155722.6,2023-09-22T16:41:18,地产建筑,地产,地产发展商,招商局置地,00978.HK,20.1,ODSH,978,2.01,0.410,192.88,0978.HK,,1000.0,7.32,0.00,5.40,0.000,HKD,招商局置地,B,,0.0,0.410,0.0
00979,綠色能源科技集團,N,工業,工業工程,新能源材料,177264075.456,2023-09-22T16:41:18,工业,工业工程,新能源材料,绿色能源科技集团,00979.HK,1.8,ODSH,979,177.26,0.156,,0979.HK,,,,0.00,,0.000,HKD,綠色能源科技集團,M,,0.0,0.156,0.0
00980,聯華超市,N,必需性消費,消費零售,超市及便利店,124821000.0,2023-09-22T16:41:18,必需性消费,消费零售,超市及便利店,联华超市,00980.HK,1.2,ODSH,980,124.82,0.335,,0980.HK,,,,0.00,,0.000,HKD,聯華超市,M,,0.0,0.335,0.0
00981,中芯國際,N,資訊科技,半導體,半導體供應,155069328725.44,2023-09-22T16:41:18,科技,半导体,半导体供应,中芯国际,00981.HK,1550.7,ODSH,981,155.06,19.520,681.67,0981.HK,,1000000.0,,+2.31,10.86,+0.440,HKD,中芯國際,B,,2.31,19.520,6.8
00982,華發物業服務,N,地產建築,地產,物業管理及服務,1106701200.0,2023-09-22T16:41:18,地产建筑,地产,物业管理及服务,华发物业服务,00982.HK,11.1,ODSH,982,1.10,0.110,4.44,0982.HK,,1000.0,,+0.92,5.07,+0.001,HKD,華發物業服務,B,,0.92,0.110,0.0
00983,瑞安建業,N,地產建築,建築,建築及服務,302415252.84,2023-09-22T16:41:18,地产建筑,建筑,建筑及服务,瑞安建业,00983.HK,3.0,ODSH,983,302.41,0.810,,0983.HK,,,,0.00,,0.000,HKD,瑞安建業,M,,0.0,0.810,0.0
00984,永旺,N,必需性消費,消費零售,超市及便利店,195000000.0,2023-09-22T16:41:18,必需性消费,消费零售,超市及便利店,永旺,00984.HK,2.0,ODSH,984,195.00,0.750,225.91,0984.HK,,1000.0,5.33,0.00,,0.000,HKD,永旺,M,,0.0,0.750,0.0
00985,中譽集團,N,金融,其他金融,資產管理,454705130.28,2023-09-22T16:41:18,金融,其他金融,资产管理,中誉集团,00985.HK,4.5,ODSH,985,454.70,0.940,23.36,0985.HK,,1000.0,,0.00,,0.000,HKD,中譽集團,M,,0.0,0.940,0.0
00986,中國環保能源,N,非必需性消費,紡織及服飾,珠寶鐘錶,62145864.0,2023-09-22T16:41:18,非必需性消费,纺织及服饰,珠宝钟表,中国环保能源,00986.HK,0.6,ODSH,986,62.14,0.048,3.61,0986.HK,,1000.0,,+14.29,,+0.006,HKD,中國環保能源,M,,14.29,0.048,0.0
00987,中國再生能源投資,N,公用事業,公用事業,潔能,353368202.424,2023-09-22T16:41:18,公用事业,公用事业,洁能,中国再生能源投资,00987.HK,3.5,ODSH,987,353.36,0.141,15.65,0987.HK,,1000.0,3.55,+0.71,11.37,+0.001,HKD,中國再生能源投資,M,,0.71,0.141,0.0
00988,絲路物流控股,S,工業,工業運輸,航空貨運及物流,119372963.994,2023-09-22T16:41:18,工业,工业运输,航空货运及物流,丝路物流控股,00988.HK,1.2,ODSH,988,119.37,0.186,,0988.HK,,,,0.00,,0.000,HKD,絲路物流控股,M,True,0.0,0.186,0.0
00989,華音國際控股,N,地產建築,地產,地產發展商,1174193125.704,2023-09-22T16:41:18,地产建筑,地产,地产发展商,华音国际控股,00989.HK,11.7,ODSH,989,1.17,0.163,264.46,0989.HK,,1000.0,,-1.21,2.95,-0.002,HKD,華音國際控股,B,,-1.21,0.163,0.0
00990,榮暉國際,N,原材料,其他原材料,特殊化工用品,9429941241.7,2023-09-22T16:41:18,原材料,其他原材料,特殊化工用品,荣晖国际,00990.HK,94.3,ODSH,990,9.42,0.700,4.61,0990.HK,,1000000.0,,+7.69,7.81,+0.050,HKD,榮暉國際,B,,7.69,0.700,0.0
00991,大唐發電,N,公用事業,公用事業,傳統電力,7638276747.5,2023-09-22T16:41:18,公用事业,公用事业,传统电力,大唐发电,00991.HK,76.4,ODSH,991,7.63,1.250,13.32,0991.HK,,1000000.0,2.53,+2.46,,+0.030,HKD,大唐發電,B,,2.46,1.250,0.1
00992,聯想集團,N,資訊科技,資訊科技器材,電腦及周邊,99208105780.38,2023-09-22T16:41:18,科技,资讯科技器材,电脑及周边,联想集团,00992.HK,992.1,ODSH,992,99.20,8.180,258.27,0992.HK,,1000000.0,4.65,+3.54,7.76,+0.280,HKD,聯想集團,B,,3.54,8.180,2.6
00993,華融金控,N,金融,其他金融,資產管理,435479300.55,2023-09-22T16:41:18,金融,其他金融,资产管理,华融金控,00993.HK,4.4,ODSH,993,435.47,0.050,,0993.HK,,,,0.00,,0.000,HKD,華融金控,M,,0.0,0.050,0.0
00994,中天順聯,N,地產建築,建築,建築及服務,330961050.0,2023-09-22T16:41:18,地产建筑,建筑,建筑及服务,中天顺联,00994.HK,3.3,ODSH,994,330.96,0.435,211.14,0994.HK,,1000.0,,-5.43,,-0.025,HKD,中天順聯,M,,-5.43,0.435,0.0
00995,安徽皖通高速公路,N,工業,工業運輸,鐵路及公路,4249746200.0,2023-09-22T16:41:18,工业,工业运输,铁路及公路,安徽皖通高速公路,00995.HK,42.5,ODSH,995,4.24,8.620,22.53,0995.HK,,1000000.0,7.04,+0.35,8.78,+0.030,HKD,安徽皖通高速公路,B,,0.35,8.620,0.2
00996,嘉年華國際,S,地產建築,地產,地產發展商,68242235.256,2023-09-22T16:41:18,地产建筑,地产,地产发展商,嘉年华国际,00996.HK,0.7,ODSH,996,68.24,0.072,,0996.HK,,,,0.00,,0.000,HKD,嘉年華國際,M,True,0.0,0.072,0.0
00997,普匯中金國際,N,地產建築,地產,地產投資,31570769.304,2023-09-22T16:41:18,地产建筑,地产,地产投资,普汇中金国际,00997.HK,0.3,ODSH,997,31.57,0.027,,0997.HK,,,,0.00,,0.000,HKD,普匯中金國際,M,,0.0,0.027,0.0
00998,中信銀行,N,金融,銀行,銀行,55361646274.44,2023-09-22T16:41:18,金融,银行,银行,中信银行,00998.HK,553.6,ODSH,998,55.36,3.720,97.51,0998.HK,,1000000.0,9.68,+1.64,2.82,+0.060,HKD,中信銀行,B,,1.64,3.720,1.0
01000,北青傳媒,N,非必需性消費,媒體及娛樂,出版,21960400.0,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,出版,北青传媒,01000.HK,0.2,ODSH,1000,21.96,0.400,6.33,1000.HK,,1000.0,,+11.11,,+0.040,HKD,北青傳媒,M,,11.11,0.400,0.0
01001,滬港聯合,N,原材料,一般金屬及礦石,鋼鐵,236953296.55,2023-09-22T16:41:18,原材料,一般金属及矿石,钢铁,沪港联合,01001.HK,2.4,ODSH,1001,236.95,0.370,,1001.HK,,,6.76,0.00,2.86,0.000,HKD,滬港聯合,M,,0.0,0.370,0.0
01002,威鋮國際,N,工業,工業工程,工業及設備,154603395.321,2023-09-22T16:41:18,工业,工业工程,工业及设备,威铖国际,01002.HK,1.5,ODSH,1002,154.60,0.067,,1002.HK,,,,-2.90,,-0.002,HKD,威鋮國際,M,,-2.9,0.067,0.0
01003,歡喜傳媒,N,非必需性消費,媒體及娛樂,影視娛樂,3144566231.32,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,影视娱乐,欢喜传媒,01003.HK,31.4,ODSH,1003,3.14,0.860,2.77,1003.HK,,1000000.0,,+2.38,,+0.020,HKD,歡喜傳媒,B,,2.38,0.860,0.0
01004,中國智慧能源,N,公用事業,公用事業,潔能,224984432.64,2023-09-22T16:41:18,公用事业,公用事业,洁能,中国智慧能源,01004.HK,2.2,ODSH,1004,224.98,0.024,21.19,1004.HK,,1000.0,,+4.35,,+0.001,HKD,中國智慧能源,M,,4.35,0.024,0.0
01005,美力時集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,2140055375.79,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,玩具及消闲用品,美力时集团,01005.HK,21.4,ODSH,1005,2.14,2.830,,1005.HK,,,3.53,0.00,345.12,0.000,HKD,MATRIX HOLDINGS,B,,0.0,2.830,0.0
01007,龍輝國際控股,N,非必需性消費,旅遊及休閒設施,餐飲,81029099.99,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,餐饮,龙辉国际控股,01007.HK,0.8,ODSH,1007,81.02,0.790,274.84,1007.HK,,1000.0,,+2.60,,+0.020,HKD,龍輝國際控股,M,,2.6,0.790,0.0
01008,力圖控股,N,工業,工業支援,印刷及包裝,230479041.198,2023-09-22T16:41:18,工业,工业支援,印刷及包装,力图控股,01008.HK,2.3,ODSH,1008,230.47,0.147,,1008.HK,,,27.21,0.00,36.75,0.000,HKD,力圖控股,M,,0.0,0.147,0.0
01009,國際娛樂,N,非必需性消費,旅遊及休閒設施,賭場及博彩,1369157235.0,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,赌场及博彩,国际娱乐,01009.HK,13.7,ODSH,1009,1.36,1.000,42.86,1009.HK,,1000.0,,-3.85,,-0.040,HKD,國際娛樂,B,,-3.85,1.000,0.0
01010,巴克1798集團,N,非必需性消費,旅遊及休閒設施,航空相關,311005919.28,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,航空相关,巴克1798集团,01010.HK,3.1,ODSH,1010,311.00,0.840,,1010.HK,,,,0.00,,0.000,HKD,巴克１７９８集團,M,,0.0,0.840,0.0
01011,泰凌醫藥,N,醫療保健,藥品及生物科技,醫藥品,187847942.977,2023-09-22T16:41:18,医疗保健,药品及生物科技,医药品,泰凌医药,01011.HK,1.9,ODSH,1011,187.84,0.079,1.47,1011.HK,,1000000.0,,+23.44,,+0.015,HKD,泰凌醫藥,M,,23.44,0.079,0.0
01013,偉俊集團控股,N,資訊科技,資訊科技器材,電訊設備,74869068.68,2023-09-22T16:41:18,科技,资讯科技器材,电讯设备,伟俊集团控股,01013.HK,0.7,ODSH,1013,74.86,0.035,10.5,1013.HK,,1000.0,,+9.38,,+0.003,HKD,偉俊集團控股,M,,9.38,0.035,0.0
01020,賽伯樂國際控股,N,資訊科技,軟件服務,電商及互聯網服務,325986736.41,2023-09-22T16:41:18,科技,软件服务,电商及互联网服务,赛伯乐国际控股,01020.HK,3.3,ODSH,1020,325.98,0.082,76.29,1020.HK,,1000.0,,+2.50,28.28,+0.002,HKD,賽伯樂國際控股,M,,2.5,0.082,0.0
01022,飛魚科技,N,資訊科技,軟件服務,綫上遊戲,459580506.43,2023-09-22T16:41:18,科技,软件服务,线上游戏,飞鱼科技,01022.HK,4.6,ODSH,1022,459.58,0.265,193.52,1022.HK,,1000.0,,0.00,,0.000,HKD,飛魚科技,M,,0.0,0.265,0.0
01023,時代集團控股,N,非必需性消費,紡織及服飾,其他服飾配件,868887000.0,2023-09-22T16:41:18,非必需性消费,纺织及服饰,其他服饰配件,时代集团控股,01023.HK,8.7,ODSH,1023,868.88,0.900,756.43,1023.HK,,1000.0,11.11,0.00,7.76,0.000,HKD,時代集團控股,M,,0.0,0.900,0.0
01024,快手-W,N,資訊科技,軟件服務,,276640799206.5,2023-09-22T16:41:18,科技,软件服务,软件开发,快手-W,01024.HK,2766.4,ODSH,1024,276.64,63.500,1.35,1024.HK,,1000000000.0,,+5.13,,+3.100,HKD,快手－Ｗ,B,,5.13,63.500,13.5
01025,嘉藝控股,N,非必需性消費,紡織及服飾,服裝,341185205.835,2023-09-22T16:41:18,非必需性消费,纺织及服饰,服装,嘉艺控股,01025.HK,3.4,ODSH,1025,341.18,0.405,1.53,1025.HK,,1000000.0,,+17.39,,+0.060,HKD,嘉藝控股,M,,17.39,0.405,0.0
01026,環球實業科技,N,公用事業,公用事業,水務,391423000.0,2023-09-22T16:41:18,公用事业,公用事业,水务,环球实业科技,01026.HK,3.9,ODSH,1026,391.42,0.071,8.91,1026.HK,,1000.0,,-5.33,,-0.004,HKD,環球實業科技,M,,-5.33,0.071,0.0
01027,中國集成控股,N,非必需性消費,家庭電器及用品,家具,119639500.0,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,家具,中国集成控股,01027.HK,1.2,ODSH,1027,119.63,0.290,,1027.HK,,,,0.00,,0.000,HKD,中國集成控股,M,,0.0,0.290,0.0
01028,千百度,N,非必需性消費,紡織及服飾,鞋履,249240000.0,2023-09-22T16:41:18,非必需性消费,纺织及服饰,鞋履,千百度,01028.HK,2.5,ODSH,1028,249.24,0.120,71.72,1028.HK,,1000.0,,+10.09,15.00,+0.011,HKD,千百度,M,,10.09,0.120,0.0
01029,鐵貨,N,原材料,一般金屬及礦石,鋼鐵,775288810.387,2023-09-22T16:41:18,原材料,一般金属及矿石,钢铁,铁货,01029.HK,7.8,ODSH,1029,775.28,0.091,145.58,1029.HK,,1000.0,,+1.11,,+0.001,HKD,鐵貨,M,,1.11,0.091,0.0
01030,新城發展,N,地產建築,地產,地產發展商,11022556772.76,2023-09-22T16:41:18,地产建筑,地产,地产发展商,新城发展,01030.HK,110.2,ODSH,1030,11.02,1.560,37.85,1030.HK,,1000000.0,,+5.41,31.97,+0.080,HKD,新城發展,B,,5.41,1.560,0.4
01033,中石化油服,N,能源,石油及天然氣,油氣設備與服務,3465575348.48,2023-09-22T16:41:18,能源,石油及天然气,油气设备与服务,中石化油服,01033.HK,34.7,ODSH,1033,3.46,0.640,1.88,1033.HK,,1000000.0,,+1.59,18.88,+0.010,HKD,中石化油服,B,,1.59,0.640,0.0
01034,富匯國際集團控股,N,地產建築,建築,重型基建,286400000.0,2023-09-22T16:41:18,地产建筑,建筑,重型基建,富汇国际集团控股,01034.HK,2.9,ODSH,1034,286.40,0.179,28.64,1034.HK,,1000.0,,-1.65,3.99,-0.003,HKD,富匯國際集團控股,M,,-1.65,0.179,0.0
01036,萬科海外,N,地產建築,地產,地產投資,592082456.64,2023-09-22T16:41:18,地产建筑,地产,地产投资,万科海外,01036.HK,5.9,ODSH,1036,592.08,1.520,,1036.HK,,,5.92,0.00,21.02,0.000,HKD,萬科海外,M,,0.0,1.520,0.0
01037,雲智匯科技,N,資訊科技,軟件服務,系統開發及顧問,137502515.808,2023-09-22T16:41:18,科技,软件服务,系统开发及顾问,云智汇科技,01037.HK,1.4,ODSH,1037,137.50,0.196,27.42,1037.HK,,1000.0,,-1.01,4.38,-0.002,HKD,雲智匯科技,M,,-1.01,0.196,0.0
01038,長江基建集團,N,公用事業,公用事業,傳統電力,96375118646.25,2023-09-22T16:41:18,公用事业,公用事业,传统电力,长江基建集团,01038.HK,963.8,ODSH,1038,96.37,38.250,35.64,1038.HK,,1000000.0,6.64,+1.19,12.44,+0.450,HKD,長江基建集團,B,,1.19,38.250,0.4
01039,暢由聯盟,N,資訊科技,軟件服務,電商及互聯網服務,266210130.984,2023-09-22T16:41:18,科技,软件服务,电商及互联网服务,畅由联盟,01039.HK,2.7,ODSH,1039,266.21,0.147,,1039.HK,,,,0.00,,0.000,HKD,暢由聯盟,M,,0.0,0.147,0.0
01044,恒安國際,N,必需性消費,消費零售,個人護理,30331355933.7,2023-09-22T16:41:18,必需性消费,消费零售,个人护理,恒安国际,01044.HK,303.3,ODSH,1044,30.33,26.100,46.71,1044.HK,,1000000.0,5.98,+0.77,13.98,+0.200,HKD,恒安國際,B,,0.77,26.100,0.5
01045,亞太衛星,N,電訊,電訊,衛星及無綫通訊,2080002400.0,2023-09-22T16:41:18,科技,电讯,卫星及无线通讯,亚太卫星,01045.HK,20.8,ODSH,1045,2.08,2.240,484.7,1045.HK,,1000.0,9.82,0.00,8.98,0.000,HKD,亞太衛星,B,,0.0,2.240,0.0
01046,寰宇娛樂文化,N,非必需性消費,媒體及娛樂,影視娛樂,244790714.52,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,影视娱乐,寰宇娱乐文化,01046.HK,2.4,ODSH,1046,244.79,0.270,8.17,1046.HK,,1000.0,,+3.85,,+0.010,HKD,寰宇娛樂文化,M,,3.85,0.270,0.0
01047,毅興行,N,原材料,其他原材料,特殊化工用品,142142000.0,2023-09-22T16:41:18,原材料,其他原材料,特殊化工用品,毅兴行,01047.HK,1.4,ODSH,1047,142.14,0.385,,1047.HK,,,5.19,0.00,2.51,0.000,HKD,毅興行,M,,0.0,0.385,0.0
01049,時富投資,N,非必需性消費,零售相關,家居裝修零售,111393849.78,2023-09-22T16:41:18,非必需性消费,零售相关,家居装修零售,时富投资,01049.HK,1.1,ODSH,1049,111.39,1.380,3.6,1049.HK,,,,0.00,,0.000,HKD,時富投資,M,,0.0,1.380,0.0
01050,嘉利國際,N,資訊科技,資訊科技器材,電腦及周邊,1152231744.0,2023-09-22T16:41:18,科技,资讯科技器材,电脑及周边,嘉利国际,01050.HK,11.5,ODSH,1050,1.15,0.570,12.44,1050.HK,,1000.0,9.65,-1.72,2.98,-0.010,HKD,嘉利國際,B,,-1.72,0.570,0.0
01051,國際資源,N,金融,其他金融,資產管理,797940919.83,2023-09-22T16:41:18,金融,其他金融,资产管理,国际资源,01051.HK,8.0,ODSH,1051,797.94,1.770,12.52,1051.HK,,1000.0,6.78,+0.57,,+0.010,HKD,國際資源,M,,0.57,1.770,0.0
01052,越秀交通基建,N,工業,工業運輸,鐵路及公路,7010550016.05,2023-09-22T16:41:18,工业,工业运输,铁路及公路,越秀交通基建,01052.HK,70.1,ODSH,1052,7.01,4.190,5.16,1052.HK,,1000000.0,5.97,-1.64,13.76,-0.070,HKD,越秀交通基建,B,,-1.64,4.190,0.1
01053,重慶鋼鐵股份,N,原材料,一般金屬及礦石,鋼鐵,452026848.0,2023-09-22T16:41:18,原材料,一般金属及矿石,钢铁,重庆钢铁股份,01053.HK,4.5,ODSH,1053,452.02,0.840,982.18,1053.HK,,1000.0,,+1.20,,+0.010,HKD,重慶鋼鐵股份,M,,1.2,0.840,0.0
01055,中國南方航空股份,N,非必需性消費,旅遊及休閒設施,航空相關,18575989232.0,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,航空相关,中国南方航空股份,01055.HK,185.8,ODSH,1055,18.57,4.000,17.72,1055.HK,,1000000.0,,+1.52,,+0.060,HKD,中國南方航空股份,B,,1.52,4.000,0.2
