stock-id,name,trading-status,industry,business,child-business,market-cap,update-date,一级行业,二级行业,三级行业,证券名称,证券代码,总市值,asset_subtype,sym,mktcap,ls,am,ric,product_subtype,am_u,yld,pc,pe,nc,ccy,nm,mktcap_u,suspend,涨跌幅,最新价,成交额
00104,冠亞商業集團,N,非必需性消費,零售相關,其他零售,168102724.5,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,冠亚商业集团,00104.HK,1.7,ODSH,104,168.10,0.225,,0104.HK,,,20.84,0.00,3.85,0.000,HKD,ASIA COMM HOLD,M,,0.0,0.225,0.0
00105,凱聯國際酒店,N,地產建築,地產,地產投資,2797200000.0,2023-09-22T16:41:18,地产建筑,地产,地产投资,凯联国际酒店,00105.HK,28.0,ODSH,105,2.79,7.770,,0105.HK,,,4.38,0.00,,0.000,HKD,凱聯國際酒店,B,,0.0,7.770,0.0
00106,朗詩綠色管理,N,地產建築,地產,地產發展商,476953062.045,2023-09-22T16:41:18,地产建筑,地产,地产发展商,朗诗绿色管理,00106.HK,4.8,ODSH,106,476.95,0.101,8.12,0106.HK,,1000.0,,+6.32,,+0.006,HKD,朗詩綠色管理,M,,6.32,0.101,0.0
00107,四川成渝高速公路,N,工業,工業運輸,鐵路及公路,2220393600.0,2023-09-22T16:41:18,工业,工业运输,铁路及公路,四川成渝高速公路,00107.HK,22.2,ODSH,107,2.22,2.480,3.09,0107.HK,,1000000.0,4.48,-1.20,8.80,-0.030,HKD,四川成渝高速公路,B,,-1.2,2.480,0.0
00108,國銳生活,N,地產建築,地產,物業管理及服務,2527505448.94,2023-09-22T16:41:18,地产建筑,地产,物业管理及服务,国锐生活,00108.HK,25.3,ODSH,108,2.52,0.790,1.76,0108.HK,,1000000.0,,-3.66,,-0.030,HKD,國銳生活,B,,-3.66,0.790,0.0
00110,中國長遠,N,資訊科技,資訊科技器材,電訊設備,47600074.8,2023-09-22T16:41:18,科技,资讯科技器材,电讯设备,中国长远,00110.HK,0.5,ODSH,110,47.60,0.225,,0110.HK,,,,0.00,,0.000,HKD,中國長遠,M,,0.0,0.225,0.0
00111,信達國際控股,N,金融,其他金融,資產管理,185949624.0,2023-09-22T16:41:18,金融,其他金融,资产管理,信达国际控股,00111.HK,1.9,ODSH,111,185.94,0.290,2.85,0111.HK,,1000.0,,+1.75,,+0.005,HKD,信達國際控股,M,,1.75,0.290,0.0
00113,迪生創建,N,非必需性消費,紡織及服飾,其他服飾配件,1557101091.6,2023-09-22T16:41:18,非必需性消费,纺织及服饰,其他服饰配件,迪生创建,00113.HK,15.6,ODSH,113,1.55,3.950,164.98,0113.HK,,1000.0,8.86,-0.75,6.16,-0.030,HKD,迪生創建,B,,-0.75,3.950,0.0
00114,興利集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,281088204.795,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,玩具及消闲用品,兴利集团,00114.HK,2.8,ODSH,114,281.08,0.465,114.05,0114.HK,,1000.0,12.90,0.00,3.41,0.000,HKD,HERALD HOLD,M,,0.0,0.465,0.0
00115,鈞濠集團,N,地產建築,地產,地產發展商,40417643.145,2023-09-22T16:41:18,地产建筑,地产,地产发展商,钧濠集团,00115.HK,0.4,ODSH,115,40.41,0.165,,0115.HK,,,,0.00,,0.000,HKD,鈞濠集團,M,,0.0,0.165,0.0
00116,周生生,N,非必需性消費,零售相關,其他零售,6693047920.0,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,周生生,00116.HK,66.9,ODSH,116,6.69,9.880,686.05,0116.HK,,1000.0,3.54,+2.92,14.80,+0.280,HKD,周生生,B,,2.92,9.880,0.0
00117,天利控股集團,N,工業,工業工程,工業及設備,320242500.0,2023-09-22T16:41:18,工业,工业工程,工业及设备,天利控股集团,00117.HK,3.2,ODSH,117,320.24,0.430,,0117.HK,,,,0.00,,0.000,HKD,天利控股集團,M,,0.0,0.430,0.0
00118,大同機械,N,工業,工業工程,工業及設備,202553712.62,2023-09-22T16:41:18,工业,工业工程,工业及设备,大同机械,00118.HK,2.0,ODSH,118,202.55,0.235,,0118.HK,,,,0.00,8.30,0.000,HKD,大同機械,M,,0.0,0.235,0.0
00119,保利置業集團,N,地產建築,地產,地產發展商,7069188768.3,2023-09-22T16:41:18,地产建筑,地产,地产发展商,保利置业集团,00119.HK,70.7,ODSH,119,7.06,1.850,5.29,0119.HK,,1000000.0,2.59,+1.65,7.56,+0.030,HKD,保利置業集團,B,,1.65,1.850,0.1
00120,四海國際,N,地產建築,地產,地產發展商,7543147404.0,2023-09-22T16:41:18,地产建筑,地产,地产发展商,四海国际,00120.HK,75.4,ODSH,120,7.54,1.180,63.38,0120.HK,,1000000.0,,-27.61,"2,360.00",-0.450,HKD,COSMOPOL INT'L,B,,-27.61,1.180,0.6
00122,鱷魚恤,N,非必需性消費,紡織及服飾,服裝,227410486.72,2023-09-22T16:41:18,非必需性消费,纺织及服饰,服装,鳄鱼恤,00122.HK,2.3,ODSH,122,227.41,0.160,659.0,0122.HK,,,,+3.90,,+0.006,HKD,鱷魚恤,M,,3.9,0.160,0.0
00123,越秀地產,N,地產建築,地產,地產發展商,38200978744.37,2023-09-22T16:41:18,地产建筑,地产,地产发展商,越秀地产,00123.HK,382.0,ODSH,123,38.20,9.490,57.09,0123.HK,,1000000.0,5.53,+2.48,6.91,+0.230,HKD,越秀地產,B,,2.48,9.490,0.6
00124,粵海置地,N,地產建築,地產,地產發展商,1163845058.0,2023-09-22T16:41:18,地产建筑,地产,地产发展商,粤海置地,00124.HK,11.6,ODSH,124,1.16,0.680,6.8,0124.HK,,1000.0,16.18,+1.49,2.96,+0.010,HKD,粵海置地,B,,1.49,0.680,0.0
00125,新興光學,N,非必需性消費,紡織及服飾,其他服飾配件,186572583.06,2023-09-22T16:41:18,非必需性消费,纺织及服饰,其他服饰配件,新兴光学,00125.HK,1.9,ODSH,125,186.57,0.710,,0125.HK,,,4.23,0.00,,0.000,HKD,新興光學,M,,0.0,0.710,0.0
00126,佳寧娜,N,非必需性消費,旅遊及休閒設施,餐飲,589259782.5,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,餐饮,佳宁娜,00126.HK,5.9,ODSH,126,589.25,0.375,106.8,0126.HK,,1000.0,,-1.32,,-0.005,HKD,佳寧娜,M,,-1.32,0.375,0.0
00127,華人置業,N,地產建築,地產,地產投資,3300181006.67,2023-09-22T16:41:18,地产建筑,地产,地产投资,华人置业,00127.HK,33.0,ODSH,127,3.30,1.730,347.54,0127.HK,,1000.0,,0.00,2.86,0.000,HKD,華人置業,B,,0.0,1.730,0.0
00128,安寧控股,N,非必需性消費,零售相關,服裝零售,907862271.8,2023-09-22T16:41:18,非必需性消费,零售相关,服装零售,安宁控股,00128.HK,9.1,ODSH,128,907.86,0.550,3.11,0128.HK,,1000000.0,,0.00,,0.000,HKD,安寧控股,M,,0.0,0.550,0.0
00129,泛海集團,N,金融,其他金融,資產管理,607099852.48,2023-09-22T16:41:18,金融,其他金融,资产管理,泛海集团,00129.HK,6.1,ODSH,129,607.09,0.460,308.41,0129.HK,,1000.0,,+4.55,0.76,+0.020,HKD,泛海集團,M,,4.55,0.460,0.0
00130,慕詩國際,N,非必需性消費,紡織及服飾,服裝,63344600.0,2023-09-22T16:41:18,非必需性消费,纺织及服饰,服装,慕诗国际,00130.HK,0.6,ODSH,130,63.34,0.220,,0130.HK,,,,0.00,,0.000,HKD,慕詩國際,M,,0.0,0.220,0.0
00131,卓能(集團),N,地產建築,地產,地產投資,979015171.5,2023-09-22T16:41:18,地产建筑,地产,地产投资,卓能(集团),00131.HK,9.8,ODSH,131,979.01,1.500,,0131.HK,,,2.50,0.00,,0.000,HKD,卓能（集團）,M,,0.0,1.500,0.0
00132,中國興業控股,N,綜合企業,綜合企業,綜合企業,234589092.454,2023-09-22T16:41:18,综合企业,综合企业,综合企业,中国兴业控股,00132.HK,2.3,ODSH,132,234.58,0.137,20.73,0132.HK,,1000.0,,-12.18,,-0.019,HKD,中國興業控股,M,,-12.18,0.137,0.0
00133,招商局中國基金,N,基金,基金,股票,1233897405.3,2023-09-22T16:41:18,基金,基金,股票,招商局中国基金,00133.HK,12.3,ODSH,133,1.23,8.100,1.0,0133.HK,,1000000.0,6.74,-0.37,,-0.030,HKD,招商局中國基金,B,,-0.37,8.100,0.0
00135,昆侖能源,N,公用事業,公用事業,燃氣,57494443341.12,2023-09-22T16:41:18,公用事业,公用事业,燃气,昆仑能源,00135.HK,574.9,ODSH,135,57.49,6.640,54.93,0135.HK,,1000000.0,4.32,-1.19,9.75,-0.080,HKD,昆侖能源,B,,-1.19,6.640,0.5
00136,中國儒意,N,非必需性消費,媒體及娛樂,影視娛樂,23316602795.4,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,影视娱乐,中国儒意,00136.HK,233.2,ODSH,136,23.31,2.120,42.44,0136.HK,,1000000.0,,+1.92,22.27,+0.040,HKD,中國儒意,B,,1.92,2.120,0.4
00137,金輝集團,N,工業,工業運輸,航運及港口,344688162.0,2023-09-22T16:41:18,工业,工业运输,航运及港口,金辉集团,00137.HK,3.4,ODSH,137,344.68,0.650,,0137.HK,,,3.08,+1.56,,+0.010,HKD,金輝集團,M,,1.56,0.650,0.0
00138,中建富通,N,非必需性消費,零售相關,汽車零售,396277278.644,2023-09-22T16:41:18,非必需性消费,零售相关,汽车零售,中建富通,00138.HK,4.0,ODSH,138,396.27,0.247,35.05,0138.HK,,1000.0,,0.00,,0.000,HKD,中建富通,M,,0.0,0.247,0.0
00139,中達集團控股,N,金融,其他金融,證券及經紀,485960263.369,2023-09-22T16:41:18,金融,其他金融,证券及经纪,中达集团控股,00139.HK,4.9,ODSH,139,485.96,0.029,361.79,0139.HK,,1000.0,,+7.41,,+0.002,HKD,中達集團控股,M,,7.41,0.029,0.0
00142,第一太平,N,必需性消費,食品飲料,包裝食品,14124729698.1,2023-09-22T16:41:18,必需性消费,食品饮料,包装食品,第一太平,00142.HK,141.2,ODSH,142,14.12,3.330,7.34,0142.HK,,1000000.0,6.61,+1.52,4.63,+0.050,HKD,第一太平,B,,1.52,3.330,0.1
00144,招商局港口,N,工業,工業運輸,航運及港口,40772782529.22,2023-09-22T16:41:18,工业,工业运输,航运及港口,招商局港口,00144.HK,407.7,ODSH,144,40.77,9.870,41.49,0144.HK,,1000000.0,8.31,+0.20,4.90,+0.020,HKD,招商局港口,B,,0.2,9.870,0.4
00145,信能低碳,N,非必需性消費,支援服務,其他支援服務,56514181.65,2023-09-22T16:41:18,非必需性消费,支援服务,其他支援服务,信能低碳,00145.HK,0.6,ODSH,145,56.51,0.050,36.86,0145.HK,,,,0.00,,0.000,HKD,信能低碳,M,,0.0,0.050,0.0
00146,太平地氈,N,非必需性消費,紡織及服飾,紡織品及布料,131556242.56,2023-09-22T16:41:18,非必需性消费,纺织及服饰,纺织品及布料,太平地毡,00146.HK,1.3,ODSH,146,131.55,0.620,,0146.HK,,,9.68,0.00,5.21,0.000,HKD,TAI PING CARPET,M,,0.0,0.620,0.0
00147,國際商業結算,N,地產建築,地產,地產發展商,1442654134.72,2023-09-22T16:41:18,地产建筑,地产,地产发展商,国际商业结算,00147.HK,14.4,ODSH,147,1.44,0.071,370.0,0147.HK,,,,+5.97,,+0.004,HKD,國際商業結算,B,,5.97,0.071,0.0
00148,建滔集團,N,工業,工業工程,工業及設備,21035756749.28,2023-09-22T16:41:18,工业,工业工程,工业及设备,建滔集团,00148.HK,210.4,ODSH,148,21.03,18.980,44.66,0148.HK,,1000000.0,7.43,+1.39,5.76,+0.260,HKD,建滔集團,B,,1.39,18.980,0.4
00149,中國農產品交易,N,地產建築,地產,地產發展商,1025165985.666,2023-09-22T16:41:18,地产建筑,地产,地产发展商,中国农产品交易,00149.HK,10.3,ODSH,149,1.02,0.103,523.26,0149.HK,,1000.0,,-0.96,147.14,-0.001,HKD,中國農產品交易,B,,-0.96,0.103,0.0
00150,HYPEBEAST,N,非必需性消費,媒體及娛樂,廣告及宣傳,821651692.4,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,广告及宣传,HYPEBEAST,00150.HK,8.2,ODSH,150,821.65,0.400,52.73,0150.HK,,1000.0,,-1.23,,-0.005,HKD,HYPEBEAST,M,,-1.23,0.400,0.0
00151,中國旺旺,N,必需性消費,食品飲料,包裝食品,61297735656.6,2023-09-22T16:41:18,必需性消费,食品饮料,包装食品,中国旺旺,00151.HK,613.0,ODSH,151,61.29,5.160,15.85,0151.HK,,1000000.0,4.91,+0.98,17.02,+0.050,HKD,中國旺旺,B,,0.98,5.160,0.2
00152,深圳國際,N,工業,工業運輸,鐵路及公路,12061470395.52,2023-09-22T16:41:18,工业,工业运输,铁路及公路,深圳国际,00152.HK,120.6,ODSH,152,12.06,5.040,36.02,0152.HK,,1000000.0,5.10,+1.20,9.37,+0.060,HKD,深圳國際,B,,1.2,5.040,0.4
00154,北京控股環境集團,N,工業,工業工程,環保工程,585140458.5,2023-09-22T16:41:18,工业,工业工程,环保工程,北京控股环境集团,00154.HK,5.9,ODSH,154,585.14,0.390,4.24,0154.HK,,1000.0,,+1.30,1.66,+0.005,HKD,北京控股環境集團,M,,1.3,0.390,0.0
00156,力寶華潤,N,非必需性消費,旅遊及休閒設施,餐飲,753326842.22,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,餐饮,力宝华润,00156.HK,7.5,ODSH,156,753.32,0.820,284.05,0156.HK,,1000.0,,+2.50,,+0.020,HKD,力寶華潤,M,,2.5,0.820,0.0
00157,自然美,N,非必需性消費,零售相關,其他零售,1021071475.32,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,自然美,00157.HK,10.2,ODSH,157,1.02,0.510,,0157.HK,,,,0.00,,0.000,HKD,自然美,B,,0.0,0.510,0.0
00158,萬邦投資,N,地產建築,地產,地產投資,2950000000.0,2023-09-22T16:41:18,地产建筑,地产,地产投资,万邦投资,00158.HK,29.5,ODSH,158,2.95,118.000,,0158.HK,,,3.05,0.00,,0.000,HKD,萬邦投資,B,,0.0,118.000,0.0
00159,布萊克萬礦業,N,原材料,一般金屬及礦石,鋼鐵,1456996444.567,2023-09-22T16:41:18,原材料,一般金属及矿石,钢铁,布莱克万矿业,00159.HK,14.6,ODSH,159,1.45,0.157,150.0,0159.HK,,,,0.00,,0.000,HKD,布萊克萬礦業,B,,0.0,0.157,0.0
00160,漢國置業,N,地產建築,地產,地產投資,1260751276.75,2023-09-22T16:41:18,地产建筑,地产,地产投资,汉国置业,00160.HK,12.6,ODSH,160,1.26,1.750,35.0,0160.HK,,1000.0,7.14,+2.34,8.22,+0.040,HKD,漢國置業,B,,2.34,1.750,0.0
00162,世紀金花,N,非必需性消費,零售相關,多元化零售,142562144.66,2023-09-22T16:41:18,非必需性消费,零售相关,多元化零售,世纪金花,00162.HK,1.4,ODSH,162,142.56,0.124,34.65,0162.HK,,1000.0,,0.00,,0.000,HKD,世紀金花,M,,0.0,0.124,0.0
00163,英皇國際,N,地產建築,地產,地產投資,1691671006.82,2023-09-22T16:41:18,地产建筑,地产,地产投资,英皇国际,00163.HK,16.9,ODSH,163,1.69,0.460,,0163.HK,,,1.74,0.00,,0.000,HKD,英皇國際,B,,0.0,0.460,0.0
00164,中國寶力科技,N,非必需性消費,媒體及娛樂,廣告及宣傳,57131337.64,2023-09-22T16:41:18,非必需性消费,媒体及娱乐,广告及宣传,中国宝力科技,00164.HK,0.6,ODSH,164,57.13,0.680,19.45,0164.HK,,1000.0,,+13.33,,+0.080,HKD,中國寶力科技,M,,13.33,0.680,0.0
00165,中國光大控股,N,金融,其他金融,資產管理,7920692446.4,2023-09-22T16:41:18,金融,其他金融,资产管理,中国光大控股,00165.HK,79.2,ODSH,165,7.92,4.700,10.15,0165.HK,,1000000.0,6.38,+3.98,,+0.180,HKD,中國光大控股,B,,3.98,4.700,0.1
00166,新時代能源,N,原材料,一般金屬及礦石,其他金屬及礦石,849815543.836,2023-09-22T16:41:18,原材料,一般金属及矿石,其他金属及矿石,新时代能源,00166.HK,8.5,ODSH,166,849.81,0.097,53.17,0166.HK,,1000.0,,+3.19,2.98,+0.003,HKD,新時代能源,M,,3.19,0.097,0.0
00167,萬威國際,S,非必需性消費,家庭電器及用品,消費電子產品,46799875.584,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,万威国际,00167.HK,0.5,ODSH,167,46.79,0.018,,0167.HK,,,,0.00,,0.000,HKD,IDT INT'L,M,True,0.0,0.018,0.0
00168,青島啤酒股份,N,必需性消費,食品飲料,酒料飲料,42120948145.4,2023-09-22T16:41:18,必需性消费,食品饮料,酒料饮料,青岛啤酒股份,00168.HK,421.2,ODSH,168,42.12,64.300,91.36,0168.HK,,1000000.0,3.08,+2.96,20.85,+1.850,HKD,青島啤酒股份,B,,2.96,64.300,0.9
00169,萬達酒店發展,N,非必需性消費,旅遊及休閒設施,酒店及度假村,1221310086.88,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,万达酒店发展,00169.HK,12.2,ODSH,169,1.22,0.260,38.49,0169.HK,,1000.0,,+4.00,6.33,+0.010,HKD,萬達酒店發展,B,,4.0,0.260,0.0
00171,銀建國際,N,地產建築,地產,地產投資,587736650.805,2023-09-22T16:41:18,地产建筑,地产,地产投资,银建国际,00171.HK,5.9,ODSH,171,587.73,0.255,16.49,0171.HK,,1000.0,,+4.08,,+0.010,HKD,銀建國際,M,,4.08,0.255,0.0
00173,嘉華國際,N,地產建築,地產,地產發展商,6829710260.7,2023-09-22T16:41:18,地产建筑,地产,地产发展商,嘉华国际,00173.HK,68.3,ODSH,173,6.82,2.180,1.68,0173.HK,,1000000.0,9.63,0.00,4.98,0.000,HKD,嘉華國際,B,,0.0,2.180,0.0
00174,盛洋投資,N,地產建築,地產,地產投資,216093800.0,2023-09-22T16:41:18,地产建筑,地产,地产投资,盛洋投资,00174.HK,2.2,ODSH,174,216.09,0.340,,0174.HK,,,,-1.45,,-0.005,HKD,盛洋投資,M,,-1.45,0.340,0.0
00175,吉利汽車,N,非必需性消費,汽車,汽車,95803400286.16,2023-09-22T16:41:18,非必需性消费,汽车,汽车,吉利汽车,00175.HK,958.0,ODSH,175,95.80,9.520,209.05,0175.HK,,1000000.0,2.21,+1.71,16.54,+0.160,HKD,吉利汽車,B,,1.71,9.520,2.1
00176,先機企業集團,N,非必需性消費,家庭電器及用品,消費電子產品,40651427.7,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,先机企业集团,00176.HK,0.4,ODSH,176,40.65,0.020,40.0,0176.HK,,,,0.00,,0.000,HKD,先機企業集團,M,,0.0,0.020,0.0
00177,江蘇寧滬高速公路,N,工業,工業運輸,鐵路及公路,8957260000.0,2023-09-22T16:41:18,工业,工业运输,铁路及公路,江苏宁沪高速公路,00177.HK,89.6,ODSH,177,8.95,7.330,41.23,0177.HK,,1000000.0,6.88,+0.83,8.71,+0.060,HKD,江蘇寧滬高速公路,B,,0.83,7.330,0.4
00178,莎莎國際,N,非必需性消費,零售相關,其他零售,3382476509.22,2023-09-22T16:41:18,非必需性消费,零售相关,其他零售,莎莎国际,00178.HK,33.8,ODSH,178,3.38,1.090,1.48,0178.HK,,1000000.0,,+2.83,57.98,+0.030,HKD,莎莎國際,B,,2.83,1.090,0.0
00179,德昌電機控股,N,非必需性消費,汽車,汽車零件,9438854479.86,2023-09-22T16:41:18,非必需性消费,汽车,汽车零件,德昌电机控股,00179.HK,94.4,ODSH,179,9.43,10.140,1.91,0179.HK,,1000000.0,5.03,+0.40,7.46,+0.040,HKD,德昌電機控股,B,,0.4,10.140,0.0
00180,開達集團,N,非必需性消費,家庭電器及用品,玩具及消閒用品,384988136.355,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,玩具及消闲用品,开达集团,00180.HK,3.8,ODSH,180,384.98,0.405,4.55,0180.HK,,1000.0,,0.00,,0.000,HKD,開達集團,M,,0.0,0.405,0.0
00181,閩港控股,N,非必需性消費,旅遊及休閒設施,酒店及度假村,112263508.0,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,闽港控股,00181.HK,1.1,ODSH,181,112.26,0.098,,0181.HK,,,,0.00,,0.000,HKD,閩港控股,M,,0.0,0.098,0.0
00182,協合新能源,N,公用事業,公用事業,潔能,5558747452.7,2023-09-22T16:41:18,公用事业,公用事业,洁能,协合新能源,00182.HK,55.6,ODSH,182,5.55,0.650,11.28,0182.HK,,1000000.0,5.38,+3.17,5.88,+0.020,HKD,協合新能源,B,,3.17,0.650,0.1
00183,宏輝集團,N,地產建築,地產,地產發展商,102044261.88,2023-09-22T16:41:18,地产建筑,地产,地产发展商,宏辉集团,00183.HK,1.0,ODSH,183,102.04,0.180,14.4,0183.HK,,1000.0,,0.00,,0.000,HKD,宏輝集團,M,,0.0,0.180,0.0
00184,激成投資,N,非必需性消費,旅遊及休閒設施,酒店及度假村,690606000.0,2023-09-22T16:41:18,非必需性消费,旅游及休闲设施,酒店及度假村,激成投资,00184.HK,6.9,ODSH,184,690.60,2.030,,0184.HK,,,3.94,0.00,9.05,0.000,HKD,激成投資,M,,0.0,2.030,0.0
00185,正商實業,N,地產建築,地產,地產發展商,353976533.765,2023-09-22T16:41:18,地产建筑,地产,地产发展商,正商实业,00185.HK,3.5,ODSH,185,353.97,0.185,27.42,0185.HK,,1000.0,,-9.76,,-0.020,HKD,正商實業,M,,-9.76,0.185,0.0
00186,敏捷控股,N,非必需性消費,家庭電器及用品,消費電子產品,1620208702.255,2023-09-22T16:41:18,非必需性消费,家庭电器及用品,消费电子产品,敏捷控股,00186.HK,16.2,ODSH,186,1.62,0.295,,0186.HK,,,,0.00,,0.000,HKD,敏捷控股,B,,0.0,0.295,0.0
00187,京城機電股份,N,工業,工業工程,工業及設備,282000000.0,2023-09-22T16:41:18,工业,工业工程,工业及设备,京城机电股份,00187.HK,2.8,ODSH,187,282.00,2.820,3.13,0187.HK,,1000000.0,,+1.81,62.53,+0.050,HKD,京城機電股份,M,,1.81,2.820,0.0
00188,新華匯富金融,N,金融,其他金融,其他金融,166403562.975,2023-09-22T16:41:18,金融,其他金融,其他金融,新华汇富金融,00188.HK,1.7,ODSH,188,166.40,0.225,,0188.HK,,,8.89,0.00,,0.000,HKD,新華匯富金融,M,,0.0,0.225,0.0
00189,東岳集團,N,原材料,其他原材料,特殊化工用品,13679894991.85,2023-09-22T16:41:18,原材料,其他原材料,特殊化工用品,东岳集团,00189.HK,136.8,ODSH,189,13.67,6.070,32.87,0189.HK,,1000000.0,9.88,+4.12,3.12,+0.240,HKD,東岳集團,B,,4.12,6.070,0.3
00191,麗新國際,N,綜合企業,綜合企業,綜合企業,989378769.12,2023-09-22T16:41:18,综合企业,综合企业,综合企业,丽新国际,00191.HK,9.9,ODSH,191,989.37,1.120,49.49,0191.HK,,1000.0,,-1.75,,-0.020,HKD,麗新國際,M,,-1.75,1.120,0.0
00193,冠中地產,N,地產建築,地產,地產發展商,41005224.949,2023-09-22T16:41:18,地产建筑,地产,地产发展商,冠中地产,00193.HK,0.4,ODSH,193,41.00,0.211,195.0,0193.HK,,,,0.00,,0.000,HKD,冠中地產,M,,0.0,0.211,0.0
00194,廖創興企業,N,地產建築,地產,地產投資,2089780588.8,2023-09-22T16:41:18,地产建筑,地产,地产投资,廖创兴企业,00194.HK,20.9,ODSH,194,2.08,5.520,110.26,0194.HK,,1000.0,5.62,-1.43,24.25,-0.080,HKD,廖創興企業,B,,-1.43,5.520,0.0
00195,綠科科技國際,N,原材料,一般金屬及礦石,其他金屬及礦石,614700000.0,2023-09-22T16:41:18,原材料,一般金属及矿石,其他金属及矿石,绿科科技国际,00195.HK,6.1,ODSH,195,614.70,0.450,,0195.HK,,,,0.00,2.84,0.000,HKD,綠科科技國際,M,,0.0,0.450,0.0
00196,宏華集團,N,能源,石油及天然氣,油氣設備與服務,1139101633.026,2023-09-22T16:41:18,能源,石油及天然气,油气设备与服务,宏华集团,00196.HK,11.4,ODSH,196,1.13,0.126,170.33,0196.HK,,1000.0,,-0.79,,-0.001,HKD,宏華集團,B,,-0.79,0.126,0.0
00197,亨泰,N,必需性消費,食品飲料,包裝食品,123983023.738,2023-09-22T16:41:18,必需性消费,食品饮料,包装食品,亨泰,00197.HK,1.2,ODSH,197,123.98,0.059,12.68,0197.HK,,1000.0,,0.00,,0.000,HKD,亨泰,M,,0.0,0.059,0.0
