股票代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占净资产比例,资产负债率,扣非PEG,扣非市赚率,市赚率
301372.SZ,科净源,-31.66,-25.7,1.9,-4.38,-4.35,-2.42,0.53,0.0,25.21,-22.43,-225.68,-32.55,,41.58,扣非亏损,扣非亏损,亏损
301373.SZ,凌玮科技,23.28,24.61,1.9,5.75,6.22,6.25,2.02,0.0,44.8,27.69,10.81,-1.75,0.02,8.14,-14.07,8.56,7.49
301376.SZ,致欧科技,21.62,21.22,2.5,8.17,8.75,6.36,2.09,0.0,35.1,4.85,-17.44,38.49,,48.66,0.55,5.2,4.94
301378.SZ,通达海,-56.57,1016.05,2.71,-4.23,-3.44,-3.24,1.02,0.0,36.44,-15.83,-288.43,-10.07,,13.95,-100.93,扣非亏损,亏损
301379.SZ,天山电子,21.34,27.39,2.19,6.77,7.87,5.92,1.35,0.0,21.39,9.9,26.58,11.31,0.06,24.18,2.42,8.1,5.42
301380.SZ,挖金客,61.95,57.42,4.15,4.14,4.79,3.45,1.2,0.0,13.54,5.2,-8.78,20.49,31.97,44.07,2.8,27.76,25.87
301382.SZ,蜂助手,49.73,43.64,3.55,5.31,5.36,4.38,0.45,0.0,20.5,8.31,9.26,35.75,0.04,35.9,1.22,16.44,18.56
301383.SZ,天键股份,25.68,38.42,2.85,6.47,8.61,6.65,0.55,0.0,18.63,10.06,23.19,30.2,,26.85,1.27,11.88,5.97
301386.SZ,未来电器,34.98,41.32,2.07,3.36,4.34,4.08,5.11,0.0,27.21,16.84,-27.04,-10.35,,10.94,-3.99,24.59,16.12
301387.SZ,光大同创,363.86,88.4,2.23,0.69,0.45,0.03,1.26,0.0,24.12,0.07,-85.5,19.32,1.07,29.11,4.58,255.17,1617.15
301388.SZ,欣灵电气,175.1,177.47,2.58,0.73,1.09,-0.09,1.44,0.0,19.92,3.29,-61.17,3.69,,16.01,48.09,486.75,321.29
301389.SZ,隆扬电子,68.12,74.35,2.19,2.24,2.4,1.68,1.57,0.0,45.85,25.24,-34.87,5.36,,3.82,13.87,66.28,56.77
301390.SZ,经纬股份,53.43,35.59,1.98,2.58,2.78,1.72,0.92,0.0,24.92,7.29,8.63,20.92,0.18,32.32,1.7,27.61,38.44
301391.SZ,卡莱特,264.77,75.09,1.91,-1.24,0.54,0.14,0.7,0.0,44.14,2.75,-133.03,-24.99,,18.2,-3.01,转盈,980.61
301393.SZ,昊帆生物,38.27,46.8,2.19,3.75,4.32,3.71,0.42,0.0,41.63,29.36,16.13,8.08,,4.03,5.8,24.93,17.72
301395.SZ,仁信新材,57.1,57.79,1.62,1.38,2.03,1.93,5.32,0.0,2.23,2.1,4.08,4.96,,16.46,11.65,83.55,56.26
301396.SZ,宏景科技,-73.31,-1106.12,2.43,-3.02,-2.42,-1.52,0.45,0.0,20.92,-13.99,-273.15,-43.41,,39.57,扣非亏损,扣非亏损,亏损
301397.SZ,溯联股份,24.33,26.17,1.82,5.21,5.57,4.4,2.21,0.0,23.59,12.95,3.36,23.63,,21.57,1.11,10.05,8.73
301398.SZ,星源卓镁,51.24,57.48,3.54,4.79,5.23,5.15,0.71,0.0,33.72,19.47,-0.81,13.54,,8.35,4.25,23.99,19.59
301399.SZ,英特科技,49.12,39.76,2.11,3.02,3.17,2.35,3.14,0.0,23.57,11.88,-41.79,-12.63,,11.52,-3.15,26.29,30.99
301408.SZ,华人健康,35.97,39.09,2.62,5.11,5.44,3.47,0.63,0.0,32.42,3.54,35.89,22.07,49.07,59.18,1.77,15.29,13.22
301413.SZ,安培龙,56.47,65.1,3.95,5.01,5.29,3.89,0.4,0.0,31.55,9.43,-1.64,20.89,,38.09,3.12,25.97,21.35
301419.SZ,阿莱德,81.43,114.48,3.23,2.88,2.93,2.36,1.35,0.0,37.56,10.45,-48.86,-18.65,,8.6,-6.14,79.63,55.58
301428.SZ,世纪恒通,38.82,48.6,2.72,3.68,5.23,4.07,0.78,0.0,23.5,6.96,6.83,21.03,0.11,40.13,2.31,26.43,14.85
301429.SZ,森泰股份,29.13,42.32,1.6,3.16,4.07,3.12,1.25,0.0,28.07,6.12,16.27,46.07,1.24,18.01,0.92,26.76,14.31
301439.SZ,泓淋电力,29.99,39.02,1.93,4.71,4.77,2.77,2.05,0.0,11.84,5.52,-5.42,34.16,,29.14,1.14,16.58,12.57
301456.SZ,盘古智能,51.13,54.52,1.78,2.0,2.65,2.37,1.09,0.0,38.14,16.2,-42.0,19.02,,7.16,2.87,54.52,38.59
301459.SZ,丰茂股份,22.16,27.54,3.02,9.4,10.61,8.03,0.86,0.0,31.56,17.54,0.04,10.88,,30.8,2.53,5.86,4.18
301468.SZ,博盈特焊,35.17,46.41,1.34,2.16,2.82,2.75,1.64,0.0,30.55,17.8,-52.62,-22.74,,7.96,-2.04,42.94,24.94
301469.SZ,恒达新材,31.56,36.2,1.65,3.52,3.89,3.31,1.65,0.0,14.45,7.11,-24.71,21.88,,17.47,1.65,20.55,16.23
301486.SZ,致尚科技,81.68,99.76,2.62,2.17,2.36,3.71,0.83,0.0,35.09,14.06,0.68,95.51,4.0,13.14,1.04,91.83,69.22
301487.SZ,盟固利,959.94,1796.08,5.89,0.3,0.46,0.52,0.06,0.0,6.97,0.55,-87.51,-26.06,,45.92,-68.91,11843.61,4173.66
301488.SZ,豪恩汽电,61.9,62.79,4.53,4.5,5.34,3.23,1.44,0.0,20.51,7.37,-5.54,13.53,,36.88,4.64,27.91,23.19
301489.SZ,思泉新材,69.1,67.82,3.76,3.91,4.13,3.31,0.34,0.0,25.39,9.28,8.16,31.6,1.66,25.35,2.15,34.68,33.46
301498.SZ,乖宝宠物,43.05,48.85,6.61,11.43,12.04,13.19,0.43,0.0,41.98,12.85,41.75,17.96,,12.08,2.72,8.55,7.15
301500.SZ,飞南资源,35.36,32.63,1.87,6.56,4.04,2.89,,0.0,8.16,2.48,107.68,44.08,,60.88,0.74,9.96,17.5
301502.SZ,华阳智能,73.58,69.74,3.02,3.44,3.4,3.08,,0.0,19.12,6.77,-51.57,1.58,,21.49,44.13,40.54,43.28
301503.SZ,智迪科技,30.71,32.82,2.73,6.63,6.73,4.85,1.66,0.0,17.97,7.06,42.11,51.2,,34.35,0.64,9.91,9.13
301507.SZ,民生健康,43.63,58.16,3.29,5.5,5.73,4.96,0.61,0.0,57.47,16.58,9.3,6.98,,10.8,8.33,21.16,15.23
301508.SZ,中机认检,70.0,,4.71,4.58,5.04,4.17,1.19,0.0,42.5,17.25,,4.41,0.4,15.15,,,27.78
301509.SZ,金凯生科,72.75,80.47,1.78,1.16,1.82,1.87,1.27,0.0,39.11,10.15,-82.84,-33.93,,6.33,-2.37,139.13,79.94
301510.SZ,固高科技,297.51,446.63,8.55,1.5,2.25,1.91,0.1,0.0,48.2,9.48,-14.74,10.32,,10.13,43.29,594.0,264.45
301511.SZ,德福科技,-40.81,-53.77,2.75,-5.09,-4.92,-0.81,0.24,0.0,1.62,-5.15,-427.61,7.99,,71.13,扣非亏损,扣非亏损,亏损
301512.SZ,智信精密,-53.01,211.78,2.37,-3.52,-3.22,-4.14,1.06,0.0,38.54,-17.12,-221.99,-39.69,,20.73,-5.34,扣非亏损,亏损
301515.SZ,港通医疗,74.79,36.55,1.53,1.27,1.52,0.91,0.9,0.0,20.02,4.07,-26.16,13.4,,31.69,2.73,57.6,98.41
301516.SZ,中远通,-164.19,-199.34,4.01,-2.08,-1.78,-1.67,0.87,0.0,16.97,-4.14,-151.19,-31.87,,18.13,扣非亏损,扣非亏损,亏损
301517.SZ,陕西华达,160.05,187.55,5.4,2.42,2.55,1.86,0.23,0.0,38.62,6.86,-42.82,-26.32,,37.0,-7.13,155.29,125.53
301518.SZ,长华化学,56.39,48.17,1.78,1.27,2.32,1.94,2.14,0.0,3.95,1.52,-77.25,20.44,,14.52,2.36,76.03,48.61
301519.SZ,舜禹股份,124.97,287.91,1.5,-0.1,0.89,1.0,0.97,0.0,32.84,2.93,-103.79,-13.53,,47.59,-21.28,转盈,280.84
301520.SZ,万邦医药,28.27,35.43,1.94,3.76,5.22,5.18,0.9,0.0,43.15,26.52,-21.08,21.88,,5.71,1.62,18.84,10.83
301522.SZ,上大股份,102.98,,13.45,8.46,10.3,5.0,,0.0,14.25,6.62,,24.6,,61.31,,,20.0
301525.SZ,儒竞科技,28.19,41.57,1.77,3.98,4.77,3.85,0.53,0.0,24.42,14.71,-36.69,-15.92,,18.88,-2.61,20.88,11.82
301526.SZ,国际复材,-76.96,-167.01,1.97,-2.59,-1.87,0.47,0.54,0.0,14.74,-2.93,-174.74,2.01,0.54,57.49,扣非亏损,扣非亏损,亏损
301528.SZ,多浦乐,75.64,78.93,1.88,0.73,1.88,1.81,0.17,0.0,70.58,29.01,-72.88,-27.27,,2.44,-2.89,217.39,80.47
301529.SZ,福赛科技,44.11,48.73,2.46,3.44,4.15,4.75,0.75,0.0,24.13,5.32,-22.35,46.61,,35.52,1.05,28.31,21.26
301533.SZ,威马农机,37.07,41.74,2.65,5.23,5.42,4.34,1.16,0.0,17.11,8.49,5.34,17.35,,17.17,2.41,15.97,13.68
301536.SZ,星宸科技,77.53,,7.01,6.56,7.54,5.4,,0.0,35.99,10.83,,22.95,,32.93,,,20.57
301539.SZ,宏鑫科技,75.11,,4.29,5.94,5.25,2.69,,0.0,15.36,4.42,,5.95,,50.98,,,28.61
301548.SZ,崇德科技,40.23,48.83,3.14,4.96,5.86,5.82,1.64,0.0,38.17,23.03,-2.86,-4.59,,12.68,-10.63,19.67,13.73
301552.SZ,科力装备,25.97,,3.59,13.88,16.55,14.06,,0.0,40.63,27.03,21.34,30.29,,13.62,,,3.14
301555.SZ,惠柏新材,-358.64,-1844.22,2.45,-1.01,-0.5,-0.17,0.52,0.0,9.68,-0.58,-123.11,-10.22,,50.47,扣非亏损,扣非亏损,亏损
301556.SZ,托普云农,65.71,56.65,10.11,11.66,12.25,8.41,,0.0,53.35,22.83,21.86,10.99,1.0,24.5,5.16,9.72,10.73
301558.SZ,三态股份,123.68,165.96,5.27,2.08,3.14,3.43,0.94,0.0,28.83,3.44,-74.28,-3.26,,9.76,-50.93,159.27,78.78
301559.SZ,中集环科,42.1,39.92,2.21,3.91,3.88,3.19,6.81,0.0,16.78,7.55,-67.99,-38.63,,15.47,-1.03,20.42,21.7
301565.SZ,中仑新材,58.03,,3.79,5.6,6.17,3.76,,0.0,13.12,6.36,-29.76,6.92,0.25,34.98,,,18.81
301566.SZ,达利凯普,65.54,70.44,5.83,6.79,6.84,6.4,0.21,0.0,59.6,35.13,-3.21,-8.02,,6.15,-8.78,20.75,19.16
301567.SZ,贝隆精密,108.5,100.84,5.15,3.97,3.77,3.25,,0.0,24.49,8.75,-38.01,10.39,,15.14,9.71,50.74,57.56
301568.SZ,思泰克,58.24,70.57,4.13,4.46,5.25,5.16,1.49,0.0,50.34,24.25,-45.35,-20.49,,11.25,-3.44,31.63,22.19
301571.SZ,国科天成,66.53,,5.35,6.91,8.05,6.6,,0.0,36.9,17.66,38.39,46.23,,29.78,,,16.53
301577.SZ,美信科技,151.08,110.08,4.08,2.24,2.1,1.49,,0.0,20.35,5.0,-68.5,-7.13,,27.38,-15.43,98.2,143.88
301578.SZ,辰奕智能,91.13,72.11,4.32,3.36,3.55,2.67,0.81,0.0,19.03,5.29,-53.44,26.51,,31.32,2.72,42.91,51.34
301580.SZ,爱迪特,32.77,,2.49,7.32,9.82,6.76,,0.0,52.92,17.13,,14.09,2.69,11.5,,,6.67
301586.SZ,佳力奇,53.75,,4.5,5.81,7.51,6.09,,0.0,32.73,18.02,,24.2,,28.66,,,14.31
301587.SZ,中瑞股份,57.51,,2.07,3.24,3.12,2.58,,0.0,29.7,11.15,,-6.97,,18.09,,,36.87
301588.SZ,美新科技,48.41,,2.95,5.86,5.26,5.25,,0.0,32.93,6.44,,7.51,,42.39,,,18.41
301589.SZ,诺瓦星云,29.65,29.06,5.02,15.47,13.81,10.95,,0.0,55.35,19.43,9.48,10.6,0.54,30.04,2.74,3.76,4.29
301591.SZ,肯特股份,41.18,44.9,3.77,8.76,7.72,8.93,,0.0,38.98,18.22,-0.25,9.92,,7.66,4.53,10.25,10.67
301592.SZ,六九一二,698.18,106.25,26.33,3.17,2.87,2.54,,0.0,47.14,5.2,1009.66,82.61,,49.78,1.29,67.05,486.53
301596.SZ,瑞迪智驱,65.61,,7.99,11.41,12.24,9.37,,0.0,32.64,16.89,7.04,3.27,,25.59,,,10.72
301600.SZ,慧翰股份,31.74,,4.54,14.96,23.99,12.07,,0.0,29.59,18.35,45.05,32.93,,25.52,,,2.65
301607.SZ,富特科技,42.16,64.12,4.72,8.97,12.46,4.65,,0.0,26.41,6.98,-22.27,-15.25,,50.13,-4.2,14.3,6.77
301611.SZ,珂玛科技,104.02,,21.12,19.83,24.81,14.4,,0.0,59.42,36.65,,74.65,0.08,31.73,,,8.39
301613.SZ,新铝时代,33.12,,7.85,19.36,19.37,8.52,,0.0,24.84,11.7,,-0.51,0.01,64.72,,,3.42
301618.SZ,长联科技,96.28,94.76,7.81,7.06,9.16,6.83,,0.0,33.27,13.55,-7.09,7.64,,20.78,12.41,26.83,21.02
301626.SZ,苏州天脉,72.49,75.97,14.95,16.06,16.77,14.68,,0.0,40.53,20.32,26.3,1.73,,17.49,43.86,9.46,8.64
301628.SZ,强达电路,69.71,77.83,12.51,13.22,14.46,10.51,,0.0,31.27,13.62,16.11,10.3,,30.63,7.56,11.78,9.64
301633.SZ,港迪技术,95.63,67.78,16.86,13.85,14.15,8.51,,0.0,45.49,15.56,112.64,8.3,,46.7,8.17,9.79,13.52
430017.BJ,星昊医药,20.4,22.99,1.4,4.41,5.22,4.54,2.84,0.0,69.38,16.55,41.45,-9.91,,19.15,-2.32,10.43,7.82
430047.BJ,诺思兰德,-95.32,-93.56,12.87,-16.56,-10.35,-7.67,,0.0,55.71,-55.62,18.89,13.87,,18.97,扣非亏损,扣非亏损,亏损
430090.BJ,同辉信息,-47.0,-14.59,12.24,-17.83,-17.79,-10.74,,0.0,3.5,-15.9,13.2,26.33,,36.41,扣非亏损,扣非亏损,亏损
430139.BJ,华岭股份,-515.04,-443.68,9.48,-2.7,-1.37,-1.63,0.38,0.0,25.4,-7.97,-163.92,-17.68,,14.54,扣非亏损,扣非亏损,亏损
430198.BJ,微创光电,-34.99,-12.3,6.8,-13.64,-13.58,-8.62,,0.0,37.17,-97.12,-35.78,28.01,,36.52,扣非亏损,扣非亏损,亏损
430300.BJ,辰光医疗,-54.83,-42.2,4.25,-7.42,-5.65,-3.35,,0.0,41.27,-18.44,-75.03,-13.44,,45.12,扣非亏损,扣非亏损,亏损
430418.BJ,苏轴股份,22.47,24.01,4.49,15.59,15.69,14.75,1.71,0.0,38.54,21.51,35.88,17.45,,12.9,1.38,3.08,2.86
430425.BJ,乐创技术,59.61,64.98,4.64,5.21,5.7,5.17,1.36,0.0,62.03,23.79,-23.89,-2.58,,4.65,-25.21,24.94,20.92
430476.BJ,海能技术,-159.34,95.04,2.09,-3.03,-0.96,-1.55,1.33,0.0,63.39,-6.37,-226.23,-10.5,17.98,13.36,-9.05,扣非亏损,亏损
430478.BJ,峆一药业,25.05,30.35,2.65,7.41,8.0,7.58,1.54,0.0,38.39,18.21,28.87,18.2,,9.16,1.67,8.19,6.26
430489.BJ,佳先股份,163.58,486.18,8.5,3.38,3.83,2.29,2.56,0.0,12.55,4.14,-29.44,17.8,8.03,51.15,27.32,287.86,85.42
430510.BJ,丰光精密,145.14,107.31,10.61,5.08,5.17,4.69,0.43,0.0,36.79,12.0,143.69,29.44,,30.26,3.65,42.27,56.15
430556.BJ,雅达股份,56.51,56.57,2.72,2.98,3.49,3.06,4.62,0.0,33.56,8.09,-41.19,-4.77,,14.8,-11.87,37.92,32.39
430564.BJ,天润科技,-94.6,-308.75,6.25,-5.71,-4.81,-4.29,0.33,0.0,28.64,-23.15,5.83,-17.94,,20.08,扣非亏损,扣非亏损,亏损
430685.BJ,新芝生物,41.24,36.07,2.29,2.98,4.08,4.18,2.88,0.0,62.4,22.17,-36.5,-17.2,1.24,9.16,-2.1,24.24,20.22
430718.BJ,合肥高科,24.39,26.2,2.91,8.93,9.27,6.64,1.55,0.0,11.95,5.96,17.96,6.87,,34.08,3.81,5.87,5.26
600000.SH,浦发银行,6.29,6.92,0.46,4.69,5.25,,4.85,0.0,,27.49,34.77,-2.24,0.73,92.24,-3.09,2.95,2.4
600004.SH,白云机场,26.76,30.3,1.32,3.66,3.74,3.79,0.76,0.0,27.06,13.16,162.54,15.04,,32.11,2.01,16.57,14.31
600006.SH,东风股份,-90.15,-29.62,1.69,-3.64,-1.39,-0.85,0.52,0.0,3.03,-1.43,-182.39,-12.97,,49.99,扣非亏损,扣非亏损,亏损
600007.SH,中国国贸,16.95,18.24,2.45,10.53,10.74,10.99,4.13,0.0,60.51,34.54,1.2,0.02,,22.35,1125.78,3.46,3.16
600008.SH,首创环保,5.93,15.47,1.2,4.52,10.9,4.85,3.72,0.0,35.4,26.64,8.99,-1.88,0.91,63.72,-8.24,6.85,1.09
600010.SH,包钢股份,-145.07,-166.06,1.94,-1.1,-1.0,0.58,,0.0,7.88,-1.39,-222.56,-6.94,,60.3,扣非亏损,扣非亏损,亏损
600011.SH,华能国际,8.28,18.37,1.98,7.44,14.93,4.05,2.6,0.0,16.03,7.24,6.87,-3.62,5.88,64.34,-5.07,4.94,1.11
600012.SH,皖通高速,14.12,14.52,1.78,9.53,9.44,7.58,5.45,0.0,35.6,24.6,-11.13,16.1,,36.87,0.9,3.05,2.99
600015.SH,华夏银行,4.61,4.23,0.39,5.52,5.79,,6.83,12.77,,26.57,3.56,0.04,,91.82,115.54,0.77,0.8
600017.SH,日照港,11.73,20.76,0.72,4.62,4.68,3.34,2.36,0.0,25.36,11.69,-2.92,2.79,0.98,59.56,7.43,9.0,5.01
600018.SH,上港集团,8.94,11.49,1.08,8.31,9.32,7.29,3.51,13.83,37.6,43.82,-2.9,5.81,0.23,31.07,1.98,1.38,0.96
600020.SH,中原高速,8.58,13.34,0.83,5.34,6.5,3.5,4.05,0.0,39.67,17.49,-9.47,22.13,,70.46,0.6,5.0,2.64
600021.SH,上海电力,8.88,12.16,1.46,8.2,11.62,4.43,2.36,0.0,25.25,13.47,60.85,3.41,0.01,70.03,3.57,2.97,1.53
600022.SH,山东钢铁,-9.24,-11.33,0.91,-7.24,-7.11,-2.03,,0.0,1.64,-2.45,-182.64,-5.92,,56.64,扣非亏损,扣非亏损,亏损
600023.SH,浙能电力,8.83,11.45,1.09,9.16,9.58,6.53,5.42,0.0,12.47,12.02,12.86,-4.62,1.45,43.92,-2.48,2.5,1.84
600025.SH,华能水电,18.29,23.2,3.04,10.22,9.86,5.53,2.09,0.0,59.83,40.03,7.07,7.05,,61.94,3.29,4.54,3.71
600026.SH,中远海能,13.69,14.99,1.73,9.52,9.48,7.24,2.86,40.27,29.79,21.29,0.77,3.68,0.19,48.37,4.07,1.57,1.44
600029.SH,南方航空,43.57,-16.67,2.95,-1.53,5.29,2.96,,0.0,10.34,2.74,-283.44,12.7,,82.42,扣非亏损,扣非亏损,16.47
600030.SH,中信证券,23.08,25.92,1.98,6.03,6.3,,2.33,33.65,,37.82,3.42,0.73,2.89,83.14,35.46,4.3,3.66
600031.SH,三一重工,24.16,32.75,2.21,6.66,6.99,3.94,1.6,0.0,28.27,8.6,9.42,3.92,0.07,51.87,8.36,9.83,6.91
600033.SH,福建高速,9.34,10.72,0.84,6.91,6.95,7.86,3.87,0.0,60.51,43.65,0.0,-0.57,,18.01,-18.92,3.11,2.69
600035.SH,楚天高速,7.74,8.72,0.8,7.55,7.87,5.64,4.97,0.0,43.32,25.63,-21.0,18.49,,49.72,0.47,2.31,1.97
600036.SH,招商银行,6.48,6.73,0.98,10.14,11.54,,7.09,0.0,,45.13,-0.48,-2.91,0.86,90.05,-2.31,1.33,1.12
600037.SH,歌华有线,-653.17,-180.07,0.82,-0.18,-0.09,-0.77,0.35,0.0,9.47,-0.77,-144.43,-3.63,0.01,18.14,扣非亏损,扣非亏损,亏损
600038.SH,中直股份,75.39,77.3,2.23,2.48,2.79,1.1,0.52,0.0,8.6,2.02,23.7,-3.12,,69.08,-24.77,62.43,54.04
600048.SH,保利发展,12.85,20.33,0.68,3.75,3.9,1.39,4.14,0.0,15.92,6.7,-41.03,-5.08,0.02,74.89,-4.0,10.85,6.59
600051.SH,宁波联合,28.17,21.39,0.62,1.53,1.65,1.02,1.66,0.0,14.01,0.75,-5.16,-22.79,,30.85,-0.94,27.94,34.15
600052.SH,东望时代,33.36,67.75,1.38,0.31,3.11,2.12,1.0,0.0,29.33,38.82,-86.53,1.99,8.38,9.63,34.0,435.96,21.45
600053.SH,九鼎投资,796.17,-2381.58,2.57,0.05,0.24,0.59,,0.0,69.0,3.52,-90.83,-5.68,0.01,10.94,扣非亏损,扣非转亏,6577.21
600054.SH,黄山旅游,23.31,34.56,1.91,5.97,6.25,7.91,1.92,0.0,53.41,22.15,-33.12,-1.58,1.14,15.22,-21.85,11.57,7.46
600055.SH,万东医疗,72.53,78.82,5.72,2.35,2.45,1.75,0.76,0.0,38.33,10.67,5.87,18.07,,9.08,4.36,67.03,59.21
600057.SH,厦门象屿,11.44,22.89,1.04,1.29,4.21,2.51,4.47,0.0,2.02,0.49,42.6,-19.24,0.04,71.63,-1.19,35.49,5.43
600058.SH,五矿发展,46.59,-33.4,1.7,-2.55,1.03,1.68,,0.0,2.79,0.29,-273.59,-14.38,,72.3,扣非亏损,扣非亏损,90.46
600059.SH,古越龙山,47.11,43.49,1.45,2.26,2.31,2.26,1.51,0.0,36.75,10.49,2.35,11.3,0.37,9.2,3.85,38.46,40.79
600060.SH,海信视像,16.28,20.89,1.52,5.24,6.96,4.18,3.85,0.0,15.31,3.84,-27.31,3.63,3.66,42.12,5.75,7.97,4.68
600061.SH,国投资本,19.31,27.07,1.05,3.84,4.02,1.21,1.64,0.0,0.16,190.41,-13.57,-20.09,7.64,79.08,-1.35,14.1,9.61
600063.SH,皖维高新,32.88,76.69,1.05,2.2,2.41,1.59,1.16,0.0,13.15,3.13,-43.62,-11.21,0.07,45.94,-6.84,69.75,27.28
600064.SH,南京高科,5.85,8.4,0.75,9.56,10.05,5.37,4.64,0.0,21.27,122.38,3.68,-64.2,0.04,48.25,-0.13,1.76,1.16
600066.SH,宇通客车,15.88,19.06,3.97,15.4,17.83,8.68,11.32,0.0,21.33,10.21,164.12,27.04,0.0,56.75,0.7,2.48,1.78
600067.SH,冠城大通,-44.77,-10.87,0.67,-1.41,-1.11,1.02,,0.0,11.73,-0.51,26.19,8.07,0.02,60.65,扣非亏损,扣非亏损,亏损
600070.SH,*ST富润,-4.49,-2.06,1.86,-27.68,-26.82,-15.95,,0.0,10.28,-154.48,27.4,41.81,,47.56,扣非亏损,扣非亏损,亏损
600071.SH,凤凰光学,-273.89,-71.29,17.46,-11.78,-4.67,-0.23,,0.0,14.88,-1.87,14.78,-7.55,0.85,70.96,扣非亏损,扣非亏损,亏损
600072.SH,中船科技,-232.42,-28.4,2.04,-4.43,-0.65,0.49,0.18,0.0,17.26,0.09,-564.25,-37.01,,76.7,扣非亏损,扣非亏损,亏损
600073.SH,光明肉业,13.43,33.11,1.32,5.78,7.54,3.29,1.07,0.0,10.69,2.1,22.13,-0.38,1.5,47.14,-86.61,11.46,3.56
600075.SH,新疆天业,586.32,-59.21,0.88,-0.25,0.11,1.15,,0.0,13.08,0.13,95.96,-9.6,,54.8,扣非亏损,扣非亏损,10660.32
600076.SH,康欣新材,-18.88,-10.71,0.75,-2.98,-2.93,-0.94,,0.0,-2.93,-25.48,4.53,395.78,3.05,37.42,扣非亏损,扣非亏损,亏损
600078.SH,澄星股份,-50.29,-48.48,2.61,-5.56,-3.73,0.71,0.37,0.0,7.2,-0.8,3.59,0.18,0.04,57.87,扣非亏损,扣非亏损,亏损
600080.SH,金花股份,62.14,7135.81,1.68,1.1,1.95,1.56,,0.0,77.98,7.34,-13.23,4.0,,18.29,1782.39,12975.37,63.73
600081.SH,东风科技,74.02,77.39,1.33,0.33,1.33,1.68,0.65,0.0,11.94,3.08,-69.71,-4.74,0.03,43.94,-16.32,464.78,111.28
600082.SH,海泰发展,-29.72,-1684.74,1.12,-2.78,-2.78,-0.13,0.17,0.0,35.09,-147.53,-34.48,-91.28,,41.15,扣非亏损,扣非亏损,亏损
600083.SH,*ST博信,-15.67,-2.81,-14.9,,,-1.46,,0.0,-0.35,-52.18,-104.87,-71.89,,89.99,扣非亏损,,
600084.SH,中信尼雅,13227.39,-228.01,5.62,-0.43,0.03,0.04,,0.0,58.43,0.44,-174.9,-36.92,,10.95,扣非亏损,扣非亏损,829303.51
600088.SH,中视传媒,48.45,574.32,5.21,0.24,8.52,6.33,0.17,0.0,16.9,26.22,-82.29,-6.38,,21.68,-89.95,4772.12,11.37
600089.SH,特变电工,12.74,13.71,1.13,6.08,6.8,3.18,1.45,0.0,18.94,6.22,-55.96,-1.79,0.14,56.8,-7.68,4.51,3.75
600094.SH,大名城,31.99,-51.9,0.78,1.81,1.84,1.89,,0.0,15.64,6.11,-65.06,-62.74,,40.05,扣非亏损,扣非转亏,34.77
600095.SH,湘财股份,120.62,235.95,1.98,1.12,1.22,0.81,0.47,0.0,1.22,34.68,7.59,-16.52,9.88,70.76,-14.29,421.04,197.1
600096.SH,云天化,7.28,8.14,2.0,21.61,21.9,12.38,6.41,0.0,16.99,10.92,21.42,-12.34,0.36,52.51,-0.66,0.75,0.66
600097.SH,开创国际,105.8,17.4,1.05,0.55,0.74,1.33,1.78,0.0,27.37,1.35,152.4,42.56,4.67,30.71,0.41,63.55,285.94
600098.SH,广州发展,10.84,13.97,0.86,5.98,6.09,3.59,4.66,0.0,10.33,4.78,5.08,9.63,5.13,62.39,1.45,4.67,3.56
600099.SH,林海股份,132.49,208.28,4.18,1.99,2.38,0.33,0.22,0.0,13.24,1.61,7.85,44.36,,50.13,4.7,209.38,111.34
600100.SH,同方股份,282.03,-37.45,1.86,-3.89,0.51,1.21,,0.0,27.68,0.23,33.1,-48.36,0.45,60.39,扣非亏损,扣非亏损,1106.01
600101.SH,明星电力,18.32,29.22,1.82,7.46,7.65,6.29,1.19,0.0,14.73,10.48,19.53,6.09,0.15,28.63,4.8,7.84,4.79
600103.SH,青山纸业,46.76,73.39,1.38,1.46,2.22,2.06,0.7,0.0,18.89,4.84,0.47,5.21,0.2,28.97,14.07,100.81,42.13
600104.SH,上汽集团,16.88,95.79,0.53,0.36,2.37,1.3,2.74,0.0,8.91,2.01,-88.92,-17.74,0.35,63.33,-5.4,528.48,14.24
600105.SH,永鼎股份,96.64,-1279.62,2.64,1.59,1.98,2.33,0.65,0.0,17.96,3.49,-21.85,0.92,4.61,61.85,扣非亏损,扣非转亏,97.61
600106.SH,重庆路桥,53.98,59.69,1.86,2.88,2.6,2.29,0.72,0.0,91.79,148.92,-14.71,-2.52,,28.68,-23.72,41.52,41.52
600107.SH,美尔雅,-33.75,-17.96,4.27,-10.46,-9.06,-4.93,,0.0,31.82,-19.03,-77.44,-20.06,,36.23,扣非亏损,扣非亏损,亏损
600108.SH,亚盛集团,119.87,154.02,1.37,0.4,0.87,1.59,0.2,0.0,18.26,1.69,-41.74,-0.51,,54.11,-300.06,768.17,275.56
600109.SH,国金证券,30.6,27.71,1.11,2.59,2.72,,1.54,0.0,,21.03,-28.35,-14.66,0.04,69.84,-1.89,21.41,22.5
600110.SH,诺德股份,-29.56,-26.69,1.48,-4.45,-3.65,-0.23,1.77,0.0,6.73,-6.14,-238.33,7.14,0.13,52.97,扣非亏损,扣非亏损,亏损
