股票代码,股票简称,PE,扣非PE,PB,扣非ROE,ROE,ROA,股息率,分红比例,毛利率,净利率,扣非净利润增速,营收增速,商誉占净资产比例,资产负债率,扣非PEG,扣非市赚率,市赚率
300964.SZ,本川智能,121.01,993.61,3.43,1.25,2.1,1.53,0.76,48.85,18.84,4.94,449.44,11.06,0.22,23.44,89.87,795.2,57.62
301335.SZ,天元宠物,36.33,44.22,1.4,2.17,2.82,2.86,1.64,39.0,16.77,2.55,-14.49,33.1,,33.62,1.34,20.34,12.88
301421.SZ,波长光电,180.16,193.32,6.25,2.27,2.54,2.11,0.48,28.13,35.11,11.08,-34.16,5.91,,12.1,32.73,84.99,70.93
601198.SH,东兴证券,32.96,32.21,1.5,3.64,3.44,,1.24,30.29,,11.77,51.16,168.23,0.07,72.11,0.19,8.85,9.58
601218.SH,吉鑫科技,69.19,58.01,1.18,0.8,1.28,1.57,2.5,28.93,15.01,4.0,-73.68,-7.54,0.0,22.04,-7.69,72.4,54.06
601598.SH,中国外运,10.36,11.98,1.01,6.79,7.28,4.95,5.53,54.17,4.88,3.54,-7.13,17.93,5.01,49.84,0.67,1.76,1.42
603077.SH,和邦生物,65.54,42.02,1.03,1.12,1.16,1.15,,83.48,10.7,2.87,-78.26,5.89,9.49,25.39,7.13,37.4,56.5
603881.SH,数据港,72.85,93.95,3.19,2.93,3.32,3.11,0.41,20.36,26.65,8.87,10.5,6.03,4.62,55.61,15.57,32.02,21.94
603939.SH,益丰药房,21.15,21.06,3.12,10.89,10.79,6.63,1.25,38.0,40.39,6.96,13.01,8.38,43.98,59.94,2.51,1.93,1.96
688398.SH,赛特新材,29.64,29.84,2.51,5.22,5.62,4.67,1.27,15.41,31.31,9.75,-25.9,12.94,,42.38,2.31,5.71,5.27
688516.SH,奥特维,10.61,11.05,3.83,28.36,28.53,9.83,2.2,35.16,33.14,17.95,39.36,63.27,1.37,68.35,0.17,0.39,0.37
000155.SZ,川能动力,25.94,26.18,2.14,7.0,7.35,3.72,,46.63,53.94,28.36,12.9,-7.02,0.02,50.23,-3.73,3.74,3.53
000751.SZ,锌业股份,904.07,161.83,1.43,-0.25,0.12,1.75,,154.0,3.01,0.04,-127.22,-14.47,,61.17,-11.18,转盈,7533.93
000925.SZ,众合科技,-41.86,-355.18,1.48,-2.97,-3.05,-0.51,,-11.33,30.08,-6.8,-113.63,-18.57,1.0,56.06,扣非亏损,扣非亏损,亏损
002277.SZ,友阿股份,33.0,368.26,0.74,1.31,1.7,2.27,0.27,7.09,60.86,10.16,15.36,-5.34,,52.67,-69.03,280.47,19.41
300384.SZ,三联虹普,15.46,15.83,2.04,10.13,9.98,8.04,3.01,52.27,43.02,28.31,26.61,1.6,9.22,27.21,9.92,1.56,1.55
601619.SH,嘉泽新能,11.27,11.81,1.22,8.21,8.08,5.01,3.12,5.91,61.89,30.57,-16.5,-0.73,,69.16,-16.24,1.44,1.39
603678.SH,火炬电子,44.24,54.93,2.45,3.89,4.12,3.44,0.57,19.41,32.44,9.94,-23.93,-20.73,2.3,24.53,-2.65,14.11,10.74
605111.SH,新洁能,36.27,37.55,4.17,8.69,8.86,8.0,0.58,10.09,36.58,24.32,61.1,22.77,0.74,10.06,1.65,4.32,4.09
688190.SH,云路股份,30.26,31.11,4.34,10.67,11.15,9.94,1.19,21.56,30.78,18.94,16.35,6.54,,20.16,4.75,2.92,2.71
688686.SH,奥普特,46.18,79.86,2.77,4.18,4.53,3.98,0.47,14.02,64.23,17.99,-33.37,-13.32,,7.99,-5.99,19.12,10.19
000501.SZ,武商集团,41.21,97.99,0.62,0.75,1.12,1.34,0.59,49.34,47.31,2.42,-13.65,-5.86,,64.43,-16.71,130.29,36.8
002034.SZ,旺能环境,9.62,10.64,0.98,7.91,7.72,5.18,3.28,23.69,39.01,20.51,3.09,1.19,,53.68,8.96,1.35,1.25
002039.SZ,黔源电力,18.56,25.3,1.66,6.88,6.8,4.59,1.38,32.1,55.78,30.4,-2.65,-5.58,,56.09,-4.54,3.68,2.73
002293.SZ,罗莱生活,17.2,16.32,1.51,5.87,5.99,4.37,4.31,104.81,45.88,8.17,-37.97,-14.74,3.28,36.38,-1.11,2.78,2.87
002345.SZ,潮宏基,10.76,14.72,1.21,8.42,8.55,6.92,3.67,38.72,24.16,6.5,0.77,8.01,17.58,34.75,1.84,1.75,1.26
002543.SZ,万和电气,12.03,11.58,1.55,11.16,9.52,5.62,4.48,41.47,32.78,8.67,4.71,18.61,,43.97,0.62,1.04,1.26
002831.SZ,裕同科技,16.38,15.32,2.16,10.13,9.89,5.96,3.44,60.7,25.19,9.32,9.0,13.44,4.99,48.5,1.14,1.51,1.66
300192.SZ,科德教育,36.18,35.15,6.01,12.09,12.11,10.67,2.74,78.61,34.92,17.99,5.13,3.15,12.39,30.66,11.17,2.91,2.99
300660.SZ,江苏雷利,31.0,38.2,2.94,7.07,7.15,4.39,1.85,37.19,28.76,10.61,-11.19,10.2,4.85,38.0,3.74,5.4,4.34
300695.SZ,兆丰股份,24.46,19.29,1.17,3.3,3.58,2.58,,74.51,29.08,18.46,-24.31,-14.69,,13.89,-1.31,5.84,6.83
301087.SZ,可孚医疗,24.63,36.66,1.74,4.54,5.02,4.38,3.17,65.97,51.38,11.2,12.59,5.87,7.66,26.65,6.25,8.08,4.91
301327.SZ,华宝新能,52.27,-279.32,1.81,1.61,2.62,2.13,,48.16,45.17,7.48,177.54,35.02,0.01,14.75,扣非亏损,扣非转亏,19.95
600079.SH,人福医药,16.86,19.42,2.0,8.71,9.02,7.93,1.85,22.04,46.76,11.01,1.21,5.7,4.51,43.72,3.41,2.23,1.87
600219.SH,南山铝业,11.1,12.75,1.04,6.95,7.29,6.35,4.08,21.28,25.34,17.4,64.23,11.7,,18.92,1.09,1.83,1.52
600390.SH,五矿资本,23.16,24.74,0.88,2.33,2.08,1.33,4.51,19.04,0.11,106.13,-34.07,-8.5,3.27,62.0,-2.91,10.61,11.14
600480.SH,凌云股份,14.38,16.47,1.3,6.02,6.92,4.94,2.74,23.56,17.44,5.23,3.31,-0.42,0.1,50.19,-38.92,2.74,2.08
600529.SH,山东药玻,17.9,20.46,2.21,8.99,9.37,8.78,1.56,41.9,32.1,18.84,16.72,4.12,,21.96,4.97,2.28,1.91
600621.SH,华鑫股份,43.67,65.99,2.18,3.8,3.82,0.74,0.8,18.3,5.43,3141.92,46.28,-1.68,0.72,82.53,-39.32,17.35,11.43
601133.SH,柏诚股份,28.36,27.83,2.13,5.49,5.62,3.87,1.59,31.79,10.1,4.13,4.08,51.52,,46.63,0.54,5.07,5.05
601236.SH,红塔证券,50.03,58.08,1.83,2.79,2.79,,0.79,49.35,,39.24,218.58,85.52,,53.93,0.68,20.78,17.93
601369.SH,陕鼓动力,17.37,17.48,1.82,7.23,7.6,2.93,4.89,67.75,22.86,10.36,-7.25,0.28,0.63,64.78,63.51,2.42,2.29
601886.SH,江河集团,11.18,10.25,0.91,4.54,5.86,2.56,3.0,52.7,15.26,3.44,-16.63,9.26,4.66,70.55,1.11,2.26,1.91
601901.SH,方正证券,30.19,40.88,1.68,4.18,4.24,,0.29,29.25,,35.29,3.87,-4.15,9.07,79.85,-9.85,9.78,7.12
603588.SH,高能环境,11.29,25.33,0.88,4.92,5.86,3.74,1.53,120.91,13.95,5.66,-19.0,52.88,6.15,62.55,0.48,5.15,1.93
603915.SH,国茂股份,25.97,24.87,2.01,4.92,5.81,4.64,1.21,54.06,22.89,10.95,-27.38,-4.17,3.12,30.4,-5.96,5.05,4.47
605100.SH,华丰股份,31.63,23.92,1.22,2.66,2.8,2.05,2.51,73.01,14.11,7.2,-16.9,-27.69,,24.67,-0.86,9.01,11.3
688013.SH,天臣医疗,28.83,32.86,2.87,6.74,7.38,6.64,,137.37,58.2,21.16,47.77,11.22,,14.88,2.93,4.88,3.91
688029.SH,南微医学,23.38,26.46,3.77,12.14,12.21,11.37,1.03,30.13,67.64,23.06,18.11,15.3,4.59,16.74,1.73,2.18,1.91
688200.SH,华峰测控,60.63,60.78,5.01,6.6,6.27,5.49,0.46,27.66,76.57,34.3,15.72,19.75,,6.54,3.08,9.21,9.67
688248.SH,南网科技,55.23,52.5,6.91,9.51,9.63,6.85,0.7,41.32,31.13,13.45,87.34,29.05,0.77,29.14,1.81,5.52,5.74
688556.SH,高测股份,27.72,16.73,1.99,3.96,4.95,2.81,3.72,76.19,22.98,5.98,-86.11,-18.5,,49.22,-0.9,4.23,5.6
688563.SH,航材股份,46.37,60.65,2.64,3.78,4.3,4.02,0.78,26.04,30.57,19.85,-24.13,0.06,,11.82,1005.77,16.06,10.78
871753.BJ,天纺标,119.62,102.07,8.58,5.03,5.07,5.23,1.67,79.88,49.75,13.64,7.97,11.63,,13.24,8.78,20.31,23.59
000001.SZ,平安银行,4.29,4.88,0.54,8.26,9.1,,7.66,18.45,,35.61,0.45,-12.58,1.54,91.46,-0.39,0.59,0.47
001326.SZ,联域股份,20.99,26.17,2.17,7.0,7.55,4.96,1.45,65.19,22.6,8.22,-35.35,9.68,,37.04,2.7,3.74,2.78
002223.SZ,鱼跃医疗,18.1,25.69,2.95,10.49,12.54,10.32,2.31,35.78,50.13,25.44,-23.74,-9.53,8.74,18.26,-2.7,2.45,1.44
002756.SZ,永兴材料,17.59,20.0,1.81,6.06,7.59,6.89,5.75,34.33,18.36,15.92,-73.15,-35.79,0.58,8.51,-0.56,3.3,2.32
002823.SZ,凯中精密,35.09,38.14,2.74,6.39,7.04,5.04,0.63,32.34,17.08,4.98,123.84,4.15,1.15,45.65,9.19,5.97,4.98
300442.SZ,润泽科技,28.97,28.04,6.22,16.68,16.59,6.62,2.04,71.12,30.73,23.74,33.65,139.11,3.95,66.02,0.2,1.68,1.75
300517.SZ,海波重科,84.41,495.07,1.92,0.47,1.65,1.65,,27.62,17.25,5.74,-4.97,-4.07,,30.24,-121.58,1053.57,51.16
301257.SZ,普蕊斯,25.56,27.2,2.16,5.63,6.47,5.91,0.37,21.71,24.52,12.17,-27.42,9.17,,17.37,2.97,4.83,3.95
301538.SZ,骏鼎达,30.93,,3.94,11.99,11.37,12.1,,13.94,43.55,19.59,,34.6,,14.38,,,2.72
600085.SH,同仁堂,32.53,36.61,4.51,10.14,10.05,7.86,0.93,67.17,43.7,14.35,-4.17,0.72,0.22,34.35,51.09,3.61,3.24
600535.SH,天士力,20.94,21.19,1.85,7.83,6.7,5.87,1.94,58.65,66.8,12.81,-6.78,-1.66,0.12,22.67,-12.8,2.7,3.13
600750.SH,江中药业,16.25,18.07,3.7,16.31,16.03,12.21,6.23,64.36,67.67,23.01,9.52,-8.19,0.99,30.93,-2.21,1.11,1.01
601919.SH,中远海控,4.66,5.95,1.06,18.18,17.82,10.39,7.72,49.2,30.76,24.81,73.13,29.8,2.32,44.53,0.2,0.33,0.26
603155.SH,新亚强,31.27,66.75,1.76,3.42,4.31,3.69,,115.99,21.14,17.77,-24.64,3.85,,9.76,17.33,19.5,7.26
603391.SH,力聚热能,21.06,15.23,2.03,4.74,10.54,5.78,,145.77,38.93,23.93,65.26,17.38,,38.55,0.88,3.22,2.0
603883.SH,老百姓,17.82,18.59,2.15,8.89,9.14,5.1,1.67,50.01,33.87,4.58,-5.94,1.19,77.74,64.41,15.64,2.09,1.95
688271.SH,联影医疗,120.3,82.79,5.6,2.44,3.52,2.53,0.18,10.34,49.41,9.47,-44.0,-6.43,0.11,26.1,-12.87,33.98,34.18
688366.SH,昊海生科,36.13,41.03,2.9,5.68,5.93,4.91,0.92,39.69,70.42,15.23,5.53,4.69,7.02,16.73,8.74,7.23,6.09
688623.SH,双元科技,37.39,45.3,1.64,2.69,3.19,1.85,2.23,30.05,42.07,24.34,-43.94,-19.14,,20.73,-2.37,16.86,11.72
301213.SZ,观想科技,469.35,-573.83,4.32,0.32,0.69,-0.03,,264.99,50.45,7.4,23.12,49.23,,12.79,扣非亏损,扣非转亏,680.21
603170.SH,宝立食品,24.16,28.42,4.25,11.88,12.64,12.43,2.22,55.3,31.8,10.15,-12.44,9.72,2.06,30.34,2.92,2.39,1.91
603619.SH,中曼石油,11.25,12.43,2.6,19.51,22.57,10.67,3.35,45.98,47.73,22.5,-5.96,6.87,,61.99,1.81,0.64,0.5
603682.SH,锦和商管,43.09,-144.44,2.05,-0.24,3.34,3.08,3.83,447.68,27.41,3.2,-104.87,0.94,10.51,80.29,扣非亏损,扣非亏损,12.9
605499.SH,东鹏饮料,31.4,37.4,16.14,39.91,37.45,18.6,1.37,64.72,45.05,21.56,77.3,45.34,,64.73,0.82,0.94,0.84
688257.SH,新锐股份,16.98,21.39,1.41,5.31,6.27,5.27,1.6,10.94,31.72,11.5,4.53,16.84,6.89,38.85,1.27,4.03,2.71
002538.SZ,司尔特,15.13,22.3,0.93,4.26,4.67,4.55,1.99,62.46,20.1,7.98,121.92,0.94,5.84,15.99,23.62,5.23,3.24
300417.SZ,南华仪器,74.48,-111.55,3.97,-2.92,3.98,3.5,,50.86,39.6,27.54,-95.1,-20.95,,5.39,扣非亏损,扣非亏损,18.71
300870.SZ,欧陆通,29.98,41.8,3.21,7.25,8.14,4.0,0.77,35.4,21.28,5.89,133.94,28.95,,59.99,1.44,5.76,3.68
603214.SH,爱婴室,39.58,37.26,2.3,2.08,4.26,3.59,2.14,35.59,26.07,2.13,10.2,1.95,11.9,55.55,19.16,17.91,9.29
605377.SH,华旺科技,10.76,11.2,1.5,9.46,9.94,6.52,5.76,64.48,17.22,14.32,-1.27,-4.45,,36.15,-2.52,1.18,1.08
688273.SH,麦澜德,20.53,29.9,2.01,6.66,7.07,6.94,1.8,53.91,72.35,30.41,22.81,13.81,3.8,11.05,2.16,4.49,2.9
688789.SH,宏华数科,31.59,34.46,4.31,10.15,10.44,9.4,0.5,17.93,46.45,25.39,29.01,43.36,6.74,22.3,0.79,3.4,3.03
873833.BJ,美心翼申,43.99,65.2,1.88,2.72,3.07,2.37,1.99,80.28,18.57,5.8,-38.56,-5.37,,16.93,-12.13,23.95,14.33
000655.SZ,金岭矿业,19.84,20.41,1.19,4.27,4.52,3.85,1.67,14.9,17.41,14.0,-19.7,2.35,,11.72,8.7,4.78,4.39
000807.SZ,云铝股份,11.03,10.93,2.01,13.71,14.22,12.96,1.88,31.67,14.65,11.28,48.81,31.67,,24.99,0.35,0.8,0.78
000878.SZ,云南铜业,13.87,18.36,1.9,10.2,10.61,6.61,2.75,5.67,3.42,1.65,-0.34,16.73,,64.78,1.1,1.8,1.31
000920.SZ,沃顿科技,21.24,25.45,2.33,8.14,8.01,6.14,1.24,24.27,38.03,13.46,8.59,-1.25,,27.49,-20.39,3.13,2.65
002252.SZ,上海莱士,20.89,29.25,1.64,5.72,6.03,6.44,0.38,19.79,40.64,29.12,-3.64,6.39,16.27,6.56,4.58,5.11,3.46
002270.SZ,华明装备,25.55,30.67,5.44,14.67,14.63,13.22,5.81,76.94,49.89,29.37,10.79,16.78,3.2,29.46,1.83,2.09,1.75
002825.SZ,纳尔股份,18.94,21.09,1.81,6.96,7.25,3.89,1.41,10.57,17.34,7.64,46.31,32.67,,42.66,0.65,3.03,2.61
003009.SZ,中天火箭,305.11,95.97,4.45,0.96,1.06,0.56,0.13,15.17,18.82,2.67,-51.17,-4.48,,47.06,-21.44,100.44,287.84
300258.SZ,精锻科技,29.7,34.55,1.27,2.5,3.07,2.67,1.16,30.89,25.06,7.9,-43.87,-2.54,,43.71,-13.58,13.8,9.67
300346.SZ,南大光电,69.13,154.92,10.02,8.26,11.3,7.26,0.31,15.2,42.64,20.5,19.92,37.74,2.78,53.21,4.1,18.76,6.12
300441.SZ,鲍斯股份,6.32,16.82,2.5,11.74,32.36,28.31,1.02,51.29,34.79,41.78,50.6,6.74,1.97,25.92,2.5,1.43,0.2
300525.SZ,博思软件,296.51,43.91,6.17,0.94,1.42,-0.15,1.21,-78.38,63.79,-0.95,148.58,12.93,12.37,31.62,3.4,93.17,417.63
300720.SZ,海川智能,71.73,87.74,6.09,5.81,6.19,5.57,1.29,78.76,51.27,20.88,22.96,13.8,,9.49,6.36,15.1,11.59
300748.SZ,金力永磁,112.84,204.83,4.39,1.3,2.82,1.7,1.29,89.39,10.03,4.0,-79.63,-0.72,,38.95,-284.89,157.93,40.01
300770.SZ,新媒股份,17.09,15.6,2.65,11.62,11.21,9.6,4.81,65.95,49.31,36.41,-12.32,5.94,,28.2,2.63,1.34,1.52
300836.SZ,佰奥智能,131.65,-10779.5,6.14,3.54,3.43,2.29,,70.57,23.92,5.24,278.81,5.43,,40.43,扣非亏损,扣非转亏,38.38
300888.SZ,稳健医疗,26.23,73.55,1.7,4.12,4.78,3.65,1.34,60.64,48.14,9.66,-24.01,0.99,12.54,32.29,74.17,17.84,5.49
301110.SZ,青木科技,40.77,46.04,2.82,4.44,5.05,5.23,1.49,55.2,51.08,8.49,240.77,23.52,0.37,10.35,1.96,10.36,8.07
600367.SH,红星发展,53.27,95.91,1.73,2.33,2.46,2.16,0.08,14.49,18.22,3.98,25785.63,2.8,,19.38,34.27,41.19,21.66
600918.SH,中泰证券,76.64,135.09,1.38,1.19,1.09,,0.44,17.37,,8.4,-57.42,-19.96,1.77,78.98,-6.77,113.28,70.31
603167.SH,渤海轮渡,11.94,18.04,1.11,5.12,6.74,9.22,5.97,121.01,29.65,21.18,5.64,3.14,6.97,12.85,5.74,3.53,1.77
603551.SH,奥普科技,17.21,15.21,3.17,11.68,11.71,8.72,7.55,93.31,45.24,14.69,-10.67,-6.02,,32.87,-2.52,1.3,1.47
603577.SH,汇金通,19.79,68.99,1.46,4.82,5.66,3.7,,30.87,13.65,3.37,333.18,14.96,5.74,67.88,4.61,14.3,3.5
603787.SH,新日股份,22.57,41.54,1.57,3.98,5.27,2.14,1.2,23.04,15.56,2.91,-32.75,-14.58,,56.98,-2.85,10.45,4.28
605286.SH,同力日升,16.14,17.69,2.43,11.63,11.65,10.56,1.27,16.42,25.12,15.02,69.24,26.9,11.73,41.8,0.66,1.52,1.39
688028.SH,沃尔德,28.45,30.5,1.5,3.68,3.94,4.14,0.92,33.62,45.6,15.31,20.31,17.0,20.24,14.97,1.79,8.29,7.22
688355.SH,明志科技,34.54,66.81,2.31,2.37,4.99,4.1,2.01,14.38,33.17,12.16,242.94,25.5,,20.6,2.62,28.24,6.92
832000.BJ,安徽凤凰,36.22,42.94,4.27,8.72,9.11,7.96,1.07,19.03,26.83,15.05,39.92,18.76,,22.46,2.29,4.93,3.98
000756.SZ,新华制药,24.97,27.27,2.35,6.82,7.21,4.71,1.23,6.43,23.5,5.28,-11.39,3.64,,42.25,7.49,4.0,3.46
000828.SZ,东莞控股,12.23,22.99,1.23,5.86,7.5,4.04,3.03,35.29,65.27,51.9,-14.08,-60.27,0.03,46.14,-0.38,3.92,1.63
000915.SZ,华特达因,13.48,13.7,2.38,12.02,12.36,16.4,6.91,35.3,84.04,50.26,-20.93,-19.83,0.64,10.33,-0.69,1.14,1.09
001231.SZ,农心科技,36.53,33.58,1.82,3.65,3.74,2.47,0.38,11.54,33.05,6.73,9.68,6.28,0.1,33.15,5.34,9.21,9.77
001323.SZ,慕思股份,21.51,19.41,3.44,10.91,11.12,8.21,3.28,79.12,50.8,13.47,-2.3,1.9,,40.77,10.21,1.78,1.93
002315.SZ,焦点科技,20.66,23.15,4.1,14.49,14.46,9.19,3.02,74.66,80.08,29.03,19.76,7.78,,35.63,2.98,1.6,1.43
002409.SZ,雅克科技,32.1,38.57,4.42,10.7,8.42,6.82,0.65,29.31,32.88,15.07,56.23,41.15,20.64,37.69,0.94,3.6,3.81
002444.SZ,巨星科技,13.66,16.92,2.13,12.32,12.21,10.75,1.22,25.01,32.39,17.85,24.95,28.73,16.33,27.35,0.59,1.37,1.12
002558.SZ,巨人网络,17.71,16.52,2.07,10.67,8.85,8.15,1.89,36.91,88.92,48.54,14.16,-2.15,1.08,11.87,-7.67,1.55,2.0
002661.SZ,克明食品,16.06,44.23,1.32,5.95,6.17,4.01,,63.05,18.87,4.27,2191.92,-11.6,0.87,53.61,-3.81,7.44,2.6
002863.SZ,今飞凯达,35.36,121.22,1.04,1.07,2.16,2.13,0.21,6.85,14.0,1.83,8.55,5.74,0.0,65.07,21.11,113.27,16.37
002972.SZ,科安达,28.71,37.72,2.2,5.05,5.59,5.64,2.32,65.37,65.15,34.31,61.44,19.41,,14.39,1.94,7.47,5.14
002985.SZ,北摩高科,77.01,-142.81,3.36,2.57,2.6,2.86,0.2,124.48,57.54,20.94,-78.48,-38.24,7.34,35.63,扣非亏损,扣非转亏,29.62
300187.SZ,永清环保,32.51,-1479.83,3.38,1.38,7.81,3.84,0.56,28.34,28.04,16.6,810.95,2.21,8.7,69.05,扣非亏损,扣非转亏,4.16
300307.SZ,慈星股份,15.29,56.11,1.96,4.18,9.93,7.16,,27.72,31.57,18.37,54.58,3.74,0.01,36.05,15.01,13.41,1.54
300373.SZ,扬杰科技,30.08,36.05,3.19,7.85,7.82,5.53,1.63,33.1,31.02,15.13,6.59,9.48,3.55,35.4,3.8,4.59,3.85
300409.SZ,道氏技术,49.18,82.93,1.79,2.18,2.47,2.31,1.8,92.74,17.89,2.85,429.78,14.11,6.53,53.83,5.88,38.05,19.91
