股票代码,股票简称,港股@最新价,港股@最新涨跌幅,港股@所属恒生行业(二级),港股@所属概念,港股@总市值[20240308],港股@流通市值[20240308],港股@所属恒生行业,market_code,code
1668.HK,华南城,0.153,1.325,地产,"物流[HK],腾讯概念[HK],香港房地产[HK]",1750609605.744,1750609605.744,地产建筑业,177,HK1668
0880.HK,澳博控股,2.300,1.322,旅游及消闲设施,博彩概念[HK],16334152341.8,16334152341.8,非必需性消费,177,HK0880
1257.HK,中国光大绿色环保,0.770,1.316,公用事业,"光大系[HK],土壤修复[HK],新经济[HK],生物质能发电[HK]",1590880060.0,1590880060.0,公用事业,177,HK1257
8627.HK,旅橙文化,0.077,1.316,媒体及娱乐,,61600000.0,61600000.0,非必需性消费,178,HK8627
2156.HK,建发物业,3.080,1.316,地产,物业管理[HK],4337453169.28,4337453169.28,地产建筑业,177,HK2156
0966.HK,中国太平,6.940,1.314,保险,"保险[HK],内险股[HK],红筹股[HK]",24942488653.72,24942488653.72,金融业,177,HK0966
9966.HK,康宁杰瑞制药-B,4.660,1.304,药品及生物科技,生物医药B类[HK],4496172140.62,4496172140.62,医疗保健业,177,HK9966
9961.HK,携程集团-S,342.200,1.303,旅游及消闲设施,"回港中概股[HK],旅游及观光[HK],知名公司[HK],节假日概念[HK]",233903204262.8,233903204262.8,非必需性消费,177,HK9961
0156.HK,力宝华润,0.780,1.299,旅游及消闲设施,"物业投资[HK],餐饮连锁[HK]",716579191.38,716579191.38,非必需性消费,177,HK0156
1044.HK,恒安国际,23.400,1.299,消费者主要零售商,"三胎[HK],婴童[HK]",27193629457.8,27193629457.8,必需性消费,177,HK1044
2033.HK,时计宝,0.390,1.299,纺织及服饰,现代服务业[HK],802646520.0,802646520.0,非必需性消费,177,HK2033
80175.HK,吉利汽车-R,7.800,1.299,,,86480893061.643,78494382587.4,非必需性消费,177,K80175
3600.HK,现代牙科,3.910,1.295,医疗保健设备和服务,"医疗美容器械[HK],医美概念[HK],牙科医疗[HK]",3708236180.0,3708236180.0,医疗保健业,177,HK3600
0315.HK,数码通电讯,3.920,1.292,电讯,"5G[HK],现代服务业[HK],电信股[HK],苹果概念[HK]",4325628275.92,4325628275.92,电讯业,177,HK0315
3369.HK,秦港股份,1.570,1.290,工用运输,"国企改革[HK],物流[HK],自由贸易港[HK]",17971229943.763,1302869210.0,工业,177,HK3369
2328.HK,中国财险,11.020,1.287,保险,"保险[HK],内险股[HK],国企改革[HK]",245115273639.06,76030218039.66,金融业,177,HK2328
1650.HK,Hygieia Group,0.079,1.282,支援服务,,158000000.0,158000000.0,非必需性消费,177,HK1650
80020.HK,商汤-WR,0.790,1.282,,,29130667933.675,26440450750.0,资讯科技业,177,K80020
1958.HK,北京汽车,2.390,1.271,汽车,"MSCI概念[HK],国企改革[HK],新经济[HK],新能源汽车[HK],无人驾驶[HK],汽车制造[HK]",19156658254.98,6024450729.98,非必需性消费,177,HK1958
6030.HK,中信证券,14.360,1.269,其他金融,"中信系[HK],中资券商股[HK],国企改革[HK],腾讯概念[HK],财产管理[HK]",317214206639.18,37624303637.8,金融业,177,HK6030
0616.HK,高山企业,0.240,1.266,地产,现代服务业[HK],24755547.84,24755547.84,地产建筑业,177,HK0616
1498.HK,培力农本方,0.800,1.266,药品及生物科技,"中医药[HK],生物医药[HK]",316717820.0,316717820.0,医疗保健业,177,HK1498
0242.HK,信德集团,0.810,1.250,综合企业,连锁酒店[HK],2444306045.85,2444306045.85,综合企业,177,HK0242
0305.HK,五菱汽车,0.405,1.250,汽车,"新能源汽车[HK],汽车制造[HK],知名公司[HK],红筹股[HK]",1335755339.46,1335755339.46,非必需性消费,177,HK0305
0830.HK,中国建筑兴业,2.430,1.250,建筑,"国企改革[HK],红筹股[HK]",5480974350.0,5480974350.0,地产建筑业,177,HK0830
8005.HK,裕兴科技,0.162,1.250,家庭电器及用品,"NFT概念[HK],区块链概念[HK],数据中心[HK],消费电子[HK],电子信息[HK]",403008177.6,403008177.6,非必需性消费,178,HK8005
1528.HK,红星美凯龙,1.630,1.242,地产,"智能家居[HK],现代服务业[HK],知名公司[HK],阿里巴巴概念[HK]",14505175559.468,1208295583.42,地产建筑业,177,HK1528
3618.HK,重庆农村商业银行,3.270,1.238,银行,"内银股[HK],国企改革[HK]",53233457629.016,8218608854.07,金融业,177,HK3618
0982.HK,华发物业服务,0.164,1.235,地产,"物业管理[HK],现代服务业[HK]",1649990880.0,1649990880.0,地产建筑业,177,HK0982
3337.HK,安东油田服务,0.410,1.235,石油及天然气,"天然气[HK],页岩气[HK]",1232693640.55,1232693640.55,能源业,177,HK3337
0033.HK,Intl Genius,8.300,1.220,家庭电器及用品,玩具及消闲用品[HK],4459134363.2,4459134363.2,非必需性消费,177,HK0033
0869.HK,彩星玩具,0.830,1.220,家庭电器及用品,"婴童[HK],玩具及消闲用品[HK]",979981000.0,979981000.0,非必需性消费,177,HK0869
8083.HK,中国有赞,0.083,1.220,软件服务,"SaaS概念[HK],短视频[HK],移动支付[HK],网络直播[HK],腾讯概念[HK]",2737199626.416,2737199626.416,资讯科技业,178,HK8083
2421.HK,嘉创地产,0.830,1.220,地产,次新股[HK],419452784.0,419452784.0,地产建筑业,177,HK2421
1929.HK,周大福,11.680,1.213,专业零售,"奢侈品股[HK],知名公司[HK],香港概念[HK]",116656765824.0,116656765824.0,非必需性消费,177,HK1929
3958.HK,东方证券,3.340,1.212,其他金融,中资券商股[HK],74451090620.929,3430722509.52,金融业,177,HK3958
6669.HK,先瑞达医疗-B,8.370,1.209,医疗保健设备和服务,生物医药B类[HK],2623067361.27,2623067361.27,医疗保健业,177,HK6669
1910.HK,新秀丽,29.350,1.207,纺织及服饰,"外国公司[HK],现代服务业[HK]",42582380083.05,42582380083.05,非必需性消费,177,HK1910
1389.HK,美捷汇控股,0.168,1.205,食物饮品,,93127999.776,93127999.776,必需性消费,177,HK1389
2237.HK,中国石墨,0.420,1.205,一般金属及矿石,锂电池[HK],672000000.0,672000000.0,原材料业,177,HK2237
3888.HK,金山软件,21.100,1.199,软件服务,"SaaS概念[HK],云办公[HK],云计算[HK],互联网+[HK],人工智能[HK],信息安全[HK],冬奥会[HK],区块链概念[HK],小米概念[HK],手机游戏[HK],数字经济[HK],新IT概念[HK],新经济[HK],知名公司[HK],移动互联网[HK],紫光系[HK],网络安全[HK],网络游戏[HK],腾讯概念[HK],雄安概念股[HK]",28256426168.7,28256426168.7,资讯科技业,177,HK3888
2313.HK,申洲国际,63.500,1.195,纺织及服饰,品牌服饰[HK],95454622209.5,95454622209.5,非必需性消费,177,HK2313
6049.HK,保利物业,25.500,1.191,地产,物业管理[HK],14110001700.0,3910001700.0,地产建筑业,177,HK6049
2096.HK,先声药业,5.140,1.181,药品及生物科技,,13414174716.52,13414174716.52,医疗保健业,177,HK2096
1247.HK,米格国际控股,0.860,1.177,纺织及服饰,"三胎[HK],婴童[HK]",136031360.0,136031360.0,非必需性消费,177,HK1247
1397.HK,碧瑶绿色集团,0.860,1.177,支援服务,节能环保[HK],356900000.0,356900000.0,非必需性消费,177,HK1397
1458.HK,周黑鸭,1.730,1.170,食物饮品,"知名公司[HK],节假日概念[HK]",4122833065.0,4122833065.0,必需性消费,177,HK1458
0165.HK,中国光大控股,4.360,1.160,其他金融,"中资券商股[HK],光大系[HK],海南板块[HK],红筹股[HK],自由贸易港[HK],财产管理[HK]",7347706184.32,7347706184.32,金融业,177,HK0165
2162.HK,康诺亚-B,30.600,1.157,药品及生物科技,生物医药B类[HK],8559908319.6,8559908319.6,医疗保健业,177,HK2162
2318.HK,中国平安,35.050,1.154,保险,"互联网医疗[HK],保险[HK],内险股[HK],国企改革[HK],新经济[HK],知名公司[HK],金融科技[HK],阿里巴巴概念[HK]",769496516352.11,261037570765.6,金融业,177,HK2318
0219.HK,顺豪物业,0.880,1.149,旅游及消闲设施,"物业投资[HK],连锁酒店[HK]",510182894.32,510182894.32,非必需性消费,177,HK0219
1339.HK,中国人民保险集团,2.650,1.145,保险,"保险[HK],内险股[HK],国企改革[HK]",228840599675.36,23124520100.0,金融业,177,HK1339
6055.HK,中烟香港,9.720,1.145,食物饮品,烟草[HK],6723129600.0,6723129600.0,必需性消费,177,HK6055
0386.HK,中国石油化工股份,4.420,1.144,石油及天然气,"一带一路[HK],冬奥会[HK],国企改革[HK],天然气[HK],氢能源[HK],知名公司[HK],石化股[HK],石油股[HK],页岩气[HK],高股息概念[HK]",783689774883.37,107747580252.0,能源业,177,HK0386
6178.HK,光大证券,5.310,1.143,其他金融,"中资券商股[HK],光大系[HK]",75618698980.542,3738711528.0,金融业,177,HK6178
0586.HK,海螺创业,7.100,1.140,工业工程,"新经济[HK],节能环保[HK]",12872193918.9,12872193918.9,工业,177,HK0586
0012.HK,恒基地产,22.200,1.139,地产,"天然气[HK],蓝筹地产股[HK],香港房地产[HK],香港概念[HK]",107478791466.6,107478791466.6,地产建筑业,177,HK0012
1527.HK,天洁环境,0.890,1.136,工业工程,"环保[HK],节能环保[HK]",120150000.0,31150000.0,工业,177,HK1527
3882.HK,天彩控股,0.890,1.136,家庭电器及用品,"智能穿戴[HK],消费电子[HK]",897642834.95,897642834.95,非必需性消费,177,HK3882
0062.HK,载通,8.980,1.126,旅游及消闲设施,现代服务业[HK],4439201199.64,4439201199.64,非必需性消费,177,HK0062
3899.HK,中集安瑞科,6.290,1.125,石油及天然气,"冬奥会[HK],天然气[HK],氢能源[HK],现代服务业[HK],页岩气[HK]",12757866028.52,12757866028.52,能源业,177,HK3899
6099.HK,招商证券,6.290,1.125,其他金融,中资券商股[HK],122251757966.45,8016740448.86,金融业,177,HK6099
2205.HK,康桥悦生活,0.450,1.124,地产,物业管理[HK],315000000.0,315000000.0,地产建筑业,177,HK2205
0087.HK,太古股份公司B,9.960,1.117,综合企业,"航空股[HK],非酒精饮料[HK],高股息概念[HK]",83126235375.0,29031532500.0,综合企业,177,HK0087
0082.HK,疯狂体育,0.091,1.111,软件服务,"互联网+[HK],彩票概念股[HK],手机游戏[HK],网络游戏[HK]",411878325.222,411878325.222,资讯科技业,177,HK0082
1812.HK,晨鸣纸业,1.820,1.111,原材料,"人民币升值[HK],国企改革[HK],纸业股[HK]",8542428532.0066,961515555.0,原材料业,177,HK1812
2399.HK,中国安储能源,0.182,1.111,工业工程,品牌服饰[HK],499660798.0,499660798.0,工业,177,HK2399
1798.HK,大唐新能源,1.830,1.105,公用事业,"国企改革[HK],碳中和[HK],绿色电力[HK],节能环保[HK],风电[HK]",13310872830.0,4576960113.0,公用事业,177,HK1798
1455.HK,科利实业控股,0.183,1.105,消费者主要零售商,家用电器[HK],233976937.5,233976937.5,必需性消费,177,HK1455
0146.HK,太平地毡,0.920,1.099,纺织及服饰,,195212488.96,195212488.96,非必需性消费,177,HK0146
1568.HK,承达集团,0.460,1.099,建筑,,992776600.0,992776600.0,地产建筑业,177,HK1568
8213.HK,荣晖控股,0.460,1.099,旅游及消闲设施,餐饮连锁[HK],239555062.5,239555062.5,非必需性消费,178,HK8213
2131.HK,云想科技,0.460,1.099,媒体及娱乐,"SaaS概念[HK],抖音概念[HK],短视频[HK]",366002680.0,366002680.0,非必需性消费,177,HK2131
1797.HK,东方甄选,23.150,1.092,支援服务,"K12教育[HK],教育服务[HK],知名公司[HK],腾讯概念[HK]",23540167460.9,23540167460.9,非必需性消费,177,HK1797
0497.HK,资本策略地产,0.093,1.087,地产,"物业投资[HK],香港房地产[HK]",857361389.868,857361389.868,地产建筑业,177,HK0497
0178.HK,莎莎国际,0.940,1.075,专业零售,"健康产业[HK],化妆美容股[HK],香港概念[HK]",2916998090.52,2916998090.52,非必需性消费,177,HK0178
6186.HK,中国飞鹤,3.760,1.075,食物饮品,"三胎[HK],乳业[HK],知名公司[HK]",34092866407.04,34092866407.04,必需性消费,177,HK6186
6993.HK,蓝月亮集团,1.890,1.070,家庭电器及用品,"家具[HK],知名公司[HK]",11081057537.34,11081057537.34,非必需性消费,177,HK6993
0041.HK,鹰君,11.380,1.066,地产,"租赁[HK],连锁酒店[HK]",8509091666.1,8509091666.1,地产建筑业,177,HK0041
6036.HK,光丽科技,0.475,1.064,工业工程,,510677250.0,510677250.0,工业,177,HK6036
1877.HK,君实生物,11.420,1.062,药品及生物科技,抗疫[HK],27607534003.932,2504356894.0,医疗保健业,177,HK1877
1137.HK,香港科技探索,1.910,1.058,软件服务,文化传媒[HK],1697122441.71,1697122441.71,资讯科技业,177,HK1137
0123.HK,越秀地产,4.780,1.057,地产,"MSCI概念[HK],养老概念[HK],内地房地产[HK],红筹股[HK]",19241378124.14,19241378124.14,地产建筑业,177,HK0123
0568.HK,山东墨龙,1.920,1.053,石油及天然气,页岩气[HK],2467303722.5397,491762688.0,能源业,177,HK0568
0645.HK,安域亚洲,0.096,1.053,煤炭,"meitanhk,现代服务业[HK]",49264838.496,49264838.496,能源业,177,HK0645
0807.HK,上海实业环境,0.960,1.053,公用事业,生物质能发电[HK],2472639096.96,2472639096.96,公用事业,177,HK0807
0813.HK,世茂集团,0.480,1.053,地产,"冬奥会[HK],香港房地产[HK]",1822959306.24,1822959306.24,地产建筑业,177,HK0813
1978.HK,叙福楼集团,0.960,1.053,旅游及消闲设施,餐饮连锁[HK],768000000.0,768000000.0,非必需性消费,177,HK1978
2161.HK,健倍苗苗,0.960,1.053,药品及生物科技,"中医药[HK],幽门螺杆菌[HK]",800793600.0,800793600.0,医疗保健业,177,HK2161
8049.HK,吉林长龙药业,1.930,1.047,药品及生物科技,生物医药[HK],1081282500.0,332925000.0,医疗保健业,178,HK8049
3978.HK,卓越教育集团,2.900,1.045,支援服务,"K12教育[HK],教育服务[HK]",2456940900.0,2456940900.0,非必需性消费,177,HK3978
1066.HK,威高股份,4.880,1.035,医疗保健设备和服务,"医药股[HK],生物医药[HK]",22304685741.12,22068981741.12,医疗保健业,177,HK1066
0357.HK,美兰空港,6.900,1.025,旅游及消闲设施,"国企改革[HK],智能物流[HK],海南板块[HK],海航系[HK],航空股[HK],节假日概念[HK]",3265169700.0,1565699700.0,非必需性消费,177,HK0357
1789.HK,爱康医疗,4.950,1.020,医疗保健设备和服务,"医疗器械[HK],新经济[HK]",5553511113.15,5553511113.15,医疗保健业,177,HK1789
9658.HK,特海国际,9.940,1.016,旅游及消闲设施,,6156170020.0,6156170020.0,非必需性消费,177,HK9658
0389.HK,通天酒业,0.500,1.010,食物饮品,农业现代化[HK],150780900.0,150780900.0,必需性消费,177,HK0389
0467.HK,联合能源集团,0.500,1.010,石油及天然气,天然气[HK],13020252393.0,13020252393.0,能源业,177,HK0467
89988.HK,阿里巴巴-SWR,65.700,0.999,,,1474783715339.6,1338587439228.0,资讯科技业,177,K89988
0855.HK,中国水务,5.060,0.998,公用事业,节能环保[HK],8259551070.76,8259551070.76,公用事业,177,HK0855
0363.HK,上海实业控股,10.140,0.996,综合企业,"国企改革[HK],粤港澳[HK],红筹股[HK]",11024325624.0,11024325624.0,综合企业,177,HK0363
1516.HK,融创服务,2.030,0.995,地产,物业管理[HK],6205393320.0,6205393320.0,地产建筑业,177,HK1516
6881.HK,中国银河,4.110,0.983,其他金融,"中资券商股[HK],国企改革[HK],财产管理[HK]",110775238665.06,15169946841.63,金融业,177,HK6881
1553.HK,迈科管业,1.030,0.980,一般金属及矿石,铁矿石[HK],446814000.0,446814000.0,原材料业,177,HK1553
2260.HK,环龙控股,2.060,0.980,工业工程,,995890520.0,995890520.0,工业,177,HK2260
1126.HK,德林国际,4.130,0.978,家庭电器及用品,"婴童[HK],玩具及消闲用品[HK]",2795452450.0,2795452450.0,非必需性消费,177,HK1126
0604.HK,深圳控股,1.040,0.971,地产,"MSCI概念[HK],内地房地产[HK],粤港澳[HK],红筹股[HK],香港房地产[HK]",9254744839.6,9254744839.6,地产建筑业,177,HK0604
1658.HK,邮储银行,4.190,0.964,银行,"MSCI概念[HK],内银股[HK],知名公司[HK]",507834433240.36,83197339730.0,金融业,177,HK1658
0533.HK,金利来集团,1.050,0.962,纺织及服饰,品牌服饰[HK],1022536236.75,1022536236.75,非必需性消费,177,HK0533
1977.HK,安乐工程,1.050,0.962,建筑,,1470000000.0,1470000000.0,地产建筑业,177,HK1977
1585.HK,雅迪控股,12.640,0.959,汽车,特斯拉[HK],38726432000.0,38726432000.0,非必需性消费,177,HK1585
0240.HK,利基控股,1.060,0.952,建筑,基础建设[HK],1316390671.52,1316390671.52,地产建筑业,177,HK0240
1905.HK,海通恒信,1.060,0.952,其他金融,,8729418000.0,6142120366.56,金融业,177,HK1905
8430.HK,春能控股,0.212,0.952,工用运输,,35369062.4,35369062.4,工业,178,HK8430
1830.HK,完美医疗,3.200,0.946,医疗保健设备和服务,"医美概念[HK],现代服务业[HK]",4019832867.2,4019832867.2,医疗保健业,177,HK1830
1072.HK,东方电气,8.600,0.939,工业工程,"国企改革[HK],新经济[HK],核电核能[HK],氢能源[HK],节能环保[HK],超超临界发电[HK],风电[HK]",53097711158.299,2924000000.0,工业,177,HK1072
0522.HK,ASMPT,96.850,0.938,半导体,"LED[HK],新经济[HK],电子信息[HK],芯片替代[HK],集成电路[HK]",40144851186.05,40144851186.05,资讯科技业,177,HK0522
2276.HK,康耐特光学,7.530,0.938,工业工程,,3212298000.0,3212298000.0,工业,177,HK2276
1963.HK,重庆银行,4.310,0.937,银行,"内银股[HK],国企改革[HK]",21946528368.535,6805579699.72,金融业,177,HK1963
1855.HK,中庆股份,21.700,0.930,建筑,土壤修复[HK],5967500000.0,5967500000.0,地产建筑业,177,HK1855
1179.HK,华住集团-S,27.200,0.928,旅游及消闲设施,"回港中概股[HK],节假日概念[HK],连锁酒店[HK]",88819793648.0,88819793648.0,非必需性消费,177,HK1179
6683.HK,巨星传奇,8.710,0.927,食物饮品,次新股[HK],6984440125.0,6984440125.0,必需性消费,177,HK6683
6858.HK,本间高尔夫,3.280,0.923,家庭电器及用品,"体育用品股[HK],玩具及消闲用品[HK]",1986507400.0,1986507400.0,非必需性消费,177,HK6858
1683.HK,旷逸国际,0.110,0.917,建筑,现代服务业[HK],142560000.0,142560000.0,地产建筑业,177,HK1683
0045.HK,大酒店,5.510,0.916,旅游及消闲设施,连锁酒店[HK],9088382475.06,9088382475.06,非必需性消费,177,HK0045
1375.HK,中州证券,1.110,0.909,其他金融,"中资券商股[HK],国企改革[HK],财产管理[HK]",15456501251.471,1326855150.0,金融业,177,HK1375
2129.HK,Legion Conso,0.111,0.909,工用运输,,138750000.0,138750000.0,工业,177,HK2129
2273.HK,固生堂,44.400,0.909,医疗保健设备和服务,中医药[HK],10948555684.8,10948555684.8,医疗保健业,177,HK2273
0592.HK,堡狮龙,0.112,0.901,纺织及服饰,"品牌服饰[HK],香港概念[HK]",372144659.824,372144659.824,非必需性消费,177,HK0592
9668.HK,渤海银行,1.120,0.901,银行,,19893440000.0,6944621600.0,金融业,177,HK9668
2386.HK,中石化炼化工程,4.560,0.885,石油及天然气,"MSCI概念[HK],国企改革[HK]",20148558360.0,6618126360.0,能源业,177,HK2386
0836.HK,华润电力,18.260,0.884,公用事业,"华润系[HK],比亚迪概念[HK],碳中和[HK],红筹股[HK],绿色电力[HK],超超临界发电[HK],风电[HK]",87838702692.4,87838702692.4,公用事业,177,HK0836
0548.HK,深圳高速公路股份,6.880,0.880,工用运输,"国企改革[HK],粤港澳[HK]",19528403117.788,5142800000.0,工业,177,HK0548
8436.HK,德宝集团控股,0.230,0.877,专业零售,,92000000.0,92000000.0,非必需性消费,178,HK8436
0001.HK,长和,40.500,0.872,综合企业,"小米概念[HK],知名公司[HK],长和系[HK],香港概念[HK]",155116802250.0,155116802250.0,综合企业,177,HK0001
1918.HK,融创中国,1.170,0.862,地产,"内地房地产[HK],知名公司[HK]",9824199325.2,9824199325.2,地产建筑业,177,HK1918
9889.HK,东莞农商银行,7.020,0.862,银行,,48357589480.2,8059598820.0,金融业,177,HK9889
0244.HK,先施,0.235,0.858,专业零售,物业投资[HK],308781201.6,308781201.6,非必需性消费,177,HK0244
0450.HK,鸿兴印刷集团,1.180,0.855,工用支援,现代服务业[HK],1071280669.32,1071280669.32,工业,177,HK0450
1502.HK,金融街物业,2.360,0.855,地产,物业管理[HK],881460000.0,244260000.0,地产建筑业,177,HK1502
0144.HK,招商局港口,9.540,0.846,工用运输,"物流[HK],知名公司[HK],粤港澳[HK],红筹股[HK],自由贸易港[HK],财产管理[HK]",40049007634.44,40049007634.44,工业,177,HK0144
0270.HK,粤海投资,4.790,0.842,公用事业,"红筹股[HK],连锁酒店[HK]",31316164697.6,31316164697.6,公用事业,177,HK0270
0587.HK,海螺环保,1.200,0.840,工业工程,,2192118070.8,2192118070.8,工业,177,HK0587
6138.HK,哈尔滨银行,0.240,0.840,银行,"内银股[HK],国企改革[HK],财产管理[HK]",2638943892.72,725656800.0,金融业,177,HK6138
0175.HK,吉利汽车,8.440,0.836,汽车,"CDR概念[HK],宁德时代概念[HK],新经济[HK],新能源汽车[HK],知名公司[HK]",84934947312.52,84934947312.52,非必需性消费,177,HK0175
0754.HK,合生创展集团,3.630,0.833,地产,香港房地产[HK],13766922272.73,13766922272.73,地产建筑业,177,HK0754
0939.HK,建设银行,4.860,0.830,银行,"内银股[HK],国企改革[HK],知名公司[HK],财产管理[HK]",1243579285263.7,1168428174616.8,金融业,177,HK0939
2601.HK,中国太保,14.580,0.830,保险,"保险[HK],内险股[HK],国企改革[HK],蚂蚁集团概念[HK]",228322611006.61,40463874000.0,金融业,177,HK2601
3908.HK,中金公司,9.770,0.826,其他金融,"MSCI概念[HK],中资券商股[HK],腾讯概念[HK],财产管理[HK],阿里巴巴概念[HK]",127404736579.97,18599289961.56,金融业,177,HK3908
6808.HK,高鑫零售,1.220,0.826,消费者主要零售商,"电子商务[HK],知名公司[HK],蚂蚁集团概念[HK],阿里巴巴概念[HK],零售股[HK]",11638439734.0,11638439734.0,必需性消费,177,HK6808
0053.HK,国浩集团,91.750,0.824,地产,"物业投资[HK],香港房地产[HK]",30190463472.75,30190463472.75,地产建筑业,177,HK0053
0517.HK,中远海运国际,3.670,0.824,工用支援,"物流[HK],红筹股[HK]",5380115144.43,5380115144.43,工业,177,HK0517
