股票代码,股票简称,美股@最新价,美股@最新涨跌幅,美股@gics行业(三级),美股@所属概念,美股@总市值[20240308],美股@gics行业(一级),美股@gics行业(二级),美股@gics行业(四级),美股@上市日期,美股@总股本[20240308],美股@流通股[20240308],美股@上市板块,market_code,code
KFVG.P,中国5G和半导体ETF,15.150,3.268,,,,,,,20201124,,,主板,169,KFVG
LRGF.P,美国股票因子指数ETF,52.520,-0.831,,,,,,,20150430,,,主板,169,LRGF
MOTG.P,护城河焦点指数ETF,,-0.287,,,,,,,20181031,,,主板,169,MOTG
KCCA.P,Markit碳CCA指数ETF,29.800,-0.968,,,,,,,20211005,,,主板,169,KCCA
BJAN.B,创新者美股缓冲ETF,42.965,-0.265,,,,,,,20190102,,,主板,171,BJAN
PGF.P,固定利率金融优先证券,15.275,0.328,,,,,,,20061201,,,主板,169,PGF
JPAN.P,Matthews日本活跃ETF,29.960,0.080,,,,,,,20230922,,,主板,169,JPAN
SCZ.O,欧澳远东小盘指数ETF,62.840,0.032,,,,,,,20071210,,,Nasdaq Global Market,185,SCZ
SDEM.P,50强分红指数ETF,26.025,-0.380,,,,,,,20150317,,,主板,169,SDEM
VEGI.P,农业生产者市场ETF,36.930,0.089,,,,,,,20120131,,,主板,169,VEGI
RITA.P,伊斯兰绿色上限指数,,0.821,,,,,,,20211209,,,主板,169,RITA
CVMC.P,美国中型股核心责任,56.580,-0.412,,,,,,,20230201,,,主板,169,CVMC
USCA.P,MSCI美国气候行动,32.150,-0.683,,,,,,,20230404,,,主板,169,USCA
IWDL.P,罗素1000价值2倍做多,,-0.069,,,,,,,20210205,,,主板,169,IWDL
IVRS.P,晨星全球元宇宙虚拟交,,-0.628,,,,,,,20230216,,,主板,169,IVRS
VTWG.O,罗素2000增长指数ETF,195.330,-0.215,,,,,,,20100920,,,Nasdaq Global Market,185,VTWG
PRF.P,RAFI美国1000指数ETF,37.290,-0.214,,,,,,,20051219,,,主板,169,PRF
TENKU.O,TenX Keane-U,,,,,,,,,20221014,,,Nasdaq Global Market,185,TENKU
TEMP.P,气候变化解决方案ETF,43.030,-0.414,,,,,,,20211214,,,主板,169,TEMP
FINX.O,INDXX全球金融主题,27.180,1.570,,,,,,,20160913,,,Nasdaq Global Market,185,FINX
QPFF.B,美国世纪质量优先ETF,37.140,0.181,,,,,,,20210218,,,主板,171,QPFF
VGSH.O,美国国债1-3年期ETF,58.100,0.052,,,,,,,20091119,,,Nasdaq Global Market,185,VGSH
XONE.P,美国国债1-3年期ETF,49.540,0.020,,,,,,,20220915,,,主板,169,XONE
USHY.B,美国高收益约束ETF,36.375,0.000,,,,,,,20171026,,,主板,171,USHY
PSIL.P,致幻剂ETF,1.690,3.106,,,,,,,20210916,,,主板,169,PSIL
RSPT.P,等权信息技术指数ETF,35.200,-1.649,,,,,,,20061101,,,主板,169,RSPT
OBIL.O,ICE美银1年期国债,49.881,0.042,,,,,,,20221115,,,Nasdaq Global Market,185,OBIL
BUFF.B,功率缓冲策略指数ETF,41.305,-0.169,,,,,,,20161020,,,主板,171,BUFF
FIAX.P,固定收益替代ETF,19.510,0.098,,,,,,,20221130,,,主板,169,FIAX
EMB.O,EMBI全球核心指数ETF,89.210,0.112,,,,,,,20170802,,,Nasdaq Global Market,185,EMB
DJP.P,彭博商品指数总回报,30.290,-0.229,,,,,,,20060606,,,主板,169,DJP
IBIF.P,ICE 2029美国国债,,0.102,,,,,,,20230921,,,主板,169,IBIF
PSC.O,Principa美国小型股,48.380,-0.247,,,,,,,20160921,,,Nasdaq Global Market,185,PSC
QTAP.B,成长加速3倍做多,32.540,0.012,,,,,,,20210401,,,主板,171,QTAP
GAL.P,SSgA全球配置ETF,42.890,-0.268,,,,,,,20120426,,,主板,169,GAL
FTXR.O,纳斯达克智能交通指数,30.700,-0.551,,,,,,,20160922,,,Nasdaq Global Market,185,FTXR
DIVP.P,增强型股票收益ETF,25.220,0.527,,,,,,,20240307,,,主板,169,DIVP
BBSC.P,美小盘股目标市场风险,62.048,0.070,,,,,,,20201117,,,主板,169,BBSC
MRNY.P,YieldMax期权收益策略,20.280,2.119,,,,,,,20231024,,,主板,169,MRNY
IWY.P,罗素200强增长ETF,191.680,-1.156,,,,,,,20090922,,,主板,169,IWY
FPE.P,优先证券及收益ETF,17.260,0.291,,,,,,,20130212,,,主板,169,FPE
GLL.P,黄金分类指数两倍做空,24.160,-1.689,,,,,,,20081203,,,主板,169,GLL
DHACU.O,Digital Health-U,,,,,,,,,20211104,,,Nasdaq Capital Market,186,DHACU
VSDA.O,股利加速器ETF,49.316,-0.120,,,,,,,20170418,,,Nasdaq Global Market,185,VSDA
PHYT.U.N,Pyrophyte-U,,,,,,,,,20211027,,,主板,169,PHYT.U
SOLR.B,可持续能源II ETF,,-0.065,,,,,,,20201112,,,主板,171,SOLR
VPLS.O,Vanguard核心加大债券,76.880,0.156,,,,,,,20231207,,,Nasdaq Global Market,185,VPLS
MBSD.O,期限美国抵押支持证券,20.470,0.220,,,,,,,20140904,,,Nasdaq Global Market,185,MBSD
CMF.P,加州市政指数ETF,57.840,-0.121,,,,,,,20071004,,,主板,169,CMF
BKCH.O,区块链指数ETF,49.640,6.776,,,,,,,20210714,,,Nasdaq Global Market,185,BKCH
PXJ.P,石油服务Intellidex,29.570,-0.534,,,,,,,20051026,,,主板,169,PXJ
OUSA.P,美国质量股息指数ETF,48.330,-0.392,,,,,,,20150714,,,主板,169,OUSA
IBTF.O,2025美国国债指数ETF,23.220,0.043,,,,,,,20200227,,,Nasdaq Global Market,185,IBTF
DJCB.P,彭博商品指数ETN,,-0.414,,,,,,,20191025,,,主板,169,DJCB
FUTY.P,美国公用事业25/50,41.220,0.219,,,,,,,20131021,,,主板,169,FUTY
GNOM.O,基因组学指数,11.910,-0.084,,,,,,,20190410,,,Nasdaq Global Market,185,GNOM
SMLV.P,美国小盘低波动ETF,110.260,0.088,,,,,,,20130220,,,主板,169,SMLV
FCTR.B,资本大盘因子轮换指数,30.810,-1.146,,,,,,,20180726,,,主板,171,FCTR
IVV.P,标普500指数-iShares,514.310,-0.607,,,,,,,20000519,,,主板,169,IVV
KOKU.P,Kokusai指数ETF,,-0.588,,,,,,,20200408,,,主板,169,KOKU
ZALT.B,美股10缓冲ETF-季度,27.273,-0.092,,,,,,,20231002,,,主板,171,ZALT
WTV.P,美国价值基金ETF,72.430,-0.097,,,,,,,20070223,,,主板,169,WTV
TMSL.P,T.Rowe价格中小盘ETF,30.410,-0.460,,,,,,,20230615,,,主板,169,TMSL
BLLD.O,可持续基础设施ETF,47.572,-0.059,,,,,,,20220908,,,Nasdaq Global Market,185,BLLD
IBDP.P,2024年到期公司ETF,24.990,0.080,,,,,,,20150311,,,主板,169,IBDP
ISHP.O,全球电子商务指数ETF,28.962,-0.543,,,,,,,20161011,,,Nasdaq Global Market,185,ISHP
FLOW.P,Global X 现金流100,29.960,-0.077,,,,,,,20230712,,,主板,169,FLOW
MEDX.O,Horizon Kinetics医疗,30.170,0.500,,,,,,,20230130,,,Nasdaq Global Market,185,MEDX
GINX.O,SGI增强型全球收益ETF,25.589,-0.401,,,,,,,20240229,,,Nasdaq Global Market,185,GINX
FPXI.O,IPOX国际指数ETF,45.770,-1.718,,,,,,,20141105,,,Nasdaq Global Market,185,FPXI
HFGO.B,大盘股成长型ETF,,-1.333,,,,,,,20211110,,,主板,171,HFGO
RSPC.P,等权重通信服务增值,29.040,0.252,,,,,,,20181107,,,主板,169,RSPC
SIZE.P,美国风险加权指数,139.980,-0.192,,,,,,,20130416,,,主板,169,SIZE
FNDB.P,罗素RAFI美国ETF,64.180,-0.156,,,,,,,20130815,,,主板,169,FNDB
SMLE.P,标普小盘600ESG ETF,,-0.109,,,,,,,20210224,,,主板,169,SMLE
BKF.P,MSCI BIC指数ETF,33.890,-0.106,,,,,,,20071112,,,主板,169,BKF
SOF.P,Amplify三星SOFR ETF,100.405,0.020,,,,,,,20231115,,,主板,169,SOF
XLY.P,非必需消费品选择行业,180.290,-0.370,,,,,,,19981216,,,主板,169,XLY
PSCI.O,标普小盘600上限工业,121.560,-0.279,,,,,,,20100407,,,Nasdaq Global Market,185,PSCI
JULJ.B,7月创新收入屏障30,25.190,0.000,,,,,,,20230703,,,主板,171,JULJ
TSL.O,Tesla 1.25倍做多,6.970,-2.381,,,,,,,20220809,,,Nasdaq Global Market,185,TSL
ACES.P,阿特拉斯清洁能源,30.040,0.167,,,,,,,20210329,,,主板,169,ACES
LNGZ.P,全球LNG生态,,-0.481,,,,,,,20240124,,,主板,169,LNGZ
GVI.P,美国中级政府/信贷ETF,104.180,0.058,,,,,,,20070105,,,主板,169,GVI
ESMV.O,美国ESG减少碳目标ETF,26.140,-0.153,,,,,,,20211104,,,Nasdaq Global Market,185,ESMV
ULVM.O,美国价值动量指数ETF,73.360,-0.101,,,,,,,20221101,,,Nasdaq Global Market,185,ULVM
BWZ.P,彭博1-3年国债上限,26.810,0.191,,,,,,,20090115,,,主板,169,BWZ
HEFA.P,EAFE 100%对冲美元ETF,33.895,-0.440,,,,,,,20140131,,,主板,169,HEFA
FFTY.P,IBD 50指数ETF,27.220,-0.620,,,,,,,20150409,,,主板,169,FFTY
IJS.P,标普600小盘价值指数,100.630,0.269,,,,,,,20000724,,,主板,169,IJS
KSET.P,标普全球碳流动性加权,0.918,7.001,,,,,,,20220427,,,主板,169,KSET
AVNV.P,Avantis国际市场价值,56.120,-0.218,,,,,,,20230629,,,主板,169,AVNV
BEEZ.O,Honeytree美国股票,30.562,-0.889,,,,,,,20231108,,,Nasdaq Global Market,185,BEEZ
DDEC.B,SPDR标普500信托ETF,37.010,-0.283,,,,,,,20201221,,,主板,171,DDEC
DFAU.P,维度美国核心股票市场,35.630,-0.586,,,,,,,20201118,,,主板,169,DFAU
STXG.N,彭博美国1000增长,36.910,-0.934,,,,,,,20240109,,,主板,169,STXG
JPST.P,美国国库券指数ETF,50.315,0.040,,,,,,,20220915,,,主板,169,JPST
IDAT.P,数字基础设施和连通性,30.440,-1.831,,,,,,,20210610,,,主板,169,IDAT
LGH.P,Defender 500指数ETF,44.980,-1.079,,,,,,,20191011,,,主板,169,LGH
BBAG.P,美国综合债券ETF,46.030,0.087,,,,,,,20181214,,,主板,169,BBAG
FLJP.P,富时日本封顶指数ETF,30.900,-0.194,,,,,,,20171106,,,主板,169,FLJP
XTJA.B,股票加速3倍做多,25.360,-0.279,,,,,,,20220103,,,主板,171,XTJA
MTBA.P,简化MBS ETF,51.205,0.215,,,,,,,20231107,,,主板,169,MTBA
PTF.O,技术领导者指数ETF,56.870,-0.298,,,,,,,20161207,,,Nasdaq Global Market,185,PTF
USDX.O,SGI增强型核心ETF,25.045,0.000,,,,,,,20240229,,,Nasdaq Global Market,185,USDX
GURU.P,Guru指数ETF,42.150,-0.239,,,,,,,20120605,,,主板,169,GURU
DSTX.N,国际基本稳定性和价值,24.370,-0.735,,,,,,,20230808,,,主板,169,DSTX
UPGR.O,Solactive美国设施ESG,19.728,0.346,,,,,,,20230713,,,Nasdaq Global Market,185,UPGR
OILT.P,德州石油天然气,26.065,0.462,,,,,,,20231221,,,主板,169,OILT
SKOR.O,美国公司债券指数ETF,47.790,0.201,,,,,,,20141113,,,Nasdaq Global Market,185,SKOR
XSD.P,标普半导体精选行业,233.030,-2.961,,,,,,,20060131,,,主板,169,XSD
IVE.P,标普500价值指数,181.960,0.017,,,,,,,20000522,,,主板,169,IVE
WINC.O,西部资产短期收入,23.875,0.038,,,,,,,20190208,,,Nasdaq Global Market,185,WINC
XSLV.P,标普小盘600低波动率,43.590,0.230,,,,,,,20130215,,,主板,169,XSLV
TXS.P,德州资本股票指数ETF,27.430,-0.377,,,,,,,20230713,,,主板,169,TXS
SPHY.P,美国高收益指数ETF,23.340,0.043,,,,,,,20120619,,,主板,169,SPHY
FTWO.N,彭博FAANG精选指数,26.160,-1.268,,,,,,,20240109,,,主板,169,FTWO
QOMOU.O,Qomolangma-U,,,,,,,,,20220930,,,Nasdaq Capital Market,186,QOMOU
EDEN.B,丹麦IMI 25/50指数,123.650,-0.607,,,,,,,20120126,,,主板,171,EDEN
EEMX.P,新兴市场非化石燃料,31.280,0.161,,,,,,,20161024,,,主板,169,EEMX
SPMO.P,标普500动能指数ETF,78.950,-1.778,,,,,,,20151009,,,主板,169,SPMO
RYLD.P,罗素2000BuyWriteETF,16.715,0.060,,,,,,,20220701,,,主板,169,RYLD
GCAD.P,商业航空航天和国防,,-0.433,,,,,,,20230104,,,主板,169,GCAD
EUDG.P,欧洲优质红利增长ETF,32.518,-0.365,,,,,,,20140507,,,主板,169,EUDG
PST.P,7-10年债券两倍做空,22.950,-0.087,,,,,,,20080501,,,主板,169,PST
DGIN.P,MVIS数字印度指数ETF,39.180,0.354,,,,,,,20220217,,,主板,169,DGIN
ITDF.P,iShares目标日期2050,28.880,-0.462,,,,,,,20231019,,,主板,169,ITDF
HERD.O,摇钱树基金指数ETF,38.000,-0.393,,,,,,,20190507,,,Nasdaq Global Market,185,HERD
PCRB.P,Putnam ESG核心债券,48.670,0.185,,,,,,,20230120,,,主板,169,PCRB
ARCM.B,储备资本管理ETF,,0.020,,,,,,,20170331,,,主板,171,ARCM
IUS.O,景顺战略美国指数,46.040,-0.303,,,,,,,20180912,,,Nasdaq Global Market,185,IUS
SPBO.P,公司债券指数ETF,29.105,0.138,,,,,,,20110406,,,主板,169,SPBO
DWUS.O,FSM美国核心ETF,43.820,-1.696,,,,,,,20191227,,,Nasdaq Global Market,185,DWUS
AIVI.P,国际除息金融指数ETF,40.805,0.003,,,,,,,20060616,,,主板,169,AIVI
BBAX.B,目标市场敞口指数ETF,49.130,0.082,,,,,,,20180808,,,主板,171,BBAX
UPV.P,欧洲全市值两倍做多,62.110,-0.587,,,,,,,20100430,,,主板,169,UPV
EMNT.P,增强型短期活跃ESGETF,98.300,0.044,,,,,,,20191212,,,主板,169,EMNT
EMCC.P,Cboe MSCI新兴市场IMI,,0.020,,,,,,,20231108,,,主板,169,EMCC
GJUN.B,Cboe美国股票缓冲6月,33.050,-0.182,,,,,,,20230620,,,主板,171,GJUN
LKOR.O,公司债券价值指数ETF,43.920,-0.068,,,,,,,20150924,,,Nasdaq Global Market,185,LKOR
RSP.P,标普500等权指数ETF,165.510,-0.115,,,,,,,20030424,,,主板,169,RSP
MOOD.O,Relative战术分配ETF,27.730,-0.288,,,,,,,20231121,,,Nasdaq Global Market,185,MOOD
CDL.O,大盘股高息100加权,60.170,0.250,,,,,,,20150708,,,Nasdaq Global Market,185,CDL
PBJ.P,动态食品和饮料指数,47.010,-0.128,,,,,,,20050623,,,主板,169,PBJ
JIVE.O,摩根大通国际价值ETF,53.253,-0.144,,,,,,,20230914,,,Nasdaq Global Market,185,JIVE
BAUG.B,Innovator缓冲ETF,38.130,-0.350,,,,,,,20190801,,,主板,171,BAUG
VTC.O,美国公司债券指数ETF,76.640,0.039,,,,,,,20171109,,,Nasdaq Global Market,185,VTC
BFIX.P,构建债券创新ETF,23.240,-0.069,,,,,,,20220210,,,主板,169,BFIX
MNBD.P,ALPS中级市政债券ETF,,0.039,,,,,,,20220520,,,主板,169,MNBD
TDVI.B,FT Cboe科技股息收益,22.900,-1.930,,,,,,,20230810,,,主板,171,TDVI
HEAT.B,气候转型ETF,,-1.122,,,,,,,20230502,,,主板,171,HEAT
BSV.P,1-5年政府/信贷浮动,76.780,0.065,,,,,,,20070403,,,主板,169,BSV
URNJ.O,Sprott小型铀矿ETF,24.450,-7.175,,,,,,,20230202,,,Nasdaq Global Market,185,URNJ
INCO.P,印度消费者指数ETF,64.305,-0.124,,,,,,,20110810,,,主板,169,INCO
OMFS.B,罗素动态多因素ETF,37.040,0.631,,,,,,,20171110,,,主板,171,OMFS
OCAXU.O,OCA Acquisition-U,,,,,,,,,20210115,,,Nasdaq Capital Market,186,OCAXU
YEAR.P,AB超短收益ETF,50.400,0.020,,,,,,,20220914,,,主板,169,YEAR
FFSM.B,基本面小型中型ETF,25.520,-0.642,,,,,,,20210204,,,主板,171,FFSM
SPRE.P,标普全球REIT上限,20.470,0.937,,,,,,,20201230,,,主板,169,SPRE
AMOM.P,美国大盘股动量ETF,38.665,-1.560,,,,,,,20190521,,,主板,169,AMOM
FPFD.B,富达优先证券和收入,21.445,0.145,,,,,,,20210617,,,主板,171,FPFD
WBIF.P,BullBear价值3000 ETF,29.880,-0.570,,,,,,,20140827,,,主板,169,WBIF
FALN.O,美高收益封顶指数ETF,26.600,0.038,,,,,,,20160614,,,Nasdaq Global Market,185,FALN
DMXF.O,选择ESG筛选净指数ETF,68.490,-0.912,,,,,,,20200618,,,Nasdaq Global Market,185,DMXF
LALT.P,首个信托多策略ETF,20.500,-0.341,,,,,,,20230201,,,主板,169,LALT
DMAT.O,颠覆性材料指数ETF,14.230,-0.350,,,,,,,20220126,,,Nasdaq Global Market,185,DMAT
CANE.P,Teucrium糖指数ETF,12.930,-0.772,,,,,,,20110919,,,主板,169,CANE
UMAR.B,美国股票超缓冲3月,32.280,-0.340,,,,,,,20200302,,,主板,171,UMAR
SIVR.P,LBMA白银现货价格ETF,23.250,-0.129,,,,,,,20090724,,,主板,169,SIVR
MAGX.O,每日2倍做多宏伟七ETF,25.634,-3.545,,,,,,,20240229,,,Nasdaq Global Market,185,MAGX
FLQL.B,美国大盘股指数ETF,52.050,-0.859,,,,,,,20170428,,,主板,171,FLQL
MACAU.O,Moringa-U,,,,,,,,,20210217,,,Nasdaq Capital Market,186,MACAU
DECAU.O,Denali Capital-U,,,,,,,,,20220407,,,Nasdaq Global Market,185,DECAU
DVND.P,Touchstone股息选择,,-0.341,,,,,,,20220804,,,主板,169,DVND
INDA.B,MSCI印度指数ETF,52.280,-0.019,,,,,,,20120203,,,主板,171,INDA
LATGU.O,Chenghe I-U,,,,,,,,,20220125,,,Nasdaq Global Market,185,LATGU
MAGG.P,Madison综合债券ETF,,0.107,,,,,,,20230829,,,主板,169,MAGG
CFA.O,美国大盘500波动加权,79.455,-0.245,,,,,,,20140702,,,Nasdaq Global Market,185,CFA
LIBYU.O,Liberty Resources-U,11.290,2.636,,,,,,,20211104,,,Nasdaq Global Market,185,LIBYU
IYF.P,罗素金融每日上限ETF,92.030,0.022,,,,,,,20000522,,,主板,169,IYF
QTEC.O,NASDAQ科技行业ETF,190.720,-2.525,,,,,,,20060419,,,Nasdaq Global Market,185,QTEC
EGUS.B,MSCI美国增长ESG焦点,,-1.031,,,,,,,20230202,,,主板,171,EGUS
WTIU.P,能源指数3倍做多ETN,,1.003,,,,,,,20230215,,,主板,169,WTIU
PIO.O,OMX全球水指数ETF,42.060,-0.426,,,,,,,20161207,,,Nasdaq Global Market,185,PIO
ACWX.O,ACWI除美国外指数ETF,52.990,-0.282,,,,,,,20080326,,,Nasdaq Global Market,185,ACWX
SDCP.P,短期核心加大债券ETF,,0.116,,,,,,,20231116,,,主板,169,SDCP
RPAR.P,高级研究风险平价,19.160,-0.182,,,,,,,20191213,,,主板,169,RPAR
BNO.P,Front Month原油,29.800,-1.062,,,,,,,20100602,,,主板,169,BNO
IYW.P,罗素科技上限指数ETF,133.510,-1.410,,,,,,,20000515,,,主板,169,IYW
TLTD.P,非美因素倾斜指数ETF,70.728,-0.341,,,,,,,20121001,,,主板,169,TLTD
BAMY.B,Brookstone收益率ETF,26.710,-0.150,,,,,,,20230928,,,主板,171,BAMY
PAUG.B,标普500指数价格回报,34.885,-0.286,,,,,,,20190801,,,主板,171,PAUG
BRAZ.P,Global X巴西活跃ETF,,-1.635,,,,,,,20230818,,,主板,169,BRAZ
ICF.P,房地产专业指数ETF,58.775,1.032,,,,,,,20010129,,,主板,169,ICF
CVY.P,多资产收益指数ETF,24.800,-0.534,,,,,,,20060921,,,主板,169,CVY
DTD.P,美国股息指数ETF,68.840,-0.420,,,,,,,20060616,,,主板,169,DTD
FLLV.P,美国低波动性ETF,53.790,-0.021,,,,,,,20160920,,,主板,169,FLLV
EWJV.O,MSCI日本价值指数ETF,33.000,0.396,,,,,,,20190307,,,Nasdaq Global Market,185,EWJV
CETUU.O,Cetus Capital-U,,,,,,,,,20230201,,,Nasdaq Capital Market,186,CETUU
FCG.P,天然气指数ETF,25.480,0.236,,,,,,,20070508,,,主板,169,FCG
DBMF.P,iMGP DBi管理期货策略,27.250,-1.197,,,,,,,20190508,,,主板,169,DBMF
AJAN.B,权益明确保护ETF,24.810,-0.081,,,,,,,20240102,,,主板,171,AJAN
LDSF.O,低持续时间战略重点,18.820,0.181,,,,,,,20190107,,,Nasdaq Global Market,185,LDSF
USVT.P,美国价值指数ETF,,-0.007,,,,,,,20210914,,,主板,169,USVT
MFUS.P,动态多因素美国指数,45.890,-0.563,,,,,,,20170906,,,主板,169,MFUS
SHNY.P,黄金3倍做多ETNS,30.820,2.673,,,,,,,20230222,,,主板,169,SHNY
ABEQ.P,Absolute选择价值ETF,29.345,0.263,,,,,,,20200122,,,主板,169,ABEQ
EWG.P,MSCI德国指数ETF,31.015,-0.768,,,,,,,19960312,,,主板,169,EWG
IBDY.P,2033年12月到期公司,25.480,0.157,,,,,,,20230623,,,主板,169,IBDY
FLFVU.O,Feutune Light-U,,,,,,,,,20220616,,,Nasdaq Global Market,185,FLFVU
CARZ.O,电动未来汽车生态系统,58.830,-1.093,,,,,,,20110509,,,Nasdaq Global Market,185,CARZ
XHLF.P,美国国债6个月期限ETF,50.165,0.040,,,,,,,20220915,,,主板,169,XHLF
BSMW.O,景顺2032市政债券ETF,25.845,0.039,,,,,,,20230301,,,Nasdaq Global Market,185,BSMW
KARS.P,彭博电动汽车指数ETF,22.660,-0.801,,,,,,,20180119,,,主板,169,KARS
FNX.O,AlphaDEX中盘核心ETF,109.120,-0.055,,,,,,,20070508,,,Nasdaq Global Market,185,FNX
EFNL.B,芬兰IMI 25/50指数ETF,,-0.387,,,,,,,20120126,,,主板,171,EFNL
PY.O,纳斯达克美国股东收益,45.425,-0.099,,,,,,,20160322,,,Nasdaq Global Market,185,PY
SPPP.P,Sprott物理铂钯信托,9.510,-1.040,,,,,,,20121219,,,主板,169,SPPP
KNCT.P,STOXX世界NexGen连接,94.750,-1.804,,,,,,,20050623,,,主板,169,KNCT
QABA.O,纳斯达克社区银行指数,45.980,0.044,,,,,,,20090629,,,Nasdaq Global Market,185,QABA
TAGG.P,彭博美国综合债券,42.630,0.322,,,,,,,20210929,,,主板,169,TAGG
SCC.P,非必需消费品两倍做空,15.020,0.867,,,,,,,20070130,,,主板,169,SCC
HYUP.P,美元高收益公司高Beta,41.110,0.083,,,,,,,20180111,,,主板,169,HYUP
HYDW.P,美元高收益公司低Beta,46.060,0.065,,,,,,,20180111,,,主板,169,HYDW
DON.P,美国中盘股息指数ETF,46.960,-0.085,,,,,,,20060616,,,主板,169,DON
CCRV.P,商品增强利差指数ETF,20.390,-0.877,,,,,,,20200903,,,主板,169,CCRV
FHYS.P,Hermes短期高收益ETF,22.915,-0.109,,,,,,,20211217,,,主板,169,FHYS
WTID.P,能源3倍做空,,-1.026,,,,,,,20230215,,,主板,169,WTID
ISTB.O,美国通用1-5年指数ETF,47.470,0.116,,,,,,,20170802,,,Nasdaq Global Market,185,ISTB
JVAL.P,摩根大通美国价值因素,40.380,-0.395,,,,,,,20171109,,,主板,169,JVAL
FTIF.P,彭博通胀敏感股票ETF,,-0.060,,,,,,,20230314,,,主板,169,FTIF
EWX.P,标普新兴市场指数ETF,56.210,-0.601,,,,,,,20080512,,,主板,169,EWX
FAPR.B,美股缓冲ETF-4月,36.190,-0.028,,,,,,,20210419,,,主板,171,FAPR
FLSA.P,富时沙特阿拉伯指数,,-0.032,,,,,,,20181011,,,主板,169,FLSA
RPG.P,标普500纯增长ETF,36.010,-1.235,,,,,,,20060301,,,主板,169,RPG
GXG.P,哥伦比亚25/50指数ETF,23.750,-0.126,,,,,,,20090205,,,主板,169,GXG
HJAN.B,溢价收入屏障9-1月,24.660,-0.041,,,,,,,20240102,,,主板,171,HJAN
VCEB.B,MSCI美国公司SRI ETF,62.760,0.096,,,,,,,20200924,,,主板,171,VCEB
GDMA.B,动态多资产ETF,30.751,-0.224,,,,,,,20221229,,,主板,171,GDMA
SCAP.P,InfraCap小型股收益,32.890,-0.210,,,,,,,20231212,,,主板,169,SCAP
DUETU.O,DUET Acquisition-U,,,,,,,,,20220120,,,Nasdaq Global Market,185,DUETU
YYY.P,ISE高收入指数ETF,11.955,-0.251,,,,,,,20130621,,,主板,169,YYY
XTAP.B,股票加速加3倍做多,30.900,0.032,,,,,,,20210401,,,主板,171,XTAP
DALI.O,多尔西莱特DALI 1指数,23.694,-1.193,,,,,,,20180515,,,Nasdaq Global Market,185,DALI
DIVY.P,健全股票股息收入ETF,26.275,0.249,,,,,,,20201231,,,主板,169,DIVY
DUG.P,标普能源精选两倍做空,10.620,-0.468,,,,,,,20070130,,,主板,169,DUG
KARB.P,碳战略ETF,,-1.036,,,,,,,20220913,,,主板,169,KARB
OCTW.P,美国大盘缓冲20十月,33.580,-0.042,,,,,,,20201001,,,主板,169,OCTW
BJK.P,MVIS全球游戏指数ETF,42.880,-0.603,,,,,,,20080122,,,主板,169,BJK
QVAL.O,建筑师定量价值ETF,42.800,-0.314,,,,,,,20231121,,,Nasdaq Global Market,185,QVAL
CTEC.O,全球清洁技术指数ETF,9.720,1.461,,,,,,,20201029,,,Nasdaq Global Market,185,CTEC
GRN.P,全球碳II指数ETN,22.560,-1.632,,,,,,,20190918,,,主板,169,GRN
XVV.B,标普500可持续发展ETF,39.570,-0.718,,,,,,,20200924,,,主板,171,XVV
TDTT.P,3年目标持续时间提示,23.745,0.063,,,,,,,20110919,,,主板,169,TDTT
SCMB.P,美国核心城市指数ETF,52.320,0.134,,,,,,,20221012,,,主板,169,SCMB
DRIV.O,自发和电动汽车指数,24.240,-1.223,,,,,,,20180417,,,Nasdaq Global Market,185,DRIV
KNOW.B,基本面第一ETF,10.510,-0.338,,,,,,,20240222,,,主板,171,KNOW
MMLG.P,多经理快速成长ETF,27.270,-1.184,,,,,,,20200722,,,主板,169,MMLG
HDG.P,因素模型-交换系列ETF,,0.026,,,,,,,20110712,,,主板,169,HDG
IXC.P,全球1200能源指数,40.355,-0.099,,,,,,,20011112,,,主板,169,IXC
IDNA.P,基因学和制药指数ETF,24.440,0.577,,,,,,,20190613,,,主板,169,IDNA
IPXXU.O,Inflection Point-U,,,,,,,,,20230525,,,Nasdaq Global Market,185,IPXXU
MEM.P,新兴市场股票活跃ETF,28.890,-0.259,,,,,,,20220714,,,主板,169,MEM
MBBB.B,美BBB公司债券指数ETF,,0.104,,,,,,,20201202,,,主板,171,MBBB
FMAG.B,富达麦哲伦ETF,27.660,-1.147,,,,,,,20210204,,,主板,171,FMAG
CHGX.P,改变金融ESG ETF,35.970,-0.746,,,,,,,20171010,,,主板,169,CHGX
SOXL.P,半导体指数三倍做多,48.840,-11.515,,,,,,,20100311,,,主板,169,SOXL
TAFL.P,AB TaxAware多头市政,,0.066,,,,,,,20231213,,,主板,169,TAFL
MMSC.P,罗素2000增长指数ETF,19.350,-0.745,,,,,,,20211014,,,主板,169,MMSC
METV.P,Ball元逆指数ETF,12.475,-1.344,,,,,,,20210630,,,主板,169,METV
BCSAU.O,Blockchain-U,,0.000,,,,,,,20211110,,,Nasdaq Global Market,185,BCSAU
MOAT.P,Wide Moat关注指数ETF,87.860,0.068,,,,,,,20120425,,,主板,169,MOAT
AVSC.P,罗素2000指数ETF,51.200,0.000,,,,,,,20220113,,,主板,169,AVSC
GLD.P,LBMA黄金价格PM,201.630,0.845,,,,,,,20041118,,,主板,169,GLD
DFSI.P,国际可持续发展核心,33.490,-0.417,,,,,,,20221102,,,主板,169,DFSI
