证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
603421.SH,鼎信通讯,39.39,39.39,6.04,1.0,4.35,0.45,1.15,54.9,1.18,0.082514621,1.61,5.123881959,0.91,39.8740960361,通信-通信设备-通信网络设备及器件,通信设备,通信,科技,载波通信产品,载波通信行业龙头企业之一,专注于电力线载波通信技术和总线通信技术的基础理论研究,中证2000,"消防装备,MCU芯片,充电桩,物联网,物联网应用层,虚拟电厂,芯片,智能电网",0.3866668357175562
600512.SH,腾达建设,31.97,32.3,2.02,1.0,2.0,0.25,0.79,68.61,0.52,0.029440372,0.77,3.871188885,-,44.9841620136,建筑装饰-建筑装饰-基础建设,建筑工程,基建,建筑业,市政/房屋/路桥,集市政、公路、轨道交通、房地产一体的综合建设集团,集市政、公路、建筑装饰、轨道交通、房地产一体的综合建设集团,中证2000,"新型城镇化,PPP,装配式建筑,轨道交通,基建工程,一带一路",0.07196447603287148
301589.SZ,诺瓦星云,31.12,207.49,404.0,1.0,4.24,3.88,12.71,42.33,5.52,2.38621247,4.53,73.247575373,-,32.8727993564,计算机-计算机设备-计算机设备Ⅲ,LED,消费电子,科技,,,主营LED显示控制系统、视频处理系统,,"人工智能,年报预增,MicroLED",3.3801385401623616
600587.SH,新华医疗,99.18,103.98,22.28,1.0,2.4,1.26,1.27,15.9,1.42,1.401376722,9.47,15.682253382,0.67,50.4831791124,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,消毒灭菌设备,国内最大的消毒灭菌设备生厂商,感染控制设备的品种和产量国内第一，放疗系列产品国内领先水平,中证1000,"生物医药,国产替代,体外诊断,国企改革,民营医院,大消费,医疗废物处理,互联网医疗,地方国企改革,医疗器械,山东国企改革,消毒剂",0.3827070320540437
600486.SH,扬农化工,257.31,259.55,63.87,1.0,2.55,1.87,0.73,15.12,2.56,1.055993366,4.34,24.908610219,2.04,40.7858688976,基础化工-化学制品-农药,农药,化学制品,化工,农药,拥有国内规模最大、配套最全的菊酯产业链,拥有国内规模最大、配套最全的菊酯产业链,中证500,"氢氟酸,乡村振兴,国企改革,养老金持股,登革热,蜱虫,央企国企改革,草甘膦,MSCI",0.5317779917451122
688071.SH,华依科技,14.69,23.23,27.4,1.0,5.57,0.39,2.66,-145.12,2.18,-0.188812975,-1.85,12.570985607,-,46.3908469685,机械设备-专用设备-其他专用设备,动力系统,汽车零部件,汽车,汽车动力总成测试,国内少数能覆盖汽车动力总成各细分测试的自主创新企业,国内少数推出国际先进水平的汽车动力总成测试设备的自主创新企业,中证2000,"高端装备,华为汽车,新能源汽车,无人驾驶,长安汽车,比亚迪,专精特新,燃料电池",0.5927679680900442
002795.SZ,永和智控,17.5,18.1,4.06,1.0,5.22,0.83,4.74,-41.24,2.05,-0.073834024,-3.86,1.982457165,-,49.34482292,机械设备-通用设备-金属制品,阀门,金属制品,机械,阀门类,流体控制设备及器材行业有竞争力的企业,国内少数掌握无铅铜产品加工与制造技术的水暖器材制造厂家之一,中证2000,"医疗器械,TOPCON电池,BC电池,光伏,智能制造,人民币贬值受益,民营医院",1.1044136005981469
002355.SZ,兴民智通,25.06,25.2,4.06,1.0,4.73,0.81,3.25,-10.6,2.08,-0.287391202,-13.69,1.955604705,-,50.4489210179,交运设备-汽车零部件-汽车零部件Ⅲ,轮胎,汽车零部件,汽车,钢制车轮,全国钢制车轮行业的龙头企业,专注车轮制造，布局智能网联汽车硬件及数据服务,,"5G,智能交通,EDR,大数据,新能源汽车,长安汽车,无人驾驶,比亚迪,人工智能,粤港澳大湾区,时空大数据,边缘计算,蔚来汽车,人脸识别,数据要素,北汽新能源,车联网,汽车电子",0.8636254202172988
000848.SZ,承德露露,96.2,96.2,9.14,0.99,1.77,1.08,1.13,9.76,2.88,0.234031221,7.67,3.168546464,3.28,17.6965646017,食品饮料-饮料制造-软饮料,软饮,饮料,必需消费,杏仁露,我国境内最大的杏仁露生产企业,全国最大的杏仁露生产企业,中证1000,"养老金持股,央视财经50,电子商务,大消费,新零售",0.20790487252106912
003001.SZ,中岩大地,6.97,18.11,14.22,0.99,3.62,0.31,4.38,95.76,1.55,0.148500363,1.6,9.188377965,1.07,39.5923124787,建筑装饰-建筑装饰-专业工程,建筑工程,基建,建筑业,岩土工程,全国注册岩土工程师继续教育必修教材的主编单位,全国注册土木工程师（岩土）继续教育必修教材的主编单位,,"装配式建筑,土壤修复,基建工程,雄安新区,智慧停车,人工智能,在线教育,职业教育,一带一路",0.31325144382677483
000862.SZ,银星能源,31.9,46.63,5.08,0.99,2.19,0.33,1.05,25.47,1.11,0.049863155,1.1,4.579009273,-,54.7946420542,公用事业-电力-新能源发电,风光发电,电力,公共事业,风电,宁夏地区风电运营的龙头,中国铝业公司旗下的风力发电企业，风电装机容量在宁夏区内排名前四，有少量光伏发电业务,中证2000,"风电,分布式发电,国企改革,绿色电力,央企国企改革,光伏",0.10902631109443
603628.SH,清源股份,41.75,41.75,15.25,0.99,3.25,1.89,4.54,21.61,3.42,0.529356689,12.45,4.462001889,0.52,48.2193212048,电力设备-电力设备-光伏设备,光伏辅材,光伏,电力设备,光伏支架,光伏支架细分领域内的领先企业之一,光伏支架的研发，设计，生产和销售，主要服务海外光伏发电市场,中证2000,"光伏建筑一体化,福建自贸区,人民币贬值受益,储能,绿色电力,光伏",1.0572769535513982
300765.SZ,新诺威,419.39,472.36,33.63,0.99,3.39,3.29,0.79,149.37,11.71,0.056287668,1.8,2.871702428,1.4,15.2977789478,医药生物-化学制药-原料药,维生素,生物,生物医药,咖啡因类产品,全球生产规模最大的化学合成咖啡因生产基地之一,公司“果维康”商标为中国驰名商标，产品为维生素C含片和咖啡因,中证1000,"维生素,保健品,创新药",1.3212002962193399
300751.SZ,迈为股份,206.8,298.95,107.09,0.99,3.37,2.55,1.23,28.73,4.05,0.931824142,3.35,26.453396677,1.4,69.3360566669,电力设备-电力设备-光伏设备,光伏加工设备,光伏,电力设备,丝网印刷设备,全球光伏电池丝网印刷设备龙头之一,太阳能丝网印刷设备市占率全球第一，HJT电池设备龙头，实现了HJT电池整线设备的首次出口，加码半导体及显示面板设备布局,沪深300,"MiniLED,MicroLED,第三代半导体,先进封装,锂电池,OLED,太阳能,MSCI,芯片,光伏,HJT电池,新型工业化",1.1282130847743432
300092.SZ,科新机电,21.41,27.94,10.2,0.99,2.38,0.91,4.26,14.67,1.78,0.173807565,3.08,5.736710205,1.96,33.7542691715,机械设备-通用设备-金属制品,容器,金属制品,机械,高端重型过程装备和系统集成,国内极少数几家核级压力容器设备制造商之一,主营三类压力容器设备产品，国家高新技术企业,中证2000,"高端装备,海水淡化,超超临界发电,氢能源,可降解塑料,智能制造,核电,中俄贸易,光伏",0.3724336889865566
601200.SH,上海环境,103.21,103.21,9.2,0.99,1.65,0.5,0.49,18.89,0.96,0.487149676,5.21,9.542211444,1.09,57.5533769954,环保-环保-固废治理,垃圾处理,环保,公共事业,固废处理,城市固废综合服务商，新环保板块上市龙头公司之一,拥有国内领先的垃圾焚烧发电技术和烟气控制技术,中证1000,"国企改革,固废处理,上海国企改革,上海自贸区,垃圾分类,PPP,医疗废物处理,污水处理,节能环保,土壤修复,地方国企改革,生物质能发电,绿色电力",0.0852970308808282
000710.SZ,贝瑞基因,24.54,28.92,8.18,0.99,5.19,2.77,11.18,87.79,1.54,0.023294549,0.44,5.296203422,-,29.4594335698,医药生物-医疗服务-其他医疗服务,医疗诊断,医疗服务,生物医药,基因检测,国内NIPT领域的龙头公司之一,以测序为基础的基因检测服务与设备试剂销售,,"体外诊断,基因测序,大数据,基因芯片,医疗器械,抗肿瘤,数据要素,辅助生殖,抗癌,人工智能",3.3782989244376607
430017.BJ,星昊医药,8.89,13.85,11.3,0.98,1.97,0.08,0.95,13.88,0.92,-,1.67,12.278927026,-,17.6232746633,医药生物-化学制药-化学制剂,制药,生物,生物医药,化学制剂,公司多个产品在公立医院市占率领先,国家级专精特新“小巨人”，公司复方消化酶胶囊市占率在复方消化酶类制剂排名第一,,流感,0.030737932157772055
002778.SZ,中晟高科,13.9,14.1,11.3,0.98,4.2,0.36,2.65,-9.12,3.33,-1.239388151,-30.9,3.391528396,-,64.2949268253,环保-环保-综合环境治理,综合环保,环保,公共事业,环境治理,“润滑油+环境治理”双主业运营,民营润滑油企业中为数不多的能够实现生产过程全自动化的企业之一,,"土壤修复,节能环保,国企改革,地方国企改革,江苏国企改革,净水,核污染防治,污水处理",0.37365421072797705
688379.SH,华光新材,13.79,13.79,15.42,0.98,2.88,0.11,0.84,33.15,1.47,0.465137117,4.55,10.468880792,-,51.9594749015,机械设备-通用设备-金属制品,通用设备,机械设备,机械,铜基钎料和银钎料,国内钎料行业的领先企业之一,曾获国家科技进步二等奖、制造业单项冠军示范企业称号,,"风电,年报预增,白银,新能源汽车,共同富裕示范区,新材料,绿色电力,光伏",0.06641554657988052
301150.SZ,中一科技,17.47,33.75,25.7,0.98,3.42,0.46,2.63,-16.81,0.94,-0.382166983,-1.37,27.196125157,5.06,35.9303253055,电力设备-电力设备-电池,锂电材料,储能,电力设备,锂电铜箔,国内重要的锂电铜箔厂商，为宁德时代子公司供货商之一,主营锂电铜箔和标准铜箔，主要应用于新能源汽车动力电池等领域，为宁德时代子公司供货商之一,中证2000,"PCB,PET铜箔,锂电池,比亚迪,专精特新,宁德时代",0.3363889483653744
000792.SZ,盐湖股份,893.69,893.71,16.45,0.98,1.84,5.59,0.63,11.29,2.8,1.456615919,27.91,5.87280745,-,25.2473116351,基础化工-化学制品-钾肥,化肥,化学制品,化工,氯化钾,国内最大的钾肥生产企业,青海国资委旗下，国内最大的钾肥生产企业，依托卤水锂资源量全球第三的察尔汗盐湖开展盐湖提锂业务,沪深300,"钾肥,国企改革,锂电池,新能源汽车,PVC,比亚迪,硫酸钾,锂矿,地方国企改革,化肥,锂电原料,特色小镇,同花顺漂亮100,盐酸,盐湖提锂",0.8169722372842511
603992.SH,松霖科技,74.23,75.52,18.51,0.98,3.06,0.33,0.44,21.37,2.87,0.86598454,15.28,6.45289606,2.41,40.4845404961,轻工制造-家用轻工-其他家用轻工,厨卫家具,家居装修,建筑业,花洒及其配件,国内规模领先的卫浴配件产品专业生产商,世界领先的厨房和浴室配件供应商,,"福建自贸区,C2M,全屋定制,外贸受益,智能家居,人民币贬值受益",0.15115666184343202
300633.SZ,开立医疗,177.39,177.39,41.19,0.98,2.7,1.61,0.91,44.26,5.45,0.23264874,3.13,7.561424206,0.44,19.4701584486,医药生物-医疗器械-医疗设备,医疗器械,医疗器械,生物医药,彩色超声诊断仪,中国医疗超声领域的领先者,涵盖超声诊断、电子内镜和体外诊断三大产品线的医疗器械提供商,中证1000,"医疗器械,体外诊断",0.5280742299889346
300884.SZ,狄耐克,17.63,23.41,9.29,0.98,4.13,0.51,2.89,543.39,1.67,0.004274064,0.08,5.552741085,1.61,24.0308535179,计算机-计算机设备-计算机设备Ⅲ,安防,计算机,科技,楼宇对讲,国内领先的智慧社区设备和解决方案提供商,楼宇对讲国家标准、国际标准编制单位之一,中证2000,"智能交通,多模态AI,海峡两岸,华为,智慧停车,人工智能,养老,鸿蒙,物业管理,边缘计算,福建自贸区,安防,信创,PM2.5,人脸识别,机器人,专精特新,智能家居,智能医疗,智慧城市",0.48745417939496694
600758.SH,辽宁能源,41.08,41.11,3.11,0.97,3.25,0.44,1.07,12.45,0.76,0.06243018,1.55,4.074000835,1.93,59.3288620649,煤炭-煤炭开采加工-煤炭开采,煤炭,煤炭,资源,煤炭(辽宁),辽宁省及周边钢铁企业运距最短的大型煤炭供应商,辽宁省及周边钢铁企业运距最短的大型煤炭供应商,中证2000,"风电,振兴东北,国企改革,地方国企改革,辽宁国企改革,煤炭,电力改革",0.2469589106875065
600143.SH,金发科技,186.84,193.89,7.26,0.97,1.67,1.19,0.64,30.02,1.17,0.18135617,2.92,6.198045412,3.17,69.5532865408,基础化工-化工合成材料-改性塑料,改性塑料,合成材料,化工,改性塑料,国内规模最大、产品种类最为齐全的改性塑料生产企业,国内产品最齐全、产量最大的改性塑料生产企业之一,中证500,"5G,特斯拉,聚丙烯,PEEK材料,小额再贷款,锂电池,新能源汽车,碳纤维,小额贷款,充电桩,线型,可降解塑料,氢能源,国家科技大会,医疗器械,新材料",0.18728832748344604
600507.SH,方大特钢,93.11,96.74,4.15,0.97,1.7,0.61,0.66,25.89,1.07,0.040074028,1.01,3.896559709,-,55.6202880709,黑色金属-钢铁-特钢,特钢,钢铁,资源,特钢,特种钢材加工企业，弹簧扁钢是公司的战略核心产品,特种钢材加工企业，弹簧扁钢是公司的战略核心产品，,中证1000,"鄱阳湖经济区,特钢,轧板,养老金持股,铁矿石,债转股(AMC)",0.11098666655705693
002608.SZ,江苏国信,313.58,313.58,8.3,0.97,2.31,1.42,0.46,10.07,1.07,0.206091833,2.68,7.790182797,1.2,53.8635899686,公用事业-电力-火电,火电,电力,公共事业,电力,火力发电和金融信托企业,主营业务为能源+金融“双轮驱动”，旗下江苏信托业务能力和人均创利居于全国信托公司前列,中证500,"超超临界发电,信托,国企改革,地方国企改革,江苏国企改革,储能,年报预增,电力改革,光伏",0.33830353093495547
603701.SH,德宏股份,27.16,27.16,10.39,0.97,2.92,0.29,1.07,95.3,3.53,0.027255263,0.93,2.944106883,-,32.8256369717,交运设备-汽车零部件-汽车零部件Ⅲ,汽车电气,汽车零部件,汽车,车用发电机,国内商用车配套发电机龙头企业,公司在商用车配套发电机市场均处于国内同行业领先地位,中证2000,"乡村振兴,节能环保,农机,新能源汽车,国企改革,地方国企改革,浙江国企改革,稀土永磁,长安汽车,储能,汽车电子",0.15214781649903625
836149.BJ,旭杰科技,2.49,3.84,5.2,0.97,2.72,0.03,1.31,35.84,2.1,-,6.07,2.474115154,-,77.5170191138,建筑装饰-建筑装饰-工程咨询服务,工程设计,工程设计,建筑业,建筑装配化、预制混凝土部件,专业从事装配式建筑的国家级高新技术企业,专业从事装配式建筑的国家级高新技术企业,,"装配式建筑,光伏建筑一体化",0.027341488145706576
300444.SZ,双杰电气,36.96,49.83,6.24,0.97,3.24,1.71,4.66,15.5,3.07,0.100641026,5.1,2.033721363,-,68.2900149896,电力设备-电力设备-输变电设备,输变电,电气设备,电力设备,变压器,国内第一批自主研发、制造生产环网配电设备的企业之一,致力于智能环保配电领域新设备领域拥有多项专利的高新技术企业,中证2000,"高压快充,光伏建筑一体化,电力物联网,华为,锂电池,轨道交通,新能源汽车,充电桩,长安汽车,比亚迪,工业4.0,光伏,冬奥会,机器人,高端装备,钒电池,虚拟电厂,储能,换电,一带一路,绿色电力,数据中心,柔性直流输电,智能电网",0.976726717670452
688737.SH,中自科技,14.09,23.82,19.81,0.97,3.31,0.36,2.57,56.29,1.26,0.351942906,2.26,15.675421046,-,28.4938199712,交运设备-汽车零部件-汽车零部件Ⅲ,尾气处理,汽车零部件,汽车,尾气处理催化剂,是我国尾气处理催化剂领域的少数主要国产厂商之一,我国环保催化剂领域的领先企业,,"新材料,钠离子电池,氢能源,新能源汽车,质子交换膜,固态电池,长安汽车,储能,专精特新,燃料电池",0.2647756563445675
600519.SH,贵州茅台,21473.82,21473.82,1709.43,0.97,1.18,52.9,0.25,22.31,8.96,19.157223786,10.57,190.839202163,2.63,12.9543240992,食品饮料-饮料制造-白酒,白酒,饮料,必需消费,酱香型白酒,白酒第一品牌，茅台酒是世界三大名酒之一,白酒第一品牌，茅台酒是世界三大名酒之一,"上证50,沪深300","超级品牌,国企改革,大消费,黔中经济区,贵州国企改革,央视财经50,地方国企改革,MSCI,证金持股,同花顺漂亮100,白酒",2.736389947668433
600917.SH,重庆燃气,97.72,98.37,6.26,0.97,1.94,0.27,0.28,19.94,1.86,0.313887446,9.65,3.358391373,2.06,46.2113171998,公用事业-燃气-燃气Ⅲ,燃气,石油,资源,天然气,重庆市最大的城市燃气供应商,重庆市供气量最大、覆盖区域最广的燃气供应与综合服务商,,"天然气,国企改革,重庆自贸区,碳交易,央企国企改革,LNG加气站,燃料电池,成渝特区",0.05964901030911644
600310.SH,广西能源,45.88,45.88,3.13,0.97,2.9,0.6,1.33,-20.02,1.57,-0.039095131,-1.94,1.998702899,-,76.6367905731,公用事业-电力-电能综合服务,供电,电力,公共事业,水电（广东）,广西地方水电，有区域优势,拥有完整的发、供电网络，具备“厂网合一”的企业,中证2000,"国企改革,抽水蓄能,光伏,风电,超超临界发电,地方国企改革,北部湾自贸区,绿色电力,电力改革",0.27886866070119776
600764.SH,中国海防,156.27,156.27,21.99,0.96,3.44,1.85,1.19,999.1,1.94,0.005502448,0.05,11.360716768,1.12,26.0982505958,国防军工-国防军工-航海装备,船舶,军工,公共事业,水声电子装备,国内水声信息传输装备领先企业,我国军工电子、海洋防务装备、海洋信息化服务核心企业,中证500,"国产航母,智能交通,军工,卫星导航,数字电视,国企改革,量子科技,新能源汽车,雄安新区,油气装备,中船系,芯片,电子信息,天然气,风电,央企国企改革,核电,油气运输仓储,集成电路,毫米波雷达,新媒体",0.8819454824143762
300630.SZ,普利制药,49.63,66.28,14.67,0.96,2.62,2.02,4.09,12.29,2.19,0.894914842,11.85,6.692394621,0.54,53.0096476614,医药生物-化学制药-化学制剂,制药,生物,生物医药,抗过敏类药物,已通过中国医药企业制剂国际化先导企业认证,专业从事化学药物制剂研发、生产和销售的高新技术企业,中证1000,"生物医药,流感,猴痘,创新药,仿制药一致性评价,海南自贸区,高血压药,CRO,核污染防治,减肥药",0.7958276896928664
300272.SZ,开能健康,22.59,30.24,5.24,0.96,5.2,1.32,5.8,33.92,2.55,0.038621509,1.74,2.051149103,2.96,55.3446228774,家用电器-小家电-小家电Ⅲ,小家电,家电,可选消费,净水处理设备,研发制造的全屋净水设备及核心部件均达到国际先进水平,全球最具规模的居家全屋水处理核心部件和设备制造商之一,中证2000,"疫苗存储,基因测序,美丽中国,医美,人民币贬值受益,迪士尼,净水,独角兽,外贸受益,细胞免疫治疗,养老,辅助生殖,冷链物流",1.6450063125829086
601222.SH,林洋能源,129.58,129.58,6.29,0.96,1.93,0.78,0.61,14.87,0.82,0.105757171,1.39,7.64183868,2.83,31.1904216096,公用事业-电力-新能源发电,风光发电,电力,公共事业,电能表/光伏EPC/光伏发电,公司布局智能、节能、新能源三大板块业务,致力成为全球分布式能源、能效管理领域最大的互联运营和服务商,中证1000,"光伏建筑一体化,能源互联网,电力物联网,华为,养老金持股,锂电池,充电桩,物联网应用层,太阳能,TOPCON电池,节能照明,光伏,风电,蔚来汽车,磷酸铁锂,氢能源,区块链,分布式发电,虚拟电厂,储能,物联网,绿色电力,智能电网",0.16282303655907726
300979.SZ,华利集团,746.88,746.88,64.0,0.96,4.89,3.81,0.5,23.71,4.74,0.674799768,5.1,13.513198186,1.88,20.3917866421,纺织服装-纺织制造-其他纺织,纺织制造,纺织,可选消费,运动鞋制造,公司是全球领先的运动鞋专业制造商,全球领先的运动鞋专业制造商,沪深300,"人民币贬值受益,体育用品,体育产业,外贸受益,三胎",2.380429878477949
300817.SZ,双飞集团,11.48,20.17,11.55,0.96,3.93,0.4,3.52,38.58,1.96,0.07484208,1.28,5.88194766,2.16,18.8577706847,机械设备-通用设备-金属制品,轴承,金属制品,机械,自润滑轴承,中国专业生产滑动轴承系列产品的规模企业,中国专业生产滑动轴承系列产品的规模企业,中证2000,"特斯拉,军工,风电,新能源汽车,人民币贬值受益,机器人,专精特新,减速器,长三角一体化",0.39676008697638127
603596.SH,伯特利,227.43,227.93,52.61,0.96,3.4,2.19,0.96,25.57,4.01,2.057691747,18.9,13.103498849,0.64,43.668481452,交运设备-汽车零部件-汽车零部件Ⅲ,刹车,汽车零部件,汽车,汽车制动系统产品,国内汽车制动领域的龙头,国内汽车制动领域的龙头,中证500,"新能源汽车,长安汽车",0.9669764713817672
603515.SH,欧普照明,124.46,125.7,16.84,0.96,1.68,0.44,0.36,25.99,1.9,0.161961907,1.8,8.861664153,2.97,29.3974851055,电子-光学光电子-LED,照明设备,消费电子,科技,照明灯具,中国照明行业标杆的整体照明解决方案提供者,中国知名照明企业之一，主营：照明光源、照明灯具、照明控制品,,"超级品牌,智慧灯杆,精装修,华为,鸿蒙,节能照明,智能家居,粤港澳大湾区,智慧城市",0.07472914536026043
002016.SZ,世荣兆业,42.64,42.64,5.27,0.96,3.07,0.21,0.5,13.1,0.89,0.30168603,5.19,5.943581786,0.46,25.0683874804,房地产-房地产开发-住宅开发,住宅,房地产,金融,广东珠海地产,在珠海具有较大品牌影响力的房企,深耕珠海市的地产开发商,中证2000,"广东自贸区,土地增值,横琴新区,粤港澳大湾区",0.10766958560631831
002529.SZ,海源复材,16.48,16.48,6.34,0.96,3.82,0.33,2.02,-20.38,3.09,-0.23326582,-10.75,2.054132761,-,58.4878673443,机械设备-专用设备-其他专用设备,自动化设备,机械设备,机械,压机及整线装备,国内全自动液压成型设备行业的龙头企业,公司在复合材料装备拥有领先优势,中证2000,"高端装备,福建自贸区,HJT电池,新能源汽车,福建基建,碳纤维,3D打印,TOPCON电池,光伏,宁德时代",0.28690128952156185
688117.SH,圣诺生物,18.9,31.96,28.54,0.96,4.32,0.24,1.3,48.51,3.57,0.147073439,1.85,8.003808934,-,33.8218045051,医药生物-化学制药-化学制剂,制药,生物,生物医药,多肽药物,国内少数几家能够规模化生产多种多肽原料药的企业之一,国内少数几家能够规模化生产多种多肽原料药的企业之一,中证2000,"生物医药,CRO,中俄贸易,辅助生殖,三胎,减肥药",0.24043852753307418
301314.SZ,科瑞思,4.99,16.96,30.69,0.95,3.72,0.15,3.0,55.03,1.61,0.139429696,0.74,19.018138721,4.56,5.2509074375,通信-通信设备-通信网络设备及器件,通信设备,通信,科技,小型磁环线圈服务,网络变压器小型磁环线圈全自动绕线领域市占率行业第一,网络变压器小型磁环线圈全自动绕线领域市占率行业第一,,"5G,元器件,WiFi 6,新能源汽车,智能制造,F5G,储能,专精特新,新型工业化",0.17374679769217916
600006.SH,东风汽车,148.8,148.8,7.44,0.95,5.16,7.85,5.31,74.38,1.79,0.100020586,2.4239,4.154818709,0.58,55.1529348179,交运设备-汽车整车-商用载货车,载货车,汽车整车,汽车,SUV与皮卡,国内最主要的轻型商用车制造商和汽车发动机制造商,中国最大的轻型商用车生产基地,中证1000,"车联网,智能汽车,燃料电池,国企改革,新能源汽车,氢能源,央企国企改革,新能源物流车,无人驾驶,国六标准、国六排放、国六,汽车制造,室外经济",6.70115797444098
002767.SZ,先锋电子,16.62,19.16,12.77,0.95,6.09,0.99,5.98,112.14,2.35,0.028468696,0.53,5.434422395,-,23.3983291581,机械设备-仪器仪表-仪器仪表Ⅲ,仪器仪表,机械设备,机械,燃气表控制装置,国内销售规模最大的智能燃气表制造商和系统供应商之一,智能燃气表行业中的智能燃气表制造商和系统提供商龙头企业之一,,"天然气,物联网,华为,芯片,智能制造,智慧城市",1.6507788614510024
603190.SH,亚通精工,9.92,29.38,24.48,0.95,2.6,0.22,2.22,19.57,1.43,1.250779023,8.04,17.156801574,1.23,41.5196919893,交运设备-汽车零部件-汽车零部件Ⅲ,一体化压铸,汽车零部件,汽车,汽车冲压件、矿用辅助运输设备,公司是中国重汽、上汽通用、上汽集团的一级供应商,主营汽车零部件和矿用辅助运输设备,中证2000,"特斯拉,无人驾驶,一体化压铸,新能源汽车,理想汽车",0.12446681371924928
600558.SH,大西洋,38.24,38.24,4.26,0.95,3.55,0.83,2.19,37.74,1.7,0.112871004,4.57,2.511731893,0.7,23.0980154539,机械设备-通用设备-金属制品,焊割设备,机械设备,机械,焊条,国内焊接材料行业品种、配套能力领先的企业,国内第一家焊接材料制造厂,中证2000,"核电,军工,超超临界发电,国企改革,新材料,地方国企改革,成渝特区",0.5371258533191821
002611.SZ,东方精工,63.73,78.14,6.41,0.94,4.88,5.32,8.42,43.76,1.72,0.036620807,0.99,3.717452385,-,35.1624233099,机械设备-专用设备-印刷包装机械,印刷设备,包装印刷,可选消费,智能瓦楞纸包装装备,国内智能瓦楞纸箱包装自动化设备行业的龙头企业,综合实力国际领先的瓦楞纸包装装备供应商,中证2000,"英伟达,华为,可控核聚变,工业机器人,人民币贬值受益,智能物流,智能制造,工业互联网,3D打印,核电,物联网,机器人,毫米波雷达,新型工业化,无人机",4.883000162960513
688679.SH,通源环境,11.26,11.26,8.55,0.94,3.54,0.06,0.58,35.49,0.99,0.240927247,2.83,8.598250181,-,58.8337923215,环保-环保-固废治理,垃圾处理,环保,公共事业,固废阻隔修复,专注于固废污染阻隔修复和水环境修复的高新技术企业,专注于固废污染阻隔修复、固废处理处置和水环境修复业务的高新技术企业,,固废处理,0.05150167006714164
301290.SZ,东星医疗,14.54,21.42,21.38,0.94,1.84,0.21,1.45,26.92,0.96,0.198562331,0.89,22.297512983,2.34,4.9745042015,医药生物-医疗器械-医疗耗材,医疗耗材,医疗器械,生物医药,吻合器,国内吻合器领先厂商，全产业链布局,以吻合器为代表的外科手术医疗器械生产商,中证2000,"医疗器械,血氧仪",0.06392120524938218
600169.SH,太原重工,71.33,72.35,2.14,0.94,1.89,0.44,0.62,70.2,1.38,0.007620731,0.49,1.551333091,-,79.9514316046,机械设备-专用设备-能源及重型设备,重型机械,机械设备,机械,火车轮轴轮对,国内唯一的同时生产火车轮、火车轴的生产基地,中国著名的重型机械设备制造商之一,中证1000,"国企改革,轨道交通,高端装备,风电,铁路基建,山西国企改革,挖掘机,高铁,地方国企改革,核电,基建工程,中俄贸易,一带一路",0.09890864704213992
000518.SZ,四环生物,22.03,22.03,2.14,0.94,2.36,0.25,1.14,-38.15,4.29,-0.042073932,-0.08,0.499169799,-,21.6461332342,医药生物-生物制品-其他生物制品,生物制品,生物,生物医药,白介素,产品EPO注射液、注射用白介素-2的市场认可度高,主要产品EPO注射液、注射用白介素-2的市场认可度高,中证2000,"生物医药,新型城镇化,医保目录,体外诊断,肾透析,肝炎,医疗器械,登革热,抗癌,干细胞",0.1003681757582456
688296.SH,和达科技,5.79,10.45,9.65,0.94,4.18,0.12,1.99,-35.4,1.48,-0.272592408,-4.09,6.522304686,-,29.589445024,计算机-计算机应用-软件开发,水务,环保,公共事业,水务信息化建设,智慧水务信息化管理先驱,公司在水务信息化行业内享有较高的知名度，具有较强竞争力,,"水利,地下管网,物联网,人工智能,专精特新,污水处理,数据中心",0.15706024619928524
688063.SH,派能科技,131.91,131.91,75.11,0.94,3.62,2.39,1.82,824.37,1.39,0.022778105,0.04,54.047645442,-,20.5005132616,电力设备-电力设备-电池,储能系统,储能,电力设备,储能电池系统,行业领先的储能电池系统提供商,户用储能出货量全球前三，掌握具有知识产权的储能电池系统全产业链核心技术,中证500,"钠离子电池,磷酸铁锂,锂电池,人民币贬值受益,储能,专精特新",1.2611883399701183
002363.SZ,隆基机械,26.77,26.99,6.44,0.94,2.51,0.64,2.39,59.93,1.27,0.080590176,1.59,5.054423856,1.86,35.9185793448,交运设备-汽车零部件-汽车零部件Ⅲ,刹车,汽车零部件,汽车,制动盘,国内汽车制动部件行业龙头厂商之一,国内铸造规模最大、产品规格型号最多的汽车制动部件生产企业,中证2000,"特斯拉,军工,华为汽车,新能源汽车,人民币贬值受益,小鹏汽车,长安汽车,比亚迪,工业4.0",0.2694687485297718
301293.SZ,三博脑科,21.66,95.36,60.18,0.94,3.81,1.9,8.8,71.28,4.04,0.211071501,1.43,14.900002532,-,17.43935094,医药生物-医疗服务-其他医疗服务,医疗诊断,医疗服务,生物医药,神经专科医院,“医教研”一体化民营神经专科医学龙头,国内知名的神经专科医疗集团，累计完成神经外科手术量居全国前列,中证1000,"民营医院,脑机接口,智能医疗",1.5420235765213905
