证券代码,证券名称,流通市值,总市值,最新价,涨跌幅,振幅,成交额,换手率,市盈率,市净率,EPS,ROE,每股净资产,股息率,资产负债率,所属同花顺行业,三级行业,二级行业,一级行业,主营产品,投资逻辑,公司亮点,沪深指数,所属概念,异动值
688443.SH,智翔金泰-U,36.08,148.58,40.52,0.2,3.04,0.59,1.63,-18.54,5.34,-2.185336801,-57.87,7.593084865,-,20.8104129273,医药生物-生物制品-其他生物制品,生物制品,生物,生物医药,单克隆抗体药物和双特异性抗体药物,公司产品胸腺基质淋巴生成素全球首创,主营抗体药物，已提交上市申请的赛立奇单抗针对中重度斑块状银屑病和放射学阳性中轴型脊柱关节炎,,创新药,0.30872886048227227
002627.SZ,三峡旅游,35.43,37.42,5.07,0.2,2.77,0.6,1.7,98.75,1.21,0.01283483,0.31,4.19164976,-,20.206349557,交通运输-公路铁路运输-公交,旅游,旅游酒店,可选消费,旅客运输服务,中国道路运输协会评定的道路旅客运输一级企业,中国道路运输协会评定的道路旅客运输一级企业,中证2000,"网约车,国企改革,地方国企改革,NFT,游轮,特色小镇,二手车,统一大市场,湖北国企改革,年报预增,旅游,黄金水道",0.2750096115805482
301559.SZ,中集环科,13.81,92.04,15.34,0.2,2.09,0.66,4.78,44.22,1.95,0.086722848,1.11,7.863481049,5.44,14.8152776,机械设备-通用设备-金属制品,容器,金属制品,机械,0,0,罐式集装箱全球市占率第一,,"天然气,人民币贬值受益,智能物流,医疗器械,核电,物联网,一带一路",0.2470872579199374
002875.SZ,安奈儿,17.83,21.96,10.31,0.19,3.79,1.12,6.24,-22.32,2.6,-0.346494465,-8.47,3.97144646,-,34.9951667052,纺织服装-服装家纺-服装,服装,纺织,可选消费,品牌童装,中高端童装业务生产商，销量行业排名前列,中高端童装业务的自有品牌服装企业，销量行业排名前列,中证2000,"粤港澳大湾区,抖音,网络直播,抗病毒面料,广东自贸区,大数据,东数西算（算力）,电子商务,新零售,三胎",0.9446128707265385
688178.SH,万德斯,8.85,8.88,10.41,0.19,3.27,0.09,0.98,-10.69,0.8,-0.973628024,-7.1,13.088133466,-,42.4921040705,环保-环保-综合环境治理,综合环保,环保,公共事业,固废处理 水务,专业的固废和水务领域全过程服务提供商,专业化的固废和水务领域全过程服务提供商,,"污水处理,固废处理",0.07347743798542199
002078.SZ,太阳纸业,434.92,439.59,15.73,0.19,1.97,2.98,0.69,14.25,1.69,1.104170833,12.59,9.322070672,1.27,48.2592998895,轻工制造-造纸-造纸Ⅲ,造纸,包装印刷,可选消费,林浆纸一体化、文印用纸,国内林浆纸一体化综合性造纸龙头企业,国内较有影响力的林浆纸一体化综合性造纸龙头企业,中证500,"造纸转暖,纸浆,食品包装,MSCI,代糖",0.5325012405567989
000333.SZ,美的集团,4675.93,4766.59,68.37,0.19,1.8,16.5,0.35,14.14,2.93,4.836643627,22.23,23.362643814,3.66,64.138692239,家用电器-白色家电-空调,制冷电器,家电,可选消费,空调,世界家电综合实力第一,中国家电综合实力排名第一品牌,沪深300,"超级品牌,家用电器,MCU芯片,物联网平台层,工业机器人,智能制造,大消费,工业互联网,芯片,工业4.0,证金持股,央视财经50,空气能热泵,物联网,机器人,同花顺漂亮100,智能家居",1.9234480082007583
601968.SH,宝钢包装,59.94,59.94,5.29,0.19,1.89,0.24,0.41,26.82,1.55,0.049304506,1.45,3.408198453,2.29,51.0635846979,轻工制造-包装印刷-包装,包装,包装印刷,可选消费,金属包装,快速消费品金属包装的龙头企业,中国宝武钢铁集团旗下，拥有国内研发水平领先的金属包装研发平台，先进的生产设备,中证2000,"食品包装,国企改革,央企国企改革,一带一路",0.05575927453176036
605068.SH,明新旭腾,25.78,25.84,15.9,0.19,3.15,0.19,0.74,49.48,1.5,0.080337933,0.7,10.583208017,0.63,47.4379228615,交运设备-汽车零部件-汽车零部件Ⅲ,内饰,汽车零部件,汽车,汽车皮革,较有竞争力的中高端汽车内饰皮革厂商,进入主流整车制造企业供应商体系，与国内外知名汽车一级零部件供应商保持长期合作,中证2000,"新材料,工业4.0,华为汽车,比亚迪",0.11265118222248965
002483.SZ,润邦股份,46.92,46.98,5.3,0.19,3.59,1.5,3.19,84.85,1.17,0.06246389,1.39,4.512637122,1.0,60.1271903202,机械设备-专用设备-能源及重型设备,船舶,军工,公共事业,物料搬运装备,全球最专业、最具规模的船舶舱口盖制造基地之一,全球最专业、最具规模的船舶舱口盖制造基地之一,中证2000,"国企改革,固废处理,海上风电,机械装备,海洋经济,天然气,高端装备,医疗废物处理,风电,地方国企改革,广东国企改革,危废处理,一带一路,污水处理,海工装备,航运港口",0.945988941827025
600282.SH,南钢股份,328.6,328.6,5.33,0.19,3.57,2.28,0.7,14.83,1.23,0.089849817,2.08,4.32737216,4.69,61.1757497609,黑色金属-钢铁-普钢,普钢,钢铁,资源,板材,江苏省知名的上市钢企，中厚板龙头企业,中厚板卷和中板是公司的主导产品,中证500,"C2M,国企改革,养老金持股,工业互联网,人工智能,数字经济,工业4.0,互联网钢铁,可燃冰,核电,一带一路,债转股(AMC)",1.0217777034645226
601133.SH,柏诚股份,15.75,55.8,10.68,0.19,1.69,0.36,2.3,26.08,2.01,0.409518604,9.44,5.304464418,1.83,45.4242074612,建筑装饰-建筑装饰-专业工程,洁净室,半导体,科技,洁净室系统集成解决方案,我国洁净室行业的领先企业,国内少数具备承接多行业主流项目的洁净室系统集成解决方案提供商之一,中证2000,"中芯国际,芯片",0.09424568214670037
835579.BJ,机科股份,5.56,20.78,16.05,0.19,3.12,0.26,4.78,65.58,3.81,-,1.55,4.217817235,-,53.0556700789,机械设备-自动化设备-机器人,机器人,机械设备,机械,,,中国机械总院旗下，中国叉车AGV(自引导移动机器人)企业竞争力排名居前,,"京津冀一体化,国企改革,新能源汽车,智能制造,固废处理,智能物流,无人驾驶,工业互联网,比亚迪,垃圾分类,工业4.0,高端装备,医疗废物处理,节能环保,工业母机,央企国企改革,高铁,物联网,数字孪生,机器人,专精特新,污水处理,车联网,智能医疗,机器视觉,新型工业化",0.22624925506022295
600901.SH,江苏金租,234.39,235.1,5.38,0.19,1.86,1.82,0.78,8.26,1.26,0.162915053,3.87,4.25904964,6.51,85.1423827346,非银金融-保险及其他-多元金融,租赁,非银金融,金融,融资租赁业务,国内著名的金融租赁公司之一,专注为中小型客户提供融资租赁综合解决方案,中证500,"国企改革,地方国企改革,江苏国企改革,融资租赁",0.32631862081329815
000690.SZ,宝新能源,119.81,119.89,5.51,0.18,2.0,2.19,1.83,13.49,0.99,0.408356989,7.59,5.573657818,0.54,41.7137493113,公用事业-电力-火电,火电,电力,公共事业,火电(广东),主营业务为火电,新能源电力细分行业龙头,中证1000,"养老金持股,海上风电,风电,超超临界发电,西电东送,煤价下跌受益,分布式发电,绿色电力,年报预增,电力改革",0.4891193430116328
600925.SH,苏能股份,88.81,380.96,5.53,0.18,1.45,0.58,0.66,15.9,2.39,0.347844917,16.75,2.311748736,3.62,53.1872024666,煤炭-煤炭开采加工-煤炭开采,煤炭,煤炭,资源,煤炭、电力,江苏省属唯一的大型“煤电一体化”生产企业,江苏省属徐州矿务集团旗下，主营煤炭及发电业务,中证500,"风电,超超临界发电,国企改革,地方国企改革,煤炭,江苏国企改革,绿色电力,光伏",0.08306643524507676
600072.SH,中船科技,123.4,252.49,16.76,0.18,1.97,4.14,3.37,156.03,2.32,0.107412715,1.77,7.231415572,0.27,76.3643376416,国防军工-国防军工-航海装备,船舶,军工,公共事业,船舶工程承包,船舶工业工程设计龙头企业,船舶工业工程设计龙头企业，大型钢结构工程的设计和承包商,中证1000,"国产航母,船舶升级,军工,国企改革,智能制造,中船系,机械装备,同花顺中特估100,海洋经济,高端装备,PPP,风电,LNG动力船,央企国企改革,海工装备",0.8990788982983285
002179.SZ,中航光电,700.06,718.99,33.92,0.18,1.09,5.89,0.85,23.94,3.34,0.354248129,3.57,10.159422346,1.62,35.1553672217,国防军工-国防军工-军工电子,军工电子,军工,公共事业,军用/民用连接器,军用连接器、新能源汽车连接器龙头,国内最大的军用光电连接器制造企业,沪深300,"国产航母,特斯拉,航空航天,5G,液冷服务器,军工,国企改革,华为,量子科技,新能源汽车,中航系,充电桩,军民融合,比亚迪,大飞机,成飞,MSCI",0.38959993051076613
002404.SZ,嘉欣丝绸,26.52,32.7,5.66,0.18,1.24,0.24,0.9,16.86,1.59,0.083936691,2.35,3.548802164,4.42,40.7578322324,纺织服装-纺织制造-其他纺织,纺织制造,纺织,可选消费,丝绸,境内最大的丝绸产品生产和出口企业之一,丝绸产品的生产和销售超过三十年，行业内知名企业,中证2000,"网络直播,人民币贬值受益,小额贷款,新零售,区块链应用,融资租赁,工业4.0,光伏,三胎,长三角一体化,嘉兴土改,石墨烯,民营金融,丝绸,共同富裕示范区,供应链金融,电子商务,跨境电商,一带一路,新材料,绿色电力",0.034184150535361515
601226.SH,华电重工,66.4,66.85,5.73,0.17,2.1,0.89,1.34,-17.21,1.63,-0.083255318,-2.35,3.508989706,1.75,58.7820357569,建筑装饰-建筑装饰-专业工程,钢结构,基建,建筑业,建筑安装,全球最大的冶金工程建设综合企业集团之一,主营物料输送系统、热能、高端钢结构工程，技术实力行业领先,中证2000,"国产替代,国企改革,海上风电,光伏,机器人,高端装备,风电,超超临界发电,氢能源,央企国企改革,质子交换膜,核电,一带一路,燃料电池,海工装备",0.23800773653587218
600731.SH,湖南海利,30.83,32.18,5.76,0.17,1.74,0.27,0.87,11.76,1.07,0.489989376,9.74,5.377971746,-,28.6831944757,基础化工-化学制品-农药,农药,化学制品,化工,农药,国内氨基甲酸酯类农药的龙头企业,六十多年化工开发积累，农药产品研究领域国内领先地位,中证2000,"蜱虫,国企改革,乡村振兴,锂电池,湖南国企改革,农业种植,地方国企改革,食品安全,草地贪夜蛾防治",0.06329629292100071
600198.SH,大唐电信,50.8,75.56,5.77,0.17,3.65,0.83,1.64,193.29,24.38,0.029851179,9.7366,0.236684156,-,78.0237740232,通信-通信设备-通信终端及配件,射频,半导体,科技,5G赋能应用,深耕5G应用、信息安全和自主可控的央企,在集成电路设计领域，公司在可信识别芯片领域保持国内领先地位,中证2000,"智能交通,卫星导航,国企改革,大数据,智能穿戴,IPV6,电子书,移动支付,微电子,农业信息化,智能终端,一带一路,车联网,智慧城市,新兴板,5G,无人机,元器件,金融IC,数据安全,芯片设计,芯片,换芯,智慧政务,银联,NFC,汽车芯片,网络安全,央企国企改革,物联网,集成电路,云计算",0.5276178409514243
430198.BJ,微创光电,4.05,9.31,5.77,0.17,2.43,0.11,2.61,-19.74,2.07,-,-5.77,2.785085311,-,31.3386192837,计算机-计算机设备-计算机设备Ⅲ,交通管理,计算机,科技,监控信息化,国内高速公路监控信息化产品重要厂商,智慧高速视频监控领先企业,,"边缘计算,国企改革,安防,地方国企改革,人工智能,湖北国企改革",0.07285585401331063
002882.SZ,金龙羽,43.49,76.32,17.63,0.17,3.3,3.74,8.64,52.84,3.58,0.083410875,1.71,4.925110982,1.13,37.8787714172,电力设备-电力设备-线缆部件及其他,电缆,电气设备,电力设备,电线电缆,华南地区产品最齐全技术最先进的电线电缆企业之一,国内少数拥有3500平方毫米大截面电力电缆生产能力的企业之一，布局固态电池领域,中证2000,"固态电池,比亚迪,锂电池,恒大,粤港澳大湾区",2.121181505303907
688608.SH,恒玄科技,142.36,142.36,118.6,0.17,3.23,1.93,1.35,128.94,2.33,0.22995757,0.45,50.882517923,-,5.6985667908,电子-半导体及元件-集成电路设计,SoC,半导体,科技,智能音频SoC,智能国内音频SoC芯片领域的领先供应商,全球智能音频SoC芯片领域的领先供应商,中证1000,"阿里巴巴,智能音箱,星闪,华为,无线耳机,消费电子,小米,芯片设计,语音技术,芯片",0.8529893132128832
603520.SH,司太立,40.66,40.66,11.87,0.17,2.53,0.46,1.13,77.55,2.31,0.114790792,2.23,5.132503224,1.68,69.0528494519,医药生物-化学制药-原料药,原料药,生物,生物医药,造影剂,X射线造影剂的研发能力行业领先,国内规模最大、品种最全的非离子型碘造影剂产品生产企业,中证2000,"生物医药,流感,专精特新",0.17917139764792878
000529.SZ,广弘控股,33.91,34.74,5.95,0.17,1.52,0.26,0.76,63.45,1.1,0.023444982,0.44,5.39891358,2.52,54.9906540634,食品饮料-食品加工制造-肉制品,出版,传媒,科技,出版发行+肉类食品,以出版发行和肉类食品双轮驱动,肉类食品供应为主和教育出版物发行为辅的优质企业,中证2000,"国企改革,广东自贸区,猪肉,文化传媒,地方国企改革,小额贷款,预制菜,养鸡,粤港澳大湾区,冷链物流",0.048412656631284176
603969.SH,银龙股份,49.98,51.03,5.97,0.17,4.19,1.16,2.32,32.42,2.24,0.046031262,1.74,2.660123859,1.01,31.6799150554,机械设备-通用设备-金属制品,钢线,金属制品,机械,钢丝、钢绞线,全球规模领先的预应力混凝土用钢材生产企业,可向世界任何一个国家和区域的客户提供所有预应力混凝土用钢材,中证2000,"京津冀一体化,碳基材料,水利,风电,轨道交通,高铁,核电,雄安新区,储能,一带一路,年报预增,光伏",0.9006302508779879
688130.SH,晶华微,4.87,20.03,30.1,0.17,2.5,0.04,0.87,-438.23,1.58,-0.017171522,-0.09,19.078162251,-,0.9856379886,电子-半导体及元件-集成电路设计,SoC,半导体,科技,SoC芯片,专业混合信号集成电路设计及应用方案供应商,高性能模拟及数模混合集成电路生产商,,"集成电路,芯片",0.026135802958448893
300039.SZ,上海凯宝,55.25,63.07,6.03,0.17,1.66,1.19,2.16,17.83,1.67,0.084568771,-6.48,3.612061541,1.0,11.8333375527,医药生物-中药-中药Ⅲ,中药,中药,生物医药,痰热清注射液,主营现代中药的综合制药企业,清热解毒类中成药痰热清注射液，是国家中药保护产品,中证1000,"生物医药,流感,肝炎,医疗器械,中医药,登革热,医保目录",0.2300371287236964
000893.SZ,亚钾国际,151.77,173.6,18.69,0.16,3.32,3.34,2.21,13.09,1.58,1.070606555,9.44,11.826864484,-,14.2529038898,基础化工-化学制品-钾肥,化肥,化学制品,化工,钾肥,全球领先的新生钾盐区域同时实现量产并实现效益的企业,全球新生钾盐区域首家实现工业化量产并实现经济效益的企业,中证500,"钾肥,贸易战受益股,人民币贬值受益,化肥,供销社,南沙新区,厄尔尼诺",1.5199292204947994
600667.SH,太极实业,132.06,132.06,6.27,0.16,5.11,3.41,2.62,22.26,1.63,0.070430307,1.85,3.851176603,-,71.4744918614,建筑装饰-建筑装饰-工程咨询服务,封测,半导体,科技,半导体封测、半导体工程总包,国内领先的半导体（集成电路）制造与服务厂商,主营业务包括半导体业务、工程技术服务和光伏电站投资运营,中证1000,"光伏建筑一体化,国企改革,存储芯片,先进封装,内存,芯片,国家大基金持股,地方国企改革,芯片制造,芯片封装测试,OLED,江苏国企改革,集成电路,绿色电力,数据中心",2.929496540455769
600241.SH,时代万恒,18.45,18.45,6.27,0.16,2.56,0.27,1.44,30.44,1.61,0.205994433,5.5,3.898606433,-,13.6310811093,电力设备-电力设备-电池,林业,农业,必需消费,锂电池,林业项目拥有优质的非洲林地资源储备,林业项目拥有优质的非洲林地资源储备,,"镍氢电池,国企改革,锂电池,地方国企改革,人民币贬值受益,辽宁国企改革,中朝贸易区,东北亚经贸中心,燃料电池,锂电制造",0.12756639183538554
002581.SZ,未名医药,50.54,83.19,12.61,0.16,2.22,0.45,0.89,209.99,3.45,0.045038259,1.23,3.656975042,-,10.0990439507,医药生物-生物制品-其他生物制品,生物制品,生物,生物医药,神经生长因子,原甲酸三甲酯、原甲酸三乙酯全球主要生产供应商之一,恩经复是世界上第一支获准正式用于临床的神经生长因子药品,中证1000,"生物医药,肝炎,新型杀菌剂,CRO,生物疫苗",0.13796579095891928
300106.SZ,西部牧业,13.34,13.34,6.31,0.16,2.22,0.54,4.02,-78.12,2.48,-0.02019405,-0.79,2.541136469,-,43.7332192584,食品饮料-食品加工制造-乳品,乳制品,食品,必需消费,液态乳,位于我国三大牧区之一的新疆，拥有国内连续的科研成果,位于我国三大牧区之一的新疆，拥有国内连续的科研成果,,"家庭农场,西部开发,新疆振兴,奶牛养殖,国企改革,地方国企改革,乳粉,饲料,新零售,乳业,新疆建设兵团,三胎,牛羊肉",0.22337969655438314
