isin,slug,name.originalValue,name.translations.others,name.translations.en,overview.lastPrice,changeToPrevDay,turnover,marketCapitalisation,overview.dateTimeLastPrice,market.originalValue,market.translations.de,market.translations.en,segment.originalValue,segment.translations.others,industrySector.originalValue,industrySector.translations.others,instrumentType.originalValue,instrumentType.translations.de,instrumentType.translations.en,securityType.originalValue,securityType.translations.de,securityType.translations.en,originCountry.originalValue,originCountry.translations.de,originCountry.translations.en,sector.originalValue,subsector.originalValue,subsector.translations.others,industrySector.translations.de,industrySector.translations.en,subsector.translations.de,subsector.translations.en,segment,sector,subsector,originCountry.translations.others
DE0005874846,intica-systems-ag,INTICA SYSTEMS INH O.N.,InTiCa Systems SE,InTiCa Systems SE,7.55,-0.6578947369,0.0,32389500.0,2023-07-20T17:36:17+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,61,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Technology,Electronic Components & Hardware,,Elektronik und Elektrik,Electronic engineering,Elektronische Komponenten & Hardware,Electronic Components & Hardware,,,,
DE0006042708,hawesko-holding-ag,HAWESKO HOLDING INH O.N.,Hawesko Holding SE,,38.5,-0.2590673576,0.0,345730000.0,2023-07-20T17:36:22+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Retail,"Retail, Food & Drug",,Holdinggesellschaften,Holding companies,"Einzelhandel, Lebensmittel & Medikament","Retail, Food & Drug",,,,
DE0006223605,intertainment-ag,INTERTAINMENT AG INH O.N., INTERTAINMENT AG,,0.486,0.0,0.0,7921800.0,2023-07-19T17:36:19+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,160,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Media,Movies & Entertainment,,Unterhaltung und Freizeit,Entertainment/Leisure,Filme & Unterhaltung,Movies & Entertainment,,,,
DE0006286560,ovb-holding-ag,OVB HOLDING AG,OVB Holding AG,,23.0,0.0,0.0,327750000.0,2023-07-20T17:36:09+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE0006578008,khd-humboldt-wedag-international-ag,KHD HUMBOLDT WEDAG O.N.,KHD Humboldt Wedag International AG,,1.71,-2.840909091,0.0,84987000.0,2023-07-20T17:36:07+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Construction,Building Materials,,Sonstige deutsche Aktien,Other german shares,Baumaterialien,Building Materials,,,,
DE0006595101,mediclin-ag,MEDICLIN AG,MediClin AG,,3.02,0.0,0.0,143450000.0,2023-07-20T17:36:23+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Health Care,,Sonstige deutsche Aktien,Other german shares,Gesundheitswesen,Health Care,,,,
DE0006656101,mwb-fairtrade-wertpapierhandelsbank-ag,MWB FAIRTRADE WPHDLSBK AG,mwb fairtrade Wertpapierhandelsbank AG,,3.91,0.0,0.0,29207700.0,2023-07-20T17:36:20+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE0006967805,pro-dv-ag,PRO DV AG O.N.,PRO DV AG,,0.87,0.0,0.0,3741000.0,2023-07-20T17:36:12+02:00,OPEN,Freiverkehr,Open Market,,,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,,,,,,,,
DE0007042301,rhoen-klinikum-ag,RHOEN-KLINIKUM O.N.,RHÖN-KLINIKUM AG,,12.2,0.0,0.0,816912000.0,2023-07-20T17:36:14+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Health Care,,Sonstige deutsche Aktien,Other german shares,Gesundheitswesen,Health Care,,,,
DE0007501009,ttl-beteiligungs-und-grundbesitz-ag,TTL BET.GRDBES.AG INH ON,TTL Beteiligungs- und Grundbesitz-AG,,1.85,0.0,0.0,45491500.0,2023-07-20T17:36:15+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE0007612103,goingpublic-media-ag,GOING PUBLIC MEDIA NA ON,GoingPublic Media AG,,2.06,0.0,0.0,1854000.0,2023-07-19T17:36:11+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE0007846867,viscom-ag,VISCOM AG O.N.,Viscom AG,,9.1,0.5524861878,0.0,82082000.0,2023-07-20T17:36:08+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,91,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
DE0008148206,merkur-privatbank-kgaa,MERKUR PRIV.BK INH O.N.,MERKUR PRIVATBANK KGaA ,,15.4,0.0,0.0,119812000.0,2023-07-20T17:36:19+02:00,OPEN,Freiverkehr,Open Market,,,81,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Banken und Versicherungen,Bank/insurance,,,,,,
DE000A0B9VV6,coreo-ag,COREO AG O.N.,Coreo AG,,0.404,0.0,0.0,9110200.0,2023-07-19T17:36:04+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,"Industrial, Diversified",,Sonstige deutsche Aktien,Other german shares,"Industrielle Produkte, diversifiziert","Industrial, Diversified",,,,
DE000A0H1GY2,marna-beteil-ag-inh-o-n,MARNA BETEIL.AG INH O.N.,,,1.62,0.0,0.0,2430000.0,2023-07-20T17:36:17+02:00,OPEN,Freiverkehr,Open Market,,,170,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Verkehr,Traffic,,,,,,
DE000A0HGQS8,plan-optik-ag,PLAN OPTIK O.N.,Plan Optik AG,,4.8,0.0,0.0,21744000.0,2023-07-19T17:36:08+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Sonstige deutsche Aktien,Other german shares,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
DE000A0JJTG7,gateway-r-est-ag-o-n,GATEWAY R.EST.AG O.N.,,,3.22,-0.6172839507,0.0,601367200.0,2023-07-20T17:36:19+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A0KFKB3,accentro-real-estate-ag,ACCENTRO R.EST.AG O.N.,Accentro Real Estate AG,,1.93,0.0,0.0,62609200.0,2023-07-20T17:36:20+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A0KFKH0,elexxion-ag,ELEXXION AG,elexxion AG,,0.336,0.0,0.0,3326400.0,2023-07-14T17:36:03+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Sonstige deutsche Aktien,Other german shares,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
DE000A0KFRJ1,bioxxmed-ag,BIOXXMED AG INH O.N.,bioXXmed AG,,2.02,0.0,0.0,10382800.0,2023-07-20T17:36:13+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Biotechnology,,Sonstige deutsche Aktien,Other german shares,Biotechnologie,Biotechnology,,,,
DE000A0LBFE4,mevis-medical-solutions-ag,MEVIS MEDICAL SOL.NA O.N.,MeVis Medical Solutions AG,,30.4,0.0,0.0,55328000.0,2023-07-20T17:36:21+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Software,Software,Software,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A0LR4P1,hwa-ag,HWA AG INH.O.N.,HWA AG,,7.95,0.0,0.0,52390500.0,2023-07-20T17:36:11+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,91,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Automobile,Automobile Manufacturers,,Fahrzeug- und Maschinenbau,Automotive and mechanical engineering,Automobilhersteller,Automobile Manufacturers,,,,
DE000A0N4N52,nfon-ag-inh-o-n,NFON AG INH O.N.,NFON AG,NFON AG,6.72,-0.5917159764,0.0,111283200.0,2023-07-20T17:36:03+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,173,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Telecommunication,Wireless Telecommunication,,Telekommunikation,Telecommunication Services,Drahtlostelekommunakation,Wireless Telecommunication,,,,
DE000A0S9QZ8,stock3-ag-na-o-n,STOCK3 AG NA O.N.,,,18.2,0.0,0.0,20384000.0,2023-07-20T17:36:23+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A0S9R37,otrs-ag,OTRS AG IA O.N.,OTRS AG,,7.35,0.0,0.0,14112000.0,2023-07-20T17:36:14+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,IT-Services,,,,IT-Dienstleistungen,IT-Services,,,,
DE000A0V9LA7,datron-ag,DATRON AG INH.O.N.,Datron AG,,11.6,0.0,0.0,46400000.0,2023-07-19T17:36:08+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,61,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Machinery,,Elektronik und Elektrik,Electronic engineering,Industriemaschinen,Industrial Machinery,,,,
DE000A0Z26C8,gore-germ-off-r-e-na-on,GORE GERM.OFF.R.E. NA ON,,,0.68,0.0,0.0,25513600.0,2023-07-14T09:30:35+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Holdinggesellschaften,Holding companies,,,,,,
DE000A0Z2Y48,verianos-se,VERIANOS SE INH O.N.,Verianos SE,,0.52,4.0,0.0,7150000.0,2023-07-20T17:36:15+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A11Q059,elumeo-se,ELUMEO SE,elumeo SE,,2.68,-0.7407407408,0.0,15222400.0,2023-07-20T17:36:09+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Retail,"Retail, Internet",,Holdinggesellschaften,Holding companies,"Einzelhandel, Internet","Retail, Internet",,,,
DE000A12UP29,lloyd-fonds-ag,LAIQON AG INH O.N.,LAIQON AG ,LAIQON AG ,8.06,0.2487562189,0.0,140888800.0,2023-07-20T17:36:15+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A161234,ekotechnika-ag-a-o-n,EKOTECHNIKA AG A O.N.,,,15.3,0.0,0.0,48042000.0,2023-07-20T17:36:02+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A1EWVR2,igp-advantag-ag-eo-1,IGP ADVANTAG AG EO 1,,,0.535,0.9433962264,0.0,14835550.0,2023-07-20T17:36:05+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Holdinggesellschaften,Holding companies,,,,,,
DE000A1MME74,netfonds-ag-vna-o-n,NETFONDS AG VNA O.N.,,,39.0,-0.5102040817,0.0,90870000.0,2023-07-20T17:36:08+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A1PG508,fast-finance-24,FAST FIN 24 HLDG INH O.N.,Fast Finance 24 Holding AG,,0.0955,0.0,0.0,4478950.0,2023-07-20T17:36:24+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Industrial Products & Services,,Holdinggesellschaften,Holding companies,Industrieprodukte & Dienstleistungen ,Industrial Products & Services,,,,
DE000A1RFMZ1,sm-wirtschaftsberatungs-ag,SM WIRTSCHAFTSBER.NA.O.N.,SM Wirtschaftsberatungs AG,,5.95,0.0,0.0,23681000.0,2023-07-20T17:36:18+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A1TNU68,sts-group-ag,STS GROUP AG O.N.,STS Group AG,,5.3,0.0,0.0,34450000.0,2023-07-20T17:36:08+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,180,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Automobile,Auto Parts & Equipment,,Holdinggesellschaften,Holding companies,Autoteile & Ausrüstung,Auto Parts & Equipment,,,,
DE000A1YC913,fcr-immobilien-ag-na-o-n,FCR IMMOBILIEN AG NA O.N.,FCR Immobilien AG,,13.0,0.7751937984,0.0,126880000.0,2023-07-20T17:36:15+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A254203,meta-wolf-ag-inh-o-n,META WOLF AG INH O.N.,,,3.9,-0.5102040817,0.0,58305000.0,2023-07-20T17:36:22+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,171,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Consumer,Home Construction & Furnishings,,Handel,Trade,Wohnungsbau & Einrichtung,Home Construction & Furnishings,,,,
DE000A254294,heidel-beteil-hldg-o-n-1,HEIDEL.BETEIL.HLDG O.N.,,,96.0,0.0,0.0,25920000.0,2023-07-20T17:36:19+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,150,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Private Equity & Venture Capital,Private Equity & Venture Capital,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,,,,,,
DE000A255G36,gerry-weber-intl-inh-o-n,GERRY WEBER INTL INH O.N.,,,1.6,0.0,0.0,2000000.0,2023-07-19T17:36:14+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,150,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Consumer,Clothing & Footwear,,"Verbrauchsgüter, Nahrungsmittel, Brauereien, Papier",Consumer goods/food/breweries/paper,Bekleidung & Schuhware,Clothing & Footwear,,,,
DE000A2AAA75,seven-principles-ag-o-n,SEVEN PRINCIPLES AG O.N.,,,8.3,0.0,0.0,31291000.0,2023-07-20T17:36:00+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,IT-Services,,,,IT-Dienstleistungen,IT-Services,,,,
DE000A2AAE22,sbf-ag,SBF AG,,,6.9,-0.7194244605,0.0,66999000.0,2023-07-20T17:36:08+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A2E4LE9,voltabox-ag,VOLTABOX AG INH. O.N.,Voltabox AG,,2.25,0.0,0.0,43087500.0,2023-07-20T17:36:25+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,61,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,Advanced Industrial Equipment,,Elektronik und Elektrik,Electronic engineering,Fortgeschrittene Industrieanlagen,Advanced Industrial Equipment,,,,
DE000A2E4MK4,noratis-ag,NORATIS AG INH. O.N.,Noratis AG,,9.35,0.0,0.0,45067000.0,2023-07-20T17:35:59+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Real Estate,,Sonstige deutsche Aktien,Other german shares,Immobilien,Real Estate,,,,
DE000A2G8X31,serviceware-se-inh-o-n,SERVICEWARE SE INH O.N.,,,8.64,0.465116279,0.0,90720000.0,2023-07-20T17:36:23+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Software,Software,Software,,,,,,,,
DE000A2G9M17,capsensixx-ag-inh-o-n,CAPSENSIXX AG INH O.N.,,,15.8,0.0,0.0,54194000.0,2023-07-20T17:36:28+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A2LQ850,preos-global-office-real-estate-technology,PREOS GLB.OFF.R.E. NA ON,PREOS Global Office Real Estate & Technology,,1.105,-3.0701754386,0.0,125384350.0,2023-07-20T17:36:13+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A2LQUA5,creditshelf-ag-ia-o-n,CREDITSHELF AG IA O.N.,,,10.4,0.0,0.0,14560000.0,2023-07-14T14:59:30+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A2P4HL9,123fahrschule-se-inh-o-n,123FAHRSCHULE SE INH O.N.,,,6.55,0.0,0.0,21746000.0,2023-07-20T17:36:23+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A2QRHL6,linus-digital-finance-ag,LINUS DIGITAL FINANCE AG,,,3.1,0.0,0.0,22258000.0,2023-07-20T17:36:08+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Sonstige deutsche Aktien,Other german shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A2YN371,tion-renewables-ag,TION RENEWABLES AG O.N.,Tion Renewables AG,,29.2,0.0,0.0,138700000.0,2023-07-20T17:36:16+02:00,OPEN,Freiverkehr,Open Market,,,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,Sonstige deutsche Aktien,Other german shares,,,,,,
DE000A32VN59,solutiance-ag-na-o-n,SOLUTIANCE AG NA O.N.,,,1.54,0.0,0.0,9009000.0,2023-07-20T17:36:03+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Holdinggesellschaften,Holding companies,,,,,,
DE000A32VN83,epigenomics-ag-na-o-n-2,EPIGENOMICS AG NA O.N.,,,0.665,0.0,0.0,2839550.0,2023-07-19T17:36:14+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,Pharma & Healthcare,Biotechnology,,Sonstige deutsche Aktien,Other german shares,Biotechnologie,Biotechnology,,,,
DE000A3DD6W5,ev-digital-invest-ag,EV DIGITAL INVEST INH.AKT,EV Digital Invest AG (Engel & Völkers Digital Invest),,5.9,0.0,0.0,26255000.0,2023-07-20T17:36:23+02:00,OPEN,Freiverkehr,Open Market,SCALE,Scale,900,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Financial Services,Diversified Financial,,Ausländische Aktien,Foreign shares,Diversifizierte Finanzen,Diversified Financial,,,,
DE000A3DRAE2,smt-scharf-ag-na-o-n,SMT SCHARF AG NA O.N.,,,9.7,0.0,0.0,53544000.0,2023-07-20T17:36:15+02:00,OPEN,Freiverkehr,Open Market,,,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,Holdinggesellschaften,Holding companies,,,,,,
DE000A3E5E63,homes-holiday-ag-na-o-n-1,HOMES+HOLIDAY AG NA O.N.,,,0.915,0.0,0.0,2379000.0,2023-07-20T17:36:13+02:00,OPEN,Freiverkehr,Open Market,,,172,Software,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DE,Deutschland,Germany,,,,,,,,,,,
DE000A3E5EG5,paion-ag-inh-o-n,PAION AG INH O.N.,,,6.36,1.1128775834,0.0,,2023-07-20T17:36:23+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Biotechnology,,Sonstige deutsche Aktien,Other german shares,Biotechnologie,Biotechnology,,,,
DE000A3H2101,aap-implantate-ag-o-n,AAP IMPLANTATE AG O.N.,,,0.915,0.5494505494,0.0,8207550.0,2023-07-20T17:36:12+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Pharma & Healthcare,Medical Technology,,Sonstige deutsche Aktien,Other german shares,Medizintechnik,Medical Technology,,,,
DE000A3MQR99,gbs-software-ag-inh-o-n,GBS SOFTWARE AG INH O.N.,,,2.48,0.0,0.0,2480000.0,2023-07-20T17:36:17+02:00,OPEN,Freiverkehr,Open Market,BASIC,Basic Board,172,Software,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,,,,,,,,,,,
DE000RYSE888,roy-asset-holding-se,ROY ASSET HLDG INH O.N.,ROY Asset Holding SE,,0.17,0.0,0.0,9236100.0,2023-07-20T17:36:16+02:00,REGULATED,Regulierter Markt,Regulated Market,STANDARD,General Standard,190,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,DE,Deutschland,Germany,Industrial,"Industrial, Diversified",,Sonstige deutsche Aktien,Other german shares,"Industrielle Produkte, diversifiziert","Industrial, Diversified",,,,
DK0010244425,a-p-moller-maersk-a,A.P.MOELL.-M.NAM A DK1000,A P MOLLER-MAERSK A,,1870.0,1.7410228509,0.0,34987700000.0,2023-07-20T17:35:38+02:00,OPEN,Freiverkehr,Open Market,,,170,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,DK,Dänemark,Denmark,,,,Verkehr,Traffic,,,,,,
FI4000106299,multitude-se,MULTITUDE SE,Multitude SE,,3.46,0.0,0.0,75151200.0,2023-07-19T17:35:57+02:00,REGULATED,Regulierter Markt,Regulated Market,PRIME,Prime Standard,180,,1002,Stammaktien,Common shares,REGISTERED_SHARES,Namensaktie,Registered share,FI,Finnland,Finland,Financial Services,Diversified Financial,,Holdinggesellschaften,Holding companies,Diversifizierte Finanzen,Diversified Financial,,,,
FR0000051732,atos-origin-s-a,ATOS SE NOM. EO 1,Atos Origin S.A.,,14.3,-1.3112491374,0.0,1586585000.0,2023-07-20T17:35:43+02:00,OPEN,Freiverkehr,Open Market,,,61,,1002,Stammaktien,Common shares,BEARER_SHARES,Inhaberaktie,Bearer share,FR,Frankreich,France,,,,Elektronik und Elektrik,Electronic engineering,,,,,,
