股票代码,股票简称,流通市值,总市值,最新价,涨跌幅
002736.SZ,国信证券,814.7,887.2,9.23,-0.75
300485.SZ,赛升药业,28.5,50.8,10.54,-0.75
300080.SZ,易成新能,64.4,114.7,5.27,-0.75
300858.SZ,科拓生物,14.2,46.2,26.3,-0.75
833509.BJ,同惠电子,7.4,15.0,9.2,-0.76
300521.SZ,爱司凯,18.9,18.9,13.13,-0.76
300607.SZ,拓斯达,37.4,55.8,13.11,-0.76
833575.BJ,康乐卫士,21.0,44.2,15.71,-0.76
688389.SH,普门科技,105.9,105.9,24.87,-0.76
300925.SZ,法本信息,31.4,58.8,15.7,-0.76
300690.SZ,双一科技,17.2,26.0,15.7,-0.76
688253.SH,英诺特,7.8,35.6,26.14,-0.76
600645.SH,中源协和,79.3,79.3,16.95,-0.76
603773.SH,沃格光电,42.7,46.8,27.33,-0.76
601633.SH,长城汽车,1442.1,1990.8,23.4,-0.76
002630.SZ,华西能源,26.7,30.7,2.6,-0.76
688289.SH,圣湘生物,63.3,106.7,18.13,-0.77
600319.SH,亚星化学,16.3,20.0,5.17,-0.77
300306.SZ,远方信息,19.6,34.7,12.92,-0.77
000968.SZ,蓝焰控股,75.0,75.0,7.75,-0.77
688275.SH,万润新能,28.3,121.7,96.48,-0.77
300373.SZ,扬杰科技,236.1,236.6,43.69,-0.77
002723.SZ,小崧股份,31.7,32.7,10.28,-0.77
002051.SZ,中工国际,143.0,143.0,11.56,-0.77
837046.BJ,亿能电力,1.1,3.7,5.13,-0.77
605365.SH,立达信,8.8,77.4,15.38,-0.77
600855.SH,航天长峰,56.2,61.1,12.79,-0.78
600861.SH,北京人力,72.9,130.3,23.02,-0.78
300946.SZ,恒而达,10.9,38.4,31.97,-0.78
600496.SH,精工钢构,77.1,77.1,3.83,-0.78
603959.SH,百利科技,50.0,50.0,10.2,-0.78
301256.SZ,华融化学,12.1,42.8,8.92,-0.78
600196.SH,复星医药,645.9,815.0,30.5,-0.78
300918.SZ,南山智尚,13.7,45.6,12.68,-0.78
000713.SZ,丰乐种业,54.5,54.5,8.87,-0.78
872392.BJ,佳合科技,0.8,3.7,6.31,-0.79
300529.SZ,健帆生物,142.9,224.2,27.76,-0.79
002461.SZ,珠江啤酒,195.4,195.4,8.83,-0.79
301096.SZ,百诚医药,42.4,66.8,61.79,-0.79
603982.SH,泉峰汽车,32.9,43.2,16.37,-0.79
603057.SH,紫燕食品,10.6,103.7,25.17,-0.79
600935.SH,华塑股份,69.9,132.2,3.77,-0.79
600480.SH,凌云股份,64.9,70.9,7.54,-0.79
688359.SH,三孚新科,37.6,69.9,75.2,-0.79
603197.SH,保隆科技,101.5,102.1,48.87,-0.79
600109.SH,国金证券,281.6,326.6,8.77,-0.79
688509.SH,正元地信,18.9,38.6,5.01,-0.79
002867.SZ,周大生,176.4,178.4,16.28,-0.79
301010.SZ,晶雪节能,10.1,21.6,19.97,-0.79
002654.SZ,万润科技,58.6,63.2,7.48,-0.8
300146.SZ,汤臣倍健,253.4,381.4,22.43,-0.8
300894.SZ,火星人,31.7,101.8,24.91,-0.8
300196.SZ,长海股份,33.8,56.0,13.7,-0.8
601996.SH,丰林集团,28.5,28.5,2.49,-0.8
600382.SH,广东明珠,39.3,39.3,4.98,-0.8
688529.SH,豪森股份,11.6,31.7,24.74,-0.8
601377.SH,兴业证券,533.7,533.7,6.18,-0.8
603010.SH,万盛股份,53.9,65.5,11.11,-0.8
000998.SZ,隆平高科,191.7,194.8,14.79,-0.8
003038.SZ,鑫铂股份,22.6,49.0,33.21,-0.81
300565.SZ,科信技术,32.4,35.8,17.21,-0.81
603719.SH,良品铺子,113.4,113.4,28.27,-0.81
605020.SH,永和股份,47.4,103.2,38.1,-0.81
600460.SH,士兰微,452.3,452.3,31.94,-0.81
002319.SZ,乐通股份,31.9,31.9,15.97,-0.81
603087.SH,甘李药业,114.3,215.4,38.08,-0.81
301300.SZ,远翔新材,4.9,19.7,30.7,-0.81
002469.SZ,三维化学,38.0,39.8,6.14,-0.81
301040.SZ,中环海陆,14.5,20.9,20.86,-0.81
300595.SZ,欧普康视,188.6,252.5,28.22,-0.81
000056.SZ,皇庭国际,33.2,44.5,3.68,-0.81
603232.SH,格尔软件,40.0,40.0,17.16,-0.81
601699.SH,潞安环能,586.3,586.3,19.6,-0.81
002996.SZ,顺博合金,15.4,53.7,12.24,-0.81
000960.SZ,锡业股份,241.6,241.6,14.68,-0.81
600583.SH,海油工程,270.1,270.1,6.11,-0.81
601009.SH,南京银行,786.8,883.4,8.54,-0.81
002259.SZ,ST升达,27.5,27.5,3.66,-0.81
835640.BJ,富士达,29.9,32.0,17.05,-0.81
300772.SZ,运达股份,91.8,93.7,13.35,-0.82
836720.BJ,吉冈精密,3.1,11.5,6.06,-0.82
002384.SZ,东山精密,353.8,435.2,25.45,-0.82
600363.SH,联创光电,147.4,148.9,32.72,-0.82
688019.SH,安集科技,178.9,182.0,239.5,-0.82
300109.SZ,新开源,71.1,82.3,25.4,-0.82
002993.SZ,奥海科技,31.9,86.8,31.43,-0.82
603681.SH,永冠新材,30.0,30.0,15.7,-0.82
002632.SZ,道明光学,42.6,45.2,7.24,-0.82
603165.SH,荣晟环保,40.3,40.3,14.47,-0.82
600111.SH,北方稀土,870.5,870.5,24.08,-0.82
002724.SZ,海洋王,63.1,65.0,8.42,-0.82
601555.SH,东吴证券,361.0,361.0,7.21,-0.83
600230.SH,沧州大化,59.3,60.3,14.41,-0.83
688601.SH,力芯微,37.5,71.1,79.24,-0.83
688550.SH,瑞联新材,31.7,42.9,31.21,-0.83
300057.SZ,万顺新材,39.8,65.5,7.2,-0.83
002219.SZ,新里程,155.7,162.3,4.8,-0.83
300823.SZ,建科机械,18.0,18.0,19.19,-0.83
600328.SH,中盐化工,86.5,135.8,11.99,-0.83
002842.SZ,翔鹭钨业,18.1,23.3,8.38,-0.83
002706.SZ,良信股份,98.0,120.8,10.76,-0.83
001287.SZ,中电港,55.1,227.1,29.88,-0.83
601456.SH,国联证券,94.4,270.4,9.55,-0.83
832145.BJ,恒合股份,1.3,3.4,4.75,-0.84
603167.SH,渤海轮渡,33.3,33.3,7.09,-0.84
002268.SZ,电科网安,248.4,249.8,29.53,-0.84
600887.SH,伊利股份,1851.9,1878.7,29.51,-0.84
600939.SH,重庆建工,67.1,67.1,3.53,-0.84
300989.SZ,蕾奥规划,6.7,26.8,16.46,-0.84
000729.SZ,燕京啤酒,294.9,331.2,11.75,-0.84
603162.SH,海通发展,10.7,107.3,17.57,-0.85
688456.SH,有研粉材,21.1,34.0,32.77,-0.85
836699.BJ,海达尔,1.1,4.6,10.52,-0.85
603920.SH,世运电路,99.5,99.5,18.7,-0.85
600812.SH,华北制药,95.2,100.2,5.84,-0.85
601198.SH,东兴证券,263.8,263.8,8.16,-0.85
300517.SZ,海波重科,15.9,25.7,12.82,-0.85
603051.SH,鹿山新材,20.5,39.1,41.94,-0.85
603501.SH,韦尔股份,1154.9,1158.6,97.84,-0.85
600031.SH,三一重工,1281.5,1284.9,15.14,-0.85
601136.SH,首创证券,38.2,381.8,13.97,-0.85
600316.SH,洪都航空,166.7,166.7,23.25,-0.85
002480.SZ,新筑股份,35.7,35.8,4.65,-0.85
688075.SH,安旭生物,15.1,61.2,67.39,-0.85
601001.SH,晋控煤业,155.5,155.5,9.29,-0.85
688039.SH,当虹科技,50.3,50.3,62.65,-0.85
002515.SZ,金字火腿,40.4,45.4,4.64,-0.85
002330.SZ,得利斯,36.8,36.9,5.8,-0.85
300848.SZ,美瑞新材,24.4,69.6,23.19,-0.86
600810.SH,神马股份,49.6,72.6,6.95,-0.86
301048.SZ,金鹰重工,16.9,67.8,12.71,-0.86
600596.SH,新安股份,118.9,132.3,11.55,-0.86
600293.SH,三峡新材,26.8,26.8,2.31,-0.86
002435.SZ,长江健康,55.6,57.1,4.62,-0.86
301136.SZ,招标股份,14.4,38.1,13.85,-0.86
603065.SH,宿迁联盛,6.3,62.8,14.99,-0.86
603151.SH,邦基科技,7.2,28.9,17.22,-0.86
300143.SZ,盈康生命,62.6,73.6,11.46,-0.87
603648.SH,畅联股份,33.2,33.2,9.16,-0.87
300871.SZ,回盛生物,14.2,28.5,17.16,-0.87
605218.SH,伟时电子,14.1,34.1,16.0,-0.87
001318.SZ,阳光乳业,9.7,38.7,13.7,-0.87
300631.SZ,久吾高科,42.7,43.4,35.39,-0.87
300639.SZ,凯普生物,58.7,59.7,9.12,-0.87
002256.SZ,兆新股份,31.8,42.9,2.28,-0.87
600502.SH,安徽建工,97.7,97.7,5.69,-0.87
601688.SH,华泰证券,995.6,1233.4,13.59,-0.88
003030.SZ,祖名股份,12.0,29.7,23.78,-0.88
000670.SZ,盈方微,41.3,55.4,6.78,-0.88
836433.BJ,大唐药业,5.7,8.8,3.38,-0.88
688122.SH,西部超导,365.9,365.9,78.85,-0.88
600965.SH,福成股份,55.3,55.3,6.75,-0.88
600888.SH,新疆众和,104.9,106.2,7.87,-0.88
300160.SZ,秀强股份,40.9,52.1,6.74,-0.88
002141.SZ,贤丰控股,38.2,38.2,3.37,-0.88
688520.SH,神州细胞-U,63.5,284.5,63.89,-0.88
600325.SH,华发股份,213.4,213.4,10.08,-0.88
002254.SZ,泰和新材,95.6,193.3,22.4,-0.88
002312.SZ,川发龙蟒,120.6,169.3,8.95,-0.89
002151.SZ,北斗星通,122.1,160.6,31.31,-0.89
600436.SH,片仔癀,1806.3,1806.3,299.4,-0.89
600684.SH,珠江股份,28.6,28.6,3.35,-0.89
600395.SH,盘江股份,143.8,143.8,6.7,-0.89
300328.SZ,宜安科技,45.6,46.3,6.7,-0.89
600354.SH,敦煌种业,35.3,35.3,6.69,-0.89
838402.BJ,硅烷科技,12.2,43.4,13.37,-0.89
300102.SZ,乾照光电,60.7,61.0,6.68,-0.89
300358.SZ,楚天科技,80.5,89.6,15.58,-0.89
605319.SH,无锡振华,10.1,33.8,14.46,-0.89
002406.SZ,远东传动,27.6,34.7,5.56,-0.89
000722.SZ,湖南发展,56.6,56.6,12.2,-0.89
300933.SZ,中辰股份,18.2,35.6,7.76,-0.89
688188.SH,柏楚电子,293.4,293.4,200.97,-0.9
601766.SH,中国中车,1610.5,1899.9,6.62,-0.9
300457.SZ,赢合科技,97.6,114.6,17.64,-0.9
601106.SH,中国一重,226.3,226.3,3.3,-0.9
001238.SZ,浙江正特,6.3,25.4,23.05,-0.9
603387.SH,基蛋生物,66.8,66.8,13.17,-0.9
002297.SZ,博云新材,44.0,44.0,7.68,-0.9
688737.SH,中自科技,17.2,32.1,37.28,-0.9
605008.SH,长鸿高科,28.9,91.5,14.25,-0.9
002702.SZ,海欣食品,21.2,26.3,5.48,-0.9
301332.SZ,德尔玛,12.0,65.7,14.24,-0.9
835184.BJ,国源科技,3.9,5.9,4.38,-0.9
603217.SH,元利科技,54.0,54.7,26.25,-0.91
000922.SZ,佳电股份,76.8,78.3,13.12,-0.91
600185.SH,格力地产,143.6,143.6,7.62,-0.91
300034.SZ,钢研高纳,172.2,184.6,38.0,-0.91
002002.SZ,鸿达兴业,67.3,67.7,2.17,-0.91
603667.SH,五洲新春,38.5,39.1,11.91,-0.92
603818.SH,曲美家居,31.4,31.8,5.41,-0.92
600582.SH,天地科技,223.9,223.9,5.41,-0.92
001286.SZ,陕西能源,78.7,405.8,10.82,-0.92
600721.SH,百花医药,24.5,24.5,6.49,-0.92
002985.SZ,北摩高科,90.8,143.5,43.23,-0.92
600588.SH,用友网络,699.1,702.4,20.46,-0.92
600968.SH,海油发展,328.3,328.3,3.23,-0.92
002950.SZ,奥美医疗,38.8,68.0,10.74,-0.92
002931.SZ,锋龙股份,19.4,21.4,10.74,-0.92
300496.SZ,中科创达,363.9,456.4,99.77,-0.92
688002.SH,睿创微纳,220.7,220.7,49.34,-0.92
600862.SH,中航高科,328.5,328.5,23.58,-0.92
832419.BJ,路斯股份,3.2,6.7,6.43,-0.92
688151.SH,华强科技,20.3,70.1,20.34,-0.93
600906.SH,财达证券,98.3,243.1,7.49,-0.93
301314.SZ,科瑞思,7.2,28.9,52.38,-0.93
837821.BJ,则成电子,1.6,6.0,8.55,-0.93
300400.SZ,劲拓股份,38.6,38.9,16.02,-0.93
300189.SZ,神农科技,30.8,32.8,3.2,-0.93
603789.SH,星光农机,22.2,22.2,8.53,-0.93
300165.SZ,天瑞仪器,28.9,36.9,7.44,-0.93
002714.SZ,牧原股份,1468.3,2208.7,40.38,-0.93
603601.SH,再升科技,43.4,43.4,4.25,-0.93
832662.BJ,方盛股份,2.1,7.4,8.48,-0.93
600761.SH,安徽合力,125.3,125.3,16.93,-0.94
688249.SH,晶合集成,70.1,403.2,20.1,-0.94
002080.SZ,中材科技,337.1,337.1,20.09,-0.94
603256.SH,宏和科技,64.9,65.4,7.39,-0.94
603477.SH,巨星农牧,137.3,144.2,28.5,-0.94
600030.SH,中信证券,2273.3,2964.1,20.0,-0.94
603616.SH,韩建河山,20.1,20.1,5.26,-0.94
600523.SH,贵航股份,55.2,55.2,13.66,-0.94
002941.SZ,新疆交建,100.9,101.7,15.76,-0.94
605168.SH,三人行,145.1,146.0,143.93,-0.94
000627.SZ,天茂集团,143.4,155.6,3.15,-0.94
002370.SZ,亚太药业,22.5,22.5,4.19,-0.95
605336.SH,帅丰电器,9.8,30.8,16.71,-0.95
002324.SZ,普利特,98.0,148.6,14.61,-0.95
301192.SZ,泰祥股份,4.7,18.8,18.78,-0.95
000816.SZ,智慧农业,44.9,45.2,3.13,-0.95
301177.SZ,迪阿股份,16.3,162.6,40.66,-0.95
600462.SH,ST九有,12.1,12.8,2.08,-0.95
430489.BJ,佳先股份,4.4,7.1,5.2,-0.95
871642.BJ,通易航天,4.0,7.5,7.27,-0.95
300896.SZ,爱美客,396.9,977.6,451.86,-0.96
688300.SH,联瑞新材,86.4,86.4,69.33,-0.96
000040.SZ,东旭蓝天,43.8,61.4,4.13,-0.96
600478.SH,科力远,119.4,119.4,7.21,-0.96
600563.SH,法拉电子,305.8,305.8,135.93,-0.96
688107.SH,安路科技,105.9,222.2,55.53,-0.96
688189.SH,南新制药,28.2,28.2,14.39,-0.96
300522.SZ,世名科技,26.2,38.8,14.38,-0.96
002853.SZ,皮阿诺,20.0,32.6,17.46,-0.96
688006.SH,杭可科技,185.9,185.9,43.12,-0.96
300484.SZ,蓝海华腾,21.4,27.8,13.34,-0.97
000090.SZ,天健集团,95.7,95.7,5.12,-0.97
600597.SH,光明乳业,146.2,155.2,11.26,-0.97
873167.BJ,新赣江,1.8,6.5,9.21,-0.97
000539.SZ,粤电力A,182.9,375.9,7.16,-0.97
830839.BJ,万通液压,4.6,8.5,7.15,-0.97
600845.SH,宝信软件,767.9,1063.3,53.11,-0.97
605133.SH,嵘泰股份,20.7,60.8,32.68,-0.97
688777.SH,中控技术,376.0,552.9,102.1,-0.97
600094.SH,大名城,69.7,75.7,3.06,-0.97
002551.SZ,尚荣医疗,24.9,34.5,4.08,-0.97
688403.SH,汇成股份,16.2,110.6,13.25,-0.97
600612.SH,老凤祥,197.1,325.1,62.15,-0.97
836270.BJ,天铭科技,1.6,6.2,14.24,-0.97
003816.SZ,中国广核,1199.7,1540.2,3.05,-0.97
300444.SZ,双杰电气,48.2,59.0,8.13,-0.97
300650.SZ,太龙股份,21.3,31.0,14.22,-0.97
301307.SZ,美利信,14.3,64.0,30.41,-0.98
600279.SH,重庆港,35.2,48.1,4.05,-0.98
002413.SZ,雷科防务,63.3,67.8,5.06,-0.98
688007.SH,光峰科技,96.8,96.8,21.17,-0.98
833873.BJ,中设咨询,3.2,4.6,3.02,-0.98
002441.SZ,众业达,44.2,60.3,11.07,-0.98
300095.SZ,华伍股份,30.2,38.0,9.05,-0.98
688257.SH,新锐股份,23.6,32.6,25.08,-0.99
000831.SZ,中国稀土,304.9,304.9,31.08,-0.99
600392.SH,盛和资源,228.0,228.0,13.01,-0.99
601975.SH,招商南油,145.6,145.6,3.0,-0.99
601908.SH,京运通,144.9,144.9,6.0,-0.99
002908.SZ,德生科技,48.6,67.9,22.0,-0.99
001322.SZ,箭牌家居,16.4,163.9,16.97,-0.99
688047.SH,龙芯中科,49.4,603.5,150.49,-0.99
002024.SZ,ST易购,156.9,185.3,1.99,-1.0
301390.SZ,经纬股份,7.0,28.0,46.75,-1.0
603978.SH,深圳新星,29.7,29.7,17.9,-1.0
002865.SZ,钧达股份,222.8,228.3,114.84,-1.0
600110.SH,诺德股份,97.3,120.9,6.92,-1.0
300021.SZ,大禹节水,34.6,42.6,4.94,-1.0
002836.SZ,新宏泽,18.9,18.9,9.86,-1.0
300891.SZ,惠云钛业,22.7,39.4,9.84,-1.01
000582.SZ,北部湾港,110.9,139.5,7.87,-1.01
002779.SZ,中坚科技,30.3,33.7,25.55,-1.01
000768.SZ,中航西飞,678.9,682.1,24.52,-1.01
300326.SZ,凯利泰,49.2,49.2,6.86,-1.01
001203.SZ,大中矿业,51.3,177.3,11.76,-1.01
601390.SH,中国中铁,1586.3,1928.2,7.79,-1.02
002317.SZ,众生药业,130.5,150.6,18.49,-1.02
300445.SZ,康斯特,20.2,31.0,14.59,-1.02
300767.SZ,震安科技,57.0,67.3,27.22,-1.02
601828.SH,美凯龙,175.6,211.6,4.86,-1.02
002758.SZ,浙农股份,26.8,65.9,12.61,-1.02
688382.SH,益方生物-U,19.5,105.9,18.42,-1.02
603698.SH,航天工程,77.9,77.9,14.53,-1.02
603915.SH,国茂股份,113.9,115.4,17.42,-1.02
300492.SZ,华图山鼎,77.5,77.5,55.16,-1.02
002729.SZ,好利科技,35.6,37.1,20.27,-1.03
300379.SZ,东方通,100.3,106.7,23.16,-1.03
605555.SH,DR德昌股,19.6,53.7,14.41,-1.03
300237.SZ,美晨生态,27.6,27.7,1.92,-1.03
300685.SZ,艾德生物,102.9,103.0,25.88,-1.03
688070.SH,纵横股份,17.3,39.4,44.96,-1.03
002245.SZ,蔚蓝锂芯,113.8,121.1,10.51,-1.04
300318.SZ,博晖创新,45.7,46.8,5.73,-1.04
688231.SH,隆达股份,15.7,73.1,29.6,-1.04
601698.SH,中国卫通,765.5,765.5,18.12,-1.04
002677.SZ,浙江美大,45.2,67.8,10.49,-1.04
002185.SZ,华天科技,305.3,305.4,9.53,-1.04
300610.SZ,晨化股份,18.4,24.3,11.43,-1.04
300900.SZ,广联航空,36.7,58.4,27.56,-1.04
300093.SZ,金刚光伏,57.2,57.4,26.57,-1.04
300019.SZ,硅宝科技,57.2,66.8,17.07,-1.04
688003.SH,天准科技,79.2,79.2,40.67,-1.05
002016.SZ,世荣兆业,53.5,53.5,6.61,-1.05
300655.SZ,晶瑞电材,115.1,121.6,20.76,-1.05
300229.SZ,拓尔思,247.2,247.4,31.11,-1.05
300915.SZ,海融科技,9.3,33.8,37.61,-1.05
002428.SZ,云南锗业,66.6,67.5,10.34,-1.05
000828.SZ,东莞控股,97.7,97.7,9.4,-1.05
000006.SZ,深振业A,63.4,63.4,4.7,-1.05
603363.SH,傲农生物,69.2,81.8,9.39,-1.05
300953.SZ,震裕科技,33.4,75.3,73.22,-1.05
002385.SZ,大北农,217.4,271.9,6.57,-1.05
300512.SZ,中亚股份,27.6,34.7,8.44,-1.06
300911.SZ,亿田智能,15.7,40.2,37.47,-1.06
300402.SZ,宝色股份,39.5,39.5,19.56,-1.06
601199.SH,江南水务,69.6,69.6,7.44,-1.06
430090.BJ,同辉信息,3.8,5.6,2.79,-1.06
002476.SZ,宝莫股份,28.5,28.5,4.65,-1.06
600132.SH,重庆啤酒,458.9,458.9,94.83,-1.06
600876.SH,凯盛新能,60.3,101.9,15.78,-1.07
688779.SH,长远锂科,124.9,232.7,12.06,-1.07
300171.SZ,东富龙,105.8,183.5,24.12,-1.07
600692.SH,亚通股份,14.2,19.6,5.56,-1.07
002164.SZ,宁波东力,26.7,29.6,5.56,-1.07
002139.SZ,拓邦股份,116.9,141.2,11.12,-1.07
300495.SZ,*ST美尚,8.7,12.5,1.85,-1.07
300257.SZ,开山股份,141.2,147.1,14.8,-1.07
600507.SH,方大特钢,103.6,107.7,4.62,-1.07
603398.SH,沐邦高科,88.5,88.5,25.84,-1.07
300705.SZ,九典制药,61.3,98.5,28.6,-1.07
002058.SZ,威尔泰,15.8,15.9,11.07,-1.07
603444.SH,吉比特,394.1,394.1,547.0,-1.07
871634.BJ,新威凌,1.1,4.6,7.36,-1.08
002299.SZ,圣农发展,236.7,239.2,19.23,-1.08
002653.SZ,海思科,117.7,275.1,24.69,-1.08
600055.SH,万东医疗,113.7,147.8,21.02,-1.08
601100.SH,恒立液压,727.0,746.7,55.69,-1.08
688286.SH,敏芯股份,19.5,29.3,54.75,-1.08
300505.SZ,川金诺,30.1,41.0,18.25,-1.08
301008.SZ,宏昌科技,6.5,21.1,26.43,-1.09
600894.SH,广日股份,62.7,62.7,7.29,-1.09
688478.SH,晶升股份,15.6,75.6,54.62,-1.09
600568.SH,ST中珠,28.5,36.3,1.82,-1.09
301389.SZ,隆扬电子,12.9,51.5,18.16,-1.09
300837.SZ,浙矿股份,28.2,39.9,39.92,-1.09
002542.SZ,中化岩土,43.3,49.1,2.72,-1.09
603680.SH,今创集团,78.1,78.1,9.96,-1.09
603757.SH,大元泵业,46.3,46.7,27.99,-1.1
603970.SH,中农立华,51.9,51.9,27.05,-1.1
301026.SZ,浩通科技,22.6,46.0,40.55,-1.1
002019.SZ,亿帆医药,130.4,187.7,15.31,-1.1
601696.SH,中银证券,300.0,300.0,10.8,-1.1
002234.SZ,民和股份,54.5,62.6,17.95,-1.1
000002.SZ,万科A,1395.3,1713.2,14.36,-1.1
300827.SZ,上能电气,83.0,114.7,46.54,-1.1
603956.SH,威派格,40.9,40.9,8.05,-1.11
688711.SH,DR宏微科,76.3,93.5,61.62,-1.11
300727.SZ,润禾材料,31.3,35.1,27.65,-1.11
000065.SZ,北方国际,137.2,151.9,15.16,-1.11
002022.SZ,科华生物,55.0,55.0,10.7,-1.11
301252.SZ,同星科技,8.7,34.9,43.6,-1.11
603261.SH,立航科技,8.7,26.5,33.8,-1.11
688357.SH,建龙微纳,55.0,55.0,92.46,-1.11
300863.SZ,卡倍亿,20.1,53.6,60.4,-1.11
603076.SH,乐惠国际,52.5,52.5,43.51,-1.11
600308.SH,华泰股份,53.8,53.8,3.55,-1.11
000012.SZ,南玻A,121.5,190.7,6.21,-1.11
300659.SZ,中孚信息,36.8,54.2,23.95,-1.11
603219.SH,富佳股份,20.6,74.6,13.28,-1.12
300741.SZ,华宝股份,136.0,136.0,22.08,-1.12
002025.SZ,航天电器,263.7,266.2,58.27,-1.12
600917.SH,重庆燃气,110.2,110.9,7.06,-1.12
002833.SZ,弘亚数控,42.6,70.8,16.69,-1.13
688371.SH,菲沃泰,15.2,64.7,19.3,-1.13
002810.SZ,山东赫达,58.3,63.1,18.42,-1.13
300077.SZ,国民技术,82.7,88.7,14.89,-1.13
002310.SZ,东方园林,45.6,47.0,1.75,-1.13
300185.SZ,通裕重工,97.1,102.1,2.62,-1.13
000886.SZ,海南高速,51.1,51.8,5.24,-1.13
600295.SH,鄂尔多斯,197.0,279.1,13.96,-1.13
688325.SH,赛微微电,13.1,35.4,42.56,-1.14
600515.SH,海南机场,398.2,495.9,4.34,-1.14
300749.SZ,顶固集创,13.5,17.8,8.64,-1.14
600696.SH,岩石股份,83.7,83.7,25.01,-1.15
603067.SH,振华股份,60.7,61.4,12.07,-1.15
601008.SH,连云港,53.5,53.5,4.31,-1.15
002037.SZ,保利联合,41.7,41.7,8.62,-1.15
300389.SZ,艾比森,33.3,72.0,19.82,-1.15
002903.SZ,宇环数控,24.8,38.0,24.98,-1.15
300618.SZ,寒锐钴业,93.8,106.5,34.4,-1.15
000625.SZ,长安汽车,920.9,1194.6,12.04,-1.15
603666.SH,亿嘉和,81.4,82.2,39.52,-1.15
600078.SH,ST澄星,62.5,62.5,9.44,-1.15
600916.SH,中国黄金,98.7,201.6,12.0,-1.15
002734.SZ,利民股份,30.6,34.9,9.41,-1.16
000661.SZ,长春高新,638.9,643.2,158.94,-1.16
300726.SZ,宏达电子,83.8,161.6,39.24,-1.16
300261.SZ,雅本化学,95.9,98.5,10.23,-1.16
002459.SZ,晶澳科技,1146.8,1152.8,34.94,-1.16
300396.SZ,迪瑞医疗,88.6,95.9,34.84,-1.16
002845.SZ,同兴达,34.2,50.1,15.28,-1.16
300437.SZ,清水源,25.6,37.2,14.37,-1.17
002322.SZ,理工能科,36.5,38.4,10.14,-1.17
000935.SZ,四川双马,129.0,129.0,16.9,-1.17
300332.SZ,天壕环境,99.6,104.2,11.81,-1.17
002972.SZ,科安达,15.7,31.1,12.64,-1.17
301382.SZ,蜂助手,18.0,84.3,49.71,-1.17
601901.SH,方正证券,554.0,554.0,6.73,-1.17
600990.SH,四创电子,64.4,65.8,31.1,-1.18
300775.SZ,三角防务,161.5,184.6,33.61,-1.18
688173.SH,希荻微,39.5,95.5,23.46,-1.18
430476.BJ,海能技术,9.7,13.0,15.91,-1.18
688798.SH,艾为电子,88.8,152.9,92.1,-1.18
600966.SH,博汇纸业,78.3,78.3,5.86,-1.18
002935.SZ,天奥电子,63.1,66.7,24.24,-1.18
603330.SH,天洋新材,36.1,46.9,10.85,-1.18
300596.SZ,利安隆,85.9,92.0,40.05,-1.18
301220.SZ,亚香股份,7.2,30.3,37.52,-1.19
605366.SH,宏柏新材,29.4,61.2,10.0,-1.19
600490.SH,鹏欣资源,66.4,73.7,3.33,-1.19
000572.SZ,海马汽车,68.3,68.4,4.16,-1.19
002111.SZ,威海广泰,43.5,48.9,9.15,-1.19
603538.SH,美诺华,42.1,42.6,19.96,-1.19
600486.SH,扬农化工,262.5,262.5,84.7,-1.19
600468.SH,百利电气,54.2,54.2,4.98,-1.19
688115.SH,思林杰,10.3,23.2,34.85,-1.19
300729.SZ,乐歌股份,43.0,49.0,15.76,-1.19
603281.SH,江瀚新材,30.1,120.5,32.29,-1.19
301058.SZ,中粮科工,28.6,72.1,14.07,-1.19
300149.SZ,睿智医药,41.2,41.2,8.25,-1.2
002664.SZ,信质集团,52.6,53.4,13.2,-1.2
603507.SH,振江股份,53.9,54.1,37.94,-1.2
688707.SH,振华新材,85.0,135.1,30.51,-1.2
000928.SZ,中钢国际,117.1,117.1,9.07,-1.2
600116.SH,三峡水利,173.2,173.2,9.06,-1.2
603033.SH,三维股份,146.8,149.8,18.92,-1.2
601318.SH,中国平安,5254.9,8867.7,48.51,-1.2
600581.SH,八一钢铁,62.8,63.7,4.1,-1.2
002472.SZ,双环传动,179.3,202.1,23.76,-1.21
603590.SH,康辰药业,60.3,60.3,37.66,-1.21
605333.SH,沪光股份,15.3,67.8,15.53,-1.21
600425.SH,青松建化,67.6,78.6,4.9,-1.21
000672.SZ,上峰水泥,95.0,95.0,9.8,-1.21
300174.SZ,元力股份,56.2,56.3,15.5,-1.21
003026.SZ,中晶科技,23.1,41.8,41.42,-1.22
300902.SZ,国安达,17.2,42.5,32.43,-1.22
605007.SH,五洲特纸,12.1,58.4,14.59,-1.22
300876.SZ,蒙泰高新,7.3,24.9,25.93,-1.22
600579.SH,克劳斯,32.3,32.3,6.48,-1.22
300761.SZ,立华股份,116.9,160.2,19.36,-1.22
301188.SZ,力诺特玻,26.7,41.2,17.74,-1.22
871553.BJ,凯腾精工,3.0,4.6,3.22,-1.23
600853.SH,龙建股份,48.5,49.0,4.83,-1.23
603416.SH,信捷电气,53.1,53.1,37.79,-1.23
000807.SZ,云铝股份,440.6,445.3,12.84,-1.23
688001.SH,华兴源创,155.6,166.1,37.71,-1.23
603235.SH,XD天新药,12.3,122.9,28.08,-1.23
300436.SZ,广生堂,39.1,46.0,28.88,-1.23
300870.SZ,欧陆通,27.3,71.0,69.73,-1.23
